step,z_mm,lever_mm,local_pos_med_um,local_tx_med_mrad,local_tx_bias_mrad,local_ty_med_mrad,carried_to_end_um
16,3942.6499999999996,3802.446875,0.4898229341785855,0.0005010671387980755,3.2869991376319185e-05,0.0006139881535902059,1.9052811760879333
17,4023.553125,3721.54375,0.480120925727153,0.0005132358957462418,-9.619307760055928e-06,0.0006422929650709563,1.9100298400900777
18,4104.45625,3640.640625,0.4633863505407087,0.0005319665519788741,-2.766796589927234e-05,0.0006993421224127036,1.9366990402754634
19,4185.359375,3559.7375,0.45360278692907585,0.0004960165030545687,-4.122398660670948e-05,0.000776783594332725,1.7656885465422127
20,4266.2625,3478.8343750000004,0.4509479692178171,0.00044798037585058736,-2.036641244627241e-05,0.0007693719963983853,1.5584495308344437
21,4347.165625,3397.9312499999996,0.4556297783507517,0.0003954904133005033,3.464386245065343e-05,0.0008396761711632061,1.3438492344291957
22,4428.06875,3317.028125,0.45470760313810543,0.0004313957672943264,7.759547027922503e-05,0.000864614210970005,1.4309518931212357
23,4508.971875,3236.125,0.465497429868186,0.00048673191296172424,0.00010532015364038763,0.0008800016291984902,1.57512531183326
24,4589.875,3155.221875,0.4579383328302584,0.0005048056786957633,9.939619908215513e-05,0.0009129476694520744,1.592773920045094
25,4670.778125,3074.3187500000004,0.45098708732855997,0.0004610026485638713,6.615924573634413e-05,0.0008483423894469974,1.4172690862795703
26,4751.68125,2993.4156249999996,0.4011010097621343,0.00043411417288696796,2.9358874532869894e-06,0.0008957045252652729,1.299484148153801
27,4832.584375,2912.5125000000007,0.34022219555421473,0.00042724277180862524,-5.7973206579048364e-05,0.0009454695977891199,1.2443499134272693
28,4913.487499999999,2831.609375,0.29793089603416284,0.00046004843333793954,-0.0001138460196375285,0.0008848399490092584,1.3026774567937722
29,4994.390625,2750.70625,0.25874030345945953,0.0004784110914576867,-0.00013579533563595758,0.0007839760707123965,1.3159683793419805
30,5075.29375,2669.8031250000004,0.23843029195162935,0.0004930552640579344,-0.00012158755396604604,0.0008108502547576196,1.3163604847795738
31,5156.196875,2588.8999999999996,0.23742945279827588,0.0004680920154959134,-8.409887210930611e-05,0.000795535740076049,1.21184341891737
32,5237.1,2507.9968750000007,0.2424573404553566,0.00046678638992384697,-4.905276679983972e-05,0.0008227586464539666,1.17069880722154
33,5318.003124999999,2427.09375,0.2650603447599907,0.0004698144279160696,4.180088775118662e-06,0.0009177120862090271,1.1402836616549181
34,5398.90625,2346.190625,0.32797859011785185,0.0005533453636200059,3.273086075089582e-05,0.0009215890567574464,1.298253704512474
35,5479.809375,2265.2875000000004,0.3464410081977799,0.0006070455569467947,2.2788026382558613e-05,0.0008758421869052915,1.3751327120821126
36,5560.7125,2184.3843749999996,0.3829179790455114,0.0006244060044048594,4.6998065161840685e-08,0.0008063970799131182,1.363942719678156
37,5641.615625,2103.4812500000007,0.42898288933628975,0.0006689359619335006,-2.9532562620220026e-05,0.0008240851656540066,1.4070942533778328
38,5722.518749999999,2022.578125,0.4679619401219971,0.0007070725346423196,-6.780369535969166e-05,0.000832564914801659,1.4301094413558602
39,5803.421875,1941.6750000000002,0.49675081181640857,0.0007169151971520016,-0.00010197684207485791,0.0008237950509595859,1.3920163154301128
40,5884.325,1860.7718750000004,0.5105907613053757,0.0007095704957493787,-0.00012817005674500836,0.0008708885164210659,1.320348821820251
41,5965.228125,1779.8687499999996,0.5164439074015641,0.0007042230194646837,-0.00016253931323789717,0.0009241150231236415,1.253424545375832
42,6046.13125,1698.9656250000007,0.5163212266764253,0.0007065681547936686,-0.0001902223678695164,0.0009137748407926118,1.2004350067141225
43,6127.034374999999,1618.0625,0.49857484308074107,0.0007246871520805859,-0.00018998718300661244,0.0011160559852257945,1.1725891050133932
44,6207.9375,1537.1593750000002,0.4713628707595715,0.0007734623655580863,-0.00016324855077465283,0.0011292599176766782,1.1889349264272897
45,6288.840625,1456.2562500000004,0.4494708720613324,0.0008109069946984904,-0.00011720588358535289,0.001227000396382058,1.1808883791983937
46,6369.74375,1375.3531249999996,0.4480351806555932,0.0008678149293478432,-4.3212473339188096e-05,0.0013481032966507212,1.1935519750002102
47,6450.646875,1294.4499999999998,0.44587111435659466,0.0008889381572577126,-1.5706967601558652e-06,0.0014381987457809907,1.1506859976622459
48,6531.55,1213.546875,0.4482262049543193,0.0008809764849918023,6.689449149124838e-05,0.0016137734021315353,1.0691062603102859
49,6612.453125,1132.6437500000002,0.46020928453492804,0.0009111459765009933,0.00010171388997726183,0.0016697035463020954,1.0320037956214971
50,6693.35625,1051.7406250000004,0.4828330085712279,0.0009443586336116416,0.00012980816382207605,0.0017968555894917054,0.9932203395388545
51,6774.259375,970.8374999999996,0.5089806145802986,0.000999293679151969,0.00016655523912834092,0.0017660807462732166,0.9701517772336994
52,6855.1625,889.9343749999998,0.5389102038458915,0.00103347085782593,0.00016451555059785253,0.0019937331219204227,0.9197212419400328
53,6936.065625,809.03125,0.5509468210582131,0.0011006833406240757,0.00012833198518441558,0.001969522061023854,0.8904872189192717
54,7016.96875,728.1281250000002,0.5487535938657094,0.0011673161603720228,3.667290976103188e-05,0.0020725342067557523,0.8499557271338805
55,7097.871875,647.2250000000004,0.556604361671508,0.0013853205473937646,-8.793258060579845e-05,0.002230760081402966,0.8966140912869298
56,7178.775,566.3218749999996,0.5794777126595095,0.0017323250773998433,-0.000288323834030102,0.0023750025557947585,0.9810535859425986
57,7259.678125,485.4187499999998,0.5953653770064185,0.0020273019403216352,-0.0005440793550484657,0.0025160766890519604,0.9840903737435025
58,7340.58125,404.515625,0.59644676267342,0.00237433111514862,-0.0008385159045148222,0.0025539711532174963,0.9604540350012911
59,7421.484375,323.6125000000002,0.6177118812600173,0.0030775272693295275,-0.0012042782855381517,0.0025615130326023944,0.9959262934459024
60,7502.3875,242.70937500000036,0.6192544755123184,0.003647876780484005,-0.0015871069493390844,0.002614428647287545,0.8853738934682864
61,7583.290625,161.80624999999964,0.6254787464978122,0.00443209443038578,-0.0020758135472823125,0.002742124529413279,0.7171405794266075
62,7664.19375,80.90312499999982,0.6464058539846167,0.00550438414761989,-0.0025369157841126366,0.002872087933370338,0.4453218787429094
63,7745.096875,0.0,0.6530107307372475,0.006282342581820366,-0.0030790212929149297,0.0030815428757918935,0.0
