round,source,n_states,per_plane,restarts,loss_first,loss_last,train_end_moved_med_um,val_z1_pos_med_um,val_z1_x_med_um,val_z1_y_med_um,wall_s
1,rk6,32000,125,25,4.445557037036379e-06,2.580849332184738e-10,nan,441.8066527504294,347.06844774405,146.72785235287301,5361.7
2,own,32000,125,25,1.3192526590172542e-09,1.2695419358862805e-10,nan,299.0486807030095,235.83070418310027,151.33934649765024,5439.9
3,own,32000,125,25,1.1265783934128634e-09,1.0266937440944744e-10,426.2675937963536,290.7653454900583,210.99382205079564,166.720729095573,5444.2
4,own,32000,125,25,1.910257128448025e-09,6.850989566501449e-11,317.7045538512857,250.1547612642412,194.3657534339991,101.95568100567698,5474.3
5,own,32000,125,25,1.2966213908997967e-09,6.226029137695593e-11,304.4904430659585,217.89486952684456,171.5383962819601,100.39853508885699,5437.0
6,own,32000,125,25,1.112191399211775e-09,5.289551522046224e-11,275.50957287246547,209.06602419688625,156.7714509083089,96.71406782373992,5434.2
7,own,32000,125,25,1.1258019297723447e-09,5.6829374687753304e-11,220.77764831186641,229.15796551683343,195.83897801337002,89.22508623277281,5414.8
8,own,32000,125,25,1.357079312593233e-09,3.9644293843876234e-11,241.3507296168973,187.10023164106815,133.53292431685304,89.424745376391,5423.8
9,own,32000,125,25,7.661843961983474e-10,4.5179351230858787e-11,210.61888669225937,186.32140736724523,148.05527821692976,93.54284804072677,5400.5
10,own,32000,125,25,1.1597593827367575e-09,4.8922991818709493e-11,204.99328025368868,196.03458687953434,152.1396129439836,85.85845555938931,5384.4
11,own,32000,125,25,1.559715942881087e-09,4.801522897620023e-11,229.70919040892568,201.7127850003817,159.33020509095286,89.02040008456424,5380.5
12,own,32000,125,25,4.838240265016681e-09,5.7381278490879744e-11,225.5243293284508,191.54471171293608,161.52604011693938,84.65698849124692,5407.6
13,own,32000,125,25,1.712181562299654e-09,5.0983130494715126e-11,239.58622798841134,190.3698641962137,152.28526643375062,87.5060890634245,5433.2
14,own,32000,125,25,1.7056208702564716e-09,4.72679469746931e-11,220.83648095895114,169.66330482074454,135.67529446794424,84.02548251058306,5364.7
15,own,32000,125,25,1.0181935535889848e-09,3.839048840582457e-11,209.80238614563973,161.4217969740821,122.10108805090769,82.25209801418032,5388.6
16,own,32000,125,25,1.028325281164428e-09,4.094958639205904e-11,197.91354806028494,148.8856333876072,112.13875113890026,74.66295995550354,5427.5
17,own,32000,125,25,6.803017127877487e-10,3.6053967196403545e-11,174.97915296763722,177.79461276896313,145.4903794105462,77.72622650165317,5619.2
18,own,32000,125,25,4.419818605107222e-10,3.445781436450751e-11,168.35598475313418,150.12086097431165,117.40948184956324,80.40005733482758,5560.2
19,own,32000,125,25,3.1746556734640192e-09,3.924908805603779e-11,170.4622055819982,176.4459155416489,131.28066854631015,81.4333555754132,5564.8
20,own,32000,125,25,1.0399517992849165e-09,3.962774677781826e-11,182.19985379670334,182.5134261700896,153.11317070063524,75.11009463118512,5529.8
