N,q,dz_mm,split,comparator,pos_med_um,pos_p95_um,slope_med_mrad,n,all_legs_converged,total_restarts,total_train_wall_s,n_parameters_per_leg
1,9,5177.8,test,vs_rk6_endpoint,222.43732509502934,2432.587257456875,0.10179842479061951,1452,True,72,707.1,22440
1,9,5177.8,test,vs_real_scifi_state,1802.9146897115847,13642.48922352596,0.5240925984316825,1452,True,72,707.1,22440
1,9,5177.8,test,straight_line_vs_rk6_endpoint,450541.20897316607,1251923.9406943007,171.8266523561743,1452,True,72,707.1,22440
1,9,5177.8,test,rk6_truth_vs_real_scifi_state,1693.9571842638497,12200.180162149127,0.4893077381701444,1452,True,72,707.1,22440
1,10,5177.8,val,vs_rk6_endpoint,230.68901764042948,2812.271985588752,0.09792068371786838,1463,True,90,907.7,22956
1,10,5177.8,val,vs_real_scifi_state,1849.4223782199128,14674.360715728812,0.5345878009997209,1463,True,90,907.7,22956
1,10,5177.8,val,straight_line_vs_rk6_endpoint,452941.9385569637,1271615.6766418347,171.65128524149225,1463,True,90,907.7,22956
1,10,5177.8,val,rk6_truth_vs_real_scifi_state,1761.31884536818,12672.446897111296,0.5095407295575005,1463,True,90,907.7,22956
1,10,5177.8,test,vs_rk6_endpoint,226.10210290355326,2503.5155447461443,0.09442729573998915,1452,True,90,907.7,22956
1,10,5177.8,test,vs_real_scifi_state,1858.2454266004902,13439.708186853228,0.5289153936672355,1452,True,90,907.7,22956
1,10,5177.8,test,straight_line_vs_rk6_endpoint,450541.20897316607,1251923.9406943007,171.8266523561743,1452,True,90,907.7,22956
1,10,5177.8,test,rk6_truth_vs_real_scifi_state,1693.9571842638497,12200.180162149127,0.4893077381701444,1452,True,90,907.7,22956
1,11,5177.8,val,vs_rk6_endpoint,240.7837852163084,2324.6396214954057,0.10507671980448594,1463,True,67,819.6,23472
1,11,5177.8,val,vs_real_scifi_state,1818.1273551041386,13858.938282631945,0.5233731495473335,1463,True,67,819.6,23472
1,11,5177.8,val,straight_line_vs_rk6_endpoint,452941.9385569637,1271615.6766418347,171.65128524149225,1463,True,67,819.6,23472
1,11,5177.8,val,rk6_truth_vs_real_scifi_state,1761.31884536818,12672.446897111296,0.5095407295575005,1463,True,67,819.6,23472
1,11,5177.8,test,vs_rk6_endpoint,220.5174851213485,2041.4155097413193,0.10043655286734801,1452,True,67,819.6,23472
1,11,5177.8,test,vs_real_scifi_state,1799.4679197833534,13468.90975221422,0.5018195444705369,1452,True,67,819.6,23472
1,11,5177.8,test,straight_line_vs_rk6_endpoint,450541.20897316607,1251923.9406943007,171.8266523561743,1452,True,67,819.6,23472
1,11,5177.8,test,rk6_truth_vs_real_scifi_state,1693.9571842638497,12200.180162149127,0.4893077381701444,1452,True,67,819.6,23472
1,12,5177.8,val,vs_rk6_endpoint,296.7343581129853,2517.057629263489,0.12824152616656287,1463,True,52,618.7,23988
1,12,5177.8,val,vs_real_scifi_state,1896.6569197978913,14483.177404736842,0.5589369279226097,1463,True,52,618.7,23988
1,12,5177.8,val,straight_line_vs_rk6_endpoint,452941.9385569637,1271615.6766418347,171.65128524149225,1463,True,52,618.7,23988
1,12,5177.8,val,rk6_truth_vs_real_scifi_state,1761.31884536818,12672.446897111296,0.5095407295575005,1463,True,52,618.7,23988
1,12,5177.8,test,vs_rk6_endpoint,280.86483867809875,2154.621386639156,0.12446622496038034,1452,True,52,618.7,23988
1,12,5177.8,test,vs_real_scifi_state,1891.7026451312395,13650.021100527141,0.5454962190942283,1452,True,52,618.7,23988
1,12,5177.8,test,straight_line_vs_rk6_endpoint,450541.20897316607,1251923.9406943007,171.8266523561743,1452,True,52,618.7,23988
1,12,5177.8,test,rk6_truth_vs_real_scifi_state,1693.9571842638497,12200.180162149127,0.4893077381701444,1452,True,52,618.7,23988
1,13,5177.8,val,vs_rk6_endpoint,263.6009990145851,2557.479545114774,0.09675358504352208,1463,True,63,788.7,24504
1,13,5177.8,val,vs_real_scifi_state,1877.6680121153076,13710.555186335898,0.5437866755474089,1463,True,63,788.7,24504
1,13,5177.8,val,straight_line_vs_rk6_endpoint,452941.9385569637,1271615.6766418347,171.65128524149225,1463,True,63,788.7,24504
1,13,5177.8,val,rk6_truth_vs_real_scifi_state,1761.31884536818,12672.446897111296,0.5095407295575005,1463,True,63,788.7,24504
1,13,5177.8,test,vs_rk6_endpoint,264.0531962655146,2216.82398497801,0.09540117189983828,1452,True,63,788.7,24504
1,13,5177.8,test,vs_real_scifi_state,1855.5218418034087,12840.045083659665,0.532636447713307,1452,True,63,788.7,24504
1,13,5177.8,test,straight_line_vs_rk6_endpoint,450541.20897316607,1251923.9406943007,171.8266523561743,1452,True,63,788.7,24504
1,13,5177.8,test,rk6_truth_vs_real_scifi_state,1693.9571842638497,12200.180162149127,0.4893077381701444,1452,True,63,788.7,24504
1,14,5177.8,val,vs_rk6_endpoint,236.34272027061343,2357.226679262475,0.11012373437597166,1463,True,65,1440.3,25020
1,14,5177.8,val,vs_real_scifi_state,1862.3798851505312,13524.459977084223,0.5312831492864795,1463,True,65,1440.3,25020
1,14,5177.8,val,straight_line_vs_rk6_endpoint,452941.9385569637,1271615.6766418347,171.65128524149225,1463,True,65,1440.3,25020
1,14,5177.8,val,rk6_truth_vs_real_scifi_state,1761.31884536818,12672.446897111296,0.5095407295575005,1463,True,65,1440.3,25020
1,14,5177.8,test,vs_rk6_endpoint,229.54104462297664,2298.944813932729,0.10791289429871315,1452,True,65,1440.3,25020
1,14,5177.8,test,vs_real_scifi_state,1781.2287268125715,12808.99556489789,0.528331094971704,1452,True,65,1440.3,25020
1,14,5177.8,test,straight_line_vs_rk6_endpoint,450541.20897316607,1251923.9406943007,171.8266523561743,1452,True,65,1440.3,25020
1,14,5177.8,test,rk6_truth_vs_real_scifi_state,1693.9571842638497,12200.180162149127,0.4893077381701444,1452,True,65,1440.3,25020
1,15,5177.8,val,vs_rk6_endpoint,225.8372275776992,2181.642355109607,0.10366355487839707,1463,True,63,1381.9,25536
1,15,5177.8,val,vs_real_scifi_state,1866.2768092627857,14102.549733549697,0.527469924922589,1463,True,63,1381.9,25536
1,15,5177.8,val,straight_line_vs_rk6_endpoint,452941.9385569637,1271615.6766418347,171.65128524149225,1463,True,63,1381.9,25536
1,15,5177.8,val,rk6_truth_vs_real_scifi_state,1761.31884536818,12672.446897111296,0.5095407295575005,1463,True,63,1381.9,25536
1,15,5177.8,test,vs_rk6_endpoint,232.77115054623465,1947.885722904551,0.102807020689627,1452,True,63,1381.9,25536
1,15,5177.8,test,vs_real_scifi_state,1853.3708226034378,12981.552629778054,0.5311060646585666,1452,True,63,1381.9,25536
1,15,5177.8,test,straight_line_vs_rk6_endpoint,450541.20897316607,1251923.9406943007,171.8266523561743,1452,True,63,1381.9,25536
1,15,5177.8,test,rk6_truth_vs_real_scifi_state,1693.9571842638497,12200.180162149127,0.4893077381701444,1452,True,63,1381.9,25536
1,16,5177.8,val,vs_rk6_endpoint,216.5844592793178,2195.1300801786592,0.10628482745067558,1463,True,71,939.0,26052
1,16,5177.8,val,vs_real_scifi_state,1876.9416719942028,13676.760699323195,0.5239076310921409,1463,True,71,939.0,26052
1,16,5177.8,val,straight_line_vs_rk6_endpoint,452941.9385569637,1271615.6766418347,171.65128524149225,1463,True,71,939.0,26052
1,16,5177.8,val,rk6_truth_vs_real_scifi_state,1761.31884536818,12672.446897111296,0.5095407295575005,1463,True,71,939.0,26052
1,16,5177.8,test,vs_rk6_endpoint,211.42911627640615,1776.6594072051353,0.10566089706161991,1452,True,71,939.0,26052
1,16,5177.8,test,vs_real_scifi_state,1796.243715760312,12755.106452643127,0.5157674454496913,1452,True,71,939.0,26052
1,16,5177.8,test,straight_line_vs_rk6_endpoint,450541.20897316607,1251923.9406943007,171.8266523561743,1452,True,71,939.0,26052
1,16,5177.8,test,rk6_truth_vs_real_scifi_state,1693.9571842638497,12200.180162149127,0.4893077381701444,1452,True,71,939.0,26052
1,17,5177.8,val,vs_rk6_endpoint,224.90054665672687,2028.0883647866924,0.09989482087279303,1463,True,84,1133.9,26568
1,17,5177.8,val,vs_real_scifi_state,1815.8158570649193,14134.4294859732,0.5265834425868116,1463,True,84,1133.9,26568
1,17,5177.8,val,straight_line_vs_rk6_endpoint,452941.9385569637,1271615.6766418347,171.65128524149225,1463,True,84,1133.9,26568
1,17,5177.8,val,rk6_truth_vs_real_scifi_state,1761.31884536818,12672.446897111296,0.5095407295575005,1463,True,84,1133.9,26568
1,17,5177.8,test,vs_rk6_endpoint,217.31165668467156,2015.3044273176138,0.10052163522063229,1452,True,84,1133.9,26568
1,17,5177.8,test,vs_real_scifi_state,1812.2437311102146,12809.641869758045,0.5328874383652322,1452,True,84,1133.9,26568
1,17,5177.8,test,straight_line_vs_rk6_endpoint,450541.20897316607,1251923.9406943007,171.8266523561743,1452,True,84,1133.9,26568
1,17,5177.8,test,rk6_truth_vs_real_scifi_state,1693.9571842638497,12200.180162149127,0.4893077381701444,1452,True,84,1133.9,26568
1,18,5177.8,val,vs_rk6_endpoint,296.76568357308497,2415.490436977756,0.11320002824105613,1463,True,61,798.8,27084
1,18,5177.8,val,vs_real_scifi_state,1903.5830814625854,14086.904479413353,0.5420691647656308,1463,True,61,798.8,27084
1,18,5177.8,val,straight_line_vs_rk6_endpoint,452941.9385569637,1271615.6766418347,171.65128524149225,1463,True,61,798.8,27084
1,18,5177.8,val,rk6_truth_vs_real_scifi_state,1761.31884536818,12672.446897111296,0.5095407295575005,1463,True,61,798.8,27084
1,18,5177.8,test,vs_rk6_endpoint,284.85574199741137,2494.094432430036,0.11212704257155572,1452,True,61,798.8,27084
1,18,5177.8,test,vs_real_scifi_state,1855.3345684640306,12838.229586620051,0.5250367075325946,1452,True,61,798.8,27084
1,18,5177.8,test,straight_line_vs_rk6_endpoint,450541.20897316607,1251923.9406943007,171.8266523561743,1452,True,61,798.8,27084
1,18,5177.8,test,rk6_truth_vs_real_scifi_state,1693.9571842638497,12200.180162149127,0.4893077381701444,1452,True,61,798.8,27084
1,19,5177.8,val,vs_rk6_endpoint,286.7665449515755,2352.960179185659,0.12452407362757711,1463,True,47,706.8,27600
1,19,5177.8,val,vs_real_scifi_state,1873.2909016225676,13790.359903831566,0.5531333729183741,1463,True,47,706.8,27600
1,19,5177.8,val,straight_line_vs_rk6_endpoint,452941.9385569637,1271615.6766418347,171.65128524149225,1463,True,47,706.8,27600
1,19,5177.8,val,rk6_truth_vs_real_scifi_state,1761.31884536818,12672.446897111296,0.5095407295575005,1463,True,47,706.8,27600
1,19,5177.8,test,vs_rk6_endpoint,282.0865837182396,2390.413116531096,0.11473173594372249,1452,True,47,706.8,27600
1,19,5177.8,test,vs_real_scifi_state,1896.6705928965553,12619.770738737028,0.5623444648535196,1452,True,47,706.8,27600
1,19,5177.8,test,straight_line_vs_rk6_endpoint,450541.20897316607,1251923.9406943007,171.8266523561743,1452,True,47,706.8,27600
1,19,5177.8,test,rk6_truth_vs_real_scifi_state,1693.9571842638497,12200.180162149127,0.4893077381701444,1452,True,47,706.8,27600
1,20,5177.8,val,vs_rk6_endpoint,257.44326833779496,2192.949403150441,0.1108351306139399,1463,True,58,775.7,28116
1,20,5177.8,val,vs_real_scifi_state,1856.2054174707896,13637.051772977664,0.5396234305836689,1463,True,58,775.7,28116
1,20,5177.8,val,straight_line_vs_rk6_endpoint,452941.9385569637,1271615.6766418347,171.65128524149225,1463,True,58,775.7,28116
1,20,5177.8,val,rk6_truth_vs_real_scifi_state,1761.31884536818,12672.446897111296,0.5095407295575005,1463,True,58,775.7,28116
1,20,5177.8,test,vs_rk6_endpoint,265.9575751051122,1995.110671722398,0.11001279622025947,1452,True,58,775.7,28116
1,20,5177.8,test,vs_real_scifi_state,1834.215978357875,12951.908723808425,0.5252038527711889,1452,True,58,775.7,28116
1,20,5177.8,test,straight_line_vs_rk6_endpoint,450541.20897316607,1251923.9406943007,171.8266523561743,1452,True,58,775.7,28116
1,20,5177.8,test,rk6_truth_vs_real_scifi_state,1693.9571842638497,12200.180162149127,0.4893077381701444,1452,True,58,775.7,28116
4,1,1294.45,val,vs_rk6_endpoint,4884.754444122336,16590.48952448276,1.6369095905784115,1463,True,74,553.3000000000001,18312
4,1,1294.45,val,vs_real_scifi_state,3769.2557317711817,15457.242054000748,1.2125818655133458,1463,True,74,553.3000000000001,18312
4,1,1294.45,val,straight_line_vs_rk6_endpoint,452941.9385569637,1271615.6766418347,171.65128524149225,1463,True,74,553.3000000000001,18312
4,1,1294.45,val,rk6_truth_vs_real_scifi_state,1761.31884536818,12672.446897111296,0.5095407295575005,1463,True,74,553.3000000000001,18312
4,1,1294.45,test,vs_rk6_endpoint,4857.67006911324,15710.21417335822,1.6769525937919068,1452,True,74,553.3000000000001,18312
4,1,1294.45,test,vs_real_scifi_state,3669.8214552816635,13763.393201285615,1.2286670095947514,1452,True,74,553.3000000000001,18312
4,1,1294.45,test,straight_line_vs_rk6_endpoint,450541.20897316607,1251923.9406943007,171.8266523561743,1452,True,74,553.3000000000001,18312
4,1,1294.45,test,rk6_truth_vs_real_scifi_state,1693.9571842638497,12200.180162149127,0.4893077381701444,1452,True,74,553.3000000000001,18312
4,2,1294.45,val,vs_rk6_endpoint,297.26027945184796,3885.955106622486,0.12033121496878713,1463,True,71,581.2,18828
4,2,1294.45,val,vs_real_scifi_state,1805.8256708735598,12619.549847704217,0.5375307340769742,1463,True,71,581.2,18828
4,2,1294.45,val,straight_line_vs_rk6_endpoint,452941.9385569637,1271615.6766418347,171.65128524149225,1463,True,71,581.2,18828
4,2,1294.45,val,rk6_truth_vs_real_scifi_state,1761.31884536818,12672.446897111296,0.5095407295575005,1463,True,71,581.2,18828
4,2,1294.45,test,vs_rk6_endpoint,289.50212391205184,3097.9326520933096,0.1272399691692773,1452,True,71,581.2,18828
4,2,1294.45,test,vs_real_scifi_state,1810.5658439060903,12399.055418075335,0.5365054078019932,1452,True,71,581.2,18828
4,2,1294.45,test,straight_line_vs_rk6_endpoint,450541.20897316607,1251923.9406943007,171.8266523561743,1452,True,71,581.2,18828
4,2,1294.45,test,rk6_truth_vs_real_scifi_state,1693.9571842638497,12200.180162149127,0.4893077381701444,1452,True,71,581.2,18828
4,3,1294.45,val,vs_rk6_endpoint,263.9488555530818,2572.1522548231983,0.1422113589293894,1463,True,67,576.1,19344
4,3,1294.45,val,vs_real_scifi_state,1889.4219808594812,13712.598698487844,0.5707981724800137,1463,True,67,576.1,19344
4,3,1294.45,val,straight_line_vs_rk6_endpoint,452941.9385569637,1271615.6766418347,171.65128524149225,1463,True,67,576.1,19344
4,3,1294.45,val,rk6_truth_vs_real_scifi_state,1761.31884536818,12672.446897111296,0.5095407295575005,1463,True,67,576.1,19344
4,3,1294.45,test,vs_rk6_endpoint,251.224713990581,2673.7270702849537,0.1413812604094261,1452,True,67,576.1,19344
4,3,1294.45,test,vs_real_scifi_state,1901.4766676721706,12881.323968097471,0.5379316867910356,1452,True,67,576.1,19344
4,3,1294.45,test,straight_line_vs_rk6_endpoint,450541.20897316607,1251923.9406943007,171.8266523561743,1452,True,67,576.1,19344
4,3,1294.45,test,rk6_truth_vs_real_scifi_state,1693.9571842638497,12200.180162149127,0.4893077381701444,1452,True,67,576.1,19344
4,4,1294.45,val,vs_rk6_endpoint,270.25900049713414,2726.1633034961196,0.1438915827923215,1463,True,69,618.6,19860
4,4,1294.45,val,vs_real_scifi_state,1962.4590208805444,13769.15997873068,0.5689113443944627,1463,True,69,618.6,19860
4,4,1294.45,val,straight_line_vs_rk6_endpoint,452941.9385569637,1271615.6766418347,171.65128524149225,1463,True,69,618.6,19860
4,4,1294.45,val,rk6_truth_vs_real_scifi_state,1761.31884536818,12672.446897111296,0.5095407295575005,1463,True,69,618.6,19860
4,4,1294.45,test,vs_rk6_endpoint,242.66153738781782,2621.0850041007943,0.14843857656479664,1452,True,69,618.6,19860
4,4,1294.45,test,vs_real_scifi_state,1916.67978030506,13083.993026893475,0.5712664378723307,1452,True,69,618.6,19860
4,4,1294.45,test,straight_line_vs_rk6_endpoint,450541.20897316607,1251923.9406943007,171.8266523561743,1452,True,69,618.6,19860
4,4,1294.45,test,rk6_truth_vs_real_scifi_state,1693.9571842638497,12200.180162149127,0.4893077381701444,1452,True,69,618.6,19860
4,5,1294.45,val,vs_rk6_endpoint,216.1847562297794,2135.5688726039602,0.15362521641563986,1463,True,64,519.0,20376
4,5,1294.45,val,vs_real_scifi_state,1897.3240546551438,13350.227612532077,0.5613182036307007,1463,True,64,519.0,20376
4,5,1294.45,val,straight_line_vs_rk6_endpoint,452941.9385569637,1271615.6766418347,171.65128524149225,1463,True,64,519.0,20376
4,5,1294.45,val,rk6_truth_vs_real_scifi_state,1761.31884536818,12672.446897111296,0.5095407295575005,1463,True,64,519.0,20376
4,5,1294.45,test,vs_rk6_endpoint,211.98930568031216,2253.177426895313,0.1558930656564827,1452,True,64,519.0,20376
4,5,1294.45,test,vs_real_scifi_state,1841.241419824442,12459.240421530028,0.5464920598430416,1452,True,64,519.0,20376
4,5,1294.45,test,straight_line_vs_rk6_endpoint,450541.20897316607,1251923.9406943007,171.8266523561743,1452,True,64,519.0,20376
4,5,1294.45,test,rk6_truth_vs_real_scifi_state,1693.9571842638497,12200.180162149127,0.4893077381701444,1452,True,64,519.0,20376
4,6,1294.45,val,vs_rk6_endpoint,236.477296252815,2140.7983559941895,0.11955588659082195,1463,True,63,542.9,20892
4,6,1294.45,val,vs_real_scifi_state,1919.1159264426005,13085.90624669271,0.5612923147091803,1463,True,63,542.9,20892
4,6,1294.45,val,straight_line_vs_rk6_endpoint,452941.9385569637,1271615.6766418347,171.65128524149225,1463,True,63,542.9,20892
4,6,1294.45,val,rk6_truth_vs_real_scifi_state,1761.31884536818,12672.446897111296,0.5095407295575005,1463,True,63,542.9,20892
4,6,1294.45,test,vs_rk6_endpoint,217.08451441725174,2193.2955882871397,0.11841347421981396,1452,True,63,542.9,20892
4,6,1294.45,test,vs_real_scifi_state,1880.0792915195893,12724.21604860969,0.5447534795786289,1452,True,63,542.9,20892
4,6,1294.45,test,straight_line_vs_rk6_endpoint,450541.20897316607,1251923.9406943007,171.8266523561743,1452,True,63,542.9,20892
4,6,1294.45,test,rk6_truth_vs_real_scifi_state,1693.9571842638497,12200.180162149127,0.4893077381701444,1452,True,63,542.9,20892
4,7,1294.45,val,vs_rk6_endpoint,243.600550986514,2245.4116599042877,0.13186339829837634,1463,True,71,673.7,21408
