N,q,split,plane,z_mm,pos_med_um,pos_p95_um,slope_med_mrad,x_med_um,y_med_um,tx_med_mrad,ty_med_mrad
64,13,val,63,7745.096875,2265.137148180429,10842.980465706289,1.2014975264881267,2159.9704474654686,314.27014518997964,1.17131465222442,0.10567298345494358
64,13,val,64,7826.0,2362.263059024599,11236.027561055149,1.2088518841842921,2254.3012957036126,320.06391051617913,1.178434608607795,0.10562406952142889
64,13,test,0,2648.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,13,test,1,2729.1031249999996,4.507302656023171,11.178385882053737,0.005033452822356642,4.111328956078353,0.5169927554788956,0.00411326357804484,0.002019309435258472
64,13,test,2,2810.00625,9.808941245633918,22.79669174418332,0.009930933225155147,9.014590930462418,1.074444046675893,0.007808896216911221,0.003709250437249241
64,13,test,3,2890.9093749999997,16.41451981319264,36.854787968491834,0.01558710393207395,15.107559714767405,2.0707591277115966,0.012283642553500076,0.005701729112740986
64,13,test,4,2971.8125,23.472594105244937,50.475206439347176,0.019431892568276543,21.955567535485443,2.577826795501892,0.015337098833022311,0.007053654513403465
64,13,test,5,3052.715625,32.29015860404871,72.65932810516063,0.026328070656531782,30.472625752679505,3.560074483456521,0.021216354333129794,0.009173951214372367
64,13,test,6,3133.6187499999996,42.26267891493052,93.00204596073772,0.034366019798753866,40.07316841925501,4.878776722904377,0.027827347078464293,0.011610163953095463
64,13,test,7,3214.521875,53.431005638540974,115.2330823427008,0.04309888146217765,50.469072269038406,6.431169003043635,0.03548083270973196,0.014403275795078253
64,13,test,8,3295.4249999999997,64.24096400563428,141.08835994158258,0.05244304322884509,61.11665043288639,8.423259800256488,0.04168208215802466,0.017103683633034814
64,13,test,9,3376.328125,76.4534574385749,171.3449904659308,0.06077851088624742,72.87439061758505,10.616086733515218,0.049225738593065144,0.01990136610529117
64,13,test,10,3457.23125,87.35860494317649,203.82124948507538,0.06630344325290594,83.63769201548709,12.587584815591413,0.05308073748538228,0.02127942889934044
64,13,test,11,3538.1343749999996,99.70896370016646,239.14401516877783,0.07381196490681592,95.33977595917875,15.104612440888232,0.059089078859269825,0.023677877903249822
64,13,test,12,3619.0375,113.5821489220099,284.01148794052074,0.0815532505999742,107.51027375792432,18.590697817993718,0.06492741815698928,0.026227553975917417
64,13,test,13,3699.940625,127.63623199559149,332.57915847471344,0.08780024812655995,120.9806216884104,22.213304775792864,0.07048604226144936,0.028291251506749188
64,13,test,14,3780.84375,142.7059917343101,380.61131349892395,0.09713262421458257,135.85575643391223,25.631598572452674,0.07738186951173914,0.030250291398887987
64,13,test,15,3861.746875,157.45234725415713,433.63001630228945,0.10572597851672347,150.0237044718986,28.666307891022313,0.08466729727947715,0.03447544204910474
64,13,test,16,3942.6499999999996,170.39167590876048,491.50366421194343,0.11244979835506752,165.28113650723242,30.824453312895628,0.08984623575410133,0.03698936737061252
64,13,test,17,4023.553125,184.50882922612521,555.3901012095305,0.12153176341298064,177.01051498147535,34.01910771498251,0.09672382528126688,0.03931293675435432
64,13,test,18,4104.45625,199.9421746188048,621.4412371650545,0.13489440640748404,189.87138376043868,36.55073596237912,0.10904023188017774,0.042052481296152994
64,13,test,19,4185.359375,216.2277836691473,693.7189113500776,0.14600965382624564,205.38927796847872,40.03511314471098,0.1200344412609581,0.042776697799350866
64,13,test,20,4266.2625,234.12568199182715,780.3876612774659,0.15952444750693198,219.8448318161752,42.457300354822536,0.13465558613854656,0.04588212205373747
64,13,test,21,4347.165625,251.95883488981963,863.4353957830556,0.17438171090448581,232.6205646352264,44.70844444439592,0.1472243935566847,0.04895151079313282
64,13,test,22,4428.06875,255.36362475134666,951.815150678073,0.18105949196448207,235.4137744497109,46.996180247131036,0.153157131586994,0.05017693807269404
64,13,test,23,4508.971875,266.2669813542067,1019.7092089553358,0.19698042393992138,244.70584340079427,50.530093669209464,0.16846418811754943,0.05200883039271041
64,13,test,24,4589.875,274.2760232342256,1117.1814864333342,0.21327071988009716,252.03623458902058,55.25857106085397,0.1818010288519127,0.05299485744912798
64,13,test,25,4670.778125,284.3076671690028,1223.7617999462834,0.2299864145286351,257.2391462108712,57.6433061195587,0.19857818120117693,0.05554294733436764
64,13,test,26,4751.68125,294.94479228827686,1334.8767952079456,0.24574669324891815,267.0617681972267,61.098053197198965,0.21590782542408107,0.05811527606422364
64,13,test,27,4832.584375,304.06191890493517,1439.8623301264804,0.265710379396579,274.4026000059352,64.19449044850012,0.23808448943981111,0.06032253090384584
64,13,test,28,4913.487499999999,317.71039870614004,1551.1504781318552,0.2862058088946781,280.62517524318054,69.90023841530046,0.2614016683885542,0.06269606980676465
64,13,test,29,4994.390625,331.4022176593028,1669.721712502604,0.308983392705452,293.4704309983047,74.50204628482737,0.2837839623864788,0.06443891787532435
64,13,test,30,5075.29375,344.04300141528665,1788.2076467195066,0.3337281110528112,301.25918258369563,80.96484926541336,0.313566984350493,0.06704051915201216
64,13,test,31,5156.196875,362.1148194423114,1923.2602677072673,0.3603480921530212,311.73446313150066,87.70550718963221,0.3407294112228627,0.06772978770236546
64,13,test,32,5237.1,374.9575868128545,2060.1057575962104,0.38740285515554035,320.94695420958885,94.49552115564686,0.3656697860842176,0.06940551309337165
64,13,test,33,5318.003124999999,383.1686763106976,2174.504320022426,0.41610968600516546,336.273575703558,102.51842921125842,0.3927667286880189,0.07111234680343788
64,13,test,34,5398.90625,400.48325241561855,2335.9623937411743,0.4452429401515662,343.6156346843404,108.92329962550474,0.4209860937413115,0.07299871321055258
64,13,test,35,5479.809375,414.993443298485,2497.9199387784756,0.47507743103396977,362.2710971241752,116.8529091264463,0.4534315355153168,0.07391930976699546
64,13,test,36,5560.7125,439.1212238652429,2648.9173038455106,0.505846460918169,383.06338882240357,124.86062688440836,0.481288528989543,0.07422413421082075
64,13,test,37,5641.615625,467.7508491372038,2847.112555530841,0.5327731193234403,407.75327146632634,131.8038389295566,0.5131483727455338,0.07550269606169425
64,13,test,38,5722.518749999999,501.3554912457394,3040.888612019154,0.5729232775585902,437.9518543355445,138.52368169086304,0.5481980342096002,0.0762834143742483
64,13,test,39,5803.421875,536.1467493920173,3207.4805507391675,0.6072175323865516,472.25207706281935,145.68914610720185,0.5890539045397893,0.07711872404772124
64,13,test,40,5884.325,575.8038117983517,3340.9793565104314,0.6415373962243565,512.4869778692087,153.45498517838507,0.6222146340231494,0.07872697172000079
64,13,test,41,5965.228125,620.9571500475022,3546.322949921335,0.676430799639506,554.467747671886,159.9604912917414,0.6501259519479802,0.07933969218935563
64,13,test,42,6046.13125,671.06351372923,3749.4883368143296,0.7049639067319078,595.3782345262937,168.82516978009932,0.6822272061461354,0.07939082549978174
64,13,test,43,6127.034374999999,721.7921700617183,3965.030158405384,0.7421953034154813,642.5273892037069,176.12596094603106,0.720187561711827,0.07864729657823186
64,13,test,44,6207.9375,776.6642714796745,4116.6450783654345,0.7780470189795163,702.6390113010201,183.44494357788932,0.7580452070836339,0.07934191723986667
64,13,test,45,6288.840625,831.0594409427807,4305.215085015469,0.8127978725271101,759.9889352858042,190.839100284677,0.7906438724623321,0.07941704395825894
64,13,test,46,6369.74375,877.6279551830157,4603.4636052728765,0.8489382524774544,824.4278786695389,198.30284021548295,0.8373900785704214,0.08138234980949524
64,13,test,47,6450.646875,939.9610211273953,4924.146337822822,0.8843167174687472,878.1889375446142,207.0956176489318,0.8680103888844305,0.08310447244773769
64,13,test,48,6531.55,1013.874845978421,5195.284699016851,0.9214817755614814,947.0526435030636,214.58343485544162,0.9031930818677105,0.08493975085518161
64,13,test,49,6612.453125,1080.7617865820039,5434.936362120156,0.9576351210066371,1008.4102970980666,222.08267107791357,0.9322139915274654,0.08709400110579885
64,13,test,50,6693.35625,1158.9422557503894,5615.308230540567,0.9837854343313149,1067.9777521246338,228.66758438036072,0.9640997630908157,0.08951438725655209
64,13,test,51,6774.259375,1237.5099901477142,5808.326745058113,1.0192998074769963,1136.8555973139962,236.2773304196537,0.9975967352483135,0.09106759148301297
64,13,test,52,6855.1625,1312.976632696426,6120.047332028537,1.0408886599371363,1217.256269426045,239.85936489540904,1.0254026028026288,0.0932923986619533
64,13,test,53,6936.065625,1371.6322844951492,6363.666629092167,1.0689799097353958,1287.5937460890227,249.01884677144892,1.0603216174638226,0.09459512131075251
64,13,test,54,7016.96875,1452.161936033832,6663.669754223597,1.0932290335157988,1370.1862432559578,256.63604298667053,1.0821817885869125,0.09408608680754471
64,13,test,55,7097.871875,1531.822395460864,7017.125154254182,1.1162876799320556,1440.51476424346,260.69704698889495,1.1004304417741653,0.09551376851028794
64,13,test,56,7178.775,1618.0675162645139,7368.7523638850635,1.1303419713296694,1512.740759959982,268.3271732579726,1.1139173214854,0.09672683227166141
64,13,test,57,7259.678125,1692.6890307012031,7738.615402899368,1.1398049311777334,1598.0755591621687,274.4950020278196,1.1225467240130669,0.09942803329963772
64,13,test,58,7340.58125,1772.5200339543221,8119.211064332073,1.1521559420162237,1670.6085719504244,281.72091408026745,1.1315500662951035,0.09971200700890914
64,13,test,59,7421.484375,1874.1384136091028,8457.359472448245,1.1648302496387528,1749.0316229899463,286.77678186676656,1.1456431988580429,0.10259466970772776
64,13,test,60,7502.3875,1969.403642244174,8800.854458820548,1.1757420650913633,1839.2128831847535,294.6921793847892,1.1586915953441683,0.10175842070144847
64,13,test,61,7583.290625,2063.1409510521516,9258.68970297803,1.1871137172003374,1942.6407744186633,301.01207561867227,1.1643268709126202,0.10079603721874089
64,13,test,62,7664.19375,2135.9134806348547,9584.854920288877,1.1939015317596195,2028.8437510488393,308.50537686243484,1.1686245986680388,0.10144975274386722
64,13,test,63,7745.096875,2212.8686446025795,9956.536047344287,1.2011013542837858,2115.5127663583644,314.6546194857578,1.1804965774119962,0.10149827781371495
64,13,test,64,7826.0,2308.1152955151083,10257.01989931653,1.208310061231309,2205.9299031085047,320.9976422248104,1.1769738460514836,0.10271695096036176
64,14,val,0,2648.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,14,val,1,2729.1031249999996,4.6599989895597105,11.629161227784833,0.005503156734476544,4.545651788134819,0.8154035485290478,0.004752512760802796,0.0016421483478301635
64,14,val,2,2810.00625,9.568248655327238,26.249732797342574,0.011728809103925264,9.372234854453154,2.0237197117438654,0.01031782052807878,0.003701725120722199
64,14,val,3,2890.9093749999997,15.961158673775344,39.323076026951746,0.016223923041777666,15.514638791366053,3.7635994735865097,0.014078523485897693,0.005201487441916508
64,14,val,4,2971.8125,23.46290844526777,55.62705716394019,0.02292912278594947,22.616007650384518,5.155607055783662,0.01979611604510656,0.007018192599399231
64,14,val,5,3052.715625,31.463156829175887,76.56514426618322,0.030335887283638313,30.162290784780055,6.2593795496326265,0.02565146803632304,0.009439181463604535
64,14,val,6,3133.6187499999996,41.31161643496739,99.72327808755772,0.03932705605550358,39.66881801544275,8.009563361156324,0.03316058929903314,0.011923353596426933
