N,q,split,comparator,component,unit,med,p95,mean,bias,qop_max_abs_change,qop_passthrough_max_abs_change
1,16,val,rk6_truth_vs_real_scifi_state,tx,mrad,0.3944228909283365,4.877535585362279,1.2899261902975303,-0.010919015564202064,0.0,0.0
1,16,val,rk6_truth_vs_real_scifi_state,ty,mrad,0.2241700032497712,1.5462122120480999,0.5447264670301872,0.025675432691703217,0.0,0.0
1,16,test,vs_rk6_endpoint,x,um,158.41769469685119,1177.669341669816,383.9643563740409,111.53230987237275,0.0,0.0
1,16,test,vs_rk6_endpoint,y,um,115.39372946467097,1324.1835288333734,361.4609812904554,-9.354105445647804,0.0,0.0
1,16,test,vs_rk6_endpoint,tx,mrad,0.08730693904879239,0.6941293484869289,0.1998861835721581,0.04710629463345911,0.0,0.0
1,16,test,vs_rk6_endpoint,ty,mrad,0.05403107216963156,0.5878540841741028,0.15187823281418408,0.009491450393597113,0.0,0.0
1,16,test,vs_real_scifi_state,x,um,1303.9365655208853,12187.292076290618,3378.935316987029,72.62691896113631,0.0,0.0
1,16,test,vs_real_scifi_state,y,um,795.5501950927442,5324.664955410099,1588.4936072202527,84.1290152526448,0.0,0.0
1,16,test,vs_real_scifi_state,tx,mrad,0.3801328962637477,4.6135064618459065,1.2239566906307076,0.038375496888971815,0.0,0.0
1,16,test,vs_real_scifi_state,ty,mrad,0.24067419902838205,1.7534351709361793,0.4860450919131363,0.05609585899125455,0.0,0.0
1,16,test,straight_line_vs_rk6_endpoint,x,um,450541.20897316607,1251923.9406943007,531992.5955562802,9884.314569471735,0.0,0.0
1,16,test,straight_line_vs_rk6_endpoint,y,um,893.211049591855,24433.496090929446,4831.48761598312,108.52751943555974,0.0,0.0
1,16,test,straight_line_vs_rk6_endpoint,tx,mrad,171.8266523561743,490.8245439316273,205.66065297521143,3.646110771404555,0.0,0.0
1,16,test,straight_line_vs_rk6_endpoint,ty,mrad,0.3084377832926598,11.172864866383968,2.2205866819141415,-0.061154129595571156,0.0,0.0
1,16,test,rk6_truth_vs_real_scifi_state,x,um,1269.9286840310435,12005.702236552635,3296.906744453611,-39.0585677517167,0.0,0.0
1,16,test,rk6_truth_vs_real_scifi_state,y,um,730.3814137381437,4817.166287647019,1460.9300642137061,93.48799953047588,0.0,0.0
1,16,test,rk6_truth_vs_real_scifi_state,tx,mrad,0.34881072371655,4.643161002162138,1.1860690425234515,-0.00872706446494271,0.0,0.0
1,16,test,rk6_truth_vs_real_scifi_state,ty,mrad,0.2251230917004049,1.3826840614363687,0.4282033979880854,0.04661076014106669,0.0,0.0
1,17,val,vs_rk6_endpoint,x,um,180.44626139862885,1699.295665284307,658.770192977297,143.510873635196,0.0,0.0
1,17,val,vs_rk6_endpoint,y,um,115.94394198020552,1287.1003262944837,499.1260388626484,-163.63785461452895,0.0,0.0
1,17,val,vs_rk6_endpoint,tx,mrad,0.08348319571327423,0.9043082675402039,0.2916328722504971,0.054877523187570665,0.0,0.0
1,17,val,vs_rk6_endpoint,ty,mrad,0.051551468127179756,0.566531727528889,0.17721779445621458,-0.04135202083144454,0.0,0.0
1,17,val,vs_real_scifi_state,x,um,1437.3242201141352,13156.456389415493,4024.227176246036,96.37169939363947,0.0,0.0
1,17,val,vs_real_scifi_state,y,um,837.0368483264201,6876.664789436944,2177.197205892926,-230.16357820015423,0.0,0.0
1,17,val,vs_real_scifi_state,tx,mrad,0.4058705221000741,5.299863743490597,1.43078411664712,0.04393833827936816,0.0,0.0
1,17,val,vs_real_scifi_state,ty,mrad,0.24813312457303005,1.9015326396745782,0.6325812385631648,-0.015657117984721636,0.0,0.0
1,17,val,straight_line_vs_rk6_endpoint,x,um,452941.9385569637,1271615.6766418347,550215.9132434177,41618.78322767855,0.0,0.0
1,17,val,straight_line_vs_rk6_endpoint,y,um,939.8698722209815,26843.640905457592,5421.254429651422,-244.2714338410775,0.0,0.0
1,17,val,straight_line_vs_rk6_endpoint,tx,mrad,171.65128524149225,507.04651578564443,212.97744119602592,16.152241795459236,0.0,0.0
1,17,val,straight_line_vs_rk6_endpoint,ty,mrad,0.31992626243849964,14.429391014288012,2.497643817836807,0.038032989776136804,0.0,0.0
1,17,val,rk6_truth_vs_real_scifi_state,x,um,1372.6751053558246,12368.517364561547,3696.747692734388,-47.58627783002851,0.0,0.0
1,17,val,rk6_truth_vs_real_scifi_state,y,um,767.5951085464021,5835.671284375892,1918.4556712124586,-66.28849554554735,0.0,0.0
1,17,val,rk6_truth_vs_real_scifi_state,tx,mrad,0.3944228909283365,4.877535585362279,1.2899261902975303,-0.010919015564202064,0.0,0.0
1,17,val,rk6_truth_vs_real_scifi_state,ty,mrad,0.2241700032497712,1.5462122120480999,0.5447264670301872,0.025675432691703217,0.0,0.0
1,17,test,vs_rk6_endpoint,x,um,181.63963647009496,1580.896367813376,457.57278180205043,-39.006572793144194,0.0,0.0
1,17,test,vs_rk6_endpoint,y,um,112.84496682819167,1188.0463584879212,339.39395560850556,-12.212984609344707,0.0,0.0
1,17,test,vs_rk6_endpoint,tx,mrad,0.08167781596316037,0.759850613667464,0.21143032069642295,-0.015012487044372186,0.0,0.0
1,17,test,vs_rk6_endpoint,ty,mrad,0.0457559398732519,0.42623059443263556,0.12400242189591255,0.012703257901315216,0.0,0.0
1,17,test,vs_real_scifi_state,x,um,1348.3566313812503,12393.940855719145,3434.0032256372997,-78.01063223020053,0.0,0.0
1,17,test,vs_real_scifi_state,y,um,790.8921917688119,5376.999112901936,1585.2786307672643,81.29961929519422,0.0,0.0
1,17,test,vs_real_scifi_state,tx,mrad,0.4038645542568664,4.701546637287308,1.2545127809666912,-0.02372784303066126,0.0,0.0
1,17,test,vs_real_scifi_state,ty,mrad,0.23525168617817038,1.6692816529684515,0.47440141698677807,0.059313850144882434,0.0,0.0
1,17,test,straight_line_vs_rk6_endpoint,x,um,450541.20897316607,1251923.9406943007,531992.5955562802,9884.314569471735,0.0,0.0
1,17,test,straight_line_vs_rk6_endpoint,y,um,893.211049591855,24433.496090929446,4831.48761598312,108.52751943555974,0.0,0.0
1,17,test,straight_line_vs_rk6_endpoint,tx,mrad,171.8266523561743,490.8245439316273,205.66065297521143,3.646110771404555,0.0,0.0
1,17,test,straight_line_vs_rk6_endpoint,ty,mrad,0.3084377832926598,11.172864866383968,2.2205866819141415,-0.061154129595571156,0.0,0.0
1,17,test,rk6_truth_vs_real_scifi_state,x,um,1269.9286840310435,12005.702236552635,3296.906744453611,-39.0585677517167,0.0,0.0
1,17,test,rk6_truth_vs_real_scifi_state,y,um,730.3814137381437,4817.166287647019,1460.9300642137061,93.48799953047588,0.0,0.0
1,17,test,rk6_truth_vs_real_scifi_state,tx,mrad,0.34881072371655,4.643161002162138,1.1860690425234515,-0.00872706446494271,0.0,0.0
1,17,test,rk6_truth_vs_real_scifi_state,ty,mrad,0.2251230917004049,1.3826840614363687,0.4282033979880854,0.04661076014106669,0.0,0.0
1,18,val,vs_rk6_endpoint,x,um,221.54502697695477,2015.154799943646,571.3590968502241,-28.39012122225767,0.0,0.0
1,18,val,vs_rk6_endpoint,y,um,178.19389266134067,1474.8421592604857,467.1473430498299,9.424721029422518,0.0,0.0
1,18,val,vs_rk6_endpoint,tx,mrad,0.08529025925629874,0.8574356102656733,0.26514856849715907,-0.01862829799468728,0.0,0.0
1,18,val,vs_rk6_endpoint,ty,mrad,0.06446207798802439,0.6941832549034811,0.2094534929639221,0.01747335257807569,0.0,0.0
1,18,val,vs_real_scifi_state,x,um,1450.3592381035446,13297.136397511673,3872.0422580869435,-76.01555231334807,0.0,0.0
1,18,val,vs_real_scifi_state,y,um,843.5819318191022,6209.393990939457,2095.8841206637526,-56.723225258999314,0.0,0.0
1,18,val,vs_real_scifi_state,tx,mrad,0.4014810524951423,5.264516196360417,1.3810236631245751,-0.0295484584001611,0.0,0.0
1,18,val,vs_real_scifi_state,ty,mrad,0.2606915421426298,1.965812346590977,0.6570203542029018,0.043152743524329594,0.0,0.0
1,18,val,straight_line_vs_rk6_endpoint,x,um,452941.9385569637,1271615.6766418347,550215.9132434177,41618.78322767855,0.0,0.0
1,18,val,straight_line_vs_rk6_endpoint,y,um,939.8698722209815,26843.640905457592,5421.254429651422,-244.2714338410775,0.0,0.0
1,18,val,straight_line_vs_rk6_endpoint,tx,mrad,171.65128524149225,507.04651578564443,212.97744119602592,16.152241795459236,0.0,0.0
1,18,val,straight_line_vs_rk6_endpoint,ty,mrad,0.31992626243849964,14.429391014288012,2.497643817836807,0.038032989776136804,0.0,0.0
1,18,val,rk6_truth_vs_real_scifi_state,x,um,1372.6751053558246,12368.517364561547,3696.747692734388,-47.58627783002851,0.0,0.0
1,18,val,rk6_truth_vs_real_scifi_state,y,um,767.5951085464021,5835.671284375892,1918.4556712124586,-66.28849554554735,0.0,0.0
1,18,val,rk6_truth_vs_real_scifi_state,tx,mrad,0.3944228909283365,4.877535585362279,1.2899261902975303,-0.010919015564202064,0.0,0.0
1,18,val,rk6_truth_vs_real_scifi_state,ty,mrad,0.2241700032497712,1.5462122120480999,0.5447264670301872,0.025675432691703217,0.0,0.0
1,18,test,vs_rk6_endpoint,x,um,205.628330362309,1633.5058396773825,471.3394280412064,10.468310412041161,0.0,0.0
1,18,test,vs_rk6_endpoint,y,um,168.193465297648,1435.0240514024642,399.2780046084886,25.841281811820565,0.0,0.0
1,18,test,vs_rk6_endpoint,tx,mrad,0.08343866544352485,0.8419775992138112,0.2181558637354418,-0.004057891331757694,0.0,0.0
1,18,test,vs_rk6_endpoint,ty,mrad,0.06352675377534286,0.6936237537603439,0.17752169794077066,0.01535950906023587,0.0,0.0
1,18,test,vs_real_scifi_state,x,um,1384.7182679959715,12251.325479131789,3396.5032828631033,-28.636714681668433,0.0,0.0
1,18,test,vs_real_scifi_state,y,um,825.9556540778021,5406.0406248801855,1594.4254559522694,119.30979451906018,0.0,0.0
1,18,test,vs_real_scifi_state,tx,mrad,0.40010451506801437,4.761464141856824,1.2378013886641526,-0.012788934440902172,0.0,0.0
1,18,test,vs_real_scifi_state,ty,mrad,0.2576939240934162,1.707943932754303,0.5001148598389416,0.06196864748225769,0.0,0.0
1,18,test,straight_line_vs_rk6_endpoint,x,um,450541.20897316607,1251923.9406943007,531992.5955562802,9884.314569471735,0.0,0.0
1,18,test,straight_line_vs_rk6_endpoint,y,um,893.211049591855,24433.496090929446,4831.48761598312,108.52751943555974,0.0,0.0
1,18,test,straight_line_vs_rk6_endpoint,tx,mrad,171.8266523561743,490.8245439316273,205.66065297521143,3.646110771404555,0.0,0.0
1,18,test,straight_line_vs_rk6_endpoint,ty,mrad,0.3084377832926598,11.172864866383968,2.2205866819141415,-0.061154129595571156,0.0,0.0
1,18,test,rk6_truth_vs_real_scifi_state,x,um,1269.9286840310435,12005.702236552635,3296.906744453611,-39.0585677517167,0.0,0.0
1,18,test,rk6_truth_vs_real_scifi_state,y,um,730.3814137381437,4817.166287647019,1460.9300642137061,93.48799953047588,0.0,0.0
1,18,test,rk6_truth_vs_real_scifi_state,tx,mrad,0.34881072371655,4.643161002162138,1.1860690425234515,-0.00872706446494271,0.0,0.0
1,18,test,rk6_truth_vs_real_scifi_state,ty,mrad,0.2251230917004049,1.3826840614363687,0.4282033979880854,0.04661076014106669,0.0,0.0
1,19,val,vs_rk6_endpoint,x,um,220.20673817837633,1765.0001411614999,537.332606467669,-51.02560787917922,0.0,0.0
1,19,val,vs_rk6_endpoint,y,um,133.58103656392473,1594.3267219873394,479.11127524540484,-80.818659480295,0.0,0.0
1,19,val,vs_rk6_endpoint,tx,mrad,0.08904042886443905,0.83850449390555,0.25328919522831117,-0.019633923969149834,0.0,0.0
1,19,val,vs_rk6_endpoint,ty,mrad,0.07099607545778264,0.6716029490385685,0.20437728410379477,-0.02025956254286914,0.0,0.0
1,19,val,vs_real_scifi_state,x,um,1479.183223133532,12978.943618415164,3893.0490622467255,-98.59209580672905,0.0,0.0
1,19,val,vs_real_scifi_state,y,um,837.6684956223244,6650.786179280817,2104.6986943258817,-147.2934617670118,0.0,0.0
1,19,val,vs_real_scifi_state,tx,mrad,0.4192483707844419,5.1765674303507,1.3806317846163203,-0.03057026494885436,0.0,0.0
1,19,val,vs_real_scifi_state,ty,mrad,0.2643578019519022,1.9709645231692536,0.6435506687923669,0.005421090074105835,0.0,0.0
1,19,val,straight_line_vs_rk6_endpoint,x,um,452941.9385569637,1271615.6766418347,550215.9132434177,41618.78322767855,0.0,0.0
1,19,val,straight_line_vs_rk6_endpoint,y,um,939.8698722209815,26843.640905457592,5421.254429651422,-244.2714338410775,0.0,0.0
1,19,val,straight_line_vs_rk6_endpoint,tx,mrad,171.65128524149225,507.04651578564443,212.97744119602592,16.152241795459236,0.0,0.0
1,19,val,straight_line_vs_rk6_endpoint,ty,mrad,0.31992626243849964,14.429391014288012,2.497643817836807,0.038032989776136804,0.0,0.0
1,19,val,rk6_truth_vs_real_scifi_state,x,um,1372.6751053558246,12368.517364561547,3696.747692734388,-47.58627783002851,0.0,0.0
1,19,val,rk6_truth_vs_real_scifi_state,y,um,767.5951085464021,5835.671284375892,1918.4556712124586,-66.28849554554735,0.0,0.0
1,19,val,rk6_truth_vs_real_scifi_state,tx,mrad,0.3944228909283365,4.877535585362279,1.2899261902975303,-0.010919015564202064,0.0,0.0
1,19,val,rk6_truth_vs_real_scifi_state,ty,mrad,0.2241700032497712,1.5462122120480999,0.5447264670301872,0.025675432691703217,0.0,0.0
1,19,test,vs_rk6_endpoint,x,um,212.52586018965758,1684.6239436114618,474.1491214531086,-13.610660296253364,0.0,0.0
1,19,test,vs_rk6_endpoint,y,um,120.78778857465977,1651.594728555222,388.7103981926089,-7.010273901781077,0.0,0.0
1,19,test,vs_rk6_endpoint,tx,mrad,0.08620503438518806,0.7342882093563686,0.20289828670105828,-0.007484807208080252,0.0,0.0
1,19,test,vs_rk6_endpoint,ty,mrad,0.06304827716138543,0.6537420606203233,0.17881242813021767,0.008917225761364198,0.0,0.0
1,19,test,vs_real_scifi_state,x,um,1357.028962355571,12369.842982176291,3444.0820831649544,-52.622367364369744,0.0,0.0
1,19,test,vs_real_scifi_state,y,um,844.6705664050891,5343.015786642266,1612.855799775473,86.56380070107394,0.0,0.0
1,19,test,vs_real_scifi_state,tx,mrad,0.4009525506802475,4.703651516308477,1.2472819193909745,-0.016210691333443352,0.0,0.0
1,19,test,vs_real_scifi_state,ty,mrad,0.25802462080988864,1.8023931171802197,0.5125059791051906,0.055523944021468805,0.0,0.0
1,19,test,straight_line_vs_rk6_endpoint,x,um,450541.20897316607,1251923.9406943007,531992.5955562802,9884.314569471735,0.0,0.0
1,19,test,straight_line_vs_rk6_endpoint,y,um,893.211049591855,24433.496090929446,4831.48761598312,108.52751943555974,0.0,0.0
1,19,test,straight_line_vs_rk6_endpoint,tx,mrad,171.8266523561743,490.8245439316273,205.66065297521143,3.646110771404555,0.0,0.0
1,19,test,straight_line_vs_rk6_endpoint,ty,mrad,0.3084377832926598,11.172864866383968,2.2205866819141415,-0.061154129595571156,0.0,0.0
1,19,test,rk6_truth_vs_real_scifi_state,x,um,1269.9286840310435,12005.702236552635,3296.906744453611,-39.0585677517167,0.0,0.0
1,19,test,rk6_truth_vs_real_scifi_state,y,um,730.3814137381437,4817.166287647019,1460.9300642137061,93.48799953047588,0.0,0.0
1,19,test,rk6_truth_vs_real_scifi_state,tx,mrad,0.34881072371655,4.643161002162138,1.1860690425234515,-0.00872706446494271,0.0,0.0
1,19,test,rk6_truth_vs_real_scifi_state,ty,mrad,0.2251230917004049,1.3826840614363687,0.4282033979880854,0.04661076014106669,0.0,0.0
1,20,val,vs_rk6_endpoint,x,um,198.73013540740203,1840.9158919056551,587.8564999078384,-1.3301085153420342,0.0,0.0
1,20,val,vs_rk6_endpoint,y,um,138.77841855993833,1429.9193878477902,411.1254612816666,-37.285961612365895,0.0,0.0
1,20,val,vs_rk6_endpoint,tx,mrad,0.08881815265382453,0.8930933577860505,0.27159758958012103,-0.012511549442749369,0.0,0.0
1,20,val,vs_rk6_endpoint,ty,mrad,0.056504272005694633,0.5963796156793748,0.18123136016055108,-0.014533031823141529,0.0,0.0
1,20,val,vs_real_scifi_state,x,um,1408.3140054910787,13009.610680912749,3955.8587479461044,-48.77876495116277,0.0,0.0
1,20,val,vs_real_scifi_state,y,um,827.3105996021854,6560.594347337479,2061.0430504015144,-103.60879946453497,0.0,0.0
1,20,val,vs_real_scifi_state,tx,mrad,0.42752598961778854,5.189788877429308,1.4049551845979666,-0.02343671526612037,0.0,0.0
1,20,val,vs_real_scifi_state,ty,mrad,0.25938917296897124,1.8989642009065473,0.6325033492673322,0.011151836869657957,0.0,0.0
1,20,val,straight_line_vs_rk6_endpoint,x,um,452941.9385569637,1271615.6766418347,550215.9132434177,41618.78322767855,0.0,0.0
1,20,val,straight_line_vs_rk6_endpoint,y,um,939.8698722209815,26843.640905457592,5421.254429651422,-244.2714338410775,0.0,0.0
1,20,val,straight_line_vs_rk6_endpoint,tx,mrad,171.65128524149225,507.04651578564443,212.97744119602592,16.152241795459236,0.0,0.0
1,20,val,straight_line_vs_rk6_endpoint,ty,mrad,0.31992626243849964,14.429391014288012,2.497643817836807,0.038032989776136804,0.0,0.0
1,20,val,rk6_truth_vs_real_scifi_state,x,um,1372.6751053558246,12368.517364561547,3696.747692734388,-47.58627783002851,0.0,0.0
1,20,val,rk6_truth_vs_real_scifi_state,y,um,767.5951085464021,5835.671284375892,1918.4556712124586,-66.28849554554735,0.0,0.0
1,20,val,rk6_truth_vs_real_scifi_state,tx,mrad,0.3944228909283365,4.877535585362279,1.2899261902975303,-0.010919015564202064,0.0,0.0
1,20,val,rk6_truth_vs_real_scifi_state,ty,mrad,0.2241700032497712,1.5462122120480999,0.5447264670301872,0.025675432691703217,0.0,0.0
1,20,test,vs_rk6_endpoint,x,um,195.50833263561174,1588.2514693741373,485.37198139953284,-55.944943626039255,0.0,0.0
1,20,test,vs_rk6_endpoint,y,um,132.63642642328932,1171.6379793455658,345.70523644342404,-4.907263715953353,0.0,0.0
1,20,test,vs_rk6_endpoint,tx,mrad,0.087565401828818,0.7410656958586836,0.2177898540542116,-0.015164684316070268,0.0,0.0
1,20,test,vs_rk6_endpoint,ty,mrad,0.054719166545291395,0.49050231114228393,0.14970462817629518,0.008330262208266008,0.0,0.0
1,20,test,vs_real_scifi_state,x,um,1348.228234618631,12524.338016794169,3465.8077698433553,-95.10466214052288,0.0,0.0
1,20,test,vs_real_scifi_state,y,um,801.058731970521,4988.443227941269,1558.4572655074633,88.61881781507905,0.0,0.0
1,20,test,vs_real_scifi_state,tx,mrad,0.40073012386204754,4.988404055897816,1.2612473121296,-0.023886418505393716,0.0,0.0
1,20,test,vs_real_scifi_state,ty,mrad,0.240340744367391,1.6570351112674986,0.48466513747979467,0.05494136458337155,0.0,0.0
1,20,test,straight_line_vs_rk6_endpoint,x,um,450541.20897316607,1251923.9406943007,531992.5955562802,9884.314569471735,0.0,0.0
1,20,test,straight_line_vs_rk6_endpoint,y,um,893.211049591855,24433.496090929446,4831.48761598312,108.52751943555974,0.0,0.0
1,20,test,straight_line_vs_rk6_endpoint,tx,mrad,171.8266523561743,490.8245439316273,205.66065297521143,3.646110771404555,0.0,0.0
1,20,test,straight_line_vs_rk6_endpoint,ty,mrad,0.3084377832926598,11.172864866383968,2.2205866819141415,-0.061154129595571156,0.0,0.0
1,20,test,rk6_truth_vs_real_scifi_state,x,um,1269.9286840310435,12005.702236552635,3296.906744453611,-39.0585677517167,0.0,0.0
1,20,test,rk6_truth_vs_real_scifi_state,y,um,730.3814137381437,4817.166287647019,1460.9300642137061,93.48799953047588,0.0,0.0
1,20,test,rk6_truth_vs_real_scifi_state,tx,mrad,0.34881072371655,4.643161002162138,1.1860690425234515,-0.00872706446494271,0.0,0.0
1,20,test,rk6_truth_vs_real_scifi_state,ty,mrad,0.2251230917004049,1.3826840614363687,0.4282033979880854,0.04661076014106669,0.0,0.0
4,1,val,vs_rk6_endpoint,x,um,4873.331728069502,16406.77678985039,6276.237939516888,-256.36285250019796,0.0,0.0
4,1,val,vs_rk6_endpoint,y,um,179.91200708840438,2738.490031136342,815.7616709083939,92.51708311752425,0.0,0.0
4,1,val,vs_rk6_endpoint,tx,mrad,1.6180008704611004,5.55872159959206,2.1819762694488154,-0.07120837178306598,0.0,0.0
4,1,val,vs_rk6_endpoint,ty,mrad,0.04497831936930291,0.8741594627952617,0.24399166462798064,0.008253917009790342,0.0,0.0
4,1,val,vs_real_scifi_state,x,um,3576.873596750829,14736.611623584042,5494.307973084213,-303.7213475393004,0.0,0.0
4,1,val,vs_real_scifi_state,y,um,887.4590218332514,7182.3610061419095,2367.755246989123,26.379011722300355,0.0,0.0
4,1,val,vs_real_scifi_state,tx,mrad,1.1609953153902675,5.037939024813342,1.8788038743837328,-0.08211483696841117,0.0,0.0
4,1,val,vs_real_scifi_state,ty,mrad,0.25829973013122287,2.111277764772321,0.6848850885222627,0.033938688442505284,0.0,0.0
4,1,val,straight_line_vs_rk6_endpoint,x,um,452941.9385569637,1271615.6766418347,550215.9132434177,41618.78322767855,0.0,0.0
4,1,val,straight_line_vs_rk6_endpoint,y,um,939.8698722209815,26843.640905457592,5421.254429651422,-244.2714338410775,0.0,0.0
4,1,val,straight_line_vs_rk6_endpoint,tx,mrad,171.65128524149225,507.04651578564443,212.97744119602592,16.152241795459236,0.0,0.0
4,1,val,straight_line_vs_rk6_endpoint,ty,mrad,0.31992626243849964,14.429391014288012,2.497643817836807,0.038032989776136804,0.0,0.0
4,1,val,rk6_truth_vs_real_scifi_state,x,um,1372.6751053558246,12368.517364561547,3696.747692734388,-47.58627783002851,0.0,0.0
4,1,val,rk6_truth_vs_real_scifi_state,y,um,767.5951085464021,5835.671284375892,1918.4556712124586,-66.28849554554735,0.0,0.0
4,1,val,rk6_truth_vs_real_scifi_state,tx,mrad,0.3944228909283365,4.877535585362279,1.2899261902975303,-0.010919015564202064,0.0,0.0
4,1,val,rk6_truth_vs_real_scifi_state,ty,mrad,0.2241700032497712,1.5462122120480999,0.5447264670301872,0.025675432691703217,0.0,0.0
4,1,test,vs_rk6_endpoint,x,um,4827.640540812609,15660.627114726834,6016.403752620855,-271.63983618676747,0.0,0.0
4,1,test,vs_rk6_endpoint,y,um,175.786454528442,2182.6831052843545,651.1498317529756,-139.05885235735465,0.0,0.0
4,1,test,vs_rk6_endpoint,tx,mrad,1.65193257700599,5.257762502797804,2.091145110520658,-0.1228828343628415,0.0,0.0
4,1,test,vs_rk6_endpoint,ty,mrad,0.046857355864402594,0.7171202585774393,0.2051318535477316,-0.04320260988274127,0.0,0.0
4,1,test,vs_real_scifi_state,x,um,3357.068755229903,12756.935447507978,4794.94705573856,-310.58855851959385,0.0,0.0
4,1,test,vs_real_scifi_state,y,um,860.917025319992,5948.7098827694,1784.398903554655,-45.69163788162045,0.0,0.0
4,1,test,vs_real_scifi_state,tx,mrad,1.1733434551221,4.579350263183239,1.7169541578397907,-0.13158470921229287,0.0,0.0
4,1,test,vs_real_scifi_state,ty,mrad,0.24799377659581734,1.779167184366519,0.5344148489015808,0.0034004638076394634,0.0,0.0
4,1,test,straight_line_vs_rk6_endpoint,x,um,450541.20897316607,1251923.9406943007,531992.5955562802,9884.314569471735,0.0,0.0
4,1,test,straight_line_vs_rk6_endpoint,y,um,893.211049591855,24433.496090929446,4831.48761598312,108.52751943555974,0.0,0.0
4,1,test,straight_line_vs_rk6_endpoint,tx,mrad,171.8266523561743,490.8245439316273,205.66065297521143,3.646110771404555,0.0,0.0
4,1,test,straight_line_vs_rk6_endpoint,ty,mrad,0.3084377832926598,11.172864866383968,2.2205866819141415,-0.061154129595571156,0.0,0.0
4,1,test,rk6_truth_vs_real_scifi_state,x,um,1269.9286840310435,12005.702236552635,3296.906744453611,-39.0585677517167,0.0,0.0
4,1,test,rk6_truth_vs_real_scifi_state,y,um,730.3814137381437,4817.166287647019,1460.9300642137061,93.48799953047588,0.0,0.0
4,1,test,rk6_truth_vs_real_scifi_state,tx,mrad,0.34881072371655,4.643161002162138,1.1860690425234515,-0.00872706446494271,0.0,0.0
4,1,test,rk6_truth_vs_real_scifi_state,ty,mrad,0.2251230917004049,1.3826840614363687,0.4282033979880854,0.04661076014106669,0.0,0.0
4,2,val,vs_rk6_endpoint,x,um,278.70835049796483,3802.899046520138,912.2361399163947,-205.56888894674788,0.0,0.0
4,2,val,vs_rk6_endpoint,y,um,120.06495175980092,1509.581584067723,410.06643505929696,15.436802902373632,0.0,0.0
4,2,val,vs_rk6_endpoint,tx,mrad,0.10599949928088992,1.1238680145216948,0.3104011218062235,-0.0688344257268265,0.0,0.0
4,2,val,vs_rk6_endpoint,ty,mrad,0.04001879059262886,0.5593974080846187,0.14702230627469745,-0.008678735026806033,0.0,0.0
4,2,val,vs_real_scifi_state,x,um,1308.12477451218,12282.944580189684,3658.591067621612,-253.21683249876818,0.0,0.0
4,2,val,vs_real_scifi_state,y,um,829.2185747328631,6855.960704106043,2096.43719836732,-50.87812482336938,0.0,0.0
4,2,val,vs_real_scifi_state,tx,mrad,0.4055124439520663,4.857300250025582,1.3193478561148047,-0.07974837464184992,0.0,0.0
4,2,val,vs_real_scifi_state,ty,mrad,0.24485287901186703,1.988983853282374,0.6085739310069065,0.016982751700520958,0.0,0.0
4,2,val,straight_line_vs_rk6_endpoint,x,um,452941.9385569637,1271615.6766418347,550215.9132434177,41618.78322767855,0.0,0.0
4,2,val,straight_line_vs_rk6_endpoint,y,um,939.8698722209815,26843.640905457592,5421.254429651422,-244.2714338410775,0.0,0.0
4,2,val,straight_line_vs_rk6_endpoint,tx,mrad,171.65128524149225,507.04651578564443,212.97744119602592,16.152241795459236,0.0,0.0
4,2,val,straight_line_vs_rk6_endpoint,ty,mrad,0.31992626243849964,14.429391014288012,2.497643817836807,0.038032989776136804,0.0,0.0
4,2,val,rk6_truth_vs_real_scifi_state,x,um,1372.6751053558246,12368.517364561547,3696.747692734388,-47.58627783002851,0.0,0.0
4,2,val,rk6_truth_vs_real_scifi_state,y,um,767.5951085464021,5835.671284375892,1918.4556712124586,-66.28849554554735,0.0,0.0
4,2,val,rk6_truth_vs_real_scifi_state,tx,mrad,0.3944228909283365,4.877535585362279,1.2899261902975303,-0.010919015564202064,0.0,0.0
4,2,val,rk6_truth_vs_real_scifi_state,ty,mrad,0.2241700032497712,1.5462122120480999,0.5447264670301872,0.025675432691703217,0.0,0.0
4,2,test,vs_rk6_endpoint,x,um,272.0215327740618,2873.8465617868105,766.3416071012932,-26.146064696907274,0.0,0.0
4,2,test,vs_rk6_endpoint,y,um,120.83459685838704,1257.076545751596,349.07642340272685,23.52452062637173,0.0,0.0
4,2,test,vs_rk6_endpoint,tx,mrad,0.11464795548640772,1.0145274071432624,0.2758922043089023,0.008045646611938642,0.0,0.0
4,2,test,vs_rk6_endpoint,ty,mrad,0.037015916598118204,0.45425432738094795,0.12013705099557734,0.00704013324054573,0.0,0.0
4,2,test,vs_real_scifi_state,x,um,1338.8438561134137,11529.98387886418,3250.3505354025015,-65.28023700837592,0.0,0.0
4,2,test,vs_real_scifi_state,y,um,820.0690183192592,5408.714047960751,1588.9987290519316,117.02400144494283,0.0,0.0
4,2,test,vs_real_scifi_state,tx,mrad,0.4243243457959997,4.56228407058576,1.2148752062268424,-0.0006806035644136858,0.0,0.0
4,2,test,vs_real_scifi_state,ty,mrad,0.24684611131042983,1.6420308091484415,0.4778858327977691,0.05364382081866092,0.0,0.0
4,2,test,straight_line_vs_rk6_endpoint,x,um,450541.20897316607,1251923.9406943007,531992.5955562802,9884.314569471735,0.0,0.0
4,2,test,straight_line_vs_rk6_endpoint,y,um,893.211049591855,24433.496090929446,4831.48761598312,108.52751943555974,0.0,0.0
