network,mode,seed,width,depth,converged,particle,n_legs,step,cum_dz_mm,p_GeV,end_err_um,slope_err_mrad
w100_data_s0,data,0,100,4,True,914,4,2,173.71800000000002,2.072748899459839,131.32118655900538,0.4469220071340041
w100_data_s0,data,0,100,4,True,914,4,3,198.71800000000002,2.072748899459839,146.57529464295305,0.5434554275672645
w100_data_s0,data,0,100,4,True,949,4,0,544.9849999999988,38.061973571777344,477.17747362298724,0.08444984858340093
w100_data_s0,data,0,100,4,True,949,4,1,614.7829999999994,38.061973571777344,411.6319770996313,0.10732031917179419
w100_data_s0,data,0,100,4,True,949,4,2,684.982,38.061973571777344,349.2474610898171,0.15004658782232644
w100_data_s0,data,0,100,4,True,949,4,3,754.7789999999986,38.061973571777344,286.3827718982179,0.1967421791725238
w100_data_s0,data,0,100,4,True,981,4,0,25.00000000000003,7.6474928855896,73.47902391362915,0.040065290510264
w100_data_s0,data,0,100,4,True,981,4,1,38.78200000000001,7.6474928855896,130.67395895821397,0.07837493579616883
w100_data_s0,data,0,100,4,True,981,4,2,50.00000000000003,7.6474928855896,182.06439885507208,0.11517839146951703
w100_data_s0,data,0,100,4,True,981,4,3,63.78200000000001,7.6474928855896,232.54694885995787,0.15002111720672368
w100_data_s0,data,0,100,4,True,996,4,0,472.21800000000076,10.305054664611816,260.37160420262586,0.47475830946187847
w100_data_s0,data,0,100,4,True,996,4,1,542.0210000000006,10.305054664611816,403.28014178239056,0.5226728208893305
w100_data_s0,data,0,100,4,True,996,4,2,612.2240000000002,10.305054664611816,575.4384758477045,0.5863139387278504
w100_data_s0,data,0,100,4,True,996,4,3,1157.2450000000008,10.305054664611816,892.8066507511971,0.7578750167743648
w100_data_s0,data,0,100,4,True,1042,4,0,100.0,24.907581329345703,225.14387335564433,0.02005664196104342
w100_data_s0,data,0,100,4,True,1042,4,1,199.99999999999994,24.907581329345703,401.2103485563388,0.010579888328328575
w100_data_s0,data,0,100,4,True,1042,4,2,211.21800000000002,24.907581329345703,301.6611893248058,0.04098252824619869
w100_data_s0,data,0,100,4,True,1042,4,3,249.99999999999994,24.907581329345703,262.59167960875686,0.09574923374694716
w100_data_s0,data,0,100,4,True,1055,4,0,70.20600000000013,1.4375425577163696,618.2806301232517,0.1539807851175523
w100_data_s0,data,0,100,4,True,1055,4,1,685.0609999999997,1.4375425577163696,1828.390460361362,1.8912302723930048
w100_data_s0,data,0,100,4,True,1055,4,2,755.268,1.4375425577163696,1794.7647341085258,1.5247512593112855
w100_data_s0,data,0,100,4,True,1055,4,3,824.527,1.4375425577163696,1650.337849913285,1.1670629741023786
w100_data_s0,data,0,100,4,True,1074,4,0,25.0,1.2629958391189575,192.40977557178863,0.300681830024796
w100_data_s0,data,0,100,4,True,1074,4,1,2231.205,1.2629958391189575,1487.149887502568,2.356721202838391
w100_data_s0,data,0,100,4,True,1074,4,2,2286.205,1.2629958391189575,1934.9584856626336,2.058001931142417
w100_data_s0,data,0,100,4,True,1074,4,3,2511.205,1.2629958391189575,2036.3013746242018,2.519701594244056
w100_data_s0,data,0,100,4,True,1077,4,0,69.80400000000009,4.906394958496094,531.0731046327248,0.38714499835679206
w100_data_s0,data,0,100,4,True,1077,4,1,140.00800000000072,4.906394958496094,1063.6058433151447,0.7318999772665813
w100_data_s0,data,0,100,4,True,1077,4,2,891.8450000000012,4.906394958496094,542.6992944137652,1.0223358274608074
w100_data_s0,data,0,100,4,True,1077,4,3,1367.0680000000011,4.906394958496094,591.8701715957582,1.2241081607247128
w100_data_s0,data,0,100,4,True,1079,4,0,24.99999999999997,2.326265335083008,193.66245187981824,0.03359128050387135
w100_data_s0,data,0,100,4,True,1079,4,1,48.71799999999999,2.326265335083008,383.91176810347184,0.052440226915466404
w100_data_s0,data,0,100,4,True,1079,4,2,123.71799999999999,2.326265335083008,613.8796054337791,0.06112152097202325
w100_data_s0,data,0,100,4,True,1079,4,3,198.718,2.326265335083008,824.5586372166572,0.04775061264157554
w100_data_s0,data,0,100,4,True,1108,4,0,70.21500000000015,3.7931160926818848,211.32898534222022,0.1299825364305951
w100_data_s0,data,0,100,4,True,1108,4,1,615.3240000000005,3.7931160926818848,340.19230547204415,0.14030492660191407
w100_data_s0,data,0,100,4,True,1108,4,2,685.1389999999992,3.7931160926818848,267.15386266319285,0.26795335001443543
w100_data_s0,data,0,100,4,True,1108,4,3,755.353000000001,3.7931160926818848,487.50107752510274,0.3834498174305201
w100_data_s0,data,0,100,4,True,1157,4,0,70.24799999999959,1.4038282632827759,1900.633191910174,1.837183830579625
w100_data_s0,data,0,100,4,True,1157,4,1,140.09500000000025,1.4038282632827759,3289.580262361369,3.5997450247732266
w100_data_s0,data,0,100,4,True,1157,4,2,682.4509999999991,1.4038282632827759,6071.443565640038,2.6531282695307357
w100_data_s0,data,0,100,4,True,1157,4,3,752.6970000000001,1.4038282632827759,4746.442320608367,3.8628534375489965
w100_data_s0,data,0,100,4,True,1160,4,0,25.00000000000003,24.579805374145508,70.42715903459396,0.044827538914000986
w100_data_s0,data,0,100,4,True,1160,4,1,38.78200000000001,24.579805374145508,123.10262237381764,0.08814424325347125
w100_data_s0,data,0,100,4,True,1160,4,2,50.00000000000003,24.579805374145508,168.67143386529727,0.1298813442449573
w100_data_s0,data,0,100,4,True,1160,4,3,63.78200000000001,24.579805374145508,211.64229178468474,0.16931611531222773
w100_data_s0,data,0,100,4,True,1216,4,0,225.0,52.83479309082031,236.07187282058817,0.18165421577659782
w100_data_s0,data,0,100,4,True,1216,4,1,280.0,52.83479309082031,387.6675584884097,0.0871587253245959
w100_data_s0,data,0,100,4,True,1216,4,2,5513.3240000000005,52.83479309082031,863.9585299965518,0.34036242788353444
w100_data_s0,data,0,100,4,True,1216,4,3,5583.529,52.83479309082031,1083.5532623203505,0.38519053829445815
w100_data_s0,data,0,100,4,True,1218,4,0,69.80400000000009,37.059146881103516,203.381044476032,0.08502327379234648
w100_data_s0,data,0,100,4,True,1218,4,1,542.0259999999998,37.059146881103516,209.21429696731764,0.1766448244959265
w100_data_s0,data,0,100,4,True,1218,4,2,1296.8649999999998,37.059146881103516,999.1424700423579,0.3224957120359709
w100_data_s0,data,0,100,4,True,1218,4,3,1367.0689999999995,37.059146881103516,1121.2950132112667,0.3442817753432307
w100_data_s0,data,0,100,4,True,1229,4,0,25.00000000000003,3.5500495433807373,74.03601300218199,0.03997047471790416
w100_data_s0,data,0,100,4,True,1229,4,1,50.00000000000003,3.5500495433807373,150.98045226737256,0.07808767104534875
w100_data_s0,data,0,100,4,True,1229,4,2,251.282,3.5500495433807373,472.7987980952299,0.16887296540870483
w100_data_s0,data,0,100,4,True,1229,4,3,276.28200000000004,3.5500495433807373,546.9942734063009,0.19617136608324204
w100_data_s0,data,0,100,4,True,1251,4,0,70.3169999999991,2.70402193069458,1141.9674603113208,0.6618765477225397
w100_data_s0,data,0,100,4,True,1251,4,1,616.2160000000003,2.70402193069458,6195.497177287563,1.906474862215568
w100_data_s0,data,0,100,4,True,1251,4,2,686.1319999999996,2.70402193069458,7085.717507668904,2.8294047638480757
w100_data_s0,data,0,100,4,True,1251,4,3,756.4489999999987,2.70402193069458,8289.117123245944,3.7907291469656546
w100_data_s0,data,0,100,4,True,1253,4,0,472.183,2.4113831520080566,339.9259758086828,0.5843829090987906
w100_data_s0,data,0,100,4,True,1253,4,1,612.1799999999994,2.4113831520080566,365.15221189904423,0.6487100133452661
w100_data_s0,data,0,100,4,True,1253,4,2,681.9780000000001,2.4113831520080566,181.59539162707006,0.7063135939391341
w100_data_s0,data,0,100,4,True,1253,4,3,1157.159999999999,2.4113831520080566,1205.7436960765244,0.3214010345124665
w100_data_s0,data,0,100,4,True,1262,4,0,40.0,1.4952605962753296,426.10628603455325,0.32885336618893035
w100_data_s0,data,0,100,4,True,1262,4,1,265.0,1.4952605962753296,394.759384329916,0.13265464500401836
w100_data_s0,data,0,100,4,True,1262,4,2,271.308,1.4952605962753296,966.1292845867138,0.21616488570970482
w100_data_s0,data,0,100,4,True,1262,4,3,326.308,1.4952605962753296,1533.4775597402768,0.22873036269481506
w100_data_s0,data,0,100,4,True,1270,4,0,50.0,1.0814701318740845,235.2594290268364,0.1423150717694971
w100_data_s0,data,0,100,4,True,1270,4,1,1739.987,1.0814701318740845,1546.9315423173384,1.618768126009116
w100_data_s0,data,0,100,4,True,1270,4,2,1964.987,1.0814701318740845,221.72849088032365,3.129822806897234
w100_data_s0,data,0,100,4,True,1270,4,3,2019.987,1.0814701318740845,1135.4803961996538,2.785492826777194
w100_data_s0,data,0,100,4,True,1305,4,0,2258.705,2.0530576705932617,1683.4695471749228,1.2326629324042326
w100_data_s0,data,0,100,4,True,1305,4,1,2313.705,2.0530576705932617,2298.3770058251594,0.7690275571379246
w100_data_s0,data,0,100,4,True,1305,4,2,2530.013,2.0530576705932617,2440.177612377738,2.0106698742332063
w100_data_s0,data,0,100,4,True,1305,4,3,2585.013,2.0530576705932617,3156.175603248016,0.8553505950202878
w100_data_s0,data,0,100,4,True,1350,4,0,69.80099999999948,4.3252387046813965,337.94491630788673,0.15827968980725027
w100_data_s0,data,0,100,4,True,1350,4,1,685.0019999999986,4.3252387046813965,210.93224545211342,0.5497165681149219
w100_data_s0,data,0,100,4,True,1350,4,2,754.8029999999999,4.3252387046813965,316.4922645587467,0.6949330971510737
w100_data_s0,data,0,100,4,True,1350,4,3,825.0029999999988,4.3252387046813965,390.84334881204086,0.8462209299017198
w100_data_s0,data,0,100,4,True,1366,4,0,24.99999999999997,4.9737653732299805,46.43624371147581,0.042377651719612
w100_data_s0,data,0,100,4,True,1366,4,1,49.99999999999997,4.9737653732299805,99.57424491524058,0.08223787698220103
w100_data_s0,data,0,100,4,True,1366,4,2,74.99999999999997,4.9737653732299805,158.43894396324743,0.1197170176265791
w100_data_s0,data,0,100,4,True,1366,4,3,150.0,4.9737653732299805,283.86650284416515,0.1663960887552593
w100_data_s0,data,0,100,4,True,1375,4,0,69.8109999999997,6.348855018615723,301.8845820915885,0.17439943797742385
w100_data_s0,data,0,100,4,True,1375,4,1,614.8880000000008,6.348855018615723,302.4443387022302,0.39565060186208534
w100_data_s0,data,0,100,4,True,1375,4,2,685.0990000000002,6.348855018615723,256.43259840029486,0.6252289410723366
w100_data_s0,data,0,100,4,True,1375,4,3,754.9099999999999,6.348855018615723,349.71344511973257,0.8637447292142164
w100_data_s0,data,0,100,4,True,1384,4,0,25.0,1.573332667350769,173.66078428134557,0.07905228729318536
w100_data_s0,data,0,100,4,True,1384,4,1,50.0,1.573332667350769,339.61841017776,0.1547625612319664
w100_data_s0,data,0,100,4,True,1384,4,2,73.718,1.573332667350769,495.1161021828696,0.227889879042667
w100_data_s0,data,0,100,4,True,1384,4,3,98.718,1.573332667350769,643.8862712007029,0.2964691483324233
w100_data_s0,data,0,100,4,True,1390,4,0,25.0,13.654366493225098,99.1815998098433,0.11423030893274039
w100_data_s0,data,0,100,4,True,1390,4,1,50.0,13.654366493225098,200.66954099526058,0.22928895769577795
w100_data_s0,data,0,100,4,True,1390,4,2,301.28200000000004,13.654366493225098,1026.7818353802234,0.34852698022283524
w100_data_s0,data,0,100,4,True,1390,4,3,401.282,13.654366493225098,1197.6189629091891,0.4359571077632296
w100_data_s0,data,0,100,4,True,1419,4,0,48.718000000000075,1.3215481042861938,500.9744230658662,0.03805906199578005
w100_data_s0,data,0,100,4,True,1419,4,1,1767.5130000000001,1.3215481042861938,606.4891409373274,1.0925981192010104
w100_data_s0,data,0,100,4,True,1419,4,2,1782.5130000000001,1.3215481042861938,1308.115000684353,0.5813734502893575
w100_data_s0,data,0,100,4,True,1419,4,3,2007.5130000000001,1.3215481042861938,646.0011186047439,1.7175074539662327
w100_data_s0,data,0,100,4,True,1432,4,0,25.000000000000007,1.9748806953430176,12.671182397383518,0.16622851121284032
w100_data_s0,data,0,100,4,True,1432,4,1,50.00000000000001,1.9748806953430176,46.77767731082838,0.34087080274902704
w100_data_s0,data,0,100,4,True,1432,4,2,150.0,1.9748806953430176,82.87059372532468,0.4953728149454384
w100_data_s0,data,0,100,4,True,1432,4,3,173.71800000000002,1.9748806953430176,48.13164510159851,0.6990264002082469
w100_data_s0,data,0,100,4,True,1439,4,0,25.0,3.5326476097106934,76.65703633180243,0.13635818905796682
w100_data_s0,data,0,100,4,True,1439,4,1,2282.485,3.5326476097106934,380.52574920044435,0.34710628199689786
w100_data_s0,data,0,100,4,True,1439,4,2,2288.795,3.5326476097106934,713.7178145283087,0.5236193242990073
w100_data_s0,data,0,100,4,True,1439,4,3,2343.795,3.5326476097106934,1674.0007204186327,0.6410736045002474
w100_data_s0,data,0,100,4,True,1483,4,0,69.79600000000028,5.59637451171875,330.05275812445234,0.1292983403663739
