network,mode,seed,width,depth,converged,split,step,n,end_med_um,end_p95_um,slope_med_mrad,cum_dz_med_mm
w100_data_s2,data,2,100,4,True,test,6,853,5283.4573766177755,147743.34788214733,1.9685227449018627,8330.801
w100_physics_s0,physics,0,100,4,True,val,0,4551,227.91010887689822,5129.735616562812,0.11933873030657571,55.0
w100_physics_s0,physics,0,100,4,True,val,1,4551,730.6872416035262,18711.018734448837,0.5008084858440718,373.71799999999996
w100_physics_s0,physics,0,100,4,True,val,2,4551,1487.4977341404474,43736.461706535694,0.8685590994461663,821.8929999999991
w100_physics_s0,physics,0,100,4,True,val,3,4551,2683.496597966837,58438.399148978424,1.4708764363904336,2099.987
w100_physics_s0,physics,0,100,4,True,val,4,2932,6866.399840227416,88513.85625337478,2.2764663170372206,6281.1775
w100_physics_s0,physics,0,100,4,True,val,5,1524,15333.800043032228,123411.01825787181,3.3943597006003134,7759.312
w100_physics_s0,physics,0,100,4,True,val,6,856,18687.919189478805,136527.5615841365,3.439462529797849,8181.928
w100_physics_s0,physics,0,100,4,True,test,0,4563,223.13543858007813,4498.433372117648,0.11854574621350533,69.21399999999994
w100_physics_s0,physics,0,100,4,True,test,1,4563,685.2291238984094,17589.683599871703,0.497265320133472,335.087
w100_physics_s0,physics,0,100,4,True,test,2,4563,1446.632286466782,41486.94951006668,0.8957997577582824,752.393
w100_physics_s0,physics,0,100,4,True,test,3,4563,2582.6396021743394,55557.69436419532,1.458727513341619,1994.9869999999999
w100_physics_s0,physics,0,100,4,True,test,4,2914,6656.905607210845,90459.51261561546,2.074050031722133,6269.4015
w100_physics_s0,physics,0,100,4,True,test,5,1481,16141.3631721407,130926.8428880132,3.2616326594139267,7783.540000000001
w100_physics_s0,physics,0,100,4,True,test,6,853,18319.31778297505,118635.3647051378,3.4240453411338856,8330.801
w100_physics_s1,physics,1,100,4,True,val,0,4551,189.08505959664978,5007.06787622687,0.09692183994515491,55.0
w100_physics_s1,physics,1,100,4,True,val,1,4551,741.7286627872244,12282.074297527772,0.41493137475309694,373.71799999999996
w100_physics_s1,physics,1,100,4,True,val,2,4551,1549.3164418126319,30179.120448045753,0.7691178471559146,821.8929999999991
w100_physics_s1,physics,1,100,4,True,val,3,4551,2412.6247366608595,37697.86076640287,1.2812008259258378,2099.987
w100_physics_s1,physics,1,100,4,True,val,4,2932,5068.405642575163,75130.47273837222,1.9910848812983994,6281.1775
w100_physics_s1,physics,1,100,4,True,val,5,1524,8737.970397480352,120494.1541868774,3.1930970539262513,7759.312
w100_physics_s1,physics,1,100,4,True,val,6,856,9720.796617648033,113716.97938491526,3.2354216717166855,8181.928
w100_physics_s1,physics,1,100,4,True,test,0,4563,192.71091157497722,4617.481309258783,0.09618804855748841,69.21399999999994
w100_physics_s1,physics,1,100,4,True,test,1,4563,696.6151846403932,10994.278478540979,0.39420775152886056,335.087
w100_physics_s1,physics,1,100,4,True,test,2,4563,1440.0230664523406,30021.354800976533,0.7523160170880907,752.393
w100_physics_s1,physics,1,100,4,True,test,3,4563,2303.267121249405,38987.85973106949,1.2388877085178323,1994.9869999999999
w100_physics_s1,physics,1,100,4,True,test,4,2914,4860.49740509862,72693.87402707808,1.924127138227795,6269.4015
w100_physics_s1,physics,1,100,4,True,test,5,1481,8331.684494921887,169762.96185234105,3.085498551610555,7783.540000000001
w100_physics_s1,physics,1,100,4,True,test,6,853,9502.745076688258,124247.41388380328,3.162737812615668,8330.801
w100_physics_s2,physics,2,100,4,True,val,0,4551,250.01221361628723,4048.4613233630284,0.14742541949294696,55.0
w100_physics_s2,physics,2,100,4,True,val,1,4551,810.4562735411491,11562.612243120027,0.5268781159538071,373.71799999999996
w100_physics_s2,physics,2,100,4,True,val,2,4551,1494.3482088179394,31871.792424900603,0.857324616250349,821.8929999999991
w100_physics_s2,physics,2,100,4,True,val,3,4551,2484.229534989332,38534.58277864763,1.3199884127432226,2099.987
w100_physics_s2,physics,2,100,4,True,val,4,2932,5204.063642339577,58293.94523707312,2.000137698254795,6281.1775
w100_physics_s2,physics,2,100,4,True,val,5,1524,10270.930277669393,89044.36038151347,3.279063757071044,7759.312
w100_physics_s2,physics,2,100,4,True,val,6,856,11877.337179876406,90071.86522050953,3.3760587237275375,8181.928
w100_physics_s2,physics,2,100,4,True,test,0,4563,250.69908027593257,4154.316843026995,0.14628863834537098,69.21399999999994
w100_physics_s2,physics,2,100,4,True,test,1,4563,776.7219429541345,10496.741183984597,0.49353072002912557,335.087
w100_physics_s2,physics,2,100,4,True,test,2,4563,1428.5163573636055,32803.89235811975,0.8151562050980055,752.393
w100_physics_s2,physics,2,100,4,True,test,3,4563,2295.7060895570294,40942.26297847844,1.2475531745280155,1994.9869999999999
w100_physics_s2,physics,2,100,4,True,test,4,2914,4801.232509163867,64480.71083012826,1.8268966352389047,6269.4015
w100_physics_s2,physics,2,100,4,True,test,5,1481,9416.622479149368,139676.9400401049,2.9029395089662375,7783.540000000001
w100_physics_s2,physics,2,100,4,True,test,6,853,10609.53647247635,111599.95785622593,3.01345037502998,8330.801
w100_physics_s3,physics,3,100,4,True,val,0,4551,263.6862816544294,5061.325861980151,0.12895833082163072,55.0
w100_physics_s3,physics,3,100,4,True,val,1,4551,836.1277181419098,12056.661391949952,0.5044421600397392,373.71799999999996
w100_physics_s3,physics,3,100,4,True,val,2,4551,1459.4474042996817,36584.36289595045,0.8471180214830558,821.8929999999991
w100_physics_s3,physics,3,100,4,True,val,3,4551,2443.288555508161,46027.137196448195,1.4522510609193788,2099.987
w100_physics_s3,physics,3,100,4,True,val,4,2932,5507.532622491112,70544.31051585359,2.251407372404532,6281.1775
w100_physics_s3,physics,3,100,4,True,val,5,1524,10621.403617473989,103240.71077552502,3.6882217698410895,7759.312
w100_physics_s3,physics,3,100,4,True,val,6,856,12903.835292701899,115402.43639788218,3.8982034199803866,8181.928
w100_physics_s3,physics,3,100,4,True,test,0,4563,260.6937794224979,5121.578062635926,0.12462483081737696,69.21399999999994
w100_physics_s3,physics,3,100,4,True,test,1,4563,809.6235252960247,11407.006926702621,0.4815352347797633,335.087
w100_physics_s3,physics,3,100,4,True,test,2,4563,1479.4414078339742,36149.38064221107,0.8012013005044595,752.393
w100_physics_s3,physics,3,100,4,True,test,3,4563,2342.769177315745,45130.37947404473,1.374428355495838,1994.9869999999999
w100_physics_s3,physics,3,100,4,True,test,4,2914,5174.409664803037,70693.28113866768,2.191744465731466,6269.4015
w100_physics_s3,physics,3,100,4,True,test,5,1481,10079.600788936887,107547.43204098032,3.6318676066744575,7783.540000000001
w100_physics_s3,physics,3,100,4,True,test,6,853,11843.840405381172,94939.05976963454,3.764528352776714,8330.801
w100_physics_s4,physics,4,100,4,True,val,0,4551,235.53021613804503,4929.41060839383,0.13464969736212695,55.0
w100_physics_s4,physics,4,100,4,True,val,1,4551,894.8863660181132,10733.1856354456,0.5430916274390182,373.71799999999996
