arm,network,mode,seed,width,depth,converged,particle,n_legs,step,cum_dz_mm,p_GeV,end_err_um,slope_err_mrad
residual,residual_w100_physics_s4,physics,4,100,4,True,1920,5,3,756.1999999999989,1.1062138080596924,4706.272970353439,7.132166498957037
residual,residual_w100_physics_s4,physics,4,100,4,True,1920,5,4,826.1039999999994,1.1062138080596924,5218.286356212957,7.330540454084266
residual,residual_w100_physics_s4,physics,4,100,4,True,1949,5,0,75.0,2.3316738605499268,3.063678642964085,0.12265962233003538
residual,residual_w100_physics_s4,physics,4,100,4,True,1949,5,1,175.0,2.3316738605499268,21.510338581618882,0.3043764030774936
residual,residual_w100_physics_s4,physics,4,100,4,True,1949,5,2,274.99999999999994,2.3316738605499268,59.186052054756466,0.5109912890004943
residual,residual_w100_physics_s4,physics,4,100,4,True,1949,5,3,2331.205,2.3316738605499268,1363.5285216043585,1.8708425668472057
residual,residual_w100_physics_s4,physics,4,100,4,True,1949,5,4,7499.798999999999,2.3316738605499268,13264.010249018611,3.646566517835015
residual,residual_w100_physics_s4,physics,4,100,4,True,1972,5,0,225.0,2.7722859382629395,96.369443472895,0.3595797928702127
residual,residual_w100_physics_s4,physics,4,100,4,True,1972,5,1,280.0,2.7722859382629395,126.2377849548102,0.5188603964774718
residual,residual_w100_physics_s4,physics,4,100,4,True,1972,5,2,5457.321,2.7722859382629395,6459.322611922744,5.2762020761485395
residual,residual_w100_physics_s4,physics,4,100,4,True,1972,5,3,5667.107,2.7722859382629395,7967.9770119837485,9.258518232276526
residual,residual_w100_physics_s4,physics,4,100,4,True,1972,5,4,6139.272999999999,2.7722859382629395,13613.735640460163,14.60194884565924
residual,residual_w100_physics_s4,physics,4,100,4,True,2000,5,0,24.99999999999997,9.763906478881836,0.5840596159387701,0.0042711365329170525
residual,residual_w100_physics_s4,physics,4,100,4,True,2000,5,1,74.99999999999997,9.763906478881836,0.8196974084384578,0.013298645948130183
residual,residual_w100_physics_s4,physics,4,100,4,True,2000,5,2,148.71799999999996,9.763906478881836,0.12087425020190778,0.02815134116526674
residual,residual_w100_physics_s4,physics,4,100,4,True,2000,5,3,223.71799999999996,9.763906478881836,1.9509877290548872,0.04569725379265088
residual,residual_w100_physics_s4,physics,4,100,4,True,2000,5,4,248.71799999999996,9.763906478881836,2.532703169105588,0.05239121066191038
residual,residual_w100_physics_s4,physics,4,100,4,True,2009,5,0,69.80100000000039,15.510824203491211,10.263624899693014,0.09071431592115597
residual,residual_w100_physics_s4,physics,4,100,4,True,2009,5,1,542.0060000000003,15.510824203491211,355.29855263865784,0.07298740211142668
residual,residual_w100_physics_s4,physics,4,100,4,True,2009,5,2,611.8069999999998,15.510824203491211,363.5239434340747,0.08136709259170877
residual,residual_w100_physics_s4,physics,4,100,4,True,2009,5,3,751.8100000000004,15.510824203491211,395.9865950386643,0.13593056249217028
residual,residual_w100_physics_s4,physics,4,100,4,True,2009,5,4,1227.0119999999997,15.510824203491211,610.1504640505482,0.12934405864399068
residual,residual_w100_physics_s4,physics,4,100,4,True,2035,5,0,5161.761,13.941943168640137,692.0890298626148,0.07310725533968276
residual,residual_w100_physics_s4,physics,4,100,4,True,2035,5,1,6053.428000000001,13.941943168640137,1357.366217256697,0.39439429462302666
residual,residual_w100_physics_s4,physics,4,100,4,True,2035,5,2,6528.555000000001,13.941943168640137,1631.6233596335792,0.5661404803755932
residual,residual_w100_physics_s4,physics,4,100,4,True,2035,5,3,6668.535000000001,13.941943168640137,1716.2241019215116,0.6258272284446614
residual,residual_w100_physics_s4,physics,4,100,4,True,2035,5,4,6738.325,13.941943168640137,1761.0926142180006,0.6550715582665234
residual,residual_w100_physics_s4,physics,4,100,4,True,2043,5,0,5183.439,1.9195958375930786,4046.9789708622557,3.78864790654454
residual,residual_w100_physics_s4,physics,4,100,4,True,2043,5,1,5865.380000000001,1.9195958375930786,13668.443614817534,19.526296454672966
residual,residual_w100_physics_s4,physics,4,100,4,True,2043,5,2,5935.175000000001,1.9195958375930786,15059.400375872428,20.331049893911878
residual,residual_w100_physics_s4,physics,4,100,4,True,2043,5,3,6620.120000000001,1.9195958375930786,30720.207544282857,24.040738948485906
residual,residual_w100_physics_s4,physics,4,100,4,True,2043,5,4,6690.314,1.9195958375930786,32415.455252324136,24.26415262571069
residual,residual_w100_physics_s4,physics,4,100,4,True,2086,5,0,70.19899999999961,2.362490177154541,3.1508491355651813,0.1861698383448518
residual,residual_w100_physics_s4,physics,4,100,4,True,2086,5,1,1297.1529999999993,2.362490177154541,3574.2388979870157,0.6344951974642798
residual,residual_w100_physics_s4,physics,4,100,4,True,2086,5,2,1366.951,2.362490177154541,3621.521877725172,0.6952662559316369
residual,residual_w100_physics_s4,physics,4,100,4,True,2086,5,3,1437.1480000000001,2.362490177154541,3673.262568417158,0.7556129495306374
residual,residual_w100_physics_s4,physics,4,100,4,True,2086,5,4,1506.945999999999,2.362490177154541,3728.8051268269555,0.8146044858806656
residual,residual_w100_physics_s4,physics,4,100,4,True,2172,5,0,25.000000000000007,2.9099485874176025,0.2833254530187901,0.022619874965573716
residual,residual_w100_physics_s4,physics,4,100,4,True,2172,5,1,50.00000000000001,2.9099485874176025,0.02847971767638846,0.04614862131566144
residual,residual_w100_physics_s4,physics,4,100,4,True,2172,5,2,75.0,2.9099485874176025,0.9110458086531992,0.07070077862156299
residual,residual_w100_physics_s4,physics,4,100,4,True,2172,5,3,99.99999999999999,2.9099485874176025,2.4399558295051804,0.09637343531831988
residual,residual_w100_physics_s4,physics,4,100,4,True,2172,5,4,123.718,2.9099485874176025,4.470307206243973,0.12176482327760918
residual,residual_w100_physics_s4,physics,4,100,4,True,2189,5,0,69.8130000000001,7.092907905578613,14.397478701908994,0.06353584467767848
residual,residual_w100_physics_s4,physics,4,100,4,True,2189,5,1,542.094,7.092907905578613,219.5185322588884,0.674003576961249
residual,residual_w100_physics_s4,physics,4,100,4,True,2189,5,2,611.906,7.092907905578613,179.39141815892867,0.6960321044138379
residual,residual_w100_physics_s4,physics,4,100,4,True,2189,5,3,1297.0189999999993,7.092907905578613,490.979746624447,2.1211499808422434
residual,residual_w100_physics_s4,physics,4,100,4,True,2189,5,4,1367.2310000000007,7.092907905578613,596.2473455026611,2.180647066317029
residual,residual_w100_physics_s4,physics,4,100,4,True,2219,5,0,69.79700000000048,22.837121963500977,2.5860032647813114,0.022524380336272354
residual,residual_w100_physics_s4,physics,4,100,4,True,2219,5,1,821.96,22.837121963500977,308.1750788111606,0.04632004873367929
residual,residual_w100_physics_s4,physics,4,100,4,True,2219,5,2,891.7570000000005,22.837121963500977,312.70902438404846,0.05467702674087638
residual,residual_w100_physics_s4,physics,4,100,4,True,2219,5,3,1366.9299999999994,22.837121963500977,398.6114705643047,0.07207102154051931
residual,residual_w100_physics_s4,physics,4,100,4,True,2219,5,4,1436.7269999999999,22.837121963500977,404.5134949105318,0.07740997829068508
residual,residual_w100_physics_s4,physics,4,100,4,True,2247,5,0,70.22400000000016,1.060997724533081,49.39810146470336,0.19687427592218754
residual,residual_w100_physics_s4,physics,4,100,4,True,2247,5,1,682.2250000000004,1.060997724533081,3874.5980067519668,0.6812587559744676
residual,residual_w100_physics_s4,physics,4,100,4,True,2247,5,2,752.4480000000003,1.060997724533081,3937.736447413272,0.9895150173732103
residual,residual_w100_physics_s4,physics,4,100,4,True,2247,5,3,1437.652,1.060997724533081,6486.648846375829,2.8548840351220184
residual,residual_w100_physics_s4,physics,4,100,4,True,2247,5,4,1507.473,1.060997724533081,6690.459278702292,3.0617033480493383
residual,residual_w100_physics_s4,physics,4,100,4,True,2280,5,0,25.0,4.83150577545166,0.48669353126040704,0.013309249470142004
residual,residual_w100_physics_s4,physics,4,100,4,True,2280,5,1,223.71800000000002,4.83150577545166,5.83120256096592,0.1260132755693255
residual,residual_w100_physics_s4,physics,4,100,4,True,2280,5,2,248.71800000000002,4.83150577545166,8.576005290588995,0.14581888730162695
residual,residual_w100_physics_s4,physics,4,100,4,True,2280,5,3,2401.205,4.83150577545166,346.4022816472152,0.20058267763162219
residual,residual_w100_physics_s4,physics,4,100,4,True,2280,5,4,2626.205,4.83150577545166,345.60066932272093,0.5639379164004282
residual,residual_w100_physics_s4,physics,4,100,4,True,2380,5,0,75.0,43.495094299316406,1.5607262231567276,0.009249849791974005
residual,residual_w100_physics_s4,physics,4,100,4,True,2380,5,1,175.0,43.495094299316406,1.9004361189072227,0.023484467936483663
residual,residual_w100_physics_s4,physics,4,100,4,True,2380,5,2,274.99999999999994,43.495094299316406,0.6921725224895425,0.040370193049530864
residual,residual_w100_physics_s4,physics,4,100,4,True,2380,5,3,374.99999999999994,43.495094299316406,2.346027283167018,0.06018769117943287
residual,residual_w100_physics_s4,physics,4,100,4,True,2380,5,4,424.99999999999994,43.495094299316406,3.836035831873197,0.0715330464326272
residual,residual_w100_physics_s4,physics,4,100,4,True,2393,5,0,225.0,2.6712772846221924,59.20341605675361,0.3226176087621456
residual,residual_w100_physics_s4,physics,4,100,4,True,2393,5,1,280.0,2.6712772846221924,84.82857799629073,0.48192784675516254
residual,residual_w100_physics_s4,physics,4,100,4,True,2393,5,2,5442.812,2.6712772846221924,2395.859680065996,0.41439556457200605
residual,residual_w100_physics_s4,physics,4,100,4,True,2393,5,3,6809.798999999999,2.6712772846221924,6450.090595249549,3.081460974664718
residual,residual_w100_physics_s4,physics,4,100,4,True,2393,5,4,6879.599,2.6712772846221924,6671.281035021821,3.238774620992535
residual,residual_w100_physics_s4,physics,4,100,4,True,2449,5,0,5171.709000000001,10.582427024841309,1846.2799279560613,0.8178136426451876
residual,residual_w100_physics_s4,physics,4,100,4,True,2449,5,1,5311.753000000001,10.582427024841309,2018.378850262934,1.190839954409939
residual,residual_w100_physics_s4,physics,4,100,4,True,2449,5,2,5381.5740000000005,10.582427024841309,2114.6436207530996,1.379393831877046
residual,residual_w100_physics_s4,physics,4,100,4,True,2449,5,3,6608.951000000001,10.582427024841309,4366.97982199496,2.8183046585488203
residual,residual_w100_physics_s4,physics,4,100,4,True,2449,5,4,6679.173000000001,10.582427024841309,4473.962530126187,2.8600014998290124
residual,residual_w100_physics_s4,physics,4,100,4,True,2462,5,0,472.21600000000035,1.4218201637268066,708.9738836346555,0.589897485735005
residual,residual_w100_physics_s4,physics,4,100,4,True,2462,5,1,682.0259999999998,1.4218201637268066,721.0159722392575,0.8713884421246944
residual,residual_w100_physics_s4,physics,4,100,4,True,2462,5,2,1157.2420000000002,1.4218201637268066,915.5504254416087,1.3544007779915224
residual,residual_w100_physics_s4,physics,4,100,4,True,2462,5,3,1227.045,1.4218201637268066,897.7788938295248,1.420124689321972
residual,residual_w100_physics_s4,physics,4,100,4,True,2462,5,4,1297.2469999999994,1.4218201637268066,882.7661096959787,1.4828572128970052
residual,residual_w100_physics_s4,physics,4,100,4,True,2501,5,0,225.0,3.2336058616638184,36.770093435606555,0.39732016039992213
residual,residual_w100_physics_s4,physics,4,100,4,True,2501,5,1,273.692,3.2336058616638184,34.028544998705,0.5036389373884176
residual,residual_w100_physics_s4,physics,4,100,4,True,2501,5,2,5438.8460000000005,3.2336058616638184,4681.579253209293,0.8389219705057516
residual,residual_w100_physics_s4,physics,4,100,4,True,2501,5,3,5648.545,3.2336058616638184,4741.393411908348,1.1455060193300004
residual,residual_w100_physics_s4,physics,4,100,4,True,2501,5,4,6120.519000000001,3.2336058616638184,4541.855955617166,5.213391019686043
residual,residual_w100_physics_s4,physics,4,100,4,True,2502,5,0,70.19599999999991,7.214000701904297,4.435660411786557,0.03520419746497194
residual,residual_w100_physics_s4,physics,4,100,4,True,2502,5,1,139.9930000000004,7.214000701904297,11.06366761564459,0.06987238081668234
residual,residual_w100_physics_s4,physics,4,100,4,True,2502,5,2,615.1640000000007,7.214000701904297,196.4736239328886,0.12840490806859117
residual,residual_w100_physics_s4,physics,4,100,4,True,2502,5,3,684.9590000000007,7.214000701904297,208.22845072484597,0.15830464495605878
residual,residual_w100_physics_s4,physics,4,100,4,True,2502,5,4,755.1560000000009,7.214000701904297,222.02259635184873,0.18755259651168088
residual,residual_w100_physics_s4,physics,4,100,4,True,2572,5,0,24.999999999999993,1.2371548414230347,0.2515995431684459,0.06705794476039029
residual,residual_w100_physics_s4,physics,4,100,4,True,2572,5,1,2259.987,1.2371548414230347,2747.8702302457236,1.1837469803381295
residual,residual_w100_physics_s4,physics,4,100,4,True,2572,5,2,2306.295,1.2371548414230347,2796.963170159188,0.9858942130748227
residual,residual_w100_physics_s4,physics,4,100,4,True,2572,5,3,2531.295,1.2371548414230347,2809.4360277885357,0.7083647923589453
residual,residual_w100_physics_s4,physics,4,100,4,True,2572,5,4,2601.295,1.2371548414230347,2754.016469604892,1.112331068380143
residual,residual_w100_physics_s4,physics,4,100,4,True,2592,5,0,1988.795,13.060513496398926,262.4824360623279,0.23658087582575926
residual,residual_w100_physics_s4,physics,4,100,4,True,2592,5,1,2058.795,13.060513496398926,270.2679829378951,0.39136353884171304
residual,residual_w100_physics_s4,physics,4,100,4,True,2592,5,2,2268.795,13.060513496398926,300.48365362614504,0.8682984774028152
residual,residual_w100_physics_s4,physics,4,100,4,True,2592,5,3,2338.795,13.060513496398926,313.1687889928969,1.1024145748836367
residual,residual_w100_physics_s4,physics,4,100,4,True,2592,5,4,7500.278,13.060513496398926,7031.088270217765,1.6446824065672327
residual,residual_w100_physics_s4,physics,4,100,4,True,2625,5,0,25.00000000000003,18.79632568359375,1.744669940693111,0.00041493630235922563
residual,residual_w100_physics_s4,physics,4,100,4,True,2625,5,1,50.00000000000003,18.79632568359375,3.48637750270564,0.00084080875939474
residual,residual_w100_physics_s4,physics,4,100,4,True,2625,5,2,75.00000000000003,18.79632568359375,5.223156318740596,0.0012772291671792058
residual,residual_w100_physics_s4,physics,4,100,4,True,2625,5,3,150.0,18.79632568359375,6.760292554328862,0.002631254482979295
residual,residual_w100_physics_s4,physics,4,100,4,True,2625,5,4,213.782,18.79632568359375,8.276405948091314,0.0039039419826858435
residual,residual_w100_physics_s4,physics,4,100,4,True,2633,5,0,70.19999999999982,9.902725219726562,5.065781736959707,0.035186278058069176
residual,residual_w100_physics_s4,physics,4,100,4,True,2633,5,1,140.0,9.902725219726562,12.283475101185104,0.06928135407791025
residual,residual_w100_physics_s4,physics,4,100,4,True,2633,5,2,612.1950000000006,9.902725219726562,224.02619377095334,0.09145729730707097
residual,residual_w100_physics_s4,physics,4,100,4,True,2633,5,3,681.9949999999999,9.902725219726562,233.51021123465898,0.11840247676370153
residual,residual_w100_physics_s4,physics,4,100,4,True,2633,5,4,752.1950000000006,9.902725219726562,244.7943305655258,0.14468813838322547
residual,residual_w100_physics_s4,physics,4,100,4,True,2641,5,0,69.79999999999927,18.770231246948242,3.130055212153593,0.03762584836833338
residual,residual_w100_physics_s4,physics,4,100,4,True,2641,5,1,209.80199999999968,18.770231246948242,19.871663206146195,0.09622091021563306
residual,residual_w100_physics_s4,physics,4,100,4,True,2641,5,2,682.0029999999997,18.770231246948242,178.14791933656693,0.17439437211515946
residual,residual_w100_physics_s4,physics,4,100,4,True,2641,5,3,891.8049999999994,18.770231246948242,230.1920206345187,0.21542159298946345
residual,residual_w100_physics_s4,physics,4,100,4,True,2641,5,4,1367.0060000000003,18.770231246948242,401.28624375410027,0.2667089243579557
residual,residual_w100_physics_s4,physics,4,100,4,True,2690,5,0,70.20200000000023,7.193700790405273,5.505068532215773,0.012049022783660462
residual,residual_w100_physics_s4,physics,4,100,4,True,2690,5,1,682.0129999999999,7.193700790405273,349.3094989077008,0.24651561975300162
residual,residual_w100_physics_s4,physics,4,100,4,True,2690,5,2,752.2149999999992,7.193700790405273,335.27016951848054,0.2346022776492651
residual,residual_w100_physics_s4,physics,4,100,4,True,2690,5,3,1437.5350000000008,7.193700790405273,438.06958182210565,0.31873787227609807
residual,residual_w100_physics_s4,physics,4,100,4,True,2690,5,4,1507.0299999999997,7.193700790405273,417.75233785347154,0.3049886596575291
residual,residual_w100_physics_s4,physics,4,100,4,True,2719,5,0,25.0,3.3923864364624023,0.21157729525711488,0.01616836511239561
residual,residual_w100_physics_s4,physics,4,100,4,True,2719,5,1,49.999999999999986,3.3923864364624023,0.19865418912456967,0.03310703584605279
residual,residual_w100_physics_s4,physics,4,100,4,True,2719,5,2,2560.013,3.3923864364624023,883.7913051768282,0.9130838423672405
residual,residual_w100_physics_s4,physics,4,100,4,True,2719,5,3,7737.836,3.3923864364624023,1750.4370561883106,0.16374314174064097
residual,residual_w100_physics_s4,physics,4,100,4,True,2719,5,4,7807.634,3.3923864364624023,1749.1369055168846,0.2219389017639184
residual,residual_w100_physics_s4,physics,4,100,4,True,2729,5,0,69.83699999999953,1.5196092128753662,23.63680987284056,0.06193665728498887
residual,residual_w100_physics_s4,physics,4,100,4,True,2729,5,1,140.0729999999994,1.5196092128753662,43.2735454179749,0.11047275090400599
residual,residual_w100_physics_s4,physics,4,100,4,True,2729,5,2,209.90799999999945,1.5196092128753662,60.28980943128204,0.14851875088481292
residual,residual_w100_physics_s4,physics,4,100,4,True,2729,5,3,892.2520000000004,1.5196092128753662,754.0526850351625,1.7008961403687795
residual,residual_w100_physics_s4,physics,4,100,4,True,2729,5,4,1367.6929999999993,1.5196092128753662,278.7738158643833,2.0469320989135453
residual,residual_w100_physics_s4,physics,4,100,4,True,2741,5,0,25.0,5.535170555114746,0.29150881915995797,0.011719273362430227
residual,residual_w100_physics_s4,physics,4,100,4,True,2741,5,1,2448.795,5.535170555114746,1032.3849515832394,0.9202477031093337
residual,residual_w100_physics_s4,physics,4,100,4,True,2741,5,2,7628.870999999999,5.535170555114746,7918.548874902683,1.012762016079638
residual,residual_w100_physics_s4,physics,4,100,4,True,2741,5,3,8311.054,5.535170555114746,8212.770886077977,1.732383689543815
residual,residual_w100_physics_s4,physics,4,100,4,True,2741,5,4,8380.873,5.535170555114746,8161.9086306798745,1.8745015993013037
residual,residual_w100_physics_s4,physics,4,100,4,True,2935,5,0,24.999999999999986,3.3461432456970215,0.1035817815822071,0.01997105666226573
residual,residual_w100_physics_s4,physics,4,100,4,True,2935,5,1,49.999999999999986,3.3461432456970215,0.30557503931127883,0.04090500381756512
residual,residual_w100_physics_s4,physics,4,100,4,True,2935,5,2,74.99999999999999,3.3461432456970215,1.2515091989211413,0.0627838714708645
residual,residual_w100_physics_s4,physics,4,100,4,True,2935,5,3,150.0,3.3461432456970215,7.710419392314094,0.13241888901180388
residual,residual_w100_physics_s4,physics,4,100,4,True,2935,5,4,198.71799999999996,3.3461432456970215,14.995959319332286,0.1826303005820762
residual,residual_w100_physics_s4,physics,4,100,4,True,2936,5,0,2051.295,2.1533186435699463,343.9102477772451,0.13998673618825092
residual,residual_w100_physics_s4,physics,4,100,4,True,2936,5,1,2114.987,2.1533186435699463,332.77977137797166,0.052841583042931295
residual,residual_w100_physics_s4,physics,4,100,4,True,2936,5,2,2394.987,2.1533186435699463,290.05657088129055,0.4175722194928108
residual,residual_w100_physics_s4,physics,4,100,4,True,2936,5,3,7559.4800000000005,2.1533186435699463,8942.454360688316,5.480932307091457
residual,residual_w100_physics_s4,physics,4,100,4,True,2936,5,4,7699.419000000001,2.1533186435699463,9795.214288421676,7.007687053742773
residual,residual_w100_physics_s4,physics,4,100,4,True,2988,5,0,472.1720000000005,1.6663345098495483,217.3080348700296,0.6706623932588585
residual,residual_w100_physics_s4,physics,4,100,4,True,2988,5,1,541.9679999999989,1.6663345098495483,176.23865277981565,0.6093307551400251
residual,residual_w100_physics_s4,physics,4,100,4,True,2988,5,2,612.164999999999,1.6663345098495483,179.12497861556176,0.5342857893518849
residual,residual_w100_physics_s4,physics,4,100,4,True,2988,5,3,1226.9269999999997,1.6663345098495483,310.20969549308575,0.12762648984321334
residual,residual_w100_physics_s4,physics,4,100,4,True,2988,5,4,1297.1239999999998,1.6663345098495483,321.98383207287407,0.2305967838786005
residual,residual_w100_physics_s4,physics,4,100,4,True,2989,5,0,70.25700000000052,2.191662311553955,12.406957477878677,0.47637228787822394
residual,residual_w100_physics_s4,physics,4,100,4,True,2989,5,1,822.6479999999992,2.191662311553955,1364.8923881107748,1.757120114462829
residual,residual_w100_physics_s4,physics,4,100,4,True,2989,5,2,1298.2150000000001,2.191662311553955,1586.0411527639826,2.2110326965567584
residual,residual_w100_physics_s4,physics,4,100,4,True,2989,5,3,1368.0689999999995,2.191662311553955,1567.5500755121448,2.28540561513757
residual,residual_w100_physics_s4,physics,4,100,4,True,2989,5,4,1438.3240000000005,2.191662311553955,1617.4471885556159,2.3530519011243367
residual,residual_w100_physics_s4,physics,4,100,4,True,3006,5,0,55.0,24.297096252441406,0.7665657244082524,0.1482591976593112
residual,residual_w100_physics_s4,physics,4,100,4,True,3006,5,1,5239.855,24.297096252441406,1560.2520126937804,0.27692529143943934
residual,residual_w100_physics_s4,physics,4,100,4,True,3006,5,2,5991.713999999999,24.297096252441406,2156.8507541881845,0.7192241787365092
residual,residual_w100_physics_s4,physics,4,100,4,True,3006,5,3,6061.919999999999,24.297096252441406,2110.07345827025,0.6780183459818776
residual,residual_w100_physics_s4,physics,4,100,4,True,3006,5,4,6131.724999999999,24.297096252441406,2066.2512176941163,0.6397520796874792
residual,residual_w100_physics_s4,physics,4,100,4,True,3012,5,0,25.0,8.287697792053223,0.44816676463987903,0.012108694583356366
residual,residual_w100_physics_s4,physics,4,100,4,True,3012,5,1,2431.205,8.287697792053223,846.153430805213,0.4297946381803339
residual,residual_w100_physics_s4,physics,4,100,4,True,3012,5,2,7599.781999999999,8.287697792053223,3859.651923469187,0.4995100616097814
residual,residual_w100_physics_s4,physics,4,100,4,True,3012,5,3,7669.575999999999,8.287697792053223,3878.3936719067356,0.41761497121312396
residual,residual_w100_physics_s4,physics,4,100,4,True,3012,5,4,7739.771,8.287697792053223,3888.0329955701427,0.49950741746267524
residual,residual_w100_physics_s4,physics,4,100,4,True,3060,5,0,50.0,3.2071874141693115,1.196253830185512,0.08203862079126344
residual,residual_w100_physics_s4,physics,4,100,4,True,3060,5,1,1960.013,3.2071874141693115,773.4514748260963,0.44989531782204173
residual,residual_w100_physics_s4,physics,4,100,4,True,3060,5,2,7138.455999999999,3.2071874141693115,3639.541622644856,0.7919884926262943
residual,residual_w100_physics_s4,physics,4,100,4,True,3060,5,3,7278.464999999999,3.2071874141693115,3636.425096769244,0.5639641949918284
residual,residual_w100_physics_s4,physics,4,100,4,True,3060,5,4,7348.268999999999,3.2071874141693115,3570.4859402947022,1.2045918836872116
residual,residual_w100_physics_s4,physics,4,100,4,True,3069,5,0,25.0,4.43332576751709,0.378509037002317,0.018523152942456766
residual,residual_w100_physics_s4,physics,4,100,4,True,3069,5,1,73.718,4.43332576751709,0.7295694195121882,0.05642437670921874
residual,residual_w100_physics_s4,physics,4,100,4,True,3069,5,2,98.718,4.43332576751709,1.7937803785450512,0.07756364046707098
residual,residual_w100_physics_s4,physics,4,100,4,True,3069,5,3,2286.205,4.43332576751709,464.26803465135436,0.4972067506021499
residual,residual_w100_physics_s4,physics,4,100,4,True,3069,5,4,2526.205,4.43332576751709,467.6574295253886,0.7315502209420399
residual,residual_w100_physics_s4,physics,4,100,4,True,3112,5,0,55.0,4.284369468688965,4.624035607150745,0.14276772953195072
residual,residual_w100_physics_s4,physics,4,100,4,True,3112,5,1,328.692,4.284369468688965,141.52961377118345,0.7698152056621055
residual,residual_w100_physics_s4,physics,4,100,4,True,3112,5,2,5514.076,4.284369468688965,1342.7362336838655,0.8432566370475958
residual,residual_w100_physics_s4,physics,4,100,4,True,3112,5,3,6406.004,4.284369468688965,1638.0866877399853,0.32437401768116436
residual,residual_w100_physics_s4,physics,4,100,4,True,3112,5,4,6881.271,4.284369468688965,1866.675016520162,0.5905290180248588
residual,residual_w100_physics_s4,physics,4,100,4,True,3187,5,0,25.00000000000003,2.5404720306396484,0.1979006612176093,0.012873417719360888
residual,residual_w100_physics_s4,physics,4,100,4,True,3187,5,1,50.00000000000003,2.5404720306396484,0.17701929973590325,0.026389860676491808
residual,residual_w100_physics_s4,physics,4,100,4,True,3187,5,2,63.78200000000001,2.5404720306396484,0.26672576394304315,0.03414212626470271
residual,residual_w100_physics_s4,physics,4,100,4,True,3187,5,3,75.00000000000003,2.5404720306396484,0.35659915984531665,0.040599769657626364
residual,residual_w100_physics_s4,physics,4,100,4,True,3187,5,4,138.782,2.5404720306396484,3.369828874422165,0.07968627460027897
residual,residual_w100_physics_s4,physics,4,100,4,True,3192,5,0,25.0,11.175028800964355,0.43768048493575407,0.006841018830694434
residual,residual_w100_physics_s4,physics,4,100,4,True,3192,5,1,2553.705,11.175028800964355,358.6084024008471,0.12675239155582851
residual,residual_w100_physics_s4,physics,4,100,4,True,3192,5,2,7738.089,11.175028800964355,1063.1333855902553,0.3965343082806827
residual,residual_w100_physics_s4,physics,4,100,4,True,3192,5,3,8560.103000000001,11.175028800964355,2765.5905032097508,1.9380869542753865
residual,residual_w100_physics_s4,physics,4,100,4,True,3192,5,4,8629.905,11.175028800964355,2908.418234101191,2.0926850594592814
residual,residual_w100_physics_s4,physics,4,100,4,True,3234,5,0,70.17000000000007,1.5395854711532593,21.445939970021755,0.06937064721734831
residual,residual_w100_physics_s4,physics,4,100,4,True,3234,5,1,139.9390000000003,1.5395854711532593,37.55693894544265,0.10245526238772396
residual,residual_w100_physics_s4,physics,4,100,4,True,3234,5,2,611.9350000000004,1.5395854711532593,707.8289300981169,0.7150476494643399
residual,residual_w100_physics_s4,physics,4,100,4,True,3234,5,3,821.6500000000005,1.5395854711532593,777.1775268837473,0.609423258564612
residual,residual_w100_physics_s4,physics,4,100,4,True,3234,5,4,1296.6549999999997,1.5395854711532593,1328.4326358597127,0.768235566610459
residual,residual_w100_physics_s4,physics,4,100,4,True,3246,5,0,69.8100000000004,6.591060638427734,3.930407906977962,0.051643989563338044
residual,residual_w100_physics_s4,physics,4,100,4,True,3246,5,1,751.9100000000008,6.591060638427734,299.1289378702504,0.6835795740534889
residual,residual_w100_physics_s4,physics,4,100,4,True,3246,5,2,1227.1750000000002,6.591060638427734,137.79830934822712,0.9640460768911008
residual,residual_w100_physics_s4,physics,4,100,4,True,3246,5,3,1296.9859999999999,6.591060638427734,159.4723357879957,0.9914305122321887
residual,residual_w100_physics_s4,physics,4,100,4,True,3246,5,4,1367.1960000000008,6.591060638427734,181.7115813385044,1.0174895059563704
residual,residual_w100_physics_s4,physics,4,100,4,True,3283,5,0,70.21699999999964,2.5705196857452393,19.66259880009602,0.2232011732759137
residual,residual_w100_physics_s4,physics,4,100,4,True,3283,5,1,140.03399999999965,2.5705196857452393,53.60509258417778,0.4312306906479116
residual,residual_w100_physics_s4,physics,4,100,4,True,3283,5,2,612.3409999999994,2.5705196857452393,660.3405298019993,0.642572844929322
residual,residual_w100_physics_s4,physics,4,100,4,True,3283,5,3,1437.5389999999998,2.5705196857452393,1404.1655012815681,0.30987934292131536
residual,residual_w100_physics_s4,physics,4,100,4,True,3283,5,4,1507.3560000000007,2.5705196857452393,1414.3796988115014,0.3274190514913067
residual,residual_w100_physics_s4,physics,4,100,4,True,3305,5,0,50.0,15.224352836608887,0.2737626963824624,0.03040313437126848
residual,residual_w100_physics_s4,physics,4,100,4,True,3305,5,1,2007.487,15.224352836608887,182.18551514904036,0.5783921804460388
residual,residual_w100_physics_s4,physics,4,100,4,True,3305,5,2,7178.133000000001,15.224352836608887,3211.9890811624714,0.3434600087898615
residual,residual_w100_physics_s4,physics,4,100,4,True,3305,5,3,7930.073000000001,15.224352836608887,3740.9151873587803,0.5568545099212951
residual,residual_w100_physics_s4,physics,4,100,4,True,3305,5,4,8000.287000000001,15.224352836608887,3780.149931339338,0.5503427256414867
residual,residual_w100_physics_s4,physics,4,100,4,True,3395,5,0,69.71399999999994,1.0494341850280762,39.63264966418478,1.3537924860065331
