arm,network,mode,seed,width,depth,converged,particle,n_legs,step,cum_dz_mm,p_GeV,end_err_um,slope_err_mrad
residual,residual_w100_data_s0,data,0,100,4,True,1077,4,0,69.80400000000009,4.906394958496094,0.02446029809277661,0.00029069248952406923
residual,residual_w100_data_s0,data,0,100,4,True,1077,4,1,140.00800000000072,4.906394958496094,0.0545025609426375,0.0006655493315910199
residual,residual_w100_data_s0,data,0,100,4,True,1077,4,2,891.8450000000012,4.906394958496094,31.43654126711226,0.004080342613649313
residual,residual_w100_data_s0,data,0,100,4,True,1077,4,3,1367.0680000000011,4.906394958496094,33.6190629570865,0.003605561851856981
residual,residual_w100_data_s0,data,0,100,4,True,1079,4,0,24.99999999999997,2.326265335083008,0.0014293147208022106,1.689901445514619e-05
residual,residual_w100_data_s0,data,0,100,4,True,1079,4,1,48.71799999999999,2.326265335083008,0.0008600092864519127,2.860686449529526e-05
residual,residual_w100_data_s0,data,0,100,4,True,1079,4,2,123.71799999999999,2.326265335083008,0.0035568843337330236,8.385485311679375e-05
residual,residual_w100_data_s0,data,0,100,4,True,1079,4,3,198.718,2.326265335083008,0.008923719381215278,0.00012885929812599117
residual,residual_w100_data_s0,data,0,100,4,True,1108,4,0,70.21500000000015,3.7931160926818848,0.03404096179338012,0.00108471693850698
residual,residual_w100_data_s0,data,0,100,4,True,1108,4,1,615.3240000000005,3.7931160926818848,7.595429241220586,0.032255201635023045
residual,residual_w100_data_s0,data,0,100,4,True,1108,4,2,685.1389999999992,3.7931160926818848,9.1680161467238,0.031771486624740386
residual,residual_w100_data_s0,data,0,100,4,True,1108,4,3,755.353000000001,3.7931160926818848,10.730867295542623,0.03127626337502687
residual,residual_w100_data_s0,data,0,100,4,True,1157,4,0,70.24799999999959,1.4038282632827759,8.877267431216751,0.2385123738662953
residual,residual_w100_data_s0,data,0,100,4,True,1157,4,1,140.09500000000025,1.4038282632827759,31.18643880407035,0.3811886200579817
residual,residual_w100_data_s0,data,0,100,4,True,1157,4,2,682.4509999999991,1.4038282632827759,98.48883483073223,0.7594603552608659
residual,residual_w100_data_s0,data,0,100,4,True,1157,4,3,752.6970000000001,1.4038282632827759,148.98354623255727,0.6873920168157799
residual,residual_w100_data_s0,data,0,100,4,True,1160,4,0,25.00000000000003,24.579805374145508,0.004680855635763592,6.526722681407526e-06
residual,residual_w100_data_s0,data,0,100,4,True,1160,4,1,38.78200000000001,24.579805374145508,0.01004532378930112,4.575126444708588e-05
residual,residual_w100_data_s0,data,0,100,4,True,1160,4,2,50.00000000000003,24.579805374145508,0.01744912443250521,6.123748703783238e-05
residual,residual_w100_data_s0,data,0,100,4,True,1160,4,3,63.78200000000001,24.579805374145508,0.02136606427366461,0.00011454385663058064
residual,residual_w100_data_s0,data,0,100,4,True,1216,4,0,225.0,52.83479309082031,0.03585232855840559,0.0015816961569554977
residual,residual_w100_data_s0,data,0,100,4,True,1216,4,1,280.0,52.83479309082031,0.119360040606864,0.0014871482464616503
residual,residual_w100_data_s0,data,0,100,4,True,1216,4,2,5513.3240000000005,52.83479309082031,65.07749835016341,0.02419832892707613
