phase,restart,loss,rel_gain,loss_over_start,wall_s,train_own_um,test_own_um,test_straight_um
as_trained,0,1.3835188414643704e-07,0.0009103567191775419,0.9990896432808225,15.71,,,
as_trained,1,1.382335575229045e-07,0.0008552584900637042,0.9982351633810718,15.35,66.62288277283324,64.82232875752914,2376.604822992391
rescaled,0,1.2622882205092476e-07,0.0868438582287851,0.9115445703734179,15.54,,,
rescaled,1,1.1629516153946342e-07,0.078695660389303,0.8398099684335983,16.31,,,
rescaled,2,1.0741012393581986e-07,0.07640075034960532,0.775647856694193,16.17,,,
rescaled,3,1.0063746889688945e-07,0.06305415905652652,0.7267400333663435,16.64,,,
rescaled,4,9.481732177581695e-08,0.057832805066229016,0.684710618682843,16.48,28.35407547164337,30.399239660638955,2376.604822992391
rescaled,5,8.980959141984294e-08,0.052814509650611435,0.6485479631045419,16.02,,,
rescaled,6,8.636654018973004e-08,0.03833723298013105,0.6236844287442136,16.17,,,
rescaled,7,8.325846880053392e-08,0.035986985033420495,0.6012399065414181,16.4,,,
rescaled,8,8.045681357099587e-08,0.033650093136472395,0.5810081276889355,16.86,,,
rescaled,9,7.80093997069015e-08,0.030418975789225745,0.5633344555194224,16.48,26.229213812172247,28.070500264634646,2376.604822992391
rescaled,10,7.552665859332435e-08,0.031826178933633056,0.5454056723385805,16.03,,,
rescaled,11,7.285069054140192e-08,0.03543077506356078,0.5260815266435621,16.36,,,
rescaled,12,7.018963720078743e-08,0.036527496456635306,0.5068650855431881,16.38,,,
rescaled,13,6.740708570220611e-08,0.03964333781383476,0.48677126173096125,16.55,,,
rescaled,14,6.477407424022652e-08,0.03906134547355772,0.46775732130988856,16.11,18.380523077766497,18.46299447302613,2376.604822992391
rescaled,15,6.251529802213432e-08,0.03487160942995681,0.45144587069316733,16.79,,,
rescaled,16,6.023380275841782e-08,0.036494991400484164,0.4349703575244361,16.39,,,
rescaled,17,5.763701593298797e-08,0.04311178618167098,0.41621800847547763,16.76,,,
rescaled,18,5.5519065075056926e-08,0.03674636557162311,0.4009235093785448,16.42,,,
rescaled,19,5.357309868811461e-08,0.035050417083060406,0.38687097315642255,16.02,15.549205706307134,15.084820939938126,2376.604822992391
rescaled,20,5.164045554950867e-08,0.0360748806011235,0.37291464899176413,16.3,,,
rescaled,21,4.9734526760246596e-08,0.036907668009141054,0.35915123893103074,15.27,,,
rescaled,22,4.7802315958270665e-08,0.038850491355642496,0.34519803682757244,15.0,,,
rescaled,23,4.564352416626053e-08,0.0451608201137088,0.329608610382797,14.88,,,
rescaled,24,4.3655109415970166e-08,0.043564005773248184,0.3152495389771685,14.79,15.517696769906442,15.326764444580476,2376.604822992391
rescaled,25,4.1593906759350087e-08,0.04721561082300341,0.30036483943269127,14.51,,,
rescaled,26,3.9572357815882844e-08,0.04860204537081166,0.28576649387878705,14.33,,,
rescaled,27,3.760887847551287e-08,0.04961744633729927,0.27158749020375816,14.17,,,
rescaled,28,3.579919178647697e-08,0.04811860290421027,0.2585190796088925,14.45,,,
rescaled,29,3.394683974602944e-08,0.05174284524342938,0.24514256688021574,14.22,15.16235163222035,14.96795573762455,2376.604822992391
rescaled,30,3.220635054513803e-08,0.05127102298513611,0.2325738566990649,14.01,,,
rescaled,31,3.054054507700525e-08,0.05172288818623262,0.2205444651139783,14.16,,,
rescaled,32,2.8857598415136033e-08,0.055105324990952685,0.2083912906889167,13.61,,,
rescaled,33,2.7140907350256685e-08,0.05948835520487838,0.19599443556681134,14.18,,,
rescaled,34,2.557320943234459e-08,0.05776144097471632,0.18467351454544614,14.15,11.090131019173555,10.747163432412776,2376.604822992391
rescaled,35,2.4039057227274662e-08,0.05999060106744191,0.17359483940662784,13.92,,,
rescaled,36,2.2583642678031823e-08,0.06054374493486914,0.1630847577275834,14.08,,,
rescaled,37,2.1261139454320483e-08,0.05856022620291458,0.1535344774248086,14.37,,,
rescaled,38,1.990335883703517e-08,0.06386208134340597,0.14372944613848815,13.8,,,
rescaled,39,1.84934102489126e-08,0.07083973110603871,0.13354769082201776,13.98,11.537282261770088,11.145776854633027,2376.604822992391
