phase,restart,loss,rel_gain,loss_over_start,wall_s,train_own_um,test_own_um,test_straight_um
as_trained,0,3.3407818283966283e-06,5.128455003484724e-05,0.9999487154499651,14.17,,,
as_trained,1,3.3406293764699852e-06,4.5633607482895376e-05,0.9999030841827813,14.15,214.33162734831512,211.45567451358716,450541.208970816
rescaled,0,3.3185638388544383e-06,0.0066052037292635415,0.9932985206022351,13.73,,,
rescaled,1,3.2988354093456776e-06,0.005944869668552441,0.9873934903552888,14.01,,,
rescaled,2,3.2805244667618026e-06,0.0055507293670971625,0.9819127363114931,13.96,,,
rescaled,3,3.264013699415105e-06,0.005032965769340985,0.9769708031211575,13.71,,,
rescaled,4,3.2456502668130317e-06,0.0056260280419055215,0.9714743379866748,13.88,209.98743101937123,205.92882267588664,450541.208970816
rescaled,5,3.229689721646338e-06,0.004917518480007334,0.9666970949767725,14.11,,,
rescaled,6,3.21339390613308e-06,0.005045628811968669,0.9618195002619113,14.82,,,
rescaled,7,3.1963236090786404e-06,0.005312232970212351,0.9567100910012268,13.76,,,
rescaled,8,3.1781722777547233e-06,0.0056788152715079206,0.9512771111260433,13.87,,,
rescaled,9,3.160124485052751e-06,0.005678670356637374,0.9458751219941443,13.76,212.05994534969363,213.1312424299776,450541.208970816
rescaled,10,3.1416431989912906e-06,0.005848277860215935,0.9403433814596568,13.96,,,
rescaled,11,3.122426458708074e-06,0.006116779998883025,0.9345915078718623,13.93,,,
rescaled,12,3.101521390607134e-06,0.006695135458719347,0.9283342911280914,13.9,,,
rescaled,13,3.0796445496096658e-06,0.007053583787531336,0.921786207422781,13.9,,,
rescaled,14,3.059210395905073e-06,0.006635231233806783,0.915669942788397,13.87,206.16305755248732,208.88041838961158,450541.208970816
rescaled,15,3.038796187801955e-06,0.0066730317504292945,0.9095596481872563,13.9,,,
rescaled,16,3.0157426985534186e-06,0.007586388761798343,0.9026593750940632,13.81,,,
rescaled,17,2.99216656737141e-06,0.007817686566336598,0.8956026670234125,13.97,,,
rescaled,18,2.967782258282756e-06,0.008149382241803171,0.8883040585530604,13.83,,,
rescaled,19,2.941806629541733e-06,0.008752538589557298,0.8805291430013144,14.08,215.09460234995004,210.57437689552216,450541.208970816
rescaled,20,2.917059505423515e-06,0.00841221984807094,0.8731219382677539,13.92,,,
rescaled,21,2.8897287583171194e-06,0.009369279939466903,0.8649414144068333,13.83,,,
rescaled,22,2.863407856431779e-06,0.009108433381363037,0.8570631531549268,13.77,,,
rescaled,23,2.8373519389991335e-06,0.0090996179165042,0.8492642059309026,14.79,,,
rescaled,24,2.8105158047587524e-06,0.0094581619824883,0.8412317275052789,14.19,207.23886770066713,206.86909950863708,450541.208970816
rescaled,25,2.7840459265645435e-06,0.009418156677642653,0.8333088752934301,13.9,,,
rescaled,26,2.7593765702565435e-06,0.008860973187479517,0.8259249476925663,13.84,,,
rescaled,27,2.7341864941087624e-06,0.009128901223307563,0.8183851604272154,13.93,,,
rescaled,28,2.708610458229583e-06,0.009354166562627296,0.8107298493241968,13.73,,,
rescaled,29,2.6823644460595463e-06,0.00968984376852467,0.8028740037457658,13.72,187.2407865090402,185.12449940349995,450541.208970816
rescaled,30,2.6556500778093966e-06,0.0099592612366279,0.7948779718023643,13.67,,,
rescaled,31,2.628596954015629e-06,0.01018700619476321,0.7867805449795328,13.68,,,
rescaled,32,2.6032664086534904e-06,0.00963652694013884,0.7791987130618604,13.72,,,
rescaled,33,2.5790331978430437e-06,0.009308770984749533,0.771945330690356,13.76,,,
rescaled,34,2.553839844897128e-06,0.009768526037968833,0.7644045626276188,13.89,176.2710968328909,180.2523288932889,450541.208970816
rescaled,35,2.5287716748578527e-06,0.009815873963030335,0.7569012637841007,13.97,,,
rescaled,36,2.503293208884488e-06,0.010075431572839353,0.7492751568934485,13.73,,,
rescaled,37,2.4782002653927788e-06,0.010023972981930935,0.7417644429647164,13.99,,,
rescaled,38,2.4544960334365314e-06,0.009565099434161497,0.7346693923110336,13.81,,,
rescaled,39,2.4286953281502435e-06,0.010511610096254462,0.7269468341094077,13.93,175.95936641689036,178.1532256253371,450541.208970816
