phase,restart,loss,rel_gain,loss_over_start,wall_s,train_own_um,test_own_um,test_straight_um
as_trained,0,4.570141375246009e-09,0.0,1.0,0.06,,,
as_trained,1,4.570141375246009e-09,0.0,1.0,0.05,14.22510758028217,13.542711516777217,12.600705996305805
rescaled,0,1.1945867912481722e-09,0.7386105388952288,0.2613894611047712,13.03,,,
rescaled,1,5.754050083276148e-10,0.5183229778337002,0.12590529725060004,13.3,,,
rescaled,2,3.4225038040245684e-10,0.4052009011927268,0.07488835733971876,13.76,,,
rescaled,3,2.3873035735827093e-10,0.3024686865868646,0.05223697425452624,14.55,,,
rescaled,4,1.8159924898360324e-10,0.2393122894250481,0.039736024353038274,14.06,1.774173501225107,1.761603844940396,12.600705996305805
rescaled,5,1.4454181192571369e-10,0.20406162065810912,0.03162742682504719,15.12,,,
rescaled,6,1.2037104638813423e-10,0.16722334676420042,0.02633858266182295,15.08,,,
rescaled,7,1.0348825659654182e-10,0.1402562351842831,0.02264443221758563,14.97,,,
rescaled,8,8.939536481801321e-11,0.13617865680616306,0.019560743854056612,14.55,,,
rescaled,9,7.939070534805495e-11,0.11191474513611821,0.017371608190956976,14.78,1.5525288081725819,1.5748690432815238,12.600705996305805
rescaled,10,7.124453499050908e-11,0.10260861547749753,0.015589131525865326,14.64,,,
rescaled,11,6.439017081086633e-11,0.0962089819318192,0.014089317052560595,14.81,,,
rescaled,12,5.7753211871158426e-11,0.10307410053628659,0.012637073370197347,15.22,,,
rescaled,13,5.279391283431758e-11,0.08587053215160638,0.011551921155059607,14.35,,,
rescaled,14,4.870132269582691e-11,0.07752011394446919,0.010656414910841863,13.93,1.5280613826575973,1.5389977379598463,12.600705996305805
rescaled,15,4.4951804437533254e-11,0.07699007030490652,0.009835976777657894,14.11,,,
rescaled,16,4.155131752647388e-11,0.0756473951070156,0.009091910756094976,13.93,,,
rescaled,17,3.841401309020759e-11,0.07550433110255521,0.008405432116011899,14.03,,,
rescaled,18,3.565192592977313e-11,0.0719031139482421,0.007801055372790081,13.92,,,
rescaled,19,3.318753747441134e-11,0.06912357161899525,0.007261818563025278,13.81,1.2768809097281064,1.2906390653846245,12.600705996305805
rescaled,20,3.08818335231919e-11,0.06947499352723041,0.006757303765363176,13.92,,,
rescaled,21,2.8944474951857882e-11,0.06273457079156529,0.006333387213934889,14.23,,,
rescaled,22,2.720437474070284e-11,0.060118561972510386,0.005952633082218039,14.2,,,
rescaled,23,2.5549057385428128e-11,0.06084746924170423,0.005590430423840626,14.43,,,
rescaled,24,2.4105622142101875e-11,0.056496614397582995,0.0052745900318683855,13.98,1.2452419339439302,1.2826693340102224,12.600705996305805
rescaled,25,2.2950677095493974e-11,0.04791185391522096,0.005021874644798827,13.85,,,
rescaled,26,2.1823524349304683e-11,0.04911196046632504,0.004775240535776627,14.37,,,
rescaled,27,2.088560102964388e-11,0.04297762839074549,0.0045700120225535944,13.89,,,
rescaled,28,2.004171674522864e-11,0.04040507540182711,0.00438536034219506,14.17,,,
rescaled,29,1.9285733726006214e-11,0.037720472194698845,0.004219942479343556,14.29,1.246858767864012,1.2791145084491973,12.600705996305805
rescaled,30,1.8514655178058515e-11,0.03998181033205509,0.00405122153952226,14.71,,,
rescaled,31,1.7849720595226126e-11,0.035913959857075545,0.0039057261317797377,14.45,,,
rescaled,32,1.7273605026059222e-11,0.03227588723831255,0.0037796653555666844,13.67,,,
rescaled,33,1.6740288742577242e-11,0.03087463692016875,0.0036629695600338226,13.32,,,
rescaled,34,1.6255404147882378e-11,0.02896512731358146,0.0035568711803816693,12.94,1.2289600866779438,1.2604408165657333,12.600705996305805
rescaled,35,1.579734299001636e-11,0.02817900765178389,0.0034566420801732845,13.28,,,
rescaled,36,1.533288309643575e-11,0.02940114004450878,0.0033550128622903677,13.18,,,
rescaled,37,1.4894740309263117e-11,0.028575368664650113,0.0032591421328757777,12.69,,,
rescaled,38,1.4485736798458442e-11,0.0274595932733593,0.00316964741548694,13.01,,,
rescaled,39,1.4086475498154616e-11,0.027562374345108543,0.003082284406879283,12.97,1.2174633602626272,1.2329744996293357,12.600705996305805
