phase,restart,loss,rel_gain,loss_over_start,wall_s,train_own_um,test_own_um,test_straight_um
as_trained,0,7.559708857949768e-09,0.0014532095235495735,0.9985467904764505,10.39,,,
as_trained,1,7.54947586135997e-09,0.0013536231066673457,0.997195134467773,10.76,9.429066672112185,9.240209693629708,37.62004118141249
rescaled,0,4.200456576712426e-09,0.4436095096069687,0.554829889884069,10.83,,,
rescaled,1,3.0405677494299986e-09,0.27613398831758384,0.4016224995525752,11.2,,,
rescaled,2,2.4920411732556527e-09,0.18040268179427205,0.32916872356437177,11.32,,,
rescaled,3,2.2393040598094534e-09,0.10141771177721692,0.2957851848318459,11.35,,,
rescaled,4,2.0238769929198043e-09,0.09620268669900064,0.2673298553652618,11.64,3.1929554027456675,3.258110106398482,37.62004118141249
rescaled,5,1.8579453635509966e-09,0.0819870130197101,0.2454122790328729,11.57,,,
rescaled,6,1.7395468153806086e-09,0.0637255273987707,0.22977325212136882,11.33,,,
rescaled,7,1.625529882715889e-09,0.06554404380302514,0.21471298401956226,11.58,,,
rescaled,8,1.5224674217232078e-09,0.0634023785650052,0.20109967012393207,11.79,,,
rescaled,9,1.4290209461443122e-09,0.06137830881998643,0.18875651246746797,11.44,2.3204015742832595,2.2734878370389566,37.62004118141249
rescaled,10,1.3495288008192786e-09,0.055626998008331485,0.17825655432438053,11.33,,,
rescaled,11,1.272442791982483e-09,0.057120684486316936,0.16807441792719957,11.4,,,
rescaled,12,1.207351240444569e-09,0.0511547960726002,0.1594766053531127,10.95,,,
rescaled,13,1.1455552581828592e-09,0.05118310247393732,0.15131409791912867,11.22,,,
rescaled,14,1.0780685431287998e-09,0.05891179371051072,0.14239991299702495,11.35,2.080927060355009,2.085511873403334,37.62004118141249
rescaled,15,1.0126154349984647e-09,0.0607133085808953,0.1337543431373439,11.31,,,
rescaled,16,9.545438279598089e-10,0.05734813536467962,0.12608378096148973,11.02,,,
rescaled,17,8.930617807780257e-10,0.0644098734713854,0.1179627405829663,11.25,,,
rescaled,18,8.363567588577045e-10,0.06349507183133563,0.11047268789622965,11.35,,,
rescaled,19,7.831995154081672e-10,0.06355809633455874,0.10345125415658343,11.32,1.6894583386459772,1.637696897233809,37.62004118141249
rescaled,20,7.312544410468602e-10,0.06632419114079201,0.09658993340214754,11.42,,,
rescaled,21,6.767141216766276e-10,0.07458459916107038,0.08938581193635388,11.29,,,
rescaled,22,6.212695278069418e-10,0.08193207751053902,0.08206224666444208,11.07,,,
rescaled,23,5.623375940698765e-10,0.09485727385518614,0.07427804565942125,10.98,,,
rescaled,24,5.110868231763476e-10,0.09113879533218694,0.06750843405839244,10.86,1.3270735342700846,1.309941490188038,37.62004118141249
rescaled,25,4.6202790970767825e-10,0.09598939210323153,0.06102834051128625,11.05,,,
rescaled,26,4.1931578800804953e-10,0.09244489521564266,0.05538658196753583,10.89,,,
rescaled,27,3.840229974036448e-10,0.08416756920139445,0.050724827996954554,10.92,,,
rescaled,28,3.5148408912919583e-10,0.08473166579721124,0.046426828823495574,10.9,,,
rescaled,29,3.163826575086935e-10,0.0998663458919758,0.04179035107754082,11.11,1.3494629220218712,1.3266175134774016,37.62004118141249
rescaled,30,2.9000485015616113e-10,0.08337311393816703,0.03830615937563701,11.39,,,
rescaled,31,2.63784781162178e-10,0.09041251889361235,0.0348428030173455,11.08,,,
rescaled,32,2.4216544299542253e-10,0.08195824668695971,0.03198714797238475,11.29,,,
rescaled,33,2.2112993246150588e-10,0.08686421263794547,0.029208609549230095,11.34,,,
rescaled,34,2.0316404370852058e-10,0.08124584742100795,0.026835531314413553,11.11,1.188003865514986,1.1816024418322968,37.62004118141249
rescaled,35,1.874511928449827e-10,0.07734070742400219,0.024760052338457846,11.57,,,
rescaled,36,1.7235370047041854e-10,0.08054092452241368,0.0227658548318951,11.93,,,
rescaled,37,1.5868564913267578e-10,0.07930233757927724,0.020960469326735336,11.79,,,
rescaled,38,1.45544171353351e-10,0.08281453207112198,0.019224637867450642,11.21,,,
rescaled,39,1.3446689090702541e-10,0.07610940612271061,0.0177614620964348,11.03,1.0721053931224134,1.0780201752851326,37.62004118141249
