phase,restart,loss,rel_gain,loss_over_start,wall_s,train_own_um,test_own_um,test_straight_um
as_trained,0,5.285546121589216e-09,0.0,1.0,0.04,,,
as_trained,1,5.285546121589216e-09,0.0,1.0,0.04,11.75136611925609,11.399842725808185,24.44883187970248
rescaled,0,1.8068382786015932e-09,0.6581548553286812,0.34184514467131877,11.08,,,
rescaled,1,1.0730038402906858e-09,0.40614284465949013,0.20300718518147443,10.73,,,
rescaled,2,7.603134945385314e-10,0.29141586824837823,0.14384767005115576,11.09,,,
rescaled,3,5.821790802483257e-10,0.23429074397571167,0.11014549241569777,11.15,,,
rescaled,4,4.739748579202965e-10,0.1858607188047279,0.08967377202221548,11.84,3.5462895508544534,3.537969148212028,24.44883187970248
rescaled,5,3.9505820977672386e-10,0.16649965040306686,0.07474312033019227,11.28,,,
rescaled,6,3.4256399534219543e-10,0.13287716375821357,0.06481146649027746,11.44,,,
rescaled,7,2.989240665319266e-10,0.12739204762799386,0.05655500106430791,11.28,,,
rescaled,8,2.6011509201351433e-10,0.12982887249149366,0.04921252904237358,11.71,,,
rescaled,9,2.3115320835795198e-10,0.11134257313319457,0.04373307942840364,11.2,2.820260655049367,2.7978914997390802,24.44883187970248
rescaled,10,2.048340628426373e-10,0.11386017828728646,0.03875362320763354,11.47,,,
rescaled,11,1.866811615816286e-10,0.08862247327952759,0.03531918127043016,11.37,,,
rescaled,12,1.7167119766624384e-10,0.08040427747617948,0.03247936801933101,11.37,,,
rescaled,13,1.5838302757011529e-10,0.0774047730590362,0.029965309908693775,11.53,,,
rescaled,14,1.4640276312521015e-10,0.07564108748711433,0.027698701280311776,12.03,2.2204212203291718,2.2768006024591614,24.44883187970248
rescaled,15,1.3378140962489233e-10,0.08620980390597871,0.025310801674485815,11.38,,,
rescaled,16,1.2271215288161813e-10,0.08274136723713053,0.023216551338071007,11.28,,,
rescaled,17,1.1351585490290656e-10,0.07494203110904053,0.021476655825448655,10.87,,,
rescaled,18,1.0393658616567577e-10,0.08438705540670265,0.019664304080355834,11.19,,,
rescaled,19,9.66417981834706e-11,0.07018498732079977,0.01828416514780371,10.78,1.9204579373166553,1.9331540494249566,24.44883187970248
rescaled,20,9.084897944747933e-11,0.05994113152772511,0.01718819159980456,11.06,,,
rescaled,21,8.57945672834128e-11,0.05563532133003799,0.016231921037067172,11.39,,,
rescaled,22,8.100156690421796e-11,0.0558660126271363,0.0153251083314477,12.01,,,
rescaled,23,7.694756793612414e-11,0.050048401815332315,0.014558111151811907,11.29,,,
rescaled,24,7.33489984525862e-11,0.04676651361515664,0.013877279048419733,11.39,1.8496043460913825,1.8727537944727146,24.44883187970248
rescaled,25,6.971460945797153e-11,0.04954926544721649,0.013189670065164487,12.11,,,
rescaled,26,6.649697455689669e-11,0.04615438465612643,0.01258090895948949,11.5,,,
rescaled,27,6.31609394068486e-11,0.05016822452867656,0.011949747094034981,11.14,,,
rescaled,28,6.023255704255775e-11,0.046363819027893126,0.011395711182338052,11.63,,,
rescaled,29,5.763602168854159e-11,0.043108502801592105,0.010904459134908099,11.05,1.7612194365312916,1.763382653891199,24.44883187970248
rescaled,30,5.557757488491937e-11,0.03571458860824628,0.010515010862909423,11.36,,,
rescaled,31,5.351579218316343e-11,0.03709738515984422,0.010124931454968126,11.79,,,
rescaled,32,5.1395495574658096e-11,0.03962001723245348,0.009723781496244878,10.92,,,
rescaled,33,4.9699234820536185e-11,0.03300407429008813,0.009402857089362228,10.94,,,
rescaled,34,4.8048828554911516e-11,0.03320788079704409,0.009090608131987046,10.89,1.67355131490865,1.6674531112528257,24.44883187970248
rescaled,35,4.653687258459531e-11,0.03146707247166911,0.008804553307086266,10.7,,,
rescaled,36,4.484975230935555e-11,0.03625340899676688,0.008485358235010631,11.34,,,
rescaled,37,4.3323315594013183e-11,0.03403445140150652,0.008196563722536788,10.94,,,
rescaled,38,4.190870136310048e-11,0.032652492347750646,0.007928925488308805,10.68,,,
rescaled,39,4.048765120778057e-11,0.03390823645447307,0.0076600696080213315,10.59,1.5867354396487954,1.6181629493452476,24.44883187970248
