phase,restart,loss,rel_gain,loss_over_start,wall_s,train_own_um,test_own_um,test_straight_um
as_trained,0,8.380017935019079e-09,0.005141905270823658,0.9948580947291763,10.6,,,
as_trained,1,8.338472245119322e-09,0.004957708947870125,0.9899258778510764,10.61,11.846903980739398,11.390983149652811,48.07180283233947
rescaled,0,2.9607318808406133e-09,0.6449311344085135,0.35149185846823816,10.86,,,
rescaled,1,1.6286400933752886e-09,0.44991976344954143,0.19334872465176875,11.64,,,
rescaled,2,1.0586008345767831e-09,0.35000934897600544,0.12567486341106224,12.3,,,
rescaled,3,7.532039496332047e-10,0.28849106761348126,0.08941878789342646,12.51,,,
rescaled,4,5.934573257812406e-10,0.21208946651137128,0.07045400487301617,12.3,7.571869232094741,7.554321539572584,48.07180283233947
rescaled,5,4.880668478259137e-10,0.17758728956052305,0.057942269108933346,11.43,,,
rescaled,6,4.2519600685929566e-10,0.1288160448649099,0.050478375171822305,11.86,,,
rescaled,7,3.757028817545091e-10,0.11640072885530336,0.04460265551039074,11.79,,,
rescaled,8,3.3450664130633924e-10,0.10965111647743014,0.03971192453581819,11.44,,,
rescaled,9,3.0115082323877127e-10,0.09971645985055616,0.035751992007253965,12.0,5.7019155991113735,5.770645778653716,48.07180283233947
rescaled,10,2.692253420324247e-10,0.10601160197073103,0.0319618660609202,11.95,,,
rescaled,11,2.405949416729049e-10,0.1063436307421299,0.028562925178708287,11.86,,,
rescaled,12,2.170794699565511e-10,0.09773884501829502,0.025771217861397362,12.49,,,
rescaled,13,1.9380444308115795e-10,0.10721892254505548,0.023008055649624447,12.6,,,
rescaled,14,1.748825820368203e-10,0.09763378353722213,0.020761692124716652,12.8,5.075618045736974,5.174859668684917,48.07180283233947
rescaled,15,1.594197262482641e-10,0.08841850119356418,0.018925974424806983,12.81,,,
rescaled,16,1.4574082409377872e-10,0.08580432595388636,0.017302043946265926,12.53,,,
rescaled,17,1.3492162091350173e-10,0.07423591329026136,0.016017610912126636,12.6,,,
rescaled,18,1.2645730327404566e-10,0.06273507227490656,0.01501274493388304,12.36,,,
rescaled,19,1.1839944880301212e-10,0.06371996130244341,0.01405613340765256,12.68,4.842995481709522,4.966091322799571,48.07180283233947
rescaled,20,1.1192328449371752e-10,0.05469758833142343,0.013287296808989213,12.44,,,
rescaled,21,1.0623088775831949e-10,0.05085980777947556,0.012611507447375183,12.2,,,
rescaled,22,1.0110277584363061e-10,0.04827326611781298,0.01200270879222126,12.73,,,
rescaled,23,9.686518864283301e-11,0.0419136583089629,0.011499631357122113,12.68,,,
rescaled,24,9.308694865666761e-11,0.03900513733676546,0.01105108665671539,12.42,4.725826972901359,4.801028108861516,48.07180283233947
rescaled,25,8.972364025740662e-11,0.0361308265852163,0.01065180176114341,12.64,,,
rescaled,26,8.633682281063262e-11,0.037747213967886536,0.010249725920922019,12.12,,,
rescaled,27,8.318081244282991e-11,0.036554627157464,0.00987505101141652,12.35,,,
rescaled,28,8.018244871562593e-11,0.036046338562330714,0.009519091579338713,12.31,,,
rescaled,29,7.792747766711362e-11,0.028123000539803402,0.009251386161714533,12.59,4.348808412728999,4.370505362430777,48.07180283233947
rescaled,30,7.537435211567294e-11,0.03276284088581681,0.008948284468925032,12.54,,,
rescaled,31,7.283583012895277e-11,0.03367885647394272,0.008646916480608094,12.5,,,
rescaled,32,7.059372209195445e-11,0.030783036769523413,0.008380738132642538,12.4,,,
rescaled,33,6.841262814164429e-11,0.030896429394516062,0.00812180324865342,12.31,,,
rescaled,34,6.648881948610108e-11,0.02812066584490924,0.007893412733439938,11.83,3.8681694148579027,3.788797883260031,48.07180283233947
rescaled,35,6.457302736084186e-11,0.028813748537973305,0.007665973923832163,12.54,,,
rescaled,36,6.268990311914297e-11,0.029162706452893577,0.00744241337661591,11.78,,,
rescaled,37,6.105691553431439e-11,0.026048653827476287,0.007248548526927462,10.86,,,
rescaled,38,5.955933448373108e-11,0.02452762373398407,0.007070758856041462,10.79,,,
rescaled,39,5.812789050775002e-11,0.024033914891578596,0.006900820839476485,10.67,3.423975522167666,3.4169898500735485,48.07180283233947
