phase,restart,loss,rel_gain,loss_over_start,wall_s,train_own_um,test_own_um,test_straight_um
as_trained,0,6.039875682342484e-09,0.0010703528183086898,0.9989296471816913,2.24,,,
as_trained,1,6.039875682342484e-09,0.0,0.9989296471816913,0.03,12.450299569849221,11.848873019800976,11.009714347977706
rescaled,0,1.2444894818402701e-09,0.7939544541490278,0.20582500442027063,8.4,,,
rescaled,1,5.969697731529399e-10,0.520309506939199,0.09873229785460116,8.96,,,
rescaled,2,3.5057903786276507e-10,0.41273569679892497,0.05798195410302334,9.0,,,
rescaled,3,2.3284616678163114e-10,0.33582404640867525,0.03851021965746396,8.66,,,
rescaled,4,1.779360146813763e-10,0.23582158495119626,0.02942867862102209,8.53,2.820371499822727,2.8090143349857044,11.009714347977706
rescaled,5,1.387416517235164e-10,0.22027223116154335,0.022946357921033545,8.86,,,
rescaled,6,1.1497529142034759e-10,0.17129938996639807,0.019015660807209872,8.88,,,
rescaled,7,9.639343625203454e-11,0.16161607366906447,0.0159424243693259,8.98,,,
rescaled,8,8.47853861085022e-11,0.12042365740735105,0.014022579318831593,9.18,,,
rescaled,9,7.558768832109946e-11,0.1084821124200837,0.012501380292746564,8.99,2.0089407337238185,2.018840259474075,11.009714347977706
rescaled,10,6.706933951975339e-11,0.11269492414108224,0.01109253818899667,9.47,,,
rescaled,11,6.050620664884426e-11,0.09785593414075804,0.010007067502520367,9.05,,,
rescaled,12,5.533205765478438e-11,0.08551435101672682,0.009151319619461761,9.03,,,
rescaled,13,5.0382466714320154e-11,0.08945250095965394,0.008332711192419759,9.63,,,
rescaled,14,4.636487944526061e-11,0.07974177389606908,0.007668246020572578,8.97,1.6209725905582673,1.6396060459555883,11.009714347977706
rescaled,15,4.2994442939308606e-11,0.07269374031115977,0.0071108125357109905,9.28,,,
rescaled,16,3.991810659019742e-11,0.07155195273616577,0.006602020013240062,9.25,,,
rescaled,17,3.743458632436626e-11,0.06221538239093312,0.006191272813563738,9.24,,,
rescaled,18,3.5221142477416896e-11,0.05912831058877306,0.005825193311703515,9.49,,,
rescaled,19,3.339309972438763e-11,0.05190185849880861,0.0055228549527112725,9.33,1.5338747997617475,1.546270293083296,11.009714347977706
rescaled,20,3.2028423328002535e-11,0.040867017666779894,0.005297152341787758,9.12,,,
rescaled,21,3.078952615978097e-11,0.03868117876219012,0.005092252245124512,9.19,,,
rescaled,22,2.975978823532361e-11,0.03344442259726828,0.00492194480906668,9.87,,,
rescaled,23,2.8696877309075886e-11,0.0357163471004169,0.004746150919856959,8.95,,,
rescaled,24,2.7689441678142516e-11,0.03510610649663791,0.004579532040215345,9.19,1.5140612520738728,1.5123597163722025,11.009714347977706
rescaled,25,2.6824032205902456e-11,0.03125413225371014,0.004436402740170351,9.21,,,
rescaled,26,2.6045774803920956e-11,0.029013438248491567,0.00430768744322298,9.36,,,
rescaled,27,2.537531298037488e-11,0.025741673211623683,0.00419680036076172,9.77,,,
rescaled,28,2.4670464367743246e-11,0.02777694262044219,0.004080226077951389,9.26,,,
rescaled,29,2.402729104533589e-11,0.02607058030283002,0.003973852216332457,9.4,1.421183357820155,1.4245260381713365,11.009714347977706
rescaled,30,2.3324486593307694e-11,0.02925025758010375,0.0038576160154194664,9.59,,,
rescaled,31,2.2812601467064016e-11,0.021946254816624714,0.0037729557913603784,9.47,,,
rescaled,32,2.238076751267287e-11,0.018929623393220255,0.0037015351591506572,9.41,,,
rescaled,33,2.1896465277138852e-11,0.0216392147972489,0.003621436844762227,9.37,,,
rescaled,34,2.1468928256041838e-11,0.019525389860224923,0.003550726878514062,9.65,1.3340002553974273,1.3376237718318862,11.009714347977706
rescaled,35,2.1080667099370432e-11,0.018084794547773522,0.0034865127124208777,9.37,,,
rescaled,36,2.072449223646139e-11,0.01689580605917726,0.0034276052698089584,9.22,,,
rescaled,37,2.0373649834880006e-11,0.01692887804334882,0.003369579758215623,9.17,,,
rescaled,38,2.006497976758178e-11,0.015150455112356891,0.0033185290913412707,9.95,,,
rescaled,39,1.9729046585071595e-11,0.016742263705291065,0.003262969402180355,9.26,1.2150396812842246,1.2344751807376042,11.009714347977706
