round,source,n_states,per_plane,restarts,loss_first,loss_last,train_end_moved_med_um,val_z1_pos_med_um,val_z1_x_med_um,val_z1_y_med_um,wall_s
1,rk6,32000,125,25,5.726883069147578e-06,2.2542255130337277e-10,nan,356.8334231605945,262.90566045520336,171.10633371942185,5571.1
2,own,32000,125,25,1.2387963220984946e-09,1.1052367415428096e-10,nan,219.0890161185166,164.071274041504,93.48877350674911,5757.3
3,own,32000,125,25,1.5947509887163712e-09,7.969344659176614e-11,363.4775056597732,236.52962923677023,189.49192400737047,104.10792831868321,6026.4
4,own,32000,125,25,1.7542361853561042e-08,5.967646877960931e-11,272.4966970250904,201.99818722653617,166.8249907545487,89.97645542848431,5773.8
5,own,32000,125,25,1.0925319959310419e-09,5.659453735634882e-11,267.8340240971693,195.147456460262,155.20355140762376,103.75648749038646,2832.3
6,own,32000,125,25,1.527485914769595e-09,5.07674004835347e-11,223.52157955447183,166.01167665561434,130.840649680124,89.410314680066,2441.4
7,own,32000,125,25,1.4639604893325292e-09,5.5330872024735534e-11,188.48570152624688,175.41775667734782,138.98662297788178,83.64124759674496,2325.5
8,own,32000,125,25,2.045203308691998e-09,3.293997304134963e-11,185.63648595396387,149.67604030994153,112.99842837763663,82.8435030628043,2290.7
9,own,32000,125,25,8.355030302338779e-10,3.732879582075783e-11,158.1759272423824,152.11443143573433,125.27013528188036,78.30325883298883,2271.0
10,own,32000,125,25,2.184213133549825e-09,4.413456674475855e-11,152.10672180096196,154.11766420902495,125.77392275409238,69.86759074072069,2085.4
11,own,32000,125,25,2.904053117648836e-09,4.361507561633425e-11,172.79613522555337,149.3743692010412,113.07439850546075,76.5158051142123,2006.5
12,own,32000,125,25,2.042906271465969e-09,4.8334983301809187e-11,159.54979083085163,161.5606240978309,137.95929418745345,67.10232816681128,1755.2
13,own,32000,125,25,3.1485692348862515e-09,3.9652751473153164e-11,172.4027249171911,139.70820234087,114.34016568159677,63.993069800545754,1641.9
14,own,32000,125,25,4.453693371896335e-09,4.6169715778965306e-11,148.93527260323935,166.6277059447907,137.67972866034484,68.3303138916358,2339.9
15,own,32000,125,25,1.1976482127721016e-09,3.5124858333715423e-11,160.25088276410315,141.00291863019265,116.49426396093077,59.876793280608354,2338.4
16,own,32000,125,25,1.43767132955237e-09,4.073022974304102e-11,178.0885808798871,150.63214674597702,124.58131942565842,64.05567688361202,2323.1
17,own,32000,125,25,8.14301180599101e-10,3.5719011537028755e-11,147.33813013816643,132.36178608549665,107.83625798887897,56.02387896692562,1787.7
18,own,32000,125,25,1.2038716680279324e-09,4.175968960172659e-11,166.74139603640015,137.04104276564522,106.6604295811544,64.89425816232597,1801.6
19,own,32000,125,25,2.5420599217138982e-09,3.8606090849190655e-11,152.70618982569317,154.61058894692314,123.66499442782697,64.97701404697409,1810.3
20,own,32000,125,25,2.7128188451313983e-09,4.023182115377695e-11,161.09051844773603,142.36206971091292,109.95785907718414,61.305499668208085,1768.5
21,own,32000,125,25,5.148591497234935e-09,4.2126563535993664e-11,165.2570966821827,140.8684056980043,120.03571478942376,62.71910853695317,1789.2
22,own,32000,125,25,1.6982364530055951e-09,3.503857264646245e-11,168.08898936511696,138.0433198447193,108.61936334021038,66.16664592127108,1787.9
23,own,32000,125,25,2.960787723195542e-09,4.42340763345509e-11,173.5749853062316,138.00843371563508,112.97542083698886,62.19194336028977,1574.3
24,own,32000,125,25,3.7111521663631907e-09,4.832361413263293e-11,155.72393109579252,144.40098772433885,119.92651568834845,66.48351944028263,1823.4
25,own,32000,125,25,4.108876018234606e-09,3.78248729910895e-11,147.2544336345436,141.42775599668767,116.32802124103137,63.18919746875906,1884.3
26,own,32000,125,25,2.593414810743869e-09,4.655497098523987e-11,171.72786150786123,145.52719571543093,119.45825925016607,62.93844057464071,1865.6
27,own,32000,125,25,1.525675703975352e-09,3.976061562337718e-11,163.05216540280298,137.52441749977606,99.13191514260689,68.77623924822274,1920.4
28,own,32000,125,25,5.235702282162976e-08,3.814399415411456e-11,149.698766403489,131.2303361148679,102.89078548176977,59.244080657776976,1951.6
29,own,32000,125,25,9.888732266910702e-10,3.5247552597580196e-11,140.74173334199713,139.5167829662114,121.37722741738344,55.91492629150707,1935.6
30,own,32000,125,25,1.5982972049059961e-09,4.338052921767375e-11,133.06513677912335,122.86133098587015,95.84017192463534,55.9509709831616,1943.9
32,own,32000,125,25,3.514959287843664e-09,4.517455482968325e-11,147.86466715035118,133.99642321760297,111.0623436276228,57.19743089093754,1959.7
33,own,32000,125,25,6.593461308260397e-09,3.920697658349431e-11,178.19154580490704,124.18460838637202,99.205099834478,61.84185484369209,1958.6
34,own,32000,125,25,3.2388196240502826e-09,4.569529263728414e-11,127.72726115940713,153.75451863872058,125.7477337391606,57.30931349084756,1957.0
35,own,32000,125,25,1.0877666717335316e-09,5.13574745216464e-11,147.8712506170723,154.22721495178848,133.93922497701283,54.536389205168234,1956.9
36,own,32000,125,25,1.1979650690469716e-09,3.723243776751193e-11,165.01225566318567,144.81250870505846,121.15322521070482,50.74247539840826,1945.7
37,own,32000,125,25,1.4906311814713973e-09,5.325749238802791e-11,156.69665310326764,154.93684506986938,128.36779793201458,51.57312361393451,1958.8
38,own,32000,125,25,2.158573625820039e-09,4.833569273107571e-11,161.33615748759667,133.48302250824418,110.58676792987399,63.99931226184208,1960.1
39,own,32000,125,25,5.920111189376257e-09,4.3209255260072914e-11,160.90154135770263,123.39490383990892,99.74934772162669,54.76659491330338,1964.0
40,own,32000,125,25,7.60536893584747e-10,3.4984149469903996e-11,147.43229175633132,116.1053884645753,93.01237803845197,51.7492405913913,1947.5
41,own,32000,125,25,8.638403901109313e-10,4.034088271539419e-11,116.057570926273,155.54774420030526,131.84360785521676,57.282596888910575,1948.0
42,own,32000,125,25,1.0629751332505492e-08,4.5056804738113295e-11,155.10682410422305,154.88186852860508,134.78971998324596,58.367561715670035,1966.8
43,own,32000,125,25,1.1881870145208925e-09,3.479303361734287e-11,168.29265678740057,118.11439891710052,93.4560720116906,49.17875074350775,1874.4
44,own,32000,125,25,1.0973434832442318e-09,5.0838893125928965e-11,156.08521030037537,134.3120751766378,118.5561536105979,50.73893023291021,1841.1
45,own,32000,125,25,2.0448742278647038e-09,4.2536475827273363e-11,135.72218435660943,151.03246233377376,127.40516136830138,50.48935635943508,1811.1
46,own,32000,125,25,1.6427360852007086e-09,4.1381455105357604e-11,131.77888427640028,134.79978976539542,108.43598729105963,56.62807792199942,1739.7
47,own,32000,125,25,6.166990066676585e-09,3.498071644957185e-11,146.71860450218333,127.38722461511998,103.31639560752137,58.59705855272068,1829.8
48,own,32000,125,25,1.2662317703441927e-09,3.339852097856935e-11,132.6142183656316,129.61683210482988,107.48237680184047,56.102247081071255,1951.3
49,own,32000,125,25,2.7658816997429417e-09,3.1840331421232254e-11,128.8677696591094,113.07836602446741,89.12980780411317,56.87117161255628,1967.4
50,own,32000,125,25,9.3126319919061e-10,3.7590475195724516e-11,122.1071976510899,117.95638631701877,93.94545934628695,60.61453250939053,1949.2
51,own,32000,125,25,1.7255271456692844e-09,3.7831753032295035e-11,111.85247833287804,125.60497543995552,95.59020515473549,58.561273966887484,1961.6
52,own,32000,125,25,3.480798457353475e-09,4.012365854233025e-11,114.38803583428125,127.68202501305836,102.70846534581324,64.51450895340116,2042.4
53,own,32000,125,25,1.2148830453643212e-09,4.129403119339516e-11,140.75518503386775,120.39878872838017,88.26297126802274,66.41533665239763,2043.0
54,own,32000,125,25,4.1386075640333214e-09,5.144698840680135e-11,132.61640234179595,150.30280411372132,128.81749957705324,63.93825636217798,2051.4
55,own,32000,125,25,8.661377055184346e-10,4.582094182393044e-11,151.50581228340343,140.36518618911487,114.38887196369762,67.70946506473052,2047.3
56,own,32000,125,25,1.9903580554998825e-09,4.54150667685182e-11,172.6101452131843,129.0177932081633,109.99042508171897,58.77978859922628,2055.3
57,own,32000,125,25,3.181049698741776e-09,4.5400888567902396e-11,147.3966080959599,136.70871251065364,108.52742039116947,66.75821840653384,2048.1
58,own,32000,125,25,9.177929248399521e-10,4.06196400759004e-11,154.03782144437628,124.7456146654713,96.4817695248712,59.341370636602164,2019.3
59,own,32000,125,25,1.360484039855048e-09,4.77351666071555e-11,140.91698982463186,134.02148080433562,96.66112802847238,61.51701243214802,2011.4
60,own,32000,125,25,7.014359549849093e-09,4.3967161187639686e-11,132.34981109627597,120.89871962476195,102.6958050269573,62.51666830749514,2035.4
61,own,32000,125,25,1.6792864753425822e-09,4.919544260925898e-11,137.8358322681308,131.60043349677153,107.20170138529284,60.766856727383356,2041.3
62,own,32000,125,25,1.6878687552495275e-09,3.671431368306955e-11,140.34907695889842,113.52637102470453,91.3986772862927,53.43430877575628,2037.4
63,own,32000,125,25,5.624688570004805e-09,4.387580906016537e-11,137.86852304019703,140.10008337930913,116.52850283149974,62.68495249304351,2043.3
64,own,32000,125,25,2.4995465378335445e-09,3.6713241725355595e-11,124.59125877990118,134.5906886532191,118.61155491300224,50.94064118543429,1986.1
65,own,32000,125,25,1.7003102860769375e-09,4.153069314558629e-11,134.62369917033357,115.30153398211951,95.73558499783985,51.14062909325412,1963.0
66,own,32000,125,25,1.5566233701919556e-09,3.995966042645118e-11,139.08301475157714,132.983256725538,114.33327512020242,54.797777043773976,1971.9
67,own,32000,125,25,2.23350477718701e-09,5.162241168503645e-11,126.97360193192253,129.50845959721846,104.18169768877306,55.37839168218284,1955.5
68,own,32000,125,25,2.528321108750814e-09,3.42167666972778e-11,151.53133088819004,112.20973500343234,88.02819349253532,56.31518392391399,1960.3
69,own,32000,125,25,1.2500619377336501e-09,3.850796344378771e-11,124.36275625567106,114.74322084390565,93.27172788312055,56.018916922369044,1949.7
70,own,32000,125,25,2.9658118564260075e-09,3.03595785471698e-11,99.52703492160708,121.90188797009682,100.32364912095204,50.243172627062904,1966.8
71,own,32000,125,25,4.6938066821469246e-09,4.238859715215087e-11,122.19671881229033,123.14235139831453,103.23967491075337,55.49999217600998,1955.8
