restart,round,in_round,phase,loss_before,loss_after,gain,factor,factor_renewed,n_iter,func_evals,early_stop,wall_s
0,1,0,train,5.726883069147578e-06,9.501995985644787e-09,0.9983408084518374,174615.05463369723,1,200,203,0,145.18
1,1,1,train,9.501995985644787e-09,4.6291070727530005e-09,0.5128279279694015,105241046.35602432,1,200,207,0,175.73
2,1,2,train,4.6291070727530005e-09,3.314677713498258e-09,0.2839487915480493,105241046.35602432,0,200,205,0,213.28
3,1,3,train,3.314677713498258e-09,2.619220287255225e-09,0.20981147681747261,105241046.35602432,0,200,206,0,251.49
4,1,4,train,2.619220287255225e-09,2.083646129233878e-09,0.2044784704163217,105241046.35602432,0,200,204,0,224.49
5,1,5,train,2.083646129233878e-09,1.7073148144076095e-09,0.18061191367683885,105241046.35602432,0,200,207,0,234.91
6,1,6,train,1.7073148144076095e-09,1.4292999583950283e-09,0.16283748823970962,105241046.35602432,0,200,207,0,213.5
7,1,7,train,1.4292999583950283e-09,1.2046818710699652e-09,0.15715251792023308,105241046.35602432,0,200,209,0,202.22
8,1,8,train,1.2046818710699652e-09,1.013365897483926e-09,0.1588103699245658,105241046.35602432,0,200,211,0,181.52
9,1,9,train,1.013365897483926e-09,8.697028477949613e-10,0.14176819058709592,105241046.35602432,0,200,210,0,158.98
10,1,10,train,8.697028477949613e-10,7.927083296124419e-10,0.0885296838773504,1149818012.5952137,1,200,209,0,161.7
11,1,11,train,7.927083296124419e-10,6.974669428013653e-10,0.12014682229672104,1149818012.5952137,0,200,214,0,312.29
12,1,12,train,6.974669428013653e-10,6.186523890580299e-10,0.11300113153288378,1149818012.5952137,0,200,212,0,257.4
13,1,13,train,6.186523890580299e-10,5.537408422908299e-10,0.10492410263869731,1149818012.5952137,0,200,218,0,151.98
14,1,14,train,5.537408422908299e-10,5.047153037591353e-10,0.08853516805600903,1149818012.5952137,0,200,214,0,152.31
15,1,15,train,5.047153037591353e-10,4.601820938426998e-10,0.08823431662315512,1149818012.5952137,0,200,211,0,206.57
16,1,16,train,4.601820938426998e-10,4.208971144160315e-10,0.0853683356052023,1149818012.5952137,0,200,213,0,267.58
17,1,17,train,4.208971144160315e-10,3.8378719950070283e-10,0.08816861328882325,1149818012.5952137,0,200,213,0,231.11
18,1,18,train,3.8378719950070283e-10,3.504554730815414e-10,0.08684950009412803,1149818012.5952137,0,200,209,0,322.86
19,1,19,train,3.504554730815414e-10,3.2391629523400525e-10,0.07572767408703364,1149818012.5952137,0,200,212,0,288.28
20,1,20,train,3.2391629523400525e-10,3.002889065335238e-10,0.07294288385032438,1149818012.5952137,0,200,216,0,280.45
21,1,21,train,3.002889065335238e-10,2.775646627530645e-10,0.07567460297745775,1149818012.5952137,0,200,219,0,266.9
22,1,22,train,2.775646627530645e-10,2.572849239657939e-10,0.07306311468514445,1149818012.5952137,0,200,221,0,233.6
23,1,23,train,2.572849239657939e-10,2.4033114990606857e-10,0.0658949377926992,1149818012.5952137,0,200,215,0,211.98
24,1,24,train,2.4033114990606857e-10,2.2542255130337277e-10,0.0620335674693967,1149818012.5952137,0,200,216,0,224.81
25,2,0,train,1.2387963220984946e-09,5.131166477635787e-10,0.5857941789055605,807235202.5601927,1,200,208,0,184.04
26,2,1,train,5.131166477635787e-10,4.18363540032054e-10,0.18466192462183123,807235202.5601927,0,200,213,0,206.66
27,2,2,train,4.18363540032054e-10,3.66772946392861e-10,0.12331522396822693,807235202.5601927,0,200,212,0,258.95
28,2,3,train,3.66772946392861e-10,3.30063239936133e-10,0.10008837025129767,807235202.5601927,0,200,215,0,318.01
29,2,4,train,3.30063239936133e-10,3.013227653069284e-10,0.08707566051513602,807235202.5601927,0,200,214,0,315.93
30,2,5,train,3.013227653069284e-10,2.779205772980812e-10,0.07766485212297071,807235202.5601927,0,200,215,0,302.95
31,2,6,train,2.779205772980812e-10,2.569532986064211e-10,0.07544341946718039,807235202.5601927,0,200,222,0,276.14
32,2,7,train,2.569532986064211e-10,2.3783122170172326e-10,0.07441849164188934,807235202.5601927,0,200,220,0,294.07
33,2,8,train,2.3783122170172326e-10,2.2333204996262855e-10,0.06096412252079709,807235202.5601927,0,200,222,0,266.98
34,2,9,train,2.2333204996262855e-10,2.1005524829448498e-10,0.05944870729644606,807235202.5601927,0,200,216,0,322.05
35,2,10,train,2.1005524829448498e-10,1.9809242397295478e-10,0.056950847068381896,807235202.5601927,0,200,212,0,295.47
36,2,11,train,1.9809242397295478e-10,1.8798915544899764e-10,0.051002801224425,807235202.5601927,0,200,216,0,329.89
37,2,12,train,1.8798915544899764e-10,1.784820096708234e-10,0.0505728415847561,807235202.5601927,0,200,214,0,193.81
38,2,13,train,1.784820096708234e-10,1.6874612538189879e-10,0.05454826683585994,807235202.5601927,0,200,215,0,186.31
39,2,14,train,1.6874612538189879e-10,1.6069892765773825e-10,0.04768819257893163,807235202.5601927,0,200,214,0,196.63
40,2,15,train,1.6069892765773825e-10,1.5332575586743188e-10,0.045881897892996466,807235202.5601927,0,200,217,0,168.28
41,2,16,train,1.5332575586743188e-10,1.4634396757489084e-10,0.04553565220038841,807235202.5601927,0,200,215,0,122.34
42,2,17,train,1.4634396757489084e-10,1.4014960098915447e-10,0.04232744737200344,807235202.5601927,0,200,219,0,169.66
43,2,18,train,1.4014960098915447e-10,1.3391567573178128e-10,0.04448050663986979,807235202.5601927,0,200,216,0,172.13
44,2,19,train,1.3391567573178128e-10,1.2810300864676775e-10,0.04340542698418433,807235202.5601927,0,200,217,0,251.07
45,2,20,train,1.2810300864676775e-10,1.230022207077674e-10,0.039817862147682244,807235202.5601927,0,200,215,0,288.26
46,2,21,train,1.230022207077674e-10,1.195263503858091e-10,0.028258598112763964,8129934518.628179,1,200,211,0,206.98
47,2,22,train,1.195263503858091e-10,1.1636145009928605e-10,0.026478682535753383,8129934518.628179,0,200,214,0,160.59
48,2,23,train,1.1636145009928605e-10,1.1324341463630912e-10,0.026796120711081246,8129934518.628179,0,200,212,0,153.37
49,2,24,train,1.1324341463630912e-10,1.1052367415428096e-10,0.02401676504336117,8129934518.628179,0,200,215,0,116.75
50,3,0,train,1.5947509887163712e-09,6.036950498722388e-10,0.6214487063223845,627057143.7644372,1,200,212,0,139.13
51,3,1,train,6.036950498722388e-10,4.398928339315713e-10,0.27133271338788234,627057143.7644372,0,200,214,0,159.44
52,3,2,train,4.398928339315713e-10,3.6222984881676947e-10,0.17654978468433727,627057143.7644372,0,200,216,0,144.44
53,3,3,train,3.6222984881676947e-10,3.1616613387807984e-10,0.1271670876631443,627057143.7644372,0,200,219,0,186.33
54,3,4,train,3.1616613387807984e-10,2.8096512907288096e-10,0.1113370504722467,627057143.7644372,0,200,207,0,202.38
55,3,5,train,2.8096512907288096e-10,2.535411822190986e-10,0.09760622944304496,627057143.7644372,0,200,222,0,283.5
56,3,6,train,2.535411822190986e-10,2.3069460735488838e-10,0.09010991691467012,627057143.7644372,0,200,217,0,261.39
57,3,7,train,2.3069460735488838e-10,2.122802267979303e-10,0.07982146079656895,627057143.7644372,0,200,213,0,202.0
58,3,8,train,2.122802267979303e-10,1.9527535079098248e-10,0.08010579347616191,627057143.7644372,0,200,216,0,223.89
59,3,9,train,1.9527535079098248e-10,1.7947083540271014e-10,0.08093451285200388,627057143.7644372,0,200,221,0,213.02
60,3,10,train,1.7947083540271014e-10,1.6776092130915281e-10,0.06524689132516567,627057143.7644372,0,200,217,0,306.22
61,3,11,train,1.6776092130915281e-10,1.5724617366737243e-10,0.06267697840311465,627057143.7644372,0,200,221,0,278.63
62,3,12,train,1.5724617366737243e-10,1.4988130227543144e-10,0.04683656982026235,6359455220.292547,1,200,214,0,249.5
63,3,13,train,1.4988130227543144e-10,1.4273283785675623e-10,0.0476941707214335,6359455220.292547,0,200,213,0,273.36
64,3,14,train,1.4273283785675623e-10,1.3539218961836453e-10,0.05142928809247546,6359455220.292547,0,200,209,0,264.88
65,3,15,train,1.3539218961836453e-10,1.280631135729726e-10,0.05413219230777409,6359455220.292547,0,200,219,0,263.02
66,3,16,train,1.280631135729726e-10,1.2089662156844462e-10,0.055960626011520465,6359455220.292547,0,200,215,0,233.28
67,3,17,train,1.2089662156844462e-10,1.135853792266025e-10,0.06047515842039401,6359455220.292547,0,200,216,0,278.14
68,3,18,train,1.135853792266025e-10,1.0719354793877965e-10,0.05627336309782588,6359455220.292547,0,200,218,0,300.88
69,3,19,train,1.0719354793877965e-10,1.0161459617889968e-10,0.052045592921938014,6359455220.292547,0,200,216,0,266.75
70,3,20,train,1.0161459617889968e-10,9.644905039908092e-11,0.05083468294972555,6359455220.292547,0,200,219,0,223.77
71,3,21,train,9.644905039908092e-11,9.165761147612898e-11,0.04967844580248556,6359455220.292547,0,200,220,0,233.01
72,3,22,train,9.165761147612898e-11,8.722484382477912e-11,0.04836224269824351,6359455220.292547,0,200,215,0,281.06
73,3,23,train,8.722484382477912e-11,8.330729820280523e-11,0.04491318585612621,6359455220.292547,0,200,219,0,265.27
74,3,24,train,8.330729820280523e-11,7.969344659176614e-11,0.04337977210881865,6359455220.292547,0,200,224,0,293.07
75,4,0,train,1.7542361853561042e-08,3.563967475015468e-10,0.9796836508973733,57004866.75327606,1,200,208,0,273.72
76,4,1,train,3.563967475015468e-10,2.701173643354828e-10,0.24208802064247104,2805861745.4011974,1,200,212,0,192.72
77,4,2,train,2.701173643354828e-10,2.229213680229449e-10,0.17472403682245682,2805861745.4011974,0,200,219,0,163.34
78,4,3,train,2.229213680229449e-10,1.927200578619229e-10,0.13547965557933161,2805861745.4011974,0,200,223,0,215.64
79,4,4,train,1.927200578619229e-10,1.7473813720806951e-10,0.09330591145181577,2805861745.4011974,0,200,218,0,207.7
80,4,5,train,1.7473813720806951e-10,1.6090933497113907e-10,0.0791401491276274,2805861745.4011974,0,200,221,0,260.88
81,4,6,train,1.6090933497113907e-10,1.482880908036667e-10,0.07843699167444912,2805861745.4011974,0,200,217,0,231.77
82,4,7,train,1.482880908036667e-10,1.3722022662188706e-10,0.07463757960464593,2805861745.4011974,0,200,221,0,247.7
83,4,8,train,1.3722022662188706e-10,1.2897120956037228e-10,0.060115168620476785,2805861745.4011974,0,200,214,0,281.06
84,4,9,train,1.2897120956037228e-10,1.216036721929705e-10,0.05712544212398798,2805861745.4011974,0,200,217,0,162.53
85,4,10,train,1.216036721929705e-10,1.149175619002172e-10,0.05498279922125413,2805861745.4011974,0,200,219,0,134.39
86,4,11,train,1.149175619002172e-10,1.0894379919801217e-10,0.051983026818755974,2805861745.4011974,0,200,211,0,127.83
87,4,12,train,1.0894379919801217e-10,1.036390399371398e-10,0.048692622250401205,2805861745.4011974,0,200,220,0,151.37
88,4,13,train,1.036390399371398e-10,9.856660931024258e-11,0.048943242140932576,2805861745.4011974,0,200,217,0,190.56
89,4,14,train,9.856660931024258e-11,9.338091044903324e-11,0.05261111138445615,2805861745.4011974,0,200,214,0,232.22
90,4,15,train,9.338091044903324e-11,8.901197524897811e-11,0.04678617052507389,2805861745.4011974,0,200,221,0,323.34
91,4,16,train,8.901197524897811e-11,8.512696626340944e-11,0.04364591365040266,2805861745.4011974,0,200,215,0,279.54
92,4,17,train,8.512696626340944e-11,8.13829871659456e-11,0.04398111740384124,2805861745.4011974,0,200,212,0,269.37
93,4,18,train,8.13829871659456e-11,7.76610043934736e-11,0.04573416265591985,2805861745.4011974,0,200,212,0,280.36
94,4,19,train,7.76610043934736e-11,7.428059958909833e-11,0.043527698756615024,2805861745.4011974,0,200,215,0,215.84
95,4,20,train,7.428059958909833e-11,7.05550356807518e-11,0.050155275118340566,2805861745.4011974,0,200,223,0,206.51
96,4,21,train,7.05550356807518e-11,6.73945984250291e-11,0.04479392895530649,2805861745.4011974,0,200,220,0,235.87
97,4,22,train,6.73945984250291e-11,6.461090200265641e-11,0.04130444408641015,2805861745.4011974,0,200,218,0,293.96
98,4,23,train,6.461090200265641e-11,6.197569374490536e-11,0.04078581440702862,2805861745.4011974,0,200,222,0,357.91
99,4,24,train,6.197569374490536e-11,5.967646877960931e-11,0.03709881771972983,2805861745.4011974,0,200,222,0,237.62
100,5,0,train,1.0925319959310419e-09,2.868023206912187e-10,0.7374884014753185,915305001.3403156,1,200,214,0,177.3
101,5,1,train,2.868023206912187e-10,2.1956128436815398e-10,0.2344508097459182,915305001.3403156,0,200,209,0,106.93
102,5,2,train,2.1956128436815398e-10,1.9265448785772282e-10,0.12254800106431617,915305001.3403156,0,200,209,0,103.68
103,5,3,train,1.9265448785772282e-10,1.7213565536141244e-10,0.10650586303218502,915305001.3403156,0,200,217,0,112.03
104,5,4,train,1.7213565536141244e-10,1.5778776599042223e-10,0.08335222206500847,915305001.3403156,0,200,213,0,111.7
105,5,5,train,1.5778776599042223e-10,1.4544234959335575e-10,0.07824064381401942,915305001.3403156,0,200,208,0,99.9
106,5,6,train,1.4544234959335575e-10,1.3532268000382765e-10,0.06957856235011209,915305001.3403156,0,200,212,0,107.62
107,5,7,train,1.3532268000382765e-10,1.2657231905184198e-10,0.06466292975972812,915305001.3403156,0,200,216,0,115.11
108,5,8,train,1.2657231905184198e-10,1.187212577824798e-10,0.06202826438019605,915305001.3403156,0,200,215,0,112.41
109,5,9,train,1.187212577824798e-10,1.1280153012482476e-10,0.04986240685304324,915305001.3403156,0,200,219,0,113.37
110,5,10,train,1.1280153012482476e-10,1.0721254354609412e-10,0.04954708125453568,915305001.3403156,0,200,213,0,111.63
111,5,11,train,1.0721254354609412e-10,1.0251840551116184e-10,0.04378347793711388,9327266819.017942,1,200,212,0,110.67
112,5,12,train,1.0251840551116184e-10,9.775862389488574e-11,0.04642855682883086,9327266819.017942,0,200,206,0,107.0
113,5,13,train,9.775862389488574e-11,9.345070512013108e-11,0.044066892547369764,9327266819.017942,0,200,214,0,111.98
114,5,14,train,9.345070512013108e-11,8.898880739069688e-11,0.047746003881922766,9327266819.017942,0,200,216,0,113.94
115,5,15,train,8.898880739069688e-11,8.475675971270242e-11,0.047557078267315776,9327266819.017942,0,200,218,0,113.13
116,5,16,train,8.475675971270242e-11,8.034575167891523e-11,0.05204314144074239,9327266819.017942,0,200,220,0,114.98
117,5,17,train,8.034575167891523e-11,7.611194667098139e-11,0.05269482106351239,9327266819.017942,0,200,216,0,112.44
118,5,18,train,7.611194667098139e-11,7.235774298536145e-11,0.04932476240357774,9327266819.017942,0,200,223,0,116.35
119,5,19,train,7.235774298536145e-11,6.912940734341711e-11,0.04461631207315937,9327266819.017942,0,200,220,0,115.31
120,5,20,train,6.912940734341711e-11,6.601666244984492e-11,0.04502779660917499,9327266819.017942,0,200,217,0,112.63
121,5,21,train,6.601666244984492e-11,6.33791834978933e-11,0.039951716037680565,9327266819.017942,0,200,214,0,107.94
122,5,22,train,6.33791834978933e-11,6.079481558625305e-11,0.04077628913799677,9327266819.017942,0,200,217,0,108.56
123,5,23,train,6.079481558625305e-11,5.861696426246559e-11,0.03582297771259164,9327266819.017942,0,200,218,0,107.4
124,5,24,train,5.861696426246559e-11,5.659453735634882e-11,0.03450241634931956,9327266819.017942,0,200,216,0,108.25
125,6,0,train,1.527485914769595e-09,2.6836150426848125e-10,0.8243116341213786,654670521.2341282,1,200,218,0,99.68
126,6,1,train,2.6836150426848125e-10,1.9976520144127642e-10,0.25561156028764065,654670521.2341282,0,200,210,0,97.57
