round,source,n_states,per_plane,restarts,loss_first,loss_last,train_end_moved_med_um,val_z1_pos_med_um,val_z1_x_med_um,val_z1_y_med_um,wall_s
1,rk6,32000,500,25,7.881635580414379e-06,1.4619752244789858e-10,nan,353.72926686466144,148.06743160775682,264.5836326230153,1916.1
2,own,32000,500,25,3.075104694899228e-10,8.031355280368195e-11,nan,234.12954643163175,88.1402520473955,176.18545134078545,1953.8
3,own,32000,500,25,2.3940418012007595e-10,5.4440699666321395e-11,270.90563227693565,186.36557711192836,84.37925165074489,141.72074777141574,1964.5
4,own,32000,500,25,1.9720003213261222e-10,5.689877913410791e-11,168.10622614377735,180.57534204086778,69.95667474427592,131.6906577461623,1965.0
5,own,32000,500,25,1.5666571091789997e-10,3.8668565026750116e-11,128.88734919440026,136.03060568297565,62.86433913664524,109.11094343744487,1972.5
6,own,32000,500,25,1.7733687337166634e-10,4.619566485876925e-11,150.76214000418986,148.04627026171602,61.02405736935346,107.99388806518095,1961.3
7,own,32000,500,25,2.45882932430214e-10,3.805044349684169e-11,119.94144681062835,154.2659770371415,77.6775742283462,99.29195487961806,1968.9
8,own,32000,500,25,2.340075748836075e-10,5.49646530637776e-11,153.15167270989605,147.5421252531719,79.07685458042124,96.46670472349683,1951.3
9,own,32000,500,25,2.5640231913777284e-10,2.695101522291477e-11,134.77071815918862,132.7458750720325,57.197308837658056,94.54265413273788,1942.2
10,own,32000,500,25,2.215848457172907e-10,3.378341628643532e-11,135.2509484254938,130.66078584927254,57.366378530900874,96.09526744975483,1955.5
11,own,32000,500,25,1.9793799696833097e-10,2.7214758727439186e-11,107.78027363625142,117.15929520903501,52.18822825790426,78.94257821115502,1952.2
12,own,32000,500,25,1.7391451914603052e-10,4.0539223787792224e-11,102.80832777925752,114.80058090597822,58.495932477171664,85.16469649515557,1934.3
13,own,32000,500,25,3.130984732620182e-10,3.0115705747941935e-11,110.74982479954087,103.28515605419852,42.70127358142872,79.9030352096679,1926.6
14,own,32000,500,25,1.2238467929384946e-10,2.500956048408647e-11,103.26428161528156,96.5018386741292,36.947719331351436,74.46106834799515,1939.7
15,own,32000,500,25,1.756690143832767e-10,2.927302412639576e-11,91.51381048974372,105.33357351624772,52.78835105275448,75.13774440965904,1938.5
16,own,32000,500,25,7.503504886162311e-11,1.9401692804586116e-11,93.89403026614218,89.01738744407339,35.92141786521097,72.30192186193563,1926.7
17,own,32000,500,25,2.1847924761301835e-10,2.9885424919413934e-11,78.35660198981031,110.23597233725013,53.8696487680852,73.35943829065172,1928.9
18,own,32000,500,25,1.2535679405548243e-10,2.7086468687031444e-11,94.05653542437165,104.98908673658036,46.473337460042785,76.78403909261533,1958.5
19,own,32000,500,25,1.7062684426421076e-10,2.0523237985307342e-11,109.7265794347777,98.16585465813432,48.9757889268958,72.05603952593265,1952.3
20,own,32000,500,25,1.1206059186632736e-10,2.0521280116482407e-11,88.12943361425596,92.96569298484769,46.98018345453647,61.4306746647344,1940.5
21,own,32000,500,25,1.1811538145690546e-10,2.5031355579159867e-11,95.09597251189916,83.62786063385386,35.513247677954496,63.69608827225193,1950.8
22,own,32000,500,25,1.375169077353785e-10,1.931143217762143e-11,86.93894772852673,78.47428952038449,43.09451147915411,54.73538131212763,1955.7
23,own,32000,500,25,1.2871010517573415e-10,2.917741974947313e-11,72.36809060862015,84.64370030628743,43.87404786245952,52.54007397661553,1939.7
24,own,32000,500,25,1.0728640119153997e-10,1.8225773273176085e-11,72.36862892483487,80.31994255914299,44.30129815385442,52.55107496725486,1946.0
25,own,32000,500,25,1.3130658452690617e-10,2.4688491380477435e-11,78.15886804849015,98.93246310488735,41.380849755569216,74.01274320787365,1933.8
26,own,32000,500,25,2.0796082527764467e-10,2.0470641801926782e-11,91.24148535693166,99.99026824084467,44.83828049001204,74.61812814059954,1930.1
27,own,32000,500,25,1.7873623424743927e-10,1.9941335842601346e-11,97.39595137637025,87.41206850731942,43.56081498281128,69.18718340105556,1927.5
28,own,32000,500,25,2.630531090132722e-10,3.1639250055338196e-11,87.40694526622406,98.86724808950476,52.15411318800989,63.95790172962279,1938.5
29,own,32000,500,25,2.4911526405434227e-10,2.7917456376503545e-11,95.16257886409107,96.48348902078396,47.13015323466152,74.53505900667778,1936.7
30,own,32000,500,25,1.1990026162724143e-10,1.7984340505300787e-11,106.05230674440236,86.20293327771833,36.93617731443055,61.14872766318058,1945.4
31,own,32000,500,25,1.1465107488529616e-10,2.1227608585923922e-11,88.6778506627941,80.94491400373727,35.8948922837925,53.55139921795171,1946.5
32,own,32000,500,25,2.0783591119822378e-10,2.665050331915955e-11,69.27931135265908,95.0634657214664,48.56272307023346,66.97662605162691,1946.1
33,own,32000,500,25,1.5181599518626202e-10,2.01644775257096e-11,78.12532486889268,90.68297304901307,47.665446349469676,64.08804482891028,1934.9
34,own,32000,500,25,2.1381381219436747e-10,2.5165837223277586e-11,89.9411165560764,95.54034960939362,43.80251932525425,63.57416785178316,1937.2
35,own,32000,500,25,1.3511357115408386e-10,1.910010624119146e-11,82.20156939486856,87.82848126895715,47.91539729842498,58.63194233847935,1947.8
36,own,32000,500,25,1.862063168994697e-10,2.4545797269359927e-11,89.31567980305033,86.38680951970912,43.21905869085185,56.89905930353234,1938.9
37,own,32000,500,25,1.1799332195821687e-10,2.143478537204524e-11,87.94496553804265,91.78431889867511,35.48214530737859,72.09514037621645,1930.6
38,own,32000,500,25,1.6917216566651717e-10,2.4006318300478974e-11,85.23519312939243,92.74169505169993,47.361209847281316,65.18137582273198,1938.7
39,own,32000,500,25,1.1918167772181758e-10,2.264615894318591e-11,92.71724421387262,74.58580981207774,37.80217713827483,54.58665145525643,1948.5
40,own,32000,500,25,1.455336172303861e-10,2.0647493424824884e-11,83.55406307623525,85.0987744190661,39.14399346922437,61.79116525943584,1933.0
