tag,mode,seed,q,width,depth,restarts,final_loss,converged,wall_s,outer_cap,n_params,train_endpoint_med_um,train_endpoint_p95_um,train_stage_med_um,train_slope_med_mrad,train_rho_mean,train_rho_median,train_straight_med_um,train_n,val_endpoint_med_um,val_endpoint_p95_um,val_stage_med_um,val_slope_med_mrad,val_rho_mean,val_rho_median,val_straight_med_um,val_n,test_endpoint_med_um,test_endpoint_p95_um,test_stage_med_um,test_slope_med_mrad,test_rho_mean,test_rho_median,test_straight_med_um,test_n
w032_d4_s7,physics,7,8,32,4,103,3.9005039478660294e-05,False,654.1,150,4548,433.77094437725816,4528.182903174722,568.779862692395,0.16694905514325065,1.3331156749763426e-05,8.719547191852131e-07,519709.92299877864,1979,444.66170551294556,8173.9058654252085,595.5885676855947,0.16843669216899498,0.00012576933939349014,9.127391016839481e-07,524796.0910229248,2062,429.3336191881849,5747.020560561106,560.8977204918624,0.16287369138203583,1.9664361298702805e-05,9.499787209496295e-07,520444.29371907085,2018
w032_d4_s8,physics,8,8,32,4,101,4.2530878836312705e-05,False,442.0,150,4548,456.8919439362844,4784.812194527597,597.5978297362872,0.18395584199359938,1.3198533725670576e-05,8.638383210980041e-07,519709.92299877864,1979,462.34907636977596,9046.313799080543,603.5177808105523,0.1828471475515854,0.00011178391954354878,8.857902518834308e-07,524796.0910229248,2062,446.69628615477654,5664.090280152561,572.4176535187553,0.1656960928973321,1.887435069973763e-05,8.833693074603032e-07,520444.29371907085,2018
w032_d4_s9,physics,9,8,32,4,89,8.133591038559683e-05,False,414.4,150,4548,580.3311925963612,6237.171454289724,784.5562869873106,0.26759466639777324,1.6937170040003766e-05,1.3737587316524534e-06,519709.92299877864,1979,573.7615752354515,10612.909122292416,780.1121615477484,0.2689713860451054,5.318185926563137e-05,1.5760255655088215e-06,524796.0910229248,2062,592.3813868565162,6606.946705014298,795.1491314830221,0.25705640520059037,2.1439762001600635e-05,1.5886605045489811e-06,520444.29371907085,2018
w032_d6_s0,physics,0,8,32,6,118,6.862842614360216e-05,False,601.9,150,6660,527.2267831510362,5748.601247468059,709.8820345410104,0.2033779920431189,1.3503867086440801e-05,1.1195086280590234e-06,519709.92299877864,1979,551.1361755512496,10615.975569640728,719.4727762985451,0.19621438293346977,8.736417763252318e-05,1.1944552051588824e-06,524796.0910229248,2062,523.8833630390989,6114.769118217645,700.9799442917881,0.18852043903315463,3.924444853879847e-05,1.135262513588747e-06,520444.29371907085,2018
w032_d6_s1,physics,1,8,32,6,150,6.606789518644165e-05,True,1124.0,150,6660,410.4168545435485,6006.148892232112,659.9218598830134,0.19628623351160973,1.3446572000104842e-05,7.173033950872704e-07,519709.92299877864,1979,416.4686108648681,9498.517824850387,674.3905062006945,0.19790752690336164,7.224391621601462e-05,7.478123988350317e-07,524796.0910229248,2062,390.9714614942743,7112.9258723775065,649.4743089596966,0.1897579282296169,2.3904317424078298e-05,7.263474358832031e-07,520444.29371907085,2018
w032_d6_s2,physics,2,8,32,6,110,0.00012076482465431274,False,828.9,150,6660,723.4084759416248,7501.632794985566,1076.1061222452781,0.338694468697498,1.8272647783706847e-05,2.531178261405258e-06,519709.92299877864,1979,719.9342360168544,11971.02439529504,1110.8040788050885,0.32554643566942015,5.1726100629372015e-05,2.7371620946468432e-06,524796.0910229248,2062,710.0069505986681,8640.00626552026,1083.641843993391,0.3101763100322036,2.2120757830406703e-05,2.781976963768008e-06,520444.29371907085,2018
w032_d6_s3,physics,3,8,32,6,125,6.413844672394058e-05,True,941.9,150,6660,413.8138323640277,5905.338262603999,624.8637913084281,0.19937181775514512,1.268274952225215e-05,8.254132100451417e-07,519709.92299877864,1979,445.1319364917481,9667.019827099562,645.5597559240093,0.20928247018075358,0.00010236611586181387,8.910524304498328e-07,524796.0910229248,2062,421.67015582661804,6664.745338966332,631.7137786723777,0.19227653445270249,2.3251960724860727e-05,8.812047499660495e-07,520444.29371907085,2018
w032_d6_s4,physics,4,8,32,6,150,5.053720887387975e-05,True,745.1,400,6660,429.65681023895286,5330.905659588799,543.4898651566868,0.17368481101275557,1.2384922846889528e-05,8.078087828296535e-07,519709.92299877864,1979,421.970534214438,9187.391201100038,545.2043187833056,0.1865256061280747,0.000109736206621282,8.222881620861788e-07,524796.0910229248,2062,431.46143689736505,6071.790402983237,541.6275354403695,0.17106223383105482,2.0847312349462527e-05,8.028612027416051e-07,520444.29371907085,2018
w032_d6_s5,physics,5,8,32,6,155,0.000114967448354798,False,798.4,400,6660,694.5549757206209,6639.25750125862,914.4866521209565,0.3210875511810221,1.7659463067658466e-05,2.277797415957139e-06,519709.92299877864,1979,703.1266723781187,10428.275440014528,925.6029689938572,0.31286462626881406,3.867173571770848e-05,2.235477629939635e-06,524796.0910229248,2062,666.4659329133826,7440.544845381122,892.510788042511,0.29840226891086896,3.017909759434556e-05,2.11363740932124e-06,520444.29371907085,2018
w032_d6_s6,physics,6,8,32,6,136,0.00018374694486413278,False,739.1,150,6660,1162.8232896509517,9577.983260015895,1584.2360199155792,0.515162244073164,3.2341375204655554e-05,4.9551813013921545e-06,519709.92299877864,1979,1175.7838962622316,13643.34999058665,1631.9484812815688,0.5258026652284475,5.3893583118510394e-05,5.4498449394185355e-06,524796.0910229248,2062,1128.2034359524573,10312.301697440484,1555.7936229657869,0.5051257234120199,3.845228313050472e-05,5.266781994012199e-06,520444.29371907085,2018
w032_d6_s7,physics,7,8,32,6,157,9.769388930117419e-05,False,1156.1,400,6660,707.6388813806034,7853.1416729601215,964.6056971592429,0.3028812688520566,2.2095865826377155e-05,1.7532229299109639e-06,519709.92299877864,1979,729.5949352045312,12559.59083308721,953.6355501282969,0.30151405500621065,0.00011406206192183694,1.9266161501299715e-06,524796.0910229248,2062,656.7036731159988,8378.904190549352,893.1622514915318,0.27668986400740736,4.501782969855738e-05,1.8696284735289667e-06,520444.29371907085,2018
w032_d6_s8,physics,8,8,32,6,51,0.001090417910675099,True,381.5,150,6660,2937.195286203746,22406.50173547981,3597.684589643393,1.6256903431757785,0.00011073454221802317,3.827014179351271e-05,519709.92299877864,1979,2910.26625928113,28310.714470579253,3675.9562291208285,1.6787042839846391,0.00014403986371952564,4.1027692088934744e-05,524796.0910229248,2062,2724.5789052482223,22133.837283411955,3490.997800395434,1.565715837287967,0.00014260223515149786,3.888258625912973e-05,520444.29371907085,2018
w032_d6_s9,physics,9,8,32,6,156,0.00016376800055644232,False,830.2,400,6660,846.1640499378689,8929.278507110675,1303.5085229666379,0.4252731552150668,2.5176072252845045e-05,3.3486561001498395e-06,519709.92299877864,1979,885.2482742795331,12373.432061470794,1330.419607138836,0.43415363007336116,6.669922114740096e-05,3.612034773725666e-06,524796.0910229248,2062,808.9666485886085,9302.38799033949,1261.0259557179688,0.4079051927468047,3.940359494058401e-05,3.332641776104555e-06,520444.29371907085,2018
w050_d2_s0,physics,0,8,50,2,67,4.967203543881254e-05,True,261.9,150,4686,451.4395872782302,4855.354799261259,600.6041659173036,0.22976140157248554,1.204094787612558e-05,8.395874920530197e-07,519709.92299877864,1979,439.2242438644871,8158.289078986254,592.4785255962206,0.23359736339854942,2.9704894146036582e-05,8.247865989645877e-07,524796.0910229248,2062,417.9576492074517,6084.308584511807,559.5794779232825,0.22372033173913458,1.2227229699614518e-05,7.666102876482226e-07,520444.29371907085,2018
w050_d2_s1,physics,1,8,50,2,81,4.5414740584597055e-05,True,323.6,150,4686,462.1976606576368,5194.146309702076,663.7362066301762,0.17549578298235724,1.2186215140730741e-05,8.083498319793938e-07,519709.92299877864,1979,490.5636859804474,8276.595698460576,662.7310686118904,0.18129363915021812,2.8354715755504074e-05,9.077947668774087e-07,524796.0910229248,2062,469.46489087214616,6394.474689943314,637.0972727970212,0.17235192523925918,1.8228873807114457e-05,8.712411253332008e-07,520444.29371907085,2018
w050_d2_s2,physics,2,8,50,2,78,5.2812034535828755e-05,True,310.0,150,4686,484.3294874266775,5137.147894100821,710.3616552974472,0.19351479235608232,1.62011043836668e-05,1.018896823177001e-06,519709.92299877864,1979,494.16352946464315,10384.202018372911,719.2839171696903,0.19257634092372575,3.495845408833174e-05,1.1146382779335755e-06,524796.0910229248,2062,484.6382630846051,6699.406903976345,693.8690507621885,0.1797639781158059,1.8384055849929033e-05,1.102936401813295e-06,520444.29371907085,2018
w050_d2_s3,physics,3,8,50,2,78,5.760834694883777e-05,True,316.9,150,4686,503.88146586136884,5235.013108037459,650.9830481612653,0.2540668270853419,1.4255198751414266e-05,9.20234580862835e-07,519709.92299877864,1979,517.5421597323009,9232.104000017931,671.0422645287792,0.24749373665459204,3.9154535547175235e-05,9.683593688010246e-07,524796.0910229248,2062,490.14561156111824,5959.058971840907,652.169016805459,0.24332046693037013,1.8849256588114612e-05,9.987374826584752e-07,520444.29371907085,2018
w050_d2_s4,physics,4,8,50,2,74,4.302246918120401e-05,True,288.0,150,4686,436.7516007599477,5005.3023820314365,552.6790433628435,0.19972111147992938,1.2586848920937889e-05,9.946879389346819e-07,519709.92299877864,1979,462.69872408813484,9525.689636442716,606.3241642224799,0.21068220633767287,2.8883046452544523e-05,1.0115084066665613e-06,524796.0910229248,2062,428.66070859606964,6539.419786780405,551.4229357003444,0.19657392036788968,1.7479415343161604e-05,9.371491892351173e-07,520444.29371907085,2018
w050_d2_s5,physics,5,8,50,2,71,4.5324314285212386e-05,True,278.9,150,4686,537.4170041275335,5064.860656757168,708.7525351165596,0.18871257594900437,1.3651939800917648e-05,1.1249865296657026e-06,519709.92299877864,1979,554.0498181389122,8610.23011920575,710.6013432625247,0.1938033441786849,2.7620712242247477e-05,1.2135730793233836e-06,524796.0910229248,2062,540.2225857092233,5757.851378557537,719.5520597909351,0.18531932716527033,1.7461362837328143e-05,1.2251228317444334e-06,520444.29371907085,2018
w050_d2_s6,physics,6,8,50,2,76,5.34932044540469e-05,True,308.9,150,4686,585.8609514119166,5414.77088035798,759.6793297460351,0.26431285774153324,1.1632943433111013e-05,1.5178125687372636e-06,519709.92299877864,1979,620.4302614245023,9863.601035584876,801.855227244701,0.27459127764865865,3.21129174762038e-05,1.5266704051849819e-06,524796.0910229248,2062,592.9087698585818,6630.311106436708,769.5500461659748,0.2486967396815032,1.3921643788214566e-05,1.495946577085125e-06,520444.29371907085,2018
w050_d2_s7,physics,7,8,50,2,65,4.144199017630479e-05,False,270.1,150,4686,346.9902320300662,4929.452635489082,544.3483288271409,0.19150222009578152,1.2814395016181648e-05,5.977492452911122e-07,519709.92299877864,1979,363.02026409288857,10036.256868215458,541.0934673601275,0.20262133289263018,3.161118863221812e-05,6.418674672941531e-07,524796.0910229248,2062,342.1601361304454,6202.68827888511,509.5809994280813,0.19746675155856655,1.8460904415744417e-05,6.063768120881803e-07,520444.29371907085,2018
w050_d2_s8,physics,8,8,50,2,73,3.575204814813466e-05,True,288.3,150,4686,406.94036555521507,4575.107650870902,590.5534668672274,0.1593702031095212,1.1923814724659013e-05,7.933931305895487e-07,519709.92299877864,1979,415.74537818429746,8274.595203214696,607.2411875518924,0.1652937741565448,2.217161812716769e-05,9.043310327997716e-07,524796.0910229248,2062,409.46471013581845,5990.047458445897,590.8520329300586,0.15246028958597163,1.2395251880026403e-05,8.420660612093315e-07,520444.29371907085,2018
w050_d2_s9,physics,9,8,50,2,56,4.2035809707980854e-05,True,219.3,150,4686,345.86066683743155,4753.310849007938,472.55825099932736,0.17128305424424056,1.1445376125244363e-05,7.385040652832329e-07,519709.92299877864,1979,352.9404656958306,9891.546411574229,482.70427980762065,0.17461263950869013,5.634854201637501e-05,8.740610971997918e-07,524796.0910229248,2062,339.9142041181378,5980.178732313359,460.93553867328296,0.17418080700998956,2.211581388717394e-05,8.270746902744676e-07,520444.29371907085,2018
w050_d4_s0,physics,0,8,50,4,154,7.4688220883949164e-06,True,834.6,400,9786,188.88386277222935,2468.603152570956,256.629827188533,0.07085649757745255,8.27425056467528e-06,1.311118632333226e-07,519709.92299877864,1979,191.7974410654466,6747.015274079554,268.0637780251942,0.07677940372430477,6.071956147691715e-05,1.3715453921457487e-07,524796.0910229248,2062,180.94238081681624,4043.817705902699,246.54751277114428,0.06549471792153747,3.255378089173442e-05,1.2865019811226533e-07,520444.29371907085,2018
w050_d4_s1,physics,1,8,50,4,154,7.850304002436363e-06,True,802.1,400,9786,173.5512832618724,2669.039728364032,235.6406294251272,0.0755659250634283,8.287710101424053e-06,1.0902725601784046e-07,519709.92299877864,1979,171.1383913682738,6768.423587273021,236.49461276711747,0.07552360269975564,1.3447739209928956e-05,1.2434571442974292e-07,524796.0910229248,2062,164.66117008508263,3722.2913457832433,227.9812846431355,0.07444592296151735,9.779262646878166e-06,1.1551926803918698e-07,520444.29371907085,2018
w050_d4_s2,physics,2,8,50,4,154,1.0682055270656933e-05,True,811.3,400,9786,250.39595231771727,3303.0414455605505,322.64729337259723,0.0785542119863536,9.428308214768256e-06,2.7424744251889016e-07,519709.92299877864,1979,265.52151377581623,6717.401369489571,329.0641056162755,0.07609701478079357,3.181901930328421e-05,3.078102268874582e-07,524796.0910229248,2062,240.11563388236823,4376.3067277340915,303.69212910622423,0.07115036351940107,1.156071530713625e-05,2.861944118439991e-07,520444.29371907085,2018
w050_d4_s3,physics,3,8,50,4,144,1.16866919431679e-05,True,739.0,150,9786,215.8208717757759,3294.6960686798047,296.3389486934602,0.09474015295284077,9.065652932943507e-06,2.0748187849430083e-07,519709.92299877864,1979,217.60790707983801,7764.993679209091,294.272850970998,0.09332741760885097,2.9832594243450784e-05,2.273729709770265e-07,524796.0910229248,2062,213.23343389309457,4556.281667145998,290.4373428435463,0.09063092742950599,1.6150520200709866e-05,2.256335716100267e-07,520444.29371907085,2018
