tag,mode,seed,q,width,depth,restarts,final_loss,converged,wall_s,outer_cap,n_params,train_endpoint_med_um,train_endpoint_p95_um,train_stage_med_um,train_slope_med_mrad,train_rho_mean,train_rho_median,train_straight_med_um,train_n,val_endpoint_med_um,val_endpoint_p95_um,val_stage_med_um,val_slope_med_mrad,val_rho_mean,val_rho_median,val_straight_med_um,val_n,test_endpoint_med_um,test_endpoint_p95_um,test_stage_med_um,test_slope_med_mrad,test_rho_mean,test_rho_median,test_straight_med_um,test_n
w050_d4_s4,physics,4,8,50,4,155,1.085243301799454e-05,True,831.3,400,9786,221.6547794298549,2863.5206914167593,295.4325136797138,0.07905303670391328,9.537371801239946e-06,1.9858654879726746e-07,519709.92299877864,1979,222.22847816041735,6847.002731028739,296.1290812794175,0.07796423994485699,4.0982694656444944e-05,2.2837432677615143e-07,524796.0910229248,2062,216.1317350047227,4108.9867448133045,285.22847674810237,0.07539104230974789,1.2527865626544798e-05,2.2181709003233563e-07,520444.29371907085,2018
w050_d4_s5,physics,5,8,50,4,150,9.752668803680166e-06,True,768.0,150,9786,247.53831188149888,2841.9624955405534,302.1712148815823,0.07731267902950228,8.77324185608393e-06,2.3660406122812114e-07,519709.92299877864,1979,252.24608369705592,6691.550045283923,306.44791652868264,0.07683286413214842,5.932399646151547e-05,2.6033163733645034e-07,524796.0910229248,2062,226.97594896587248,3774.1688008070287,282.9119237982525,0.07212526945552661,1.7012684083623887e-05,2.404254218295958e-07,520444.29371907085,2018
w050_d4_s6,physics,6,8,50,4,129,1.2850370060660069e-05,True,671.2,150,9786,230.69309458310272,3225.754919021935,327.1113537827546,0.09330987178696182,8.506180603988983e-06,2.7126027872847656e-07,519709.92299877864,1979,245.65687302203898,7917.3649367528715,344.43434506649595,0.093164458870202,0.0001447199871995185,2.94053868412295e-07,524796.0910229248,2062,235.83130065077285,4564.139118552631,336.7518503809173,0.08868785178507352,4.598381415434047e-05,2.9419856625622944e-07,520444.29371907085,2018
w050_d4_s7,physics,7,8,50,4,154,7.564378666711987e-06,True,853.3,400,9786,182.38913871255136,2973.8523100700304,242.74039397531055,0.07391753202597162,8.039422528063566e-06,1.6969140672957923e-07,519709.92299877864,1979,193.79085660207807,6383.375902103547,235.30042436460974,0.07715585143690251,6.74236308522089e-05,1.8868340788191847e-07,524796.0910229248,2062,179.41778178244493,3925.7844637230887,219.92989712034472,0.07502765485966657,1.98277101285349e-05,1.7631379229733574e-07,520444.29371907085,2018
w050_d4_s8,physics,8,8,50,4,127,1.2159173889801399e-05,True,676.1,150,9786,243.8926006973361,3255.3471546136266,319.89938527635786,0.07874249158296154,1.0319687719685038e-05,3.0448001481988505e-07,519709.92299877864,1979,253.49567668775387,7852.382438652872,321.1497250590014,0.08396379010418156,0.0003182452414350242,3.2780673917335413e-07,524796.0910229248,2062,232.7299698430778,4472.907396447933,298.31350555205915,0.07534134467149971,3.470523406165563e-05,3.107368461888326e-07,520444.29371907085,2018
w050_d4_s9,physics,9,8,50,4,134,1.0569731870177348e-05,True,707.0,150,9786,231.63728135216388,3620.977114423841,307.2264647410634,0.09421062339048936,8.591504128718203e-06,2.233971888319547e-07,519709.92299877864,1979,245.92552294464554,6865.117428031457,318.4828484961315,0.09591326507340528,3.664149719662228e-05,2.285800003232587e-07,524796.0910229248,2062,243.84973322001002,4654.661904408735,310.2414244039089,0.0915667440728532,1.6201091337013273e-05,2.3185611820084862e-07,520444.29371907085,2018
w050_d6_s0,physics,0,8,50,6,133,2.8260416808551012e-05,False,852.2,150,14886,284.7458810805392,3852.2032774847717,413.93734735268595,0.13277637006006704,1.1237459282390723e-05,3.6814617782923935e-07,519709.92299877864,1979,303.60934128191275,9215.814529128475,414.48969207950756,0.14408994572733846,6.306222370960516e-05,4.497698268460682e-07,524796.0910229248,2062,285.49953928062166,5788.390414861447,398.2566634635525,0.1313092545019764,1.741769619979789e-05,4.3041619382406514e-07,520444.29371907085,2018
w050_d6_s1,physics,1,8,50,6,154,1.617351598694857e-05,True,969.1,400,14886,254.79433210711022,2939.731784145928,339.2642112100077,0.08539312753755995,1.0384360527203476e-05,2.7616364491226284e-07,519709.92299877864,1979,266.2745938782223,8131.693737398375,348.5318673981368,0.08925012298860185,3.05254694693884e-05,3.26984795206414e-07,524796.0910229248,2062,248.1591570896171,4546.616839076152,327.9974270934929,0.08325927881767947,3.31181814529341e-05,3.0250539249696634e-07,520444.29371907085,2018
w050_d6_s2,physics,2,8,50,6,154,5.495862346202769e-05,True,983.8,400,14886,508.6719970454965,5226.9778347192605,618.8514301551322,0.17771935401571237,1.3199203590155575e-05,1.1455329851495464e-06,519709.92299877864,1979,520.7299388795548,9145.460341694767,632.0781149943997,0.1817968286282612,6.60664961740358e-05,1.2136053063468919e-06,524796.0910229248,2062,525.1967349080644,5820.058470370844,614.48528617926,0.166509911804333,2.4577679833872203e-05,1.2131729484761687e-06,520444.29371907085,2018
w050_d6_s3,physics,3,8,50,6,123,2.77867455025228e-05,False,770.5,150,14886,307.2725387355604,3928.49929223816,420.5525219213655,0.10707370145557338,9.722544673680849e-06,4.7098498061726024e-07,519709.92299877864,1979,319.57401313982814,8138.456818586734,427.4993657054722,0.11178229961762709,9.666661197698805e-05,4.886929530978819e-07,524796.0910229248,2062,310.74827011539696,4983.789932251159,413.361496010225,0.10344312976251491,1.571727501008325e-05,4.660316360808669e-07,520444.29371907085,2018
w050_d6_s4,physics,4,8,50,6,122,3.949129791250441e-05,False,697.5,150,14886,329.6332430796838,4827.80225827131,475.42047404250457,0.13261717180138022,1.0951832425552038e-05,4.91438021983039e-07,519709.92299877864,1979,341.647511543556,9331.275575819338,481.7975507676806,0.13606252292256912,2.1811406603831827e-05,4.94677810296742e-07,524796.0910229248,2062,321.2976321346446,5620.170143988886,465.5414345669868,0.12846002857101574,1.1218977920955667e-05,5.233278857388775e-07,520444.29371907085,2018
w050_d6_s5,physics,5,8,50,6,144,4.365815093857162e-05,True,832.2,400,14886,431.05296498720236,4508.337993645071,585.3019236134855,0.138894742782808,1.2656731106307231e-05,7.666847479299003e-07,519709.92299877864,1979,449.40521567477276,9417.676600209212,604.0517817910285,0.13931573080427917,6.252684052813917e-05,8.579213973111058e-07,524796.0910229248,2062,418.95170848802366,5693.211749406873,577.0804626052524,0.12926422648734323,2.0023128149947103e-05,8.165605019352285e-07,520444.29371907085,2018
w050_d6_s6,physics,6,8,50,6,114,3.3330596469476046e-05,True,1605.0,150,14886,367.2959481958742,4136.369881758687,506.10864784147225,0.11419288944153339,1.2152350394786809e-05,5.221503604386937e-07,519709.92299877864,1979,391.7536482157402,9296.795201816181,499.554918326254,0.12060341467683144,4.63808954020314e-05,5.704861633683626e-07,524796.0910229248,2062,363.6387592574408,5231.444807168322,480.9436788600294,0.10771714979994351,1.891054368731199e-05,5.427258498797902e-07,520444.29371907085,2018
w050_d6_s7,physics,7,8,50,6,134,2.1435156745047884e-05,True,1211.0,150,14886,294.7057575876215,3638.954803809927,363.2122334254291,0.10126992359053844,1.0201848773231343e-05,4.5005226134826133e-07,519709.92299877864,1979,290.4734104066762,8722.381441582718,360.8888666903987,0.11118570805784649,0.00015900478608876783,4.3744153717870457e-07,524796.0910229248,2062,289.1588571907775,5075.512953653442,357.7896402863132,0.09991262933757919,3.1603689569378515e-05,4.30290217074838e-07,520444.29371907085,2018
w050_d6_s8,physics,8,8,50,6,154,1.4813009231837957e-05,True,1012.7,400,14886,296.8099082106619,3361.9393970993196,347.08778222238834,0.09638553880030216,9.526569782085778e-06,3.604665620127704e-07,519709.92299877864,1979,296.50630746397866,8023.44629027144,358.4136523888972,0.10265956433729798,0.0001707406184811153,3.908591385980903e-07,524796.0910229248,2062,283.9656750432482,4472.745031633651,344.25851741379176,0.09678686407614599,1.7576764205524717e-05,3.7003048967442787e-07,520444.29371907085,2018
w050_d6_s9,physics,9,8,50,6,121,3.141299640688514e-05,False,800.2,150,14886,352.9629969550001,4679.619271674069,450.93846953989214,0.1193629437631588,1.1493539044730446e-05,6.163158165090946e-07,519709.92299877864,1979,358.60907977237844,8537.732171202353,466.3848529573045,0.12549925785836427,8.932159601000262e-05,6.688805672692546e-07,524796.0910229248,2062,340.4410170537062,5295.324928509755,434.34761728880744,0.11692012110717243,3.185899330387107e-05,6.304180121813354e-07,520444.29371907085,2018
w100_d2_s0,physics,0,8,100,2,92,9.853551704486028e-06,True,598.9,150,14336,226.3493252351907,2875.2070956856596,297.83609188977954,0.08584449528718785,8.155950398720495e-06,2.641684754799918e-07,519709.92299877864,1979,238.72341998780655,8097.291784712214,324.9376279774481,0.08448296454657139,2.3605297230028545e-05,3.150941853936698e-07,524796.0910229248,2062,215.26109335619026,4291.442754676836,289.85959272036155,0.07684776657725621,1.0830396725134555e-05,3.004255690812363e-07,520444.29371907085,2018
w100_d2_s1,physics,1,8,100,2,93,9.313159967008692e-06,True,596.6,150,14336,216.0743811772754,3040.454903959582,283.69348402461014,0.07338640119102305,8.528401186946272e-06,2.1334610347935364e-07,519709.92299877864,1979,216.94234347986097,9348.844418501563,281.18030485293843,0.07528881490391492,1.7305323440624335e-05,2.4711501966093154e-07,524796.0910229248,2062,204.01328705246868,4576.393974887134,279.50774436467896,0.07331749334784851,1.0864748311747855e-05,2.2193186448763413e-07,520444.29371907085,2018
w100_d2_s2,physics,2,8,100,2,101,7.949732544082873e-06,True,654.4,150,14336,237.38654108888113,2892.157977794551,316.05927087662167,0.07731832601316074,7.954959051318162e-06,2.4480060339736903e-07,519709.92299877864,1979,235.250299789044,7590.475307478788,314.4506150814692,0.0773662695080857,1.5387551974736656e-05,2.6824284904771817e-07,524796.0910229248,2062,225.98824268973772,4175.22687772161,308.7547788611076,0.07303988249190635,7.46202025384023e-06,2.567362535278019e-07,520444.29371907085,2018
w100_d2_s3,physics,3,8,100,2,89,1.1757563193373605e-05,True,563.1,150,14336,246.36711116666277,3163.9105903684363,335.8073996583073,0.10976989522593072,9.044080642405648e-06,2.519663958311626e-07,519709.92299877864,1979,243.4992445831199,8245.951698292685,339.13224632362926,0.1151508323189096,3.8232694802186714e-05,2.9736245846707465e-07,524796.0910229248,2062,235.50336688542828,5130.439089326369,332.66464156675113,0.10283706238866513,1.0227524832279641e-05,2.720159572408923e-07,520444.29371907085,2018
w100_d2_s4,physics,4,8,100,2,83,1.273388436173653e-05,True,537.2,150,14336,304.35431410489855,3149.5695569240065,377.58590712348195,0.10159812559867865,7.785375424933846e-06,3.45107536580783e-07,519709.92299877864,1979,328.9267052634841,8910.38537644657,388.8205304332146,0.10411133505522363,2.5145267983637153e-05,4.584547994532277e-07,524796.0910229248,2062,298.9481356028705,5158.481736049325,382.40716746462056,0.09738928499349042,1.0358239713262081e-05,4.1825333449554837e-07,520444.29371907085,2018
w100_d2_s5,physics,5,8,100,2,96,1.0393864207136626e-05,True,608.9,150,14336,214.9092242950701,3076.4785122537883,302.29992805516304,0.08860221093287546,8.358124791726884e-06,2.0780013131610205e-07,519709.92299877864,1979,234.2201090200433,8312.106012651037,307.84803213734335,0.09145397074769579,3.160379900471352e-05,2.422612769490763e-07,524796.0910229248,2062,220.2253754536514,5607.6044911013805,290.89307717787705,0.08129024247440701,1.4621522348912857e-05,2.399876928542903e-07,520444.29371907085,2018
w100_d2_s6,physics,6,8,100,2,77,1.4843981590141863e-05,True,490.1,150,14336,223.51488571450773,3259.948848013459,358.1046544639719,0.11387043801380087,8.686460708320285e-06,2.124506735059368e-07,519709.92299877864,1979,233.62426847617712,7632.3878622085485,355.89218097995,0.11340914821968834,3.2598516848466175e-05,2.355503439765752e-07,524796.0910229248,2062,225.8864435679584,5151.134588812123,351.73982590245953,0.1116163432417494,1.2446437676932138e-05,2.0813345116501856e-07,520444.29371907085,2018
w100_d2_s7,physics,7,8,100,2,93,1.0532485999414749e-05,True,982.1,150,14336,227.07648217726728,2995.576157193034,300.84636619318417,0.0858360998968119,8.330279335079947e-06,1.9250752588527904e-07,519709.92299877864,1979,239.32098285872172,8331.943568235058,324.48118215975796,0.08614000647635955,1.8857681052932182e-05,2.1073008177121255e-07,524796.0910229248,2062,216.94859474960992,4460.602110570058,291.37269231092944,0.08547415600511626,1.0020459492872967e-05,2.074137726883803e-07,520444.29371907085,2018
w100_d2_s8,physics,8,8,100,2,93,1.2011998686461703e-05,True,601.1,150,14336,202.08204280879727,3244.8291538322337,321.05642132836465,0.09387240434578781,8.214281484294012e-06,1.7662452324861232e-07,519709.92299877864,1979,225.64757209384823,7999.826011571561,331.1402467094382,0.09848483346630056,3.1137830731140626e-05,2.0565571366201757e-07,524796.0910229248,2062,201.41297887557386,5394.548419363781,315.19348789647415,0.09525611579448527,9.930081533669154e-06,1.919438090063147e-07,520444.29371907085,2018
w100_d2_s9,physics,9,8,100,2,86,1.0983749415165934e-05,True,886.1,150,14336,263.8310277529854,2856.554107996496,327.6252680729783,0.1034203630717323,8.92013443135723e-06,2.335400135674128e-07,519709.92299877864,1979,271.1295245449179,8324.719441521382,328.0680063528507,0.107168125605267,3.4351416326392045e-05,2.610824379974375e-07,524796.0910229248,2062,258.6688418979719,5121.204622735925,310.40544107479207,0.1006113466603814,1.1135868396306953e-05,2.4973791286442836e-07,520444.29371907085,2018
w100_d4_s0,physics,0,8,100,4,128,3.4604090964427876e-06,True,1276.4,150,34536,138.5809107556497,2546.3744716539604,169.0493891429128,0.05140872591216758,9.124104058162795e-06,9.759293718415365e-08,519709.92299877864,1979,145.24139955517512,7067.052846940396,179.5542668779717,0.05514691856162396,7.563326749647056e-05,1.1620426869377591e-07,524796.0910229248,2062,133.96985690243923,4023.8510990523455,172.18416641665613,0.05058086345759161,2.0994107716927127e-05,9.816055389275254e-08,520444.29371907085,2018
w100_d4_s1,physics,1,8,100,4,121,2.646253713250138e-06,True,1732.2,150,34536,161.59597461199837,2095.5826161032414,186.48979141073596,0.05283641043535292,9.335046775530912e-06,7.920836722783193e-08,519709.92299877864,1979,160.9373241750518,7300.0634425273265,182.06327373810893,0.05355615086162502,0.00010260027766259246,8.565536024781242e-08,524796.0910229248,2062,155.82064379104565,3967.9926676935424,179.26989606131372,0.050293666691196906,1.6335357431275982e-05,8.080043603061889e-08,520444.29371907085,2018
w100_d4_s2,physics,2,8,100,4,140,2.893827186949715e-06,True,1361.2,150,34536,136.22023779056747,2072.8747472983514,175.23320752843574,0.055576718818900125,8.802677236379125e-06,8.290842658602074e-08,519709.92299877864,1979,144.243791048126,6740.165280426444,186.24592413429752,0.05991776310651162,6.443053685938722e-05,9.639330248938095e-08,524796.0910229248,2062,131.7303539456276,3479.909864904187,172.77062852176073,0.05420970254729762,8.78565909275229e-06,8.579118069615173e-08,520444.29371907085,2018
w100_d4_s3,physics,3,8,100,4,120,2.638364960928034e-06,True,1669.1,150,34536,135.44730355420143,2125.409395395598,163.98367433666294,0.053590353142063396,8.800814727791066e-06,7.388831981019258e-08,519709.92299877864,1979,145.34842738236264,6869.165586966331,168.05253440787737,0.055028817610789336,0.0001186433677850347,8.668728130087431e-08,524796.0910229248,2062,127.96978925392466,3767.9853038903234,159.8988628202136,0.05109115719274804,3.2600395844051845e-05,7.717061667119135e-08,520444.29371907085,2018
w100_d4_s4,physics,4,8,100,4,125,2.886676860696329e-06,True,1243.9,150,34536,136.9383766387955,2442.327067930058,176.30953125569704,0.04325665349969032,9.023709829227884e-06,7.786384452665031e-08,519709.92299877864,1979,139.63546123784454,6569.132334982234,174.48856165648863,0.04704700723811954,5.050515326380107e-05,8.855004456410107e-08,524796.0910229248,2062,132.10931245098934,4159.450628177679,167.09079223463164,0.04146671746974029,1.9714690938747464e-05,8.181203951392315e-08,520444.29371907085,2018
w100_d4_s5,physics,5,8,100,4,113,3.305563757082054e-06,True,1607.8,150,34536,137.07188390188207,2231.910732966921,174.4854779981324,0.050127859677179774,9.132630844236561e-06,7.573987169870931e-08,519709.92299877864,1979,136.38307997521792,7386.614151676278,169.99410930930026,0.05325827607315179,5.4000840064447846e-05,8.019671009885663e-08,524796.0910229248,2062,130.88418286033487,4182.0246442309935,165.96699074625576,0.04866043315514962,2.909885570030585e-05,7.681069944142911e-08,520444.29371907085,2018
w100_d4_s6,physics,6,8,100,4,126,3.4091663468244913e-06,True,1243.3,150,34536,145.77669127197623,2269.1671255000506,194.2449745073418,0.062355198449326465,9.111651102370427e-06,1.1389188708192424e-07,519709.92299877864,1979,155.10770225507997,6840.883272347687,200.19556239086,0.062396098801577315,3.1241753492292955e-05,1.2434027308281504e-07,524796.0910229248,2062,147.08433272676302,3668.7996119333307,188.58366109040503,0.056840396432589285,2.673747699059749e-05,1.1909290397480922e-07,520444.29371907085,2018
w100_d4_s7,physics,7,8,100,4,115,3.177441314064586e-06,True,1620.2,150,34536,153.49743245947423,2220.355140175541,193.59341988433698,0.05035003579894476,9.082756820910136e-06,8.747202694954509e-08,519709.92299877864,1979,162.094853222861,7449.7565112093325,201.559456416458,0.052434860439883046,3.682176392316581e-05,1.0257401916873041e-07,524796.0910229248,2062,154.56408498326368,4141.00384780419,198.17500234925944,0.05195713535545085,1.3190919977015826e-05,1.0106418951855502e-07,520444.29371907085,2018
w100_d4_s8,physics,8,8,100,4,106,4.007679555630281e-06,True,1053.0,150,34536,131.23304824199522,2275.810858954751,176.0616021713588,0.052466353357233375,9.675354003368172e-06,8.426464073534395e-08,519709.92299877864,1979,141.2023998100267,7427.14062546477,182.43402605115477,0.05389914166057351,8.075117515413851e-05,1.0439280506847262e-07,524796.0910229248,2062,132.66394775070012,3865.1061239405676,169.8918963662095,0.04945591365618056,2.5236126908505938e-05,9.236772691483286e-08,520444.29371907085,2018
w100_d4_s9,physics,9,8,100,4,119,2.528068620539079e-06,True,1689.9,150,34536,136.61037962373257,2375.709351226373,174.5191913762767,0.04831298903329451,9.115757323662454e-06,8.157089863982292e-08,519709.92299877864,1979,144.0888233836901,7240.553046534455,179.2928873019548,0.05026204363711706,5.3386781605335724e-05,1.0256784340064731e-07,524796.0910229248,2062,136.99416382166874,4064.1065070064415,173.59125604943415,0.045427498276372213,1.2300370482078978e-05,9.582125033012813e-08,520444.29371907085,2018
w100_d6_s0,physics,0,8,100,6,139,2.2015646614675285e-05,True,1821.6,150,54736,244.7072647020434,3303.0783027058146,371.399017259435,0.13428422177404198,9.924480980612316e-06,2.940137724682793e-07,519709.92299877864,1979,247.9051373508412,6752.896665107788,371.19439810158997,0.13389325157719434,0.00014946372518557564,3.303639323739613e-07,524796.0910229248,2062,242.18528616506774,4247.227058211428,359.9729220822247,0.12938297844665783,2.1739924292496405e-05,3.367008922848856e-07,520444.29371907085,2018
w100_d6_s1,physics,1,8,100,6,154,5.743436409120281e-06,True,2581.1,400,54736,156.99438322792503,2351.7232030041882,215.83995238296438,0.05572958526348093,9.251856094280376e-06,1.0021282412839469e-07,519709.92299877864,1979,158.6614555981356,8257.140185684093,218.1380353315916,0.06013727934289781,5.68761237446771e-05,1.194330372833317e-07,524796.0910229248,2062,152.1886537036039,4271.574554890381,205.31328292278062,0.05581761742121105,2.250651000484209e-05,1.1335202012245321e-07,520444.29371907085,2018
w100_d6_s2,physics,2,8,100,6,142,9.866400230969048e-06,True,1807.5,150,54736,220.14395517498997,2586.77903959551,295.5345819619879,0.07563415734780643,8.237766756546457e-06,1.9370657207313612e-07,519709.92299877864,1979,228.63426969874467,7418.878712112127,300.57780846260584,0.07697033535530168,7.149801987816176e-05,2.179209154055764e-07,524796.0910229248,2062,200.0090272125874,4040.732107589388,286.0040733521116,0.07515504799636094,1.3337229839664997e-05,1.9664941736013893e-07,520444.29371907085,2018
w100_d6_s3,physics,3,8,100,6,149,8.798129046671597e-06,True,2493.0,150,54736,189.01046313705194,2642.4952588012484,235.8903846945566,0.07718219135628701,8.405628327867627e-06,1.520032158759094e-07,519709.92299877864,1979,196.96202521171813,7274.485434896216,245.51317765171254,0.07716903886464087,0.0001367650435410038,1.8914781429922252e-07,524796.0910229248,2062,182.53143833558738,4485.974820282816,230.11594244707112,0.07238413135123717,2.6539465655217515e-05,1.6693839731283928e-07,520444.29371907085,2018
w100_d6_s4,physics,4,8,100,6,150,8.761703951112393e-06,True,1914.0,150,54736,188.939948026416,2623.6778966763354,252.41824698335336,0.07592281530426764,8.974104047603303e-06,1.627956571945288e-07,519709.92299877864,1979,199.41111482094698,7741.765358675179,258.3409756486992,0.08163355202805977,0.00011503268103159302,1.8695992536252255e-07,524796.0910229248,2062,183.02671698972438,4463.495802404532,238.25678545890128,0.0743955377101468,4.217486425609518e-05,1.651710180896672e-07,520444.29371907085,2018
w100_d6_s5,physics,5,8,100,6,146,6.413836761309755e-06,True,2485.9,150,54736,175.96294763715292,2449.550908928492,220.29563369403604,0.066305108410325,8.826959335522823e-06,1.2021956609032488e-07,519709.92299877864,1979,177.4248730631598,7629.784244567503,219.956325736689,0.06685153390831831,0.00026410871136397325,1.454450376364737e-07,524796.0910229248,2062,168.66165582975157,4474.693515752176,209.78622323320195,0.0630140341011682,5.408617749889098e-05,1.2996955888348403e-07,520444.29371907085,2018
w100_d6_s6,physics,6,8,100,6,146,1.2750170049358837e-05,True,4398.5,400,54736,187.9616427532369,3211.6560763757643,283.6739608907237,0.08124656394292717,8.83388815847063e-06,1.8115956854226987e-07,519709.92299877864,1979,191.90466622904978,8335.75514638339,294.6014578600273,0.08366777485739607,5.573350428431379e-05,2.0486679109247274e-07,524796.0910229248,2062,187.40997873995013,4743.044732539329,287.8645404718618,0.08246852528241005,3.533016642708925e-05,1.9016209564507814e-07,520444.29371907085,2018
w100_d6_s7,physics,7,8,100,6,154,7.740705131614447e-06,True,2001.4,400,54736,201.06728369034954,2618.0460887187996,248.6838231177444,0.07596068456910965,9.444952180225034e-06,1.6797636289978553e-07,519709.92299877864,1979,206.47227289628844,7556.702929813964,255.234518261517,0.07384306411377384,0.00010050076572942258,1.830361351968948e-07,524796.0910229248,2062,194.55114849940003,4304.119647871184,245.01334652345008,0.07188540238809923,1.6066566253437516e-05,1.7475151369901567e-07,520444.29371907085,2018
w100_d6_s8,physics,8,8,100,6,154,1.2092812464638973e-05,True,2524.2,400,54736,220.45836616322845,2789.2633400008417,265.8744969462532,0.08921352990971104,9.625509959734536e-06,1.8349669604588873e-07,519709.92299877864,1979,218.55117975754013,7957.981365400442,273.171407314976,0.08671182460614352,7.740475297047691e-05,2.0753270000951928e-07,524796.0910229248,2062,214.99205210217553,4406.991581127096,268.474626584819,0.08365643383502085,2.0185571623545174e-05,1.9610591923647298e-07,520444.29371907085,2018
w100_d6_s9,physics,9,8,100,6,133,9.908840071585631e-06,True,4453.5,150,54736,224.24137102181163,2523.0503414665322,291.8032578252223,0.07353584615400408,9.131245815873661e-06,2.0031466335892463e-07,519709.92299877864,1979,227.16954309552762,7871.022777322158,292.58149138720313,0.07744472079904792,4.987814455249543e-05,2.1750217872006334e-07,524796.0910229248,2062,210.1468181160726,4313.5627126475565,274.6502082294171,0.07355324435352924,3.4861937304769536e-05,2.1001666449797236e-07,520444.29371907085,2018
w200_d2_s0,physics,0,8,200,2,114,2.5137412581558173e-06,True,1311.8,150,48636,145.07084202659826,2294.0436844201477,195.02909310227778,0.058246758298532986,8.39933361572032e-06,1.0057574158850588e-07,519709.92299877864,1979,154.4510888941204,7836.925957085949,195.66733153374116,0.06307783815883393,2.3640849076233632e-05,1.2475952298084523e-07,524796.0910229248,2062,148.3457287893657,4243.702045934506,190.4858398909255,0.05611401579225586,1.0342224625156807e-05,1.2425227752298405e-07,520444.29371907085,2018
w200_d2_s1,physics,1,8,200,2,71,1.0937210073548985e-05,True,1264.4,150,48636,245.2689989627288,2829.9011464858268,315.1941381431129,0.09899144209903066,8.684727120127418e-06,2.3693194607854725e-07,519709.92299877864,1979,251.6893681949881,7949.538048839538,317.4701015750827,0.09945502392023431,2.1876325463417083e-05,2.6939199310860665e-07,524796.0910229248,2062,237.43071667111337,4827.9051755780865,301.57329409121303,0.09384480549416013,9.48894430274447e-06,2.5988360622150195e-07,520444.29371907085,2018
w200_d2_s2,physics,2,8,200,2,132,1.7929741119261338e-06,True,3642.9,150,48636,130.54669648835215,2369.371410067633,164.7555338465736,0.05034101700518434,8.43925670967353e-06,6.170390272497223e-08,519709.92299877864,1979,132.456585758014,8624.440461580822,165.58567532223378,0.053983023616331616,3.287052691121005e-05,7.00463069342089e-08,524796.0910229248,2062,127.5001581712032,4448.676994718492,167.25699171149876,0.05085084731775574,1.937411030021518e-05,6.855639626449562e-08,520444.29371907085,2018
w200_d2_s3,physics,3,8,200,2,79,7.199465884896499e-06,True,905.5,150,48636,165.44734998569766,2589.1924756688454,261.8606112229429,0.06879748160598664,8.009336639934945e-06,1.1180696170148634e-07,519709.92299877864,1979,167.91445869660748,7479.734171441327,271.33852624518795,0.07203618120990574,3.494200436274855e-05,1.2774201996404507e-07,524796.0910229248,2062,157.69733056581003,4542.878764359465,266.44812891362335,0.0677833633695446,1.0162049222419039e-05,1.2370608448481953e-07,520444.29371907085,2018
w200_d2_s4,physics,4,8,200,2,123,2.355878001301187e-06,True,1897.4,150,48636,137.18021048063633,2258.3956185794586,193.28714875765485,0.049695136440680576,7.92656942479787e-06,8.789863070977459e-08,519709.92299877864,1979,140.3512979119057,8633.761764226934,198.19448232793314,0.051780691097691844,3.7948375822316244e-05,9.214117496309454e-08,524796.0910229248,2062,134.6806443197579,4372.621581314413,187.71553606385538,0.04833575108727402,9.636076014240657e-06,9.271602912191718e-08,520444.29371907085,2018
w200_d2_s5,physics,5,8,200,2,117,2.173848464372234e-06,True,3332.1,150,48636,139.81145820696383,2394.187143394537,181.71969547086064,0.054578795457803364,7.808949709488234e-06,9.232378989509482e-08,519709.92299877864,1979,150.67009230449457,8181.286467757087,189.5119352913497,0.05394117522154393,3.307574190893059e-05,1.0430905696687162e-07,524796.0910229248,2062,148.37658224281824,4462.605425930494,185.5892571730351,0.05265300199577827,1.233668410501214e-05,1.0146574162702571e-07,520444.29371907085,2018
w200_d2_s6,physics,6,8,200,2,80,8.305766085353975e-06,True,884.0,150,48636,187.07134541560322,2585.581451151631,308.6155654227696,0.07817738790605842,8.749462955290874e-06,1.8526404741894596e-07,519709.92299877864,1979,200.50663023131676,7712.827261820559,317.68287018618935,0.0817901709488228,2.7658555876496263e-05,2.222909897536871e-07,524796.0910229248,2062,195.26900016745685,4684.408010198403,292.1333179830583,0.0781402654163191,8.949075149888926e-06,2.1492910491126087e-07,520444.29371907085,2018
w200_d2_s7,physics,7,8,200,2,85,5.858473736643504e-06,True,1459.2,150,48636,208.88138889438324,2300.1356662000426,265.1454873500825,0.0691245274249139,8.497279993608013e-06,1.7243945399018017e-07,519709.92299877864,1979,218.0614156047227,7736.120577713088,275.26164266184946,0.06763870140281958,3.510331826314361e-05,2.033865476864061e-07,524796.0910229248,2062,189.88307061943033,4948.624660278013,254.33478842210098,0.0650725670736374,1.310478301141487e-05,1.876782233067335e-07,520444.29371907085,2018
w200_d2_s8,physics,8,8,200,2,139,2.151820545567592e-06,True,3795.1,150,48636,126.85240112057272,2248.853708538199,164.3148109634751,0.05414816910490061,8.378216064965908e-06,6.826361810220292e-08,519709.92299877864,1979,142.25108330009562,7517.474793105144,170.62744522928597,0.05713857631765851,2.6563055621791037e-05,8.816002616864111e-08,524796.0910229248,2062,140.50134286436844,4391.681074508594,167.70802667079465,0.05387890407727684,1.7876508847129112e-05,7.870207402105842e-08,520444.29371907085,2018
