leg,q,p_GeV,dz_mm,converged,n_evals,residual,err_x_mm,err_y_mm,err_tx,err_ty,wall_s
A,32,8.055789947509766,-105.38589859008789,1,266,3.296652230713737e-15,1.443832325920269e-08,7.586677119864049e-11,1.8314442323807967e-10,9.0995960766449e-13,0.11230945587158203
A,32,3.6785106658935547,-7827.635303914547,1,142,4.547473508864641e-13,0.07549338262384353,0.01908313257382588,1.4636774452594231e-05,5.473185709405082e-06,0.0608518123626709
A,32,1.1132805347442627,-19.135299682617188,1,135,2.7304954087689626e-14,9.777512133268829e-12,2.2872814753327475e-11,2.867150961094467e-13,1.0103029524088925e-13,0.05674600601196289
A,32,4.457874298095703,-282.16429138183594,1,272,1.7012656745602622e-15,8.330609840845327e-08,2.6882592124577442e-08,2.1325071049294042e-10,2.3535400364704806e-10,0.11534357070922852
A,32,2.029374837875366,-36.79439830780029,1,136,1.3627066055427184e-14,1.0336842493074982e-11,6.1491922664913545e-12,5.820233184294921e-12,3.5247846308372743e-12,0.057279348373413086
A,32,199.90037536621094,-398.76099395751953,1,268,1.6863313421909236e-15,3.0527563255056123e-09,7.003993093834815e-09,3.236502905956673e-11,3.216732435973313e-11,0.11326408386230469
A,32,7.07179069519043,-2293.2232627868652,1,136,5.684341886080802e-14,0.0026106157942829,1.8276415040929805e-05,1.7135133101517375e-06,2.649049153646832e-08,0.057695865631103516
A,32,1.0006492137908936,-45.39060020446777,1,137,1.3839883083424827e-14,1.9373391779708982e-14,2.1115054149589696e-14,0.0,0.0,0.05880546569824219
A,32,3.069549083709717,-9143.742893218994,1,143,9.094947017729282e-13,0.35418112945490066,0.020279933792586746,5.137374265706818e-05,3.6952075047353566e-06,0.061154842376708984
A,32,2.82137393951416,-2272.0743370056152,1,137,5.684341886080802e-14,0.003969194186171698,0.0007774961501314515,2.6709996144291814e-06,6.326588780913855e-07,0.05836319923400879
A,32,30.44393539428711,-298.4199905395508,1,269,1.7193180642486195e-15,5.591755933287423e-09,1.0241790332488065e-08,2.6497453656151165e-10,5.252984505710323e-11,0.11387228965759277
A,32,4.036323547363281,-8592.99785232544,1,141,3.6637359812630166e-12,0.02783205907098818,0.00912286895363934,1.9124060074426907e-06,5.942482697020041e-06,0.060366153717041016
A,32,4.9447922706604,-29.954798698425293,1,135,2.684565047204098e-14,6.680433983774492e-12,9.585346405494022e-12,1.1601830607332886e-12,1.669886451338698e-12,0.05679035186767578
A,32,1.874666690826416,-38.47639846801758,1,135,2.674750052927789e-14,2.350009076224069e-12,1.7144730080076442e-11,6.077638392554263e-13,4.45210535104934e-12,0.05694413185119629
A,32,5.519657135009766,-2288.9615364074707,1,271,1.4210854715202004e-14,0.002381148164545266,1.5772869409680368e-05,1.881779962131791e-06,1.0976689605868284e-08,0.11475706100463867
A,32,3.3514626026153564,-48.355200588703156,1,135,1.3585402622334113e-14,5.551115123125783e-16,1.2212453270876722e-15,0.0,2.7755575615628914e-17,0.056682586669921875
A,32,9.218462944030762,-2299.312364578247,1,270,2.842170943040401e-14,0.0017285660292998273,3.797966708196654e-05,1.2896609703771933e-06,2.925173953061133e-08,0.11441683769226074
A,32,23.26853370666504,-284.03039169311523,1,270,1.429791614965259e-15,8.524164563095127e-08,5.4337870869503035e-09,5.458948779124562e-10,2.703355161254306e-11,0.11417531967163086
A,32,2.2048487663269043,-9166.832578659058,1,144,2.7755575615628914e-12,0.3498917789256666,0.10695051628988494,0.0001987293480777419,2.931021650066923e-05,0.06191062927246094
A,32,18.49923324584961,-647.6951904296875,1,273,1.631597214648596e-15,5.740117818842094e-07,5.335527011179897e-08,9.701411583795672e-10,3.314726791658895e-10,0.11594748497009277
A,32,2.3891072273254395,-7862.165752410889,1,144,2.2737367544323206e-13,0.0021038125487962134,0.018809357362670198,7.880825463518759e-06,2.518407506264808e-06,0.06161355972290039
A,32,15.220085144042969,-606.4361910820007,1,274,4.440892098500626e-16,1.8531598110493874e-06,7.520761685642086e-08,3.813296843221958e-09,4.242748184030143e-10,0.1166071891784668
A,32,1.348832368850708,-2242.0462646484375,1,137,8.526512829121202e-14,0.0006689269757522709,0.00023162893918371452,9.967253929293873e-07,1.8236726723186436e-07,0.05829143524169922
A,32,1.4721050262451172,-15.454002380371094,1,135,2.7260908374432402e-14,1.2635115176351519e-11,2.583058766880697e-12,3.686967398053298e-11,7.817024805234496e-12,0.05720376968383789
A,32,1.7380659580230713,-323.7021026611328,1,275,1.7763568394002505e-15,3.931424684688878e-07,8.061495818112441e-08,4.358111288516042e-09,8.904356245398315e-11,0.11677026748657227
A,32,6.239363670349121,-49.51180171966553,1,135,1.3596924421086364e-14,6.389880846668916e-10,5.3171578251465235e-11,2.357219280879619e-11,5.960509863456309e-13,0.05681800842285156
