round,source,n_states,per_plane,restarts,loss_first,loss_last,train_end_moved_med_um,val_z1_pos_med_um,val_z1_x_med_um,val_z1_y_med_um,wall_s
1,rk6,32000,250,25,1.8471513855014356e-05,9.572650464841135e-10,nan,425.314268525085,344.70325142194724,224.8405904125832,2788.7
2,own,32000,250,25,4.581889564213087e-09,4.497788951204614e-10,nan,302.8941500772504,246.8151695981078,124.90953933343008,2846.6
3,own,32000,250,25,4.338348095827997e-09,2.5484129757392483e-10,477.7135083943449,224.29286846869445,176.22047996553647,104.23889275827491,2800.0
4,own,32000,250,25,4.104505074640204e-09,2.5700908158857034e-10,284.4956001644334,209.30577507238013,165.8148186869539,93.31271478885128,2708.5
5,own,32000,250,25,5.237232794247643e-09,1.8573795832252958e-10,225.4897000203755,188.69706115310692,154.83211733931057,85.89526051838448,2754.0
6,own,32000,250,25,4.4625369010203716e-09,1.9233732954247785e-10,223.70850990591862,183.53705351091776,151.88933942641825,88.39849924311238,2802.5
7,own,32000,250,25,4.254307009493656e-09,1.8115034534754841e-10,205.86712741854285,173.69070325685243,141.3475949404983,73.93349362924084,2867.1
8,own,32000,250,25,7.369565232686854e-09,1.8964279707444924e-10,212.41385577889105,177.20797976471658,140.6236111150747,78.89640173084445,2736.5
9,own,32000,250,25,3.371887395717115e-09,1.7260573361378908e-10,184.59250851469733,152.3122349451569,114.36002229474695,70.36540440783767,2830.5
10,own,32000,250,25,4.816477074867213e-09,1.6543588106440262e-10,183.83353701756278,149.49941404938727,117.88954121789175,77.89036737699462,2679.4
11,own,32000,250,25,4.83413661625611e-09,1.405899697788359e-10,170.01066669954668,142.65173697799582,117.33941850667406,71.9803769095364,2397.1
12,own,32000,250,25,6.2034013258503776e-09,1.539859619649382e-10,171.5080916276861,167.71341316086819,130.33231391142408,85.49905934074786,2199.1
13,own,32000,250,25,7.519807716811776e-09,1.528089813464649e-10,164.27899680888913,159.5903991999421,120.76227054785704,73.69242652856656,2120.4
14,own,32000,250,25,3.33185259159642e-09,1.356007014054955e-10,175.3944265244627,158.652744834626,120.95993543891836,77.71585149521343,1865.6
15,own,32000,250,25,1.3666968970623555e-08,1.3685736014307718e-10,151.6105770944023,159.84364578875443,129.7368709795137,75.88323499521721,1751.0
16,own,32000,250,25,3.235795995148406e-09,1.3334394986158184e-10,168.13294069075368,141.96732476015583,98.05145973513163,77.28258145380096,1737.4
17,own,32000,250,25,5.776557297976429e-09,1.396366913710537e-10,161.65816625164098,151.02092557754077,117.07531863021359,80.72695282544906,2076.2
18,own,32000,250,25,1.6281173558030786e-08,1.8725379542970487e-10,152.1813311853748,149.5648426682692,119.65246072600166,69.34661426362254,2064.0
19,own,32000,250,25,3.3029416050562783e-09,1.9805049184987272e-10,159.01187573888365,152.0261273719825,114.48704129009002,78.69917917037128,2061.3
20,own,32000,250,25,5.0580087657168204e-09,1.4201821601197007e-10,166.6001035562843,139.9652092541146,108.24656933777987,75.26660930942342,2034.2
21,own,32000,250,25,3.234930071539713e-09,1.7754574297736152e-10,143.8295257196387,155.3749771671562,122.98645492865035,71.14922103102117,2059.4
