row,arm,direction,0.05-0.2 mm,0.5-2 mm,5-20 mm,50-200 mm,500-2000 mm,full crossing
q=2,physics,forward,1.41e-05 [8.85e-06-1.59e-05],0.00142 [0.00094-0.00171],0.135 [0.101-0.176],11.8 [10.4-17.3],503 [472-568],5.41e+03 [5.34e+03-5.49e+03]
q=2,physics,backward,1.41e-05 [9.13e-06-1.69e-05],0.00147 [0.000954-0.00167],0.15 [0.0876-0.176],13.2 [8.57-17.8],460 [445-519],2.53e+04 [2.51e+04-2.56e+04]
q=2,twin,forward,1.16e-06 [9.76e-07-1.19e-06],0.000118 [9.62e-05-0.000121],0.0127 [0.0123-0.0144],2.48 [1.88-2.83],365 [340-439],3.32e+03 [3.11e+03-4.13e+03]
q=2,twin,backward,1.2e-06 [8.61e-07-1.21e-06],0.000124 [0.000101-0.000132],0.0131 [0.0119-0.0145],2.22 [1.94-2.33],403 [293-439],3.72e+03 [2.95e+03-4.21e+03]
q=4,physics,forward,1.05e-05 [1.03e-05-1.88e-05],0.00116 [0.00107-0.002],0.12 [0.114-0.198],12.3 [11.4-20.1],486 [485-511],5.06e+03 [4.96e+03-5.35e+03]
q=4,physics,backward,1.07e-05 [1.01e-05-1.89e-05],0.0011 [0.00105-0.002],0.122 [0.112-0.201],15.4 [13.9-16.5],478 [447-480],2.93e+03 [2.81e+03-3e+03]
q=4,twin,forward,1.05e-06 [9.07e-07-1.13e-06],9.98e-05 [9.76e-05-0.000131],0.013 [0.0126-0.0146],2.35 [2.25-2.42],418 [358-434],3.28e+03 [3.12e+03-3.84e+03]
q=4,twin,backward,1.02e-06 [9.28e-07-1.17e-06],0.000106 [9.73e-05-0.000137],0.0122 [0.0121-0.0145],1.84 [1.71-2.89],368 [308-417],3.41e+03 [2.94e+03-3.69e+03]
q=6,physics,forward,1.01e-05 [1.01e-05-1.12e-05],0.00113 [0.00101-0.00122],0.112 [0.11-0.137],12.9 [12.3-13.6],447 [406-588],1.04e+03 [1.04e+03-1.07e+03]
q=6,physics,backward,1.04e-05 [9.99e-06-1.16e-05],0.00106 [0.000989-0.00122],0.103 [0.0987-0.133],9.51 [7.5-13.3],505 [469-544],854 [814-1.16e+03]
q=6,twin,forward,1.25e-06 [1.05e-06-1.26e-06],0.000102 [0.000101-0.000125],0.0129 [0.0127-0.0149],2.34 [1.72-2.89],396 [361-409],3.44e+03 [3.07e+03-3.71e+03]
q=6,twin,backward,1e-06 [9.57e-07-1.28e-06],0.000107 [0.000102-0.000138],0.0143 [0.0105-0.0148],2.28 [1.88-2.3],350 [336-408],3.62e+03 [3.24e+03-4.13e+03]
q=8,physics,forward,1.17e-05 [7.54e-06-1.3e-05],0.00125 [0.000813-0.00145],0.128 [0.0815-0.151],10.2 [8.22-15.4],448 [446-564],968 [848-1.25e+03]
q=8,physics,backward,1.2e-05 [8.09e-06-1.32e-05],0.00125 [0.000834-0.00139],0.129 [0.0925-0.142],15.1 [9.02-15.5],473 [447-523],992 [857-1e+03]
q=8,twin,forward,1.14e-06 [1.09e-06-1.37e-06],0.000115 [0.000107-0.000126],0.015 [0.0133-0.0168],2.98 [2.61-3.18],421 [344-450],3.17e+03 [3.05e+03-4.26e+03]
q=8,twin,backward,1.1e-06 [1.06e-06-1.34e-06],0.00012 [0.000116-0.000143],0.013 [0.0122-0.0178],2.11 [1.86-3.4],376 [347-411],3.97e+03 [3.6e+03-4.25e+03]
q=10,physics,forward,1.25e-05 [1.13e-05-2.31e-05],0.00133 [0.00112-0.00251],0.129 [0.116-0.247],12.9 [12.5-17.5],465 [417-513],823 [724-934]
q=10,physics,backward,1.23e-05 [1.09e-05-2.41e-05],0.0013 [0.00113-0.0023],0.134 [0.109-0.245],14.8 [10.3-19.1],466 [436-484],914 [882-980]
q=10,twin,forward,1.16e-06 [1.1e-06-1.43e-06],0.00013 [0.000109-0.000154],0.0141 [0.0123-0.0231],2.56 [2.42-4.49],384 [376-530],3.63e+03 [3.35e+03-4.09e+03]
q=10,twin,backward,1.26e-06 [9.69e-07-1.34e-06],0.000129 [0.000114-0.00016],0.0135 [0.0119-0.0168],2.55 [1.98-2.66],409 [400-415],4.86e+03 [4.27e+03-5.13e+03]
q=12,physics,forward,1.07e-05 [8.88e-06-1.11e-05],0.00108 [0.000928-0.00116],0.114 [0.0949-0.116],10.6 [9.24-11.7],475 [436-514],954 [868-1.02e+03]
q=12,physics,backward,1.09e-05 [8.61e-06-1.1e-05],0.00112 [0.000899-0.00116],0.113 [0.0934-0.122],11.3 [9.51-15.4],470 [463-482],859 [821-890]
q=12,twin,forward,1.5e-06 [1.42e-06-2.05e-06],0.000152 [0.000142-0.000198],0.0149 [0.0143-0.0215],2.64 [2.01-4.67],432 [356-558],3.71e+03 [3.38e+03-4.77e+03]
q=12,twin,backward,1.49e-06 [1.32e-06-1.91e-06],0.000166 [0.000146-0.000208],0.0196 [0.0177-0.0229],3.42 [3.18-3.59],453 [373-523],5.23e+03 [4.15e+03-6.62e+03]
q=14,physics,forward,1.19e-05 [9.59e-06-1.8e-05],0.00114 [0.000934-0.00195],0.127 [0.0948-0.215],11.4 [11.3-26.7],478 [459-481],961 [815-1.02e+03]
q=14,physics,backward,1.16e-05 [1.05e-05-1.8e-05],0.00113 [0.00101-0.00193],0.116 [0.109-0.178],14.9 [12.2-17.6],479 [477-595],1e+03 [817-1.22e+03]
q=14,twin,forward,1.27e-06 [1.17e-06-1.27e-06],0.00013 [0.000121-0.000133],0.0149 [0.0137-0.015],2.71 [2-2.91],409 [381-489],4.46e+03 [3.99e+03-4.95e+03]
q=14,twin,backward,1.21e-06 [1.18e-06-1.36e-06],0.000148 [0.000126-0.000151],0.0162 [0.0139-0.0197],2.37 [1.75-2.39],404 [352-429],4.49e+03 [3.55e+03-5.86e+03]
q=16,physics,forward,1.33e-05 [1.3e-05-1.35e-05],0.00144 [0.00133-0.00145],0.141 [0.131-0.143],13.8 [11.1-14.4],473 [376-486],860 [771-1.02e+03]
q=16,physics,backward,1.35e-05 [1.31e-05-1.45e-05],0.00144 [0.00134-0.00144],0.144 [0.141-0.151],18.5 [17-24.2],480 [477-506],863 [839-910]
q=16,twin,forward,1.63e-06 [1.08e-06-1.72e-06],0.000174 [0.000108-0.000179],0.0173 [0.0139-0.0213],2.83 [2.77-3.03],424 [309-468],4.47e+03 [2.79e+03-5e+03]
q=16,twin,backward,1.4e-06 [1.11e-06-1.5e-06],0.000171 [0.000123-0.000178],0.0189 [0.0128-0.0233],2.46 [2.32-4.19],436 [391-457],5.55e+03 [3.46e+03-6.12e+03]
q=18,physics,forward,1.14e-05 [7.11e-06-1.46e-05],0.00123 [0.000706-0.00151],0.127 [0.0722-0.166],15.4 [8.67-22.8],445 [436-556],883 [854-950]
q=18,physics,backward,1.14e-05 [7.11e-06-1.44e-05],0.00117 [0.000711-0.00154],0.112 [0.075-0.148],11.1 [10.1-13.8],444 [422-465],902 [899-931]
q=18,twin,forward,1.44e-06 [1.13e-06-1.7e-06],0.000144 [0.000113-0.000171],0.0159 [0.0134-0.0222],2.16 [2.04-2.66],403 [391-427],4.59e+03 [4.52e+03-5.21e+03]
q=18,twin,backward,1.34e-06 [1.12e-06-1.73e-06],0.000155 [0.000133-0.000192],0.0206 [0.0139-0.0219],2.38 [2.22-2.41],465 [358-485],5.02e+03 [4.44e+03-7.32e+03]
q=20,physics,forward,1.3e-05 [9.77e-06-1.88e-05],0.00131 [0.00108-0.00194],0.129 [0.111-0.174],12.5 [11.4-13.6],443 [429-491],931 [798-972]
q=20,physics,backward,1.27e-05 [1.01e-05-1.82e-05],0.00131 [0.00102-0.00187],0.132 [0.112-0.221],19.4 [14.7-26.1],482 [385-598],942 [706-986]
q=20,twin,forward,1.46e-06 [1.42e-06-1.93e-06],0.000168 [0.000143-0.000222],0.0183 [0.0167-0.0247],3.22 [2.13-4.38],486 [376-522],4.52e+03 [4.12e+03-5.17e+03]
q=20,twin,backward,1.5e-06 [1.41e-06-2.07e-06],0.00016 [0.000153-0.000212],0.0221 [0.0181-0.0251],3.02 [2.34-3.12],425 [397-469],5.18e+03 [4.4e+03-5.97e+03]
