mode,seed,phase,outer,loss,wall_s
physics,0,stall,0,0.00011529259997874779,21.1
physics,0,stall,1,5.493375880621173e-05,20.5
physics,0,stall,2,3.1231771469608844e-05,20.6
physics,0,stall,3,1.973393606622723e-05,20.7
physics,0,stall,4,1.3575857030883181e-05,21.2
physics,0,stall,5,9.833510364445396e-06,22.6
physics,0,stall,6,7.593375236406435e-06,21.5
physics,0,stall,7,6.091180814340735e-06,22.0
physics,0,stall,8,5.023124434212705e-06,21.3
physics,0,stall,9,4.209303912956502e-06,21.3
physics,0,stall,10,3.634562815336839e-06,20.9
physics,0,stall,11,3.140877222218351e-06,21.0
physics,0,stall,12,2.7166131969255766e-06,21.8
physics,0,stall,13,2.400298810954401e-06,21.4
physics,0,stall,14,2.151299566869043e-06,22.1
physics,0,stall,15,1.931333385008573e-06,21.8
physics,0,stall,16,1.7455398646551893e-06,21.7
physics,0,stall,17,1.5970383785673442e-06,21.6
physics,0,stall,18,1.4711162198994048e-06,21.6
physics,0,stall,19,1.3447842839261442e-06,21.3
physics,0,stall,20,1.241472457662331e-06,22.0
physics,0,stall,21,1.1473240668292631e-06,22.2
physics,0,stall,22,1.0668913219898025e-06,21.7
physics,0,stall,23,9.918369495387139e-07,21.4
physics,0,stall,24,9.262211356758151e-07,22.0
physics,0,stall,25,8.617836966717598e-07,22.0
physics,0,stall,26,8.083541491092765e-07,23.6
physics,0,stall,27,7.547996272349123e-07,22.6
physics,0,stall,28,7.452019502220496e-07,22.3
physics,0,stall,29,7.43083646155289e-07,24.3
physics,0,stall,30,7.416666159173875e-07,24.4
physics,0,confirm,31,7.415663637359548e-07,21.6
physics,0,confirm,32,7.414767089685714e-07,22.3
