arch,mode,q,stratum,n_parameters,multiply_adds,median_um,straight_um,gain_over_straight,gain_per_kparam
2x128,data,8,500-2000 mm,22180,21888,394.9856400244087,15985.931709538963,40.472184529420076,1.8247152628232677
2x128,data,8,all,22180,21888,0.18551220401619162,12.07131072872647,65.0701704113918,2.9337317588544543
2x128,data,8,full crossing,22180,21888,3542.6492905478144,456075.1746171858,128.73844888740342,5.804258290685456
2x128,data,10,0.05-0.2 mm,23212,22912,1.2248904113221215e-06,0.0001305794636863311,106.6050174606121,4.592668337955028
2x128,data,10,0.5-2 mm,23212,22912,0.0001295617932939308,0.013896570703053612,107.25824604424169,4.620810186293369
2x128,data,10,5-20 mm,23212,22912,0.013750457100059066,1.4150646893398289,102.9103744728421,4.4334988140979705
2x128,data,10,50-200 mm,23212,22912,2.5491484870485692,141.05070694597543,55.332479713367114,2.383787683670822
2x128,data,10,500-2000 mm,23212,22912,402.1062873719998,15985.931709538963,39.75548806763603,1.7127127377061877
2x128,data,10,all,23212,22912,0.2017021157421084,12.07131072872647,59.8472191742429,2.578287918931712
2x128,data,10,full crossing,23212,22912,4158.935750746146,456075.1746171858,109.66151004745919,4.724345599149543
2x128,data,12,0.05-0.2 mm,24244,23936,1.4949534943298204e-06,0.0001305794636863311,87.346840006464,3.6028229667738
2x128,data,12,0.5-2 mm,24244,23936,0.00015702687861107734,0.013896570703053612,88.49803820830257,3.6503068061500814
2x128,data,12,5-20 mm,24244,23936,0.01722502902623546,1.4150646893398289,82.15165775247996,3.388535627474013
2x128,data,12,50-200 mm,24244,23936,3.114447928041386,141.05070694597543,45.28915242923307,1.8680561140584502
2x128,data,12,500-2000 mm,24244,23936,445.1624322219168,15985.931709538963,35.91033418913898,1.4812050069765295
2x128,data,12,all,24244,23936,0.22920042666285667,12.07131072872647,52.667051734955166,2.172374679712719
2x128,data,12,full crossing,24244,23936,4434.012971948228,456075.1746171858,102.85833115566963,4.242630389196075
2x128,data,14,0.05-0.2 mm,25276,24960,1.2370691138130496e-06,0.0001305794636863311,105.5555119987134,4.176116157568975
2x128,data,14,0.5-2 mm,25276,24960,0.00013756613981286137,0.013896570703053612,101.01737769161704,3.996572942380798
2x128,data,14,5-20 mm,25276,24960,0.01567953735559513,1.4150646893398289,90.24913536972909,3.570546580540002
2x128,data,14,50-200 mm,25276,24960,2.523795122243655,141.05070694597543,55.88833487425924,2.2111226014503575
2x128,data,14,500-2000 mm,25276,24960,393.10785069014287,15985.931709538963,40.66551121142442,1.6088586489723224
2x128,data,14,all,25276,24960,0.1893289739527404,12.07131072872647,63.75839089340687,2.5224873751150048
2x128,data,14,full crossing,25276,24960,4183.929276971767,456075.1746171858,109.00642540193286,4.312645410742714
2x128,data,16,0.05-0.2 mm,26308,25984,1.5413377241202397e-06,0.0001305794636863311,84.71826884069996,3.2202474091797155
2x128,data,16,0.5-2 mm,26308,25984,0.00017481733038948732,0.013896570703053612,79.4919512390019,3.02158853728911
2x128,data,16,5-20 mm,26308,25984,0.018286832045077972,1.4150646893398289,77.38162005598468,2.941372208301075
2x128,data,16,50-200 mm,26308,25984,2.728223263730456,141.05070694597543,51.700573344246294,1.965203487313604
2x128,data,16,500-2000 mm,26308,25984,441.1531532963213,15985.931709538963,36.23669374250456,1.3774020732288492
2x128,data,16,all,26308,25984,0.2445171210609942,12.07131072872647,49.36795704262897,1.8765378228154543
2x128,data,16,full crossing,26308,25984,4864.40337746712,456075.1746171858,93.75767986878233,3.5638467336468884
2x128,data,18,0.05-0.2 mm,27340,27008,1.3807053278469539e-06,0.0001305794636863311,94.57446209029575,3.459197589257343
2x128,data,18,0.5-2 mm,27340,27008,0.000148671646105214,0.013896570703053612,93.47156009303278,3.418857355268207
2x128,data,18,5-20 mm,27340,27008,0.017958466031586795,1.4150646893398289,78.79652342526913,2.882096687098359
2x128,data,18,50-200 mm,27340,27008,2.2254063974855853,141.05070694597543,63.38199939810727,2.318288200369688
2x128,data,18,500-2000 mm,27340,27008,447.62688880149426,15985.931709538963,35.71262609433663,1.3062408959157508
2x128,data,18,all,27340,27008,0.18931884074646632,12.07131072872647,63.761803532762144,2.3321800853241457
2x128,data,18,full crossing,27340,27008,5154.542832696535,456075.1746171858,88.48023761179917,3.236292524206261
2x128,data,20,0.05-0.2 mm,28372,28032,1.4863816844012945e-06,0.0001305794636863311,87.85056022735353,3.0963823568078928
2x128,data,20,0.5-2 mm,28372,28032,0.00016014899983929354,0.013896570703053612,86.77275984863194,3.058394186121244
2x128,data,20,5-20 mm,28372,28032,0.01960989303029237,1.4150646893398289,72.16075514302442,2.543379216940097
2x128,data,20,50-200 mm,28372,28032,3.107993316888269,141.05070694597543,45.38320793018814,1.5995773273011469
2x128,data,20,500-2000 mm,28372,28032,443.94151444645047,15985.931709538963,36.009093966964954,1.2691771453180938
2x128,data,20,all,28372,28032,0.20902741233896904,12.07131072872647,57.749893153492444,2.0354537273894135
2x128,data,20,full crossing,28372,28032,4665.915681423769,456075.1746171858,97.74612439589092,3.445161581696423
2x128,physics,2,0.05-0.2 mm,19084,18816,1.4114789337327238e-05,0.0001305794636863311,9.251251334017962,0.4847647942788703
2x128,physics,2,0.5-2 mm,19084,18816,0.0014454834058597044,0.013896570703053612,9.613787779727984,0.5037616736390685
2x128,physics,2,5-20 mm,19084,18816,0.14511867171052018,1.4150646893398289,9.751086284489784,0.5109561037774987
2x128,physics,2,50-200 mm,19084,18816,13.756181474363416,141.05070694597543,10.25362359524286,0.5372890167282991
2x128,physics,2,500-2000 mm,19084,18816,481.2351585118753,15985.931709538963,33.21854487725357,1.7406489665297407
2x128,physics,2,all,19084,18816,1.220672725651184,12.07131072872647,9.889064017783202,0.5181861254340391
2x128,physics,2,full crossing,19084,18816,9855.79744986238,456075.1746171858,46.27481205222558,2.4247962718625855
2x128,physics,4,0.05-0.2 mm,20116,19840,1.0588422583168722e-05,0.0001305794636863311,12.332286765159832,0.613058598387345
2x128,physics,4,0.5-2 mm,20116,19840,0.0011316231578462066,0.013896570703053612,12.280210604299269,0.6104698053439683
2x128,physics,4,5-20 mm,20116,19840,0.12016616585697193,1.4150646893398289,11.775899474267266,0.5853996557102439
2x128,physics,4,50-200 mm,20116,19840,13.830105541348559,141.05070694597543,10.198816380993556,0.507000217786516
2x128,physics,4,500-2000 mm,20116,19840,480.2925587039937,15985.931709538963,33.28373804640009,1.654590278703524
2x128,physics,4,all,20116,19840,1.2530652685143195,12.07131072872647,9.633425354641473,0.4788936843627696
2x128,physics,4,full crossing,20116,19840,3859.5415205228464,456075.1746171858,118.16822599058396,5.874340126793794
2x128,physics,6,0.05-0.2 mm,21148,20864,1.019459361373265e-05,0.0001305794636863311,12.808697299167841,0.6056694391511179
2x128,physics,6,0.5-2 mm,21148,20864,0.0010928680893584897,0.013896570703053612,12.715688964082442,0.6012714660526973
2x128,physics,6,5-20 mm,21148,20864,0.10699319035056831,1.4150646893398289,13.225745346066434,0.6253898877466633
2x128,physics,6,50-200 mm,21148,20864,11.398729688721687,141.05070694597543,12.374247902863779,0.5851261539088225
2x128,physics,6,500-2000 mm,21148,20864,477.5433495352175,15985.931709538963,33.47535197610379,1.582908642713438
2x128,physics,6,all,21148,20864,1.0020267498163093,12.07131072872647,12.046894687132227,0.5696469967435326
2x128,physics,6,full crossing,21148,20864,968.1543904932681,456075.1746171858,471.07690580716013,22.27524616073199
2x128,physics,8,0.05-0.2 mm,22180,21888,1.1875644467806978e-05,0.0001305794636863311,10.9955686228492,0.49574249877588816
2x128,physics,8,0.5-2 mm,22180,21888,0.0012525043757705134,0.013896570703053612,11.095027667671616,0.500226675729108
2x128,physics,8,5-20 mm,22180,21888,0.1284372781853449,1.4150646893398289,11.017554321711657,0.49673373858032716
2x128,physics,8,50-200 mm,22180,21888,12.496471132912745,141.05070694597543,11.287243050118468,0.5088928336392455
2x128,physics,8,500-2000 mm,22180,21888,479.09944424311135,15985.931709538963,33.36662545036717,1.504356422469214
2x128,physics,8,all,22180,21888,1.2002866905191922,12.07131072872647,10.057022896342325,0.4534275426664709
2x128,physics,8,full crossing,22180,21888,920.0039718950563,456075.1746171858,495.73174524208434,22.350394285035364
2x128,physics,10,0.05-0.2 mm,23212,22912,1.2375707569844963e-05,0.0001305794636863311,10.551272559518546,0.4545611131965598
2x128,physics,10,0.5-2 mm,23212,22912,0.001323899923022509,0.013896570703053612,10.496692734392841,0.45220975074930386
2x128,physics,10,5-20 mm,23212,22912,0.13055102516545958,1.4150646893398289,10.839169493662608,0.46696404849485645
2x128,physics,10,50-200 mm,23212,22912,13.787649627037268,141.05070694597543,10.230221303954387,0.440729851109529
2x128,physics,10,500-2000 mm,23212,22912,448.2691096382183,15985.931709538963,35.66146175550804,1.5363373149882837
2x128,physics,10,all,23212,22912,1.24108804463674,12.07131072872647,9.726393530976022,0.41902436373324237
2x128,physics,10,full crossing,23212,22912,868.9102004139784,456075.1746171858,524.88182829468,22.612520605491987
2x128,physics,12,0.05-0.2 mm,24244,23936,1.0882499346109853e-05,0.0001305794636863311,11.999032532265588,0.49492792164104876
2x128,physics,12,0.5-2 mm,24244,23936,0.0011126424226404197,0.013896570703053612,12.489700572512382,0.5151666627830549
2x128,physics,12,5-20 mm,24244,23936,0.11431124357841327,1.4150646893398289,12.379050783129195,0.5106026556314632
2x128,physics,12,50-200 mm,24244,23936,11.53728101113316,141.05070694597543,12.225645436725115,0.5042750963836461
2x128,physics,12,500-2000 mm,24244,23936,479.1664187352467,15985.931709538963,33.36196169951479,1.3760914741591648
2x128,physics,12,all,24244,23936,1.131435470240305,12.07131072872647,10.669022711620176,0.4400685823964765
2x128,physics,12,full crossing,24244,23936,903.4509470763865,456075.1746171858,504.81454039432737,20.82224634525356
2x128,physics,14,0.05-0.2 mm,25276,24960,1.174348085442034e-05,0.0001305794636863311,11.119315074046376,0.439915931082702
2x128,physics,14,0.5-2 mm,25276,24960,0.0011361648901697663,0.013896570703053612,12.23112140085334,0.4839025716431927
2x128,physics,14,5-20 mm,25276,24960,0.12128683790990635,1.4150646893398289,11.667091942746168,0.4615877489613138
2x128,physics,14,50-200 mm,25276,24960,14.291926224188956,141.05070694597543,9.869257980582658,0.390459644745318
2x128,physics,14,500-2000 mm,25276,24960,479.7983569248663,15985.931709538963,33.318020953627965,1.3181682605486613
2x128,physics,14,all,25276,24960,1.1759539692484111,12.07131072872647,10.265121802719559,0.40612129303369043
2x128,physics,14,full crossing,25276,24960,931.778911862672,456075.1746171858,489.46715665143034,19.36489779440696
2x128,physics,16,0.05-0.2 mm,26308,25984,1.342864663911314e-05,0.0001305794636863311,9.723948153196389,0.3696194371748665
2x128,physics,16,0.5-2 mm,26308,25984,0.0013936280822690605,0.013896570703053612,9.971505941834684,0.37902941849759325
2x128,physics,16,5-20 mm,26308,25984,0.14108479384589145,1.4150646893398289,10.029888060690086,0.3812485958906069
2x128,physics,16,50-200 mm,26308,25984,15.91753954895836,141.05070694597543,8.861338557516307,0.3368305670334616
2x128,physics,16,500-2000 mm,26308,25984,476.4514569001967,15985.931709538963,33.552068060708166,1.2753560917100566
2x128,physics,16,all,26308,25984,1.3471385689909354,12.07131072872647,8.960704567881535,0.3406075934271528
2x128,physics,16,full crossing,26308,25984,847.7004882055326,456075.1746171858,538.0145239536612,20.450605289404788
2x128,physics,18,0.05-0.2 mm,27340,27008,1.1403596289483175e-05,0.0001305794636863311,11.450726627945992,0.41882687007849273
2x128,physics,18,0.5-2 mm,27340,27008,0.0011991821118328971,0.013896570703053612,11.588373914128285,0.4238615184392204
2x128,physics,18,5-20 mm,27340,27008,0.11895101647496631,1.4150646893398289,11.896196697382864,0.4351205814697463
2x128,physics,18,50-200 mm,27340,27008,14.35855290340271,141.05070694597543,9.82346256582368,0.3593073359847725
2x128,physics,18,500-2000 mm,27340,27008,453.8080499078063,15985.931709538963,35.22619687505895,1.2884490444425367
2x128,physics,18,all,27340,27008,1.1095081351464309,12.07131072872647,10.87987581734434,0.3979471769328581
2x128,physics,18,full crossing,27340,27008,915.2030629996589,456075.1746171858,498.3322205264033,18.22722094098037
2x128,physics,20,0.05-0.2 mm,28372,28032,1.2824841633118922e-05,0.0001305794636863311,10.18176032280369,0.3588664994643906
2x128,physics,20,0.5-2 mm,28372,28032,0.0013107024159353386,0.013896570703053612,10.60238428960001,0.3736918190328497
2x128,physics,20,5-20 mm,28372,28032,0.13060922915997253,1.4150646893398289,10.834339184458644,0.38186730524667434
2x128,physics,20,50-200 mm,28372,28032,16.261386436764113,141.05070694597543,8.6739656236866,0.3057227415651558
2x128,physics,20,500-2000 mm,28372,28032,460.5670964594193,15985.931709538963,34.709235271971906,1.2233623033967258
2x128,physics,20,all,28372,28032,1.1658722710663483,12.07131072872647,10.353887838575679,0.3649333088458931
2x128,physics,20,full crossing,28372,28032,935.874444068098,456075.1746171858,487.325172204403,17.17627140153683
2x256,data,2,0.05-0.2 mm,70924,70400,5.366675992490855e-07,0.0001305794636863311,243.31534802741984,3.43064897675568
2x256,data,2,0.5-2 mm,70924,70400,5.735179797738965e-05,0.013896570703053612,242.3040112627714,3.41638953334233
2x256,data,2,5-20 mm,70924,70400,0.006449218375337296,1.4150646893398289,219.4164636680985,3.093684277086719
2x256,data,2,50-200 mm,70924,70400,1.3157436139437095,141.05070694597543,107.20227364296362,1.5115091315064524
2x256,data,2,500-2000 mm,70924,70400,275.0582744954784,15985.931709538963,58.11834506291776,0.8194453931379754
2x256,data,2,all,70924,70400,0.10070257256700188,12.07131072872647,119.87092703808428,1.690132071486158
2x256,data,2,full crossing,70924,70400,1896.9757755780065,456075.1746171858,240.42224496948052,3.3898573821200233
2x256,data,4,0.05-0.2 mm,72980,72448,4.806643971733138e-07,0.0001305794636863311,271.6645219705089,3.7224516575843913
2x256,data,4,0.5-2 mm,72980,72448,5.112645240501479e-05,0.013896570703053612,271.80784211209135,3.7244154852300815
2x256,data,4,5-20 mm,72980,72448,0.005273770507852049,1.4150646893398289,268.3212489494864,3.6766408461151876
2x256,data,4,50-200 mm,72980,72448,1.0388446692957132,141.05070694597543,135.77651319287324,1.8604619511218587
2x256,data,4,500-2000 mm,72980,72448,278.5065738807475,15985.931709538963,57.398758983635005,0.7864998490495342
2x256,data,4,all,72980,72448,0.08420275474207983,12.07131072872647,143.36004523488472,1.9643744208671516
2x256,data,4,full crossing,72980,72448,1459.3982163850753,456075.1746171858,312.50906674867844,4.282119303215654
2x256,data,6,0.05-0.2 mm,75036,74496,5.48723733118095e-07,0.0001305794636863311,237.9694112086603,3.1714032092417015
2x256,data,6,0.5-2 mm,75036,74496,5.869725328011555e-05,0.013896570703053612,236.74993166607433,3.1551512829318504
2x256,data,6,5-20 mm,75036,74496,0.006480297930266943,1.4150646893398289,218.36414074893284,2.9101250166444483
2x256,data,6,50-200 mm,75036,74496,1.4166124670254021,141.05070694597543,99.56901427117411,1.3269499209869144
2x256,data,6,500-2000 mm,75036,74496,321.1290445280781,15985.931709538963,49.78039819796251,0.6634202009430475
2x256,data,6,all,75036,74496,0.10423434507345064,12.07131072872647,115.80934019607645,1.5433837117660383
2x256,data,6,full crossing,75036,74496,1738.1784622772223,456075.1746171858,262.3868518193883,3.4968128874058895
2x256,data,8,0.05-0.2 mm,77092,76544,4.306528467168391e-07,0.0001305794636863311,303.2128190532759,3.933129495320862
2x256,data,8,0.5-2 mm,77092,76544,4.471164771757685e-05,0.013896570703053612,310.8042627020129,4.031602017096624
2x256,data,8,5-20 mm,77092,76544,0.005133316477667904,1.4150646893398289,275.6628576274146,3.5757647697220802
2x256,data,8,50-200 mm,77092,76544,1.1723509455237036,141.05070694597543,120.31440541293405,1.5606600608744623
2x256,data,8,500-2000 mm,77092,76544,298.87424307284505,15985.931709538963,53.48715080022031,0.6938093550591542
2x256,data,8,all,77092,76544,0.0887030136951239,12.07131072872647,136.08681628581513,1.7652521180643275
2x256,data,8,full crossing,77092,76544,1457.7167266206175,456075.1746171858,312.86954885569,4.058391906497302
2x256,data,10,0.05-0.2 mm,79148,78592,5.179372486452394e-07,0.0001305794636863311,252.11444828091788,3.1853546303244284
2x256,data,10,0.5-2 mm,79148,78592,5.648581691275467e-05,0.013896570703053612,246.01876121429916,3.108338318268297
2x256,data,10,5-20 mm,79148,78592,0.00619292255166215,1.4150646893398289,228.49707509421904,2.88695955797012
2x256,data,10,50-200 mm,79148,78592,1.40768312834183,141.05070694597543,100.2006091471204,1.2659904122292465
2x256,data,10,500-2000 mm,79148,78592,280.55387514840646,15985.931709538963,56.97989985375457,0.7199158519956862
2x256,data,10,all,79148,78592,0.10304580881381753,12.07131072872647,117.14509175755835,1.4800764612821342
2x256,data,10,full crossing,79148,78592,1751.0532100739588,456075.1746171858,260.457633150921,3.290767083829295
2x256,data,12,0.05-0.2 mm,81204,80640,5.256932666952707e-07,0.0001305794636863311,248.3947806811539,3.058898338519702
2x256,data,12,0.5-2 mm,81204,80640,5.7088421101525455e-05,0.013896570703053612,243.42187846358712,2.997658717102447
2x256,data,12,5-20 mm,81204,80640,0.006130286166694532,1.4150646893398289,230.83175089407544,2.842615522561394
2x256,data,12,50-200 mm,81204,80640,1.357131787507626,141.05070694597543,103.93294759163751,1.279899359534475
2x256,data,12,500-2000 mm,81204,80640,257.8049817916366,15985.931709538963,62.007846390102465,0.7636058123996659
2x256,data,12,all,81204,80640,0.10413208391213402,12.07131072872647,115.92306881049421,1.4275536772879933
2x256,data,12,full crossing,81204,80640,1640.9528940899065,456075.1746171858,277.933130353587,3.422653198778225
2x256,data,14,0.05-0.2 mm,83260,82688,6.07045080869284e-07,0.0001305794636863311,215.10669932345436,2.583553919330463
2x256,data,14,0.5-2 mm,83260,82688,6.152466625053421e-05,0.013896570703053612,225.86990795635484,2.712826182516873
2x256,data,14,5-20 mm,83260,82688,0.0068421588892420004,1.4150646893398289,206.81552595405964,2.4839722069908676
2x256,data,14,50-200 mm,83260,82688,1.534549311386968,141.05070694597543,91.91669886351839,1.1039718816180446
2x256,data,14,500-2000 mm,83260,82688,309.473167829811,15985.931709538963,51.65530770128067,0.6204096529099288
2x256,data,14,all,83260,82688,0.10925481873869103,12.07131072872647,110.48767338672621,1.3270198581158565
2x256,data,14,full crossing,83260,82688,1750.2858625483454,456075.1746171858,260.57182108136254,3.1296159149815344
2x256,data,16,0.05-0.2 mm,85316,84736,5.230873512118706e-07,0.0001305794636863311,249.63223328533783,2.9259720718896554
2x256,data,16,0.5-2 mm,85316,84736,5.30054657943424e-05,0.013896570703053612,262.1724098599824,3.0729571224621686
2x256,data,16,5-20 mm,85316,84736,0.006370421317569708,1.4150646893398289,222.13047125110256,2.6036203203514297
2x256,data,16,50-200 mm,85316,84736,1.3547373191089562,141.05070694597543,104.11664678931848,1.2203648411706887
2x256,data,16,500-2000 mm,85316,84736,289.34739943169285,15985.931709538963,55.248230123847414,0.6475717347724624
2x256,data,16,all,85316,84736,0.1068440323699349,12.07131072872647,112.98067342620482,1.324261257281223
2x256,data,16,full crossing,85316,84736,1780.0206873267541,456075.1746171858,256.21903041032755,3.0031767829050535
2x256,data,18,0.05-0.2 mm,87372,86784,6.086242620995108e-07,0.0001305794636863311,214.54856767603064,2.455575787163286
2x256,data,18,0.5-2 mm,87372,86784,6.584592426861491e-05,0.013896570703053612,211.04678622724316,2.4154967979128688
2x256,data,18,5-20 mm,87372,86784,0.00731198466752403,1.4150646893398289,193.52675828558532,2.2149745717802647
2x256,data,18,50-200 mm,87372,86784,1.3676458291485005,141.05070694597543,103.13394296957271,1.1804003910814989
2x256,data,18,500-2000 mm,87372,86784,269.3386431062095,15985.931709538963,59.35253673656907,0.6793084367597064
2x256,data,18,all,87372,86784,0.10873828222912607,12.07131072872647,111.01251998160691,1.270573181129045
2x256,data,18,full crossing,87372,86784,1800.4480855067939,456075.1746171858,253.3120384244841,2.899235892785836
2x256,data,20,0.05-0.2 mm,89428,88832,6.119371676049923e-07,0.0001305794636863311,213.38704461667973,2.386132359179225
2x256,data,20,0.5-2 mm,89428,88832,6.301323196566955e-05,0.013896570703053612,220.53416829380615,2.466052783175361
2x256,data,20,5-20 mm,89428,88832,0.007284413665598066,1.4150646893398289,194.2592436811658,2.1722418446254617
2x256,data,20,50-200 mm,89428,88832,1.5093625835689295,141.05070694597543,93.4505124755757,1.0449804588671971
2x256,data,20,500-2000 mm,89428,88832,272.5979457330769,15985.931709538963,58.64289133415592,0.6557553711830291
2x256,data,20,all,89428,88832,0.11923863399943002,12.07131072872647,101.2365734480334,1.1320455947581674
2x256,data,20,full crossing,89428,88832,1854.4579434003977,456075.1746171858,245.9344932788881,2.7500837911939002
2x256,physics,2,0.05-0.2 mm,70924,70400,6.948653208382893e-06,0.0001305794636863311,18.79205362109586,0.2649604311812061
2x256,physics,2,0.5-2 mm,70924,70400,0.000694604921136488,0.013896570703053612,20.00643859579419,0.28208277304994345
2x256,physics,2,5-20 mm,70924,70400,0.07550868011207967,1.4150646893398289,18.740424110703675,0.2642324757586103
2x256,physics,2,50-200 mm,70924,70400,7.418751099038445,141.05070694597543,19.01272937492905,0.2680718709453648
2x256,physics,2,500-2000 mm,70924,70400,512.3428234633814,15985.931709538963,31.20163097333113,0.43993050269769235
2x256,physics,2,all,70924,70400,0.7208163048630922,12.07131072872647,16.74672263555307,0.23612208329413273
2x256,physics,2,full crossing,70924,70400,10046.613221962645,456075.1746171858,45.395912487222205,0.6400641882468869
2x256,physics,4,0.05-0.2 mm,72980,72448,7.243585287142196e-06,0.0001305794636863311,18.026910502195314,0.24701165390785576
2x256,physics,4,0.5-2 mm,72980,72448,0.0007826080707928895,0.013896570703053612,17.756743409219478,0.24330972059769085
2x256,physics,4,5-20 mm,72980,72448,0.077469425033172,1.4150646893398289,18.266105482697277,0.250289195432958
2x256,physics,4,50-200 mm,72980,72448,7.979965378467568,141.05070694597543,17.675603872489745,0.24219791549040484
2x256,physics,4,500-2000 mm,72980,72448,488.6313670427498,15985.931709538963,32.715729664036026,0.4482834977258979
2x256,physics,4,all,72980,72448,0.7463101429721064,12.07131072872647,16.174657201701248,0.2216313675212558
2x256,physics,4,full crossing,72980,72448,4050.078020301683,456075.1746171858,112.60898489634863,1.5430115770943906
2x256,physics,6,0.05-0.2 mm,75036,74496,8.376190407943795e-06,0.0001305794636863311,15.589361908785216,0.20775843473513003
2x256,physics,6,0.5-2 mm,75036,74496,0.0008607801902371648,0.013896570703053612,16.144157196769115,0.21515215625525233
2x256,physics,6,5-20 mm,75036,74496,0.08832196482444488,1.4150646893398289,16.02166224622056,0.21351967383949785
2x256,physics,6,50-200 mm,75036,74496,9.240585103096777,141.05070694597543,15.264261447979676,0.20342584156910917
2x256,physics,6,500-2000 mm,75036,74496,471.05294575341713,15985.931709538963,33.93659216793678,0.45227080558580923
2x256,physics,6,all,75036,74496,0.7311075566747149,12.07131072872647,16.51099160242608,0.22004093505019032
2x256,physics,6,full crossing,75036,74496,1100.5945142825653,456075.1746171858,414.38983085835514,5.522546922255386
2x256,physics,8,0.05-0.2 mm,77092,76544,8.899469605694321e-06,0.0001305794636863311,14.672724271430727,0.19032745643426982
2x256,physics,8,0.5-2 mm,77092,76544,0.0009316665767755694,0.013896570703053612,14.915819725065846,0.19348077264911853
2x256,physics,8,5-20 mm,77092,76544,0.09398981711683518,1.4150646893398289,15.055510615376722,0.19529277506585277
2x256,physics,8,50-200 mm,77092,76544,9.74177348322769,141.05070694597543,14.478955724932527,0.18781398491325335
2x256,physics,8,500-2000 mm,77092,76544,459.1649692948536,15985.931709538963,34.81522498131509,0.4516061975472824
2x256,physics,8,all,77092,76544,0.8711315742999659,12.07131072872647,13.857046495446884,0.17974688029168892
2x256,physics,8,full crossing,77092,76544,947.2286120329727,456075.1746171858,481.48373985277163,6.2455733390335135
2x256,physics,10,0.05-0.2 mm,79148,78592,8.817600871680042e-06,0.0001305794636863311,14.808956039926928,0.18710461464505646
2x256,physics,10,0.5-2 mm,79148,78592,0.0009800532936310447,0.013896570703053612,14.179403093037488,0.17915049139633962
2x256,physics,10,5-20 mm,79148,78592,0.09655130378405374,1.4150646893398289,14.65609094730359,0.1851732317595339
2x256,physics,10,50-200 mm,79148,78592,9.266238064164156,141.05070694597543,15.22200335986065,0.1923232849833306
2x256,physics,10,500-2000 mm,79148,78592,479.06102480287416,15985.931709538963,33.36930136639046,0.4216063749733469
2x256,physics,10,all,79148,78592,0.8684718567621985,12.07131072872647,13.89948405896564,0.17561383811297368
2x256,physics,10,full crossing,79148,78592,997.7543884657721,456075.1746171858,457.1016473487868,5.77527729505214
2x256,physics,12,0.05-0.2 mm,81204,80640,9.132520517596276e-06,0.0001305794636863311,14.29829403993502,0.17607869119667774
2x256,physics,12,0.5-2 mm,81204,80640,0.0009390395696584619,0.013896570703053612,14.798706201601211,0.18224109898036073
2x256,physics,12,5-20 mm,81204,80640,0.0971141124992414,1.4150646893398289,14.57115400556106,0.1794388700748862
