arch,mode,stratum,q2,q4,q_best,best_um,worst_um,spread_over_q,seed_spread_within_cell,q_matters,plateau_from_q,scheme_q2_um,scheme_q8_um,straight_um
8x64,physics,0.5-2 mm,0.0029438682318527754,0.00347894049923525,8,0.001490918331015223,0.003942615762753121,2.644421012697888,2.388291469949852,False,8,2.3447910280083306e-10,2.3447910280083306e-10,0.013896570703053612
8x64,physics,5-20 mm,0.271112141220442,0.3430962754302769,8,0.14159717028405794,0.37638133906270355,2.6581134235073014,2.1722945676000722,False,8,3.183231456205249e-09,3.04822833641083e-09,1.4150646893398289
8x64,physics,50-200 mm,9.88274858084992,10.734193880367116,8,8.378111727324722,15.515456513838899,1.8519037485781127,1.644417101331267,False,2,0.0032110356933401363,0.00020070312167774773,141.05070694597543
8x64,physics,500-2000 mm,240.95350160160223,211.9857883035774,18,191.81518095727768,240.95350160160223,1.2561753475355475,1.1682184564885594,False,2,12.785494020459254,0.6958437800790307,15985.931709538963
8x64,physics,full crossing,9814.138388183,3477.3520987859993,20,638.5270561602141,9814.138388183,15.369964817466585,1.1322222715605679,True,6,9255.981777696734,32.62632016858902,456075.1746171858
8x64,data,0.05-0.2 mm,2.2685213707518415e-06,3.0588864774472313e-06,2,2.2685213707518415e-06,4.699877820257825e-06,2.0717802709965984,1.6091535128878023,False,2,1.4210854715202004e-11,1.4210854715202004e-11,0.0001305794636863311
8x64,data,0.5-2 mm,0.00020693344637834343,0.00024935629028277617,2,0.00020693344637834343,0.00033021979817249303,1.5957777920962133,1.4660852542487883,False,2,2.3447910280083306e-10,2.3447910280083306e-10,0.013896570703053612
8x64,data,5-20 mm,0.02284918998896046,0.027370881397814628,2,0.02284918998896046,0.03411367033834267,1.492992546117592,1.3916725708597628,False,2,3.183231456205249e-09,3.04822833641083e-09,1.4150646893398289
8x64,data,50-200 mm,2.433051878071524,3.581933528632675,2,2.433051878071524,3.929491652218786,1.6150463899410827,1.340991671346222,False,2,0.0032110356933401363,0.00020070312167774773,141.05070694597543
8x64,data,500-2000 mm,468.94002421864656,908.1530869836776,2,468.94002421864656,1004.3153836853376,2.1416712837824834,1.6813996037838548,False,2,12.785494020459254,0.6958437800790307,15985.931709538963
8x64,data,full crossing,4170.147581021944,7541.107503987362,2,4170.147581021944,9414.596927515304,2.2576172052904053,1.4055680083521738,False,2,9255.981777696734,32.62632016858902,456075.1746171858
