arch,mode,stratum,q2,q4,q_best,best_um,worst_um,spread_over_q,seed_spread_within_cell,q_matters,plateau_from_q,scheme_q2_um,scheme_q8_um,straight_um
2x256,physics,50-200 mm,7.418751099038445,7.979965378467568,2,7.418751099038445,11.522347341042405,1.5531384173996392,1.2812573163474523,False,2,0.0032110356933401363,0.00020070312167774773,141.05070694597543
2x256,physics,500-2000 mm,512.3428234633814,488.6313670427498,14,456.4992485257875,512.3428234633814,1.122330047898073,1.0857871849028786,False,2,12.785494020459254,0.6958437800790307,15985.931709538963
2x256,physics,full crossing,10046.613221962645,4050.078020301683,8,947.2286120329727,10046.613221962645,10.60632364176614,1.0836287214830471,True,6,9255.981777696734,32.62632016858902,456075.1746171858
2x256,data,0.05-0.2 mm,5.366675992490855e-07,4.806643971733138e-07,8,4.306528467168391e-07,6.119371676049923e-07,1.4209523338118102,1.197858653434594,False,2,1.4210854715202004e-11,1.4210854715202004e-11,0.0001305794636863311
2x256,data,0.5-2 mm,5.735179797738965e-05,5.112645240501479e-05,8,4.471164771757685e-05,6.584592426861491e-05,1.4726794388015774,1.2141343701118261,False,2,2.3447910280083306e-10,2.3447910280083306e-10,0.013896570703053612
2x256,data,5-20 mm,0.006449218375337296,0.005273770507852049,8,0.005133316477667904,0.00731198466752403,1.4244172747451385,1.197927467788968,False,2,3.183231456205249e-09,3.04822833641083e-09,1.4150646893398289
2x256,data,50-200 mm,1.3157436139437095,1.0388446692957132,4,1.0388446692957132,1.534549311386968,1.4771691637281237,1.2608177978088022,False,2,0.0032110356933401363,0.00020070312167774773,141.05070694597543
2x256,data,500-2000 mm,275.0582744954784,278.5065738807475,12,257.8049817916366,321.1290445280781,1.245627769860636,1.1013859004742612,False,2,12.785494020459254,0.6958437800790307,15985.931709538963
2x256,data,full crossing,1896.9757755780065,1459.3982163850753,8,1457.7167266206175,1896.9757755780065,1.3013336136820701,1.2537908951480388,False,2,9255.981777696734,32.62632016858902,456075.1746171858
2x32,physics,0.05-0.2 mm,2.9265692091939854e-05,1.4567007156074396e-05,12,5.753449272560829e-06,2.9265692091939854e-05,5.086634244176425,1.492152643702045,True,12,1.4210854715202004e-11,1.4210854715202004e-11,0.0001305794636863311
2x32,physics,0.5-2 mm,0.0029780649697386252,0.001417344812182364,12,0.0005797818403152633,0.0029780649697386252,5.136526815188394,1.6043302205698438,True,12,2.3447910280083306e-10,2.3447910280083306e-10,0.013896570703053612
2x32,physics,5-20 mm,0.3237160777871395,0.14759462504798648,12,0.06091208552660987,0.3237160777871395,5.314480287261251,1.523062212342574,True,12,3.183231456205249e-09,3.04822833641083e-09,1.4150646893398289
2x32,physics,50-200 mm,33.737630965426035,14.281508194514458,12,8.807256509042904,33.737630965426035,3.830662923327567,1.5830807575415164,True,8,0.0032110356933401363,0.00020070312167774773,141.05070694597543
2x32,physics,500-2000 mm,550.4095416588441,497.72068481898657,12,492.906367189736,801.8409884537334,1.626761271162639,1.2176747259956262,False,2,12.785494020459254,0.6958437800790307,15985.931709538963
2x32,physics,full crossing,9831.020657888424,3817.1213206631123,14,1413.6529771344324,9831.020657888424,6.954338028429403,1.1727268767404966,True,6,9255.981777696734,32.62632016858902,456075.1746171858
2x32,data,0.05-0.2 mm,3.950077598346979e-06,4.262687980371993e-06,12,2.9840343529485835e-06,4.262687980371993e-06,1.4284982933121888,1.2713524277165926,False,2,1.4210854715202004e-11,1.4210854715202004e-11,0.0001305794636863311
2x32,data,0.5-2 mm,0.00039043489685752775,0.0003646890434083616,18,0.0002965557897027793,0.00039043489685752775,1.3165647423334343,1.2174511812822444,False,2,2.3447910280083306e-10,2.3447910280083306e-10,0.013896570703053612
2x32,data,5-20 mm,0.036577133876392054,0.03510385749905254,6,0.03242147857207556,0.036577133876392054,1.1281759958935291,1.2052962796366424,False,2,3.183231456205249e-09,3.04822833641083e-09,1.4150646893398289
2x32,data,50-200 mm,3.550169490040389,3.656437370665344,2,3.550169490040389,3.8698708926574454,1.0900524336975865,1.1345973397948408,False,2,0.0032110356933401363,0.00020070312167774773,141.05070694597543
2x32,data,500-2000 mm,1012.3712697199068,1018.2384055155965,6,969.7657974062893,1031.7203400098938,1.063886087516498,1.026690068832874,False,2,12.785494020459254,0.6958437800790307,15985.931709538963
2x32,data,full crossing,8623.407479400357,9679.95992046857,2,8623.407479400357,10203.392187900292,1.1832204627085303,1.1217621909058164,False,2,9255.981777696734,32.62632016858902,456075.1746171858
2x64,physics,0.05-0.2 mm,3.290419670065603e-05,2.1487409185283468e-05,20,9.409873769072874e-06,3.290419670065603e-05,3.4967734433166555,1.9048232498530107,False,12,1.4210854715202004e-11,1.4210854715202004e-11,0.0001305794636863311
2x64,physics,0.5-2 mm,0.003374121803290109,0.002293284779852911,16,0.000926724595728956,0.003374121803290109,3.6409110310016586,1.9206580316358677,False,12,2.3447910280083306e-10,2.3447910280083306e-10,0.013896570703053612
2x64,physics,5-20 mm,0.34700110197150025,0.22772480970445486,20,0.09384892726416183,0.34700110197150025,3.697443456063987,1.9182987429971097,False,12,3.183231456205249e-09,3.04822833641083e-09,1.4150646893398289
2x64,physics,50-200 mm,27.90989268189037,20.359726581823168,16,8.97568144204186,27.90989268189037,3.109501252034319,1.7650973276417907,False,12,0.0032110356933401363,0.00020070312167774773,141.05070694597543
2x64,physics,500-2000 mm,553.5894133011396,522.7858822885594,10,462.5313910416935,553.5894133011396,1.1968688483053425,1.171692389633021,False,2,12.785494020459254,0.6958437800790307,15985.931709538963
2x64,physics,full crossing,9934.388426885671,3597.3176948562295,12,949.4249099446961,9934.388426885671,10.463585190180389,1.0930652948371569,True,6,9255.981777696734,32.62632016858902,456075.1746171858
2x64,data,0.05-0.2 mm,2.6704825017986877e-06,2.3188491127257294e-06,4,2.3188491127257294e-06,4.170431111560902e-06,1.7984917986572657,1.4249959451950942,False,2,1.4210854715202004e-11,1.4210854715202004e-11,0.0001305794636863311
2x64,data,0.5-2 mm,0.00027233517130298424,0.0002379611743208443,4,0.0002379611743208443,0.000365255516499019,1.5349374432256881,1.2637728255764769,False,2,2.3447910280083306e-10,2.3447910280083306e-10,0.013896570703053612
2x64,data,5-20 mm,0.0353763062932444,0.030956540257420784,14,0.02716687444603849,0.0353763062932444,1.3021853641467767,1.2189918723122628,False,2,3.183231456205249e-09,3.04822833641083e-09,1.4150646893398289
2x64,data,50-200 mm,3.9354001480518264,3.499673771610645,14,3.274772725781361,3.9603508021315292,1.2093513455003475,1.1969136241373002,False,2,0.0032110356933401363,0.00020070312167774773,141.05070694597543
2x64,data,500-2000 mm,713.0443905210768,648.9639833285139,4,648.9639833285139,1042.6149597335268,1.6065837034375785,1.238579329037784,False,2,12.785494020459254,0.6958437800790307,15985.931709538963
2x64,data,full crossing,6812.242002685479,6920.7222723608265,2,6812.242002685479,10869.83593093924,1.59563267521239,1.2300016023692975,False,2,9255.981777696734,32.62632016858902,456075.1746171858
4x128,physics,0.05-0.2 mm,2.441049673507223e-05,1.232382373927976e-05,12,1.1494137197587406e-05,2.6596508106990768e-05,2.3139194921540795,1.8050702037083908,False,4,1.4210854715202004e-11,1.4210854715202004e-11,0.0001305794636863311
4x128,physics,0.5-2 mm,0.002425800154526314,0.001306731164163466,12,0.0011376711199773126,0.002747168929673194,2.414730304244673,1.829007212531967,False,4,2.3447910280083306e-10,2.3447910280083306e-10,0.013896570703053612
4x128,physics,5-20 mm,0.2568823178137336,0.13596197014598133,12,0.12147811770546468,0.2698353254970698,2.2212669293354654,1.7881088968002141,False,4,3.183231456205249e-09,3.04822833641083e-09,1.4150646893398289
4x128,physics,50-200 mm,11.176651706751528,12.747943455281074,2,11.176651706751528,22.62557373138918,2.024360633670069,1.6728765075960852,False,2,0.0032110356933401363,0.00020070312167774773,141.05070694597543
4x128,physics,500-2000 mm,352.979842536854,324.13720862656527,20,267.26736948071306,352.979842536854,1.3206993551913049,1.1956085508829588,False,2,12.785494020459254,0.6958437800790307,15985.931709538963
4x128,physics,full crossing,9722.852587308254,3569.7928920006525,18,717.6798903166634,9722.852587308254,13.547617424557096,1.115725324157622,True,6,9255.981777696734,32.62632016858902,456075.1746171858
4x128,data,0.05-0.2 mm,9.56031698251536e-07,7.296887538643659e-07,4,7.296887538643659e-07,2.385597497323033e-06,3.2693357060652555,1.4711541545489013,True,2,1.4210854715202004e-11,1.4210854715202004e-11,0.0001305794636863311
4x128,data,0.5-2 mm,7.49687387724407e-05,5.7762122196436394e-05,4,5.7762122196436394e-05,0.00021227105850840644,3.674917929547651,1.7794869914203357,True,2,2.3447910280083306e-10,2.3447910280083306e-10,0.013896570703053612
4x128,data,5-20 mm,0.00833809527023277,0.006361394753184868,4,0.006361394753184868,0.02193649069681669,3.44837752535858,2.086598283345385,False,2,3.183231456205249e-09,3.04822833641083e-09,1.4150646893398289
4x128,data,50-200 mm,1.2247480667362254,0.9466333042738029,4,0.9466333042738029,2.4773500853711994,2.6170113328852986,1.6796050290940903,False,2,0.0032110356933401363,0.00020070312167774773,141.05070694597543
4x128,data,500-2000 mm,162.78709976316463,131.4594488545522,4,131.4594488545522,418.1151951349378,3.1805640353592524,2.1695359250734447,False,2,12.785494020459254,0.6958437800790307,15985.931709538963
4x128,data,full crossing,1387.2506709280615,969.9655919729864,4,969.9655919729864,5443.365219444224,5.611915788035316,2.6412213847262107,True,2,9255.981777696734,32.62632016858902,456075.1746171858
4x256,physics,0.05-0.2 mm,1.4967636019491692e-05,1.1949012446166307e-05,16,1.1360874241361785e-05,2.271490018301847e-05,1.9993972031060634,2.0384034120853256,False,2,1.4210854715202004e-11,1.4210854715202004e-11,0.0001305794636863311
4x256,physics,0.5-2 mm,0.001557080336667127,0.0012670722924212896,20,0.0011345112582716865,0.0024397042839297,2.150445194917099,2.1031335884417763,False,2,2.3447910280083306e-10,2.3447910280083306e-10,0.013896570703053612
4x256,physics,5-20 mm,0.15436730826223766,0.13282614938781023,16,0.10968856430793039,0.24682382183538465,2.2502238350250656,1.992831558555268,False,2,3.183231456205249e-09,3.04822833641083e-09,1.4150646893398289
4x256,physics,50-200 mm,10.967310788810636,10.612520067866171,16,8.88213547008121,18.98824731432569,2.137802038517217,1.7164203003374856,False,2,0.0032110356933401363,0.00020070312167774773,141.05070694597543
4x256,physics,500-2000 mm,487.11266078950644,385.14702542886425,16,317.8728277579896,487.11266078950644,1.532413651790226,1.1435993590289,False,4,12.785494020459254,0.6958437800790307,15985.931709538963
4x256,physics,full crossing,9705.85935630092,3585.4196101939947,20,733.908221616403,9705.85935630092,13.22489525314781,1.1373357266508306,True,6,9255.981777696734,32.62632016858902,456075.1746171858
4x256,data,0.05-0.2 mm,5.404743319559202e-07,8.83837003584631e-07,2,5.404743319559202e-07,1.2797016779586556e-06,2.3677381187142577,1.356983740705133,False,2,1.4210854715202004e-11,1.4210854715202004e-11,0.0001305794636863311
4x256,data,0.5-2 mm,5.3174098013641924e-05,5.918478507282998e-05,2,5.3174098013641924e-05,8.894838288142637e-05,1.672776524739667,1.3283479203922175,False,2,2.3447910280083306e-10,2.3447910280083306e-10,0.013896570703053612
4x256,data,5-20 mm,0.005805712137804675,0.006700252043856381,2,0.005805712137804675,0.009041841153134555,1.5574043181123969,1.2699534860375268,False,2,3.183231456205249e-09,3.04822833641083e-09,1.4150646893398289
4x256,data,50-200 mm,0.7761009444493538,0.9771089750216788,2,0.7761009444493538,1.1975450912942165,1.5430274887036488,1.3093295565184642,False,2,0.0032110356933401363,0.00020070312167774773,141.05070694597543
4x256,data,500-2000 mm,143.08654645846275,168.89596154512532,2,143.08654645846275,217.0679097355901,1.517039268248771,1.181140591850319,False,2,12.785494020459254,0.6958437800790307,15985.931709538963
4x256,data,full crossing,905.7643384795568,1317.1297105362498,2,905.7643384795568,1593.7655541510587,1.7595808163814457,1.4113629395453913,False,2,9255.981777696734,32.62632016858902,456075.1746171858
4x32,physics,0.05-0.2 mm,2.0374386622279417e-05,1.4647270063505857e-05,14,8.939153417486523e-06,2.0374386622279417e-05,2.279229997599505,1.9590689146469429,False,6,1.4210854715202004e-11,1.4210854715202004e-11,0.0001305794636863311
4x32,physics,0.5-2 mm,0.0021208819305229554,0.0015361217435838626,14,0.0009783694920884045,0.0021208819305229554,2.1677719385911867,1.9042384395859666,False,6,2.3447910280083306e-10,2.3447910280083306e-10,0.013896570703053612
4x32,physics,5-20 mm,0.20446077606806057,0.16051347246559544,14,0.09474516608420913,0.23907446883697503,2.523342126230341,1.9003717482544364,False,6,3.183231456205249e-09,3.04822833641083e-09,1.4150646893398289
4x32,physics,50-200 mm,11.115576782586345,12.733249102410582,14,8.701870267683987,15.969042624305985,1.8351276372862044,1.7739246184479847,False,2,0.0032110356933401363,0.00020070312167774773,141.05070694597543
4x32,physics,500-2000 mm,273.07426170414215,268.20704669701456,14,267.50183800835316,334.34905527603576,1.2498944222790545,1.2380956602940612,False,2,12.785494020459254,0.6958437800790307,15985.931709538963
4x32,physics,full crossing,9887.9527910889,3542.616796431076,12,851.6856820734731,9887.9527910889,11.609861477318914,1.1058268091843033,True,6,9255.981777696734,32.62632016858902,456075.1746171858
4x32,data,0.05-0.2 mm,2.2856312398289447e-06,2.98582136792902e-06,12,1.918685654800356e-06,3.611624777022371e-06,1.8823431383804081,1.5776054032994489,False,2,1.4210854715202004e-11,1.4210854715202004e-11,0.0001305794636863311
4x32,data,0.5-2 mm,0.0002691269145316255,0.00022398825016978208,12,0.00022216681472286837,0.00030397029515683016,1.3682074685006567,1.4728333525829522,False,2,2.3447910280083306e-10,2.3447910280083306e-10,0.013896570703053612
4x32,data,5-20 mm,0.03341422230818125,0.023383299973644966,12,0.020559355135674195,0.03341422230818125,1.6252563413431942,1.3375681267245878,False,4,3.183231456205249e-09,3.04822833641083e-09,1.4150646893398289
4x32,data,50-200 mm,3.571560138780683,2.7379103163198693,4,2.7379103163198693,3.690381141780108,1.3478824049797553,1.2625151828329315,False,2,0.0032110356933401363,0.00020070312167774773,141.05070694597543
4x32,data,500-2000 mm,813.3668880648344,435.5788964264349,4,435.5788964264349,984.9204661772153,2.2611758151225283,1.6679069688201944,False,4,12.785494020459254,0.6958437800790307,15985.931709538963
4x32,data,full crossing,7655.53596116527,5952.5674844881,4,5952.5674844881,8485.627279787248,1.4255407102733557,1.268545853856392,False,2,9255.981777696734,32.62632016858902,456075.1746171858
4x64,physics,0.05-0.2 mm,1.749391032035419e-05,1.1824320189646187e-05,6,7.863313555844798e-06,2.3450439812222612e-05,2.9822592785698987,2.4643809726970707,False,6,1.4210854715202004e-11,1.4210854715202004e-11,0.0001305794636863311
4x64,physics,0.5-2 mm,0.0017950988961956682,0.0012359905099401658,6,0.0008021150676995603,0.002458398569160636,3.0648951355710623,2.507518047262054,False,6,2.3447910280083306e-10,2.3447910280083306e-10,0.013896570703053612
4x64,physics,5-20 mm,0.18553696677048315,0.12569810559170946,6,0.08410157121829798,0.24543400559196016,2.918304640883583,2.5277510098379645,False,4,3.183231456205249e-09,3.04822833641083e-09,1.4150646893398289
4x64,physics,50-200 mm,13.520493995812899,10.22911732864884,6,8.176372583676539,16.792393248660886,2.0537705537276434,1.73298575926993,False,4,0.0032110356933401363,0.00020070312167774773,141.05070694597543
4x64,physics,500-2000 mm,312.3714992621665,271.5037320156739,4,271.5037320156739,329.96704836911306,1.2153315386105414,1.1174825327883344,False,2,12.785494020459254,0.6958437800790307,15985.931709538963
4x64,physics,full crossing,9918.844674377822,3582.4730352283323,12,725.9729096032146,9918.844674377822,13.66283031111868,1.0951137501273185,True,6,9255.981777696734,32.62632016858902,456075.1746171858
4x64,data,0.05-0.2 mm,1.5497647609663545e-06,1.669480553800895e-06,2,1.5497647609663545e-06,3.2093403490307537e-06,2.070856448580991,1.4701502759899776,False,2,1.4210854715202004e-11,1.4210854715202004e-11,0.0001305794636863311
4x64,data,0.5-2 mm,0.00014137467729824493,0.00015013755216841673,2,0.00014137467729824493,0.0002810163186595105,1.9877415392197617,1.5165796351354381,False,2,2.3447910280083306e-10,2.3447910280083306e-10,0.013896570703053612
4x64,data,5-20 mm,0.017174802195540906,0.016756283109486958,4,0.016756283109486958,0.028586970358901453,1.706044841335742,1.4562261953574533,False,2,3.183231456205249e-09,3.04822833641083e-09,1.4150646893398289
4x64,data,50-200 mm,2.162252064252357,2.178747521554669,2,2.162252064252357,2.995032924289376,1.3851451335415745,1.3473371617383596,False,2,0.0032110356933401363,0.00020070312167774773,141.05070694597543
4x64,data,500-2000 mm,322.5562423852608,367.15514255378775,2,322.5562423852608,668.4470555527273,2.0723426420448403,1.6727838387808758,False,2,12.785494020459254,0.6958437800790307,15985.931709538963
4x64,data,full crossing,3565.464416671304,3856.705474893801,2,3565.464416671304,6203.375950245587,1.7398507530295368,1.6511837189839857,False,2,9255.981777696734,32.62632016858902,456075.1746171858
8x128,physics,0.05-0.2 mm,2.1584980913758045e-05,4.145956467027645e-05,12,1.2571447882692155e-05,4.145956467027645e-05,3.2979148509501637,2.595589450609413,False,6,1.4210854715202004e-11,1.4210854715202004e-11,0.0001305794636863311
8x128,physics,0.5-2 mm,0.0022785925750667957,0.004215622634973215,12,0.001329975859221122,0.004280728603589523,3.2186513566467743,2.59859395169965,False,6,2.3447910280083306e-10,2.3447910280083306e-10,0.013896570703053612
8x128,physics,5-20 mm,0.21969250991604738,0.43426858592710005,12,0.1483391573060544,0.43426858592710005,2.927538445099253,2.570233607166325,False,2,3.183231456205249e-09,3.04822833641083e-09,1.4150646893398289
8x128,physics,50-200 mm,12.124258545014754,22.730734882024706,12,11.840037062128772,22.730734882024706,1.9198195717419357,2.174669983681424,False,2,0.0032110356933401363,0.00020070312167774773,141.05070694597543
8x128,physics,500-2000 mm,272.90961941016434,237.8524111564957,12,215.9064080130051,272.90961941016434,1.2640181545409512,1.1047387210335664,False,2,12.785494020459254,0.6958437800790307,15985.931709538963
8x128,physics,full crossing,9768.139022413136,3531.850584894535,16,631.6157147278361,9768.139022413136,15.465319805448852,1.1736720529364346,True,6,9255.981777696734,32.62632016858902,456075.1746171858
8x128,data,0.05-0.2 mm,3.0930387140415405e-06,3.0795153094231864e-06,16,2.7480808739710483e-06,4.4544918864630745e-06,1.6209464316187383,1.4474290772330076,False,2,1.4210854715202004e-11,1.4210854715202004e-11,0.0001305794636863311
8x128,data,0.5-2 mm,0.00024374084972578203,0.00020386985966069915,16,0.00018351701669416798,0.0003628221492135708,1.9770490810572392,1.374318103976413,False,2,2.3447910280083306e-10,2.3447910280083306e-10,0.013896570703053612
8x128,data,5-20 mm,0.026068702293713386,0.027729279673316398,16,0.020415324144096303,0.030398785270335793,1.4890180070506744,1.4027005262507122,False,2,3.183231456205249e-09,3.04822833641083e-09,1.4150646893398289
8x128,data,50-200 mm,3.135297398218828,3.1295833170617016,16,2.515167605309898,3.624736813264917,1.4411512002669529,1.2817652984669432,False,2,0.0032110356933401363,0.00020070312167774773,141.05070694597543
8x128,data,500-2000 mm,502.5102915761579,542.2368483508819,16,444.9193059463994,951.4777644625951,2.138540071752297,1.437551184884736,False,2,12.785494020459254,0.6958437800790307,15985.931709538963
8x128,data,full crossing,5718.994282922296,5174.914950031934,16,4585.3576830839065,7109.692141087053,1.550520729782064,1.5740716897020124,False,2,9255.981777696734,32.62632016858902,456075.1746171858
8x256,physics,0.05-0.2 mm,1.7250343375962984e-05,3.709121543238325e-05,2,1.7250343375962984e-05,3.709121543238325e-05,2.150172586365265,2.551864046994276,False,2,1.4210854715202004e-11,1.4210854715202004e-11,0.0001305794636863311
8x256,physics,0.5-2 mm,0.0016419438146897392,0.0038991013866507274,2,0.0016419438146897392,0.0038991013866507274,2.374686241859926,2.574163406861426,False,2,2.3447910280083306e-10,2.3447910280083306e-10,0.013896570703053612
8x256,physics,5-20 mm,0.17039312433553278,0.3767463836119589,2,0.17039312433553278,0.3767463836119589,2.211042171338333,2.5130195283180377,False,2,3.183231456205249e-09,3.04822833641083e-09,1.4150646893398289
8x256,physics,50-200 mm,10.02151067381618,20.613423819568766,2,10.02151067381618,21.836941693550216,2.1790069785192108,1.9477586659153547,False,2,0.0032110356933401363,0.00020070312167774773,141.05070694597543
8x256,physics,500-2000 mm,282.3072855000692,240.58825641937176,16,225.0185152587676,282.3072855000692,1.2545958059292164,1.1397031580132504,False,2,12.785494020459254,0.6958437800790307,15985.931709538963
8x256,physics,full crossing,9676.251562203051,3533.381800101026,18,592.8953919292042,9676.251562203051,16.320335246185323,1.0812730769255747,True,6,9255.981777696734,32.62632016858902,456075.1746171858
8x256,data,0.05-0.2 mm,3.1056970328791067e-06,3.894257361025666e-06,14,2.7314399630995467e-06,4.390955155031406e-06,1.60756055939399,1.2954219702736203,False,2,1.4210854715202004e-11,1.4210854715202004e-11,0.0001305794636863311
8x256,data,0.5-2 mm,0.0002720638434539069,0.0003249258284654388,6,0.00023119601877397145,0.0003359450904127925,1.4530747207253119,1.325452081655008,False,2,2.3447910280083306e-10,2.3447910280083306e-10,0.013896570703053612
8x256,data,5-20 mm,0.027091744918550376,0.03103776658441859,14,0.02192435633396883,0.031174152047341863,1.421895884762725,1.231788995675723,False,2,3.183231456205249e-09,3.04822833641083e-09,1.4150646893398289
8x256,data,50-200 mm,3.173106120030411,3.4961486853291035,14,2.472773015853136,4.013580569948161,1.623109175090795,1.1617910963328497,False,2,0.0032110356933401363,0.00020070312167774773,141.05070694597543
8x256,data,500-2000 mm,497.6892960671222,743.1204743372888,6,425.9970168734455,958.7361355220727,2.25057006867936,1.2186832578225841,False,2,12.785494020459254,0.6958437800790307,15985.931709538963
8x256,data,full crossing,4977.945941388608,5782.396426437288,6,4585.006603217836,6886.320816382833,1.5019216791421621,1.3001143132852406,False,2,9255.981777696734,32.62632016858902,456075.1746171858
8x32,physics,0.05-0.2 mm,2.2955340739372332e-05,3.143663462878976e-05,18,1.5441433021123885e-05,3.226881517548463e-05,2.0897552145154457,1.5812333286481541,False,2,1.4210854715202004e-11,1.4210854715202004e-11,0.0001305794636863311
8x32,physics,0.5-2 mm,0.0023403622719797568,0.003360870103108482,18,0.0015793523679974442,0.0034927382177585287,2.2115002886830006,1.5707077050886704,False,2,2.3447910280083306e-10,2.3447910280083306e-10,0.013896570703053612
8x32,physics,5-20 mm,0.23000205277412533,0.3091635928171854,18,0.16560629643436187,0.31940528276663827,1.9287025290927553,1.5130388671369288,False,2,3.183231456205249e-09,3.04822833641083e-09,1.4150646893398289
8x32,physics,50-200 mm,7.899141191217041,16.454611221387694,18,7.431962869475228,16.454611221387694,2.214033023357873,1.7671490464394082,False,2,0.0032110356933401363,0.00020070312167774773,141.05070694597543
8x32,physics,500-2000 mm,247.1570662916136,240.2581589856112,12,214.56553681990442,268.09476531829546,1.2494772892783839,1.162227057667435,False,2,12.785494020459254,0.6958437800790307,15985.931709538963
8x32,physics,full crossing,9815.246067548542,3600.7181366702243,16,724.4931968061792,9815.246067548542,13.547740835687069,1.15397444140874,True,6,9255.981777696734,32.62632016858902,456075.1746171858
8x32,data,0.05-0.2 mm,3.269025938834602e-06,3.7292338106453826e-06,8,3.081630950418912e-06,3.855973318422912e-06,1.2512768012985904,1.4385332869495395,False,2,1.4210854715202004e-11,1.4210854715202004e-11,0.0001305794636863311
8x32,data,0.5-2 mm,0.0002960520433248348,0.00028972773691293696,8,0.0002771868210516004,0.0003597213833472779,1.2977578875595714,1.2351558747833984,False,2,2.3447910280083306e-10,2.3447910280083306e-10,0.013896570703053612
8x32,data,5-20 mm,0.03178098996770018,0.038249588747873986,2,0.03178098996770018,0.038249588747873986,1.2035367301883297,1.132925395427374,False,2,3.183231456205249e-09,3.04822833641083e-09,1.4150646893398289
8x32,data,50-200 mm,3.713411811329337,4.0074799677540796,8,3.4914001902563996,4.0074799677540796,1.1478145584507689,1.1846535733656571,False,2,0.0032110356933401363,0.00020070312167774773,141.05070694597543
8x32,data,500-2000 mm,942.0476940368801,982.0088353809666,2,942.0476940368801,1023.0980802764407,1.086036393648226,1.0322661913674573,False,2,12.785494020459254,0.6958437800790307,15985.931709538963
8x32,data,full crossing,7704.3399661120875,7889.357525453788,12,7639.932447222911,10130.51787745255,1.3259957398098408,1.3650988319561688,False,2,9255.981777696734,32.62632016858902,456075.1746171858
8x64,physics,0.05-0.2 mm,2.8176955879644083e-05,3.237236967379431e-05,8,1.4070280940359225e-05,3.713559237894515e-05,2.6392928852206023,2.309181652153777,False,8,1.4210854715202004e-11,1.4210854715202004e-11,0.0001305794636863311
