arch,mode,stratum,abs_dz_mm,straight_um,ratio_median_over_q,ratio_best_q,q_of_best,best_um
2x128,physics,0.05-0.2 mm,0.10055355399594301,0.0001305794636863311,0.09043966277485843,0.07807195194354138,6,1.019459361373265e-05
2x128,physics,0.5-2 mm,1.003832351083143,0.013896570703053612,0.08821192436579625,0.07864300572502714,6,0.0010928680893584897
2x128,physics,5-20 mm,10.136170737420233,1.4150646893398289,0.08823770318647242,0.07561010542951498,6,0.10699319035056831
2x128,physics,50-200 mm,99.77469039436093,141.05070694597543,0.09790009481825514,0.08081299226020593,6,11.398729688721687
2x128,physics,500-2000 mm,998.7157698222834,15985.931709538963,0.029921396236401117,0.028041475328631094,10,448.2691096382183
2x128,physics,full crossing,5175.042236328125,456075.1746171858,0.0020301290081312286,0.0018586858820304436,16,847.7004882055326
2x128,data,0.05-0.2 mm,0.10055355399594301,0.0001305794636863311,0.009427054820232372,0.007866825417591471,4,1.027245843943092e-06
2x128,data,0.5-2 mm,1.003832351083143,0.013896570703053612,0.009611289677679036,0.007371530584161699,4,0.00010243899595252515
2x128,data,5-20 mm,10.136170737420233,1.4150646893398289,0.010567365160253868,0.00888156547696547,4,0.012567989692513493
2x128,data,50-200 mm,99.77469039436093,141.05070694597543,0.01744922294403803,0.014599073928614089,4,2.0592096983875763
2x128,data,500-2000 mm,998.7157698222834,15985.931709538963,0.025136776817138544,0.023131412116431892,2,369.77717443848235
2x128,data,full crossing,5175.042236328125,456075.1746171858,0.009146370480174276,0.00727501040940533,4,3317.95164281138
2x256,physics,0.05-0.2 mm,0.10055355399594301,0.0001305794636863311,0.06784018702945924,0.053213981833119366,2,6.948653208382893e-06
2x256,physics,0.5-2 mm,1.003832351083143,0.013896570703053612,0.06730819374102724,0.04998390869078632,2,0.000694604921136488
2x256,physics,5-20 mm,10.136170737420233,1.4150646893398289,0.06732594005641615,0.053360585336425,2,0.07550868011207967
2x256,physics,50-200 mm,99.77469039436093,141.05070694597543,0.06645434317681403,0.05259634112915109,2,7.418751099038445
2x256,physics,500-2000 mm,998.7157698222834,15985.931709538963,0.029815982183335782,0.028556311688319666,14,456.4992485257875
2x256,physics,full crossing,5175.042236328125,456075.1746171858,0.002307708784341572,0.002076913335236992,8,947.2286120329727
2x256,data,0.05-0.2 mm,0.10055355399594301,0.0001305794636863311,0.004067871148928462,0.003298013596926109,8,4.306528467168391e-07
2x256,data,0.5-2 mm,1.003832351083143,0.013896570703053612,0.004117570497222318,0.0032174590892235003,8,4.471164771757685e-05
2x256,data,5-20 mm,10.136170737420233,1.4150646893398289,0.004529700935046213,0.0036276196532490355,8,0.005133316477667904
2x256,data,50-200 mm,99.77469039436093,141.05070694597543,0.009658858419262506,0.007365044045426915,4,1.0388446692957132
2x256,data,500-2000 mm,998.7157698222834,15985.931709538963,0.017486013927344536,0.016126991311854647,12,257.8049817916366
2x256,data,full crossing,5175.042236328125,456075.1746171858,0.0038385547684778184,0.0031962202894384156,8,1457.7167266206175
2x32,physics,0.05-0.2 mm,0.10055355399594301,0.0001305794636863311,0.07853287068783286,0.04406090444957994,12,5.753449272560829e-06
2x32,physics,0.5-2 mm,1.003832351083143,0.013896570703053612,0.07877489787156974,0.041721216888988506,12,0.0005797818403152633
2x32,physics,5-20 mm,10.136170737420233,1.4150646893398289,0.077205963670644,0.043045442364212504,12,0.06091208552660987
2x32,physics,50-200 mm,99.77469039436093,141.05070694597543,0.08609289612080645,0.062440357086733476,12,8.807256509042904
2x32,physics,500-2000 mm,998.7157698222834,15985.931709538963,0.04025076944489764,0.030833759091790307,12,492.906367189736
2x32,physics,full crossing,5175.042236328125,456075.1746171858,0.0034969736452798343,0.0030996051875022694,14,1413.6529771344324
2x32,data,0.05-0.2 mm,0.10055355399594301,0.0001305794636863311,0.027179534380651765,0.022852248498405715,12,2.9840343529485835e-06
2x32,data,0.5-2 mm,1.003832351083143,0.013896570703053612,0.02304001431110104,0.02134021378652897,18,0.0002965557897027793
2x32,data,5-20 mm,10.136170737420233,1.4150646893398289,0.024334568887023962,0.022911658255850603,6,0.03242147857207556
2x32,data,50-200 mm,99.77469039436093,141.05070694597543,0.026702485079068666,0.025169455488090235,2,3.550169490040389
2x32,data,500-2000 mm,998.7157698222834,15985.931709538963,0.06372317361945498,0.06066370199915345,6,969.7657974062893
2x32,data,full crossing,5175.042236328125,456075.1746171858,0.02116671290414692,0.018907864227950044,2,8623.407479400357
2x64,physics,0.05-0.2 mm,0.10055355399594301,0.0001305794636863311,0.10243417776256014,0.07206243235671896,20,9.409873769072874e-06
2x64,physics,0.5-2 mm,1.003832351083143,0.013896570703053612,0.10132067045825133,0.06668728677970306,16,0.000926724595728956
2x64,physics,5-20 mm,10.136170737420233,1.4150646893398289,0.10053993473384107,0.06632129822131681,20,0.09384892726416183
2x64,physics,50-200 mm,99.77469039436093,141.05070694597543,0.10224741600232293,0.06363443074042645,16,8.97568144204186
2x64,physics,500-2000 mm,998.7157698222834,15985.931709538963,0.030855485265022138,0.028933652379216437,10,462.5313910416935
2x64,physics,full crossing,5175.042236328125,456075.1746171858,0.0022952295119748308,0.0020817289841342746,12,949.4249099446961
2x64,data,0.05-0.2 mm,0.10055355399594301,0.0001305794636863311,0.02299072341511161,0.017758145479107704,4,2.3188491127257294e-06
2x64,data,0.5-2 mm,1.003832351083143,0.013896570703053612,0.021451462257259562,0.01712373357468365,4,0.0002379611743208443
2x64,data,5-20 mm,10.136170737420233,1.4150646893398289,0.022904128556907564,0.01919832686851417,14,0.02716687444603849
2x64,data,50-200 mm,99.77469039436093,141.05070694597543,0.02598893739107964,0.023216989100491702,14,3.274772725781361
2x64,data,500-2000 mm,998.7157698222834,15985.931709538963,0.059408620751165854,0.04059594367848267,4,648.9639833285139
2x64,data,full crossing,5175.042236328125,456075.1746171858,0.019218184951996828,0.014936664790850426,2,6812.242002685479
4x128,physics,0.05-0.2 mm,0.10055355399594301,0.0001305794636863311,0.1451180261196267,0.08802408030406544,12,1.1494137197587406e-05
4x128,physics,0.5-2 mm,1.003832351083143,0.013896570703053612,0.14512585636687006,0.08186704074605416,12,0.0011376711199773126
4x128,physics,5-20 mm,10.136170737420233,1.4150646893398289,0.14532072828073675,0.08584633523866528,12,0.12147811770546468
4x128,physics,50-200 mm,99.77469039436093,141.05070694597543,0.0988774002043942,0.0792385373228392,2,11.176651706751528
4x128,physics,500-2000 mm,998.7157698222834,15985.931709538963,0.019494607218877552,0.016718910998552057,20,267.26736948071306
4x128,physics,full crossing,5175.042236328125,456075.1746171858,0.0016955317407295507,0.0015735999902188492,18,717.6798903166634
4x128,data,0.05-0.2 mm,0.10055355399594301,0.0001305794636863311,0.009120551065211079,0.005588082025035525,4,7.296887538643659e-07
4x128,data,0.5-2 mm,1.003832351083143,0.013896570703053612,0.006471708320819976,0.004156573836143893,4,5.7762122196436394e-05
4x128,data,5-20 mm,10.136170737420233,1.4150646893398289,0.00751063757982868,0.004495479818772564,4,0.006361394753184868
