row,arm,direction,0.05-0.2 mm,0.5-2 mm,5-20 mm,50-200 mm,500-2000 mm,full crossing
q=2,physics,forward,1.67e-05 [1.56e-05-3.83e-05],0.00168 [0.00164-0.00421],0.17 [0.135-0.375],9.72 [6.23-16.8],280 [248-291],5.16e+03 [4.94e+03-5.21e+03]
q=2,physics,backward,1.79e-05 [1.56e-05-4.29e-05],0.00158 [0.0015-0.00412],0.209 [0.151-0.462],13.3 [10.5-22.8],301 [285-306],2.5e+04 [2.49e+04-2.5e+04]
q=2,twin,forward,3.08e-06 [2.33e-06-3.52e-06],0.000293 [0.00021-0.000317],0.0278 [0.0222-0.0325],3.46 [3.27-3.94],512 [509-810],4.92e+03 [3.9e+03-6.69e+03]
q=2,twin,backward,3.12e-06 [2.04e-06-3.48e-06],0.000225 [0.000222-0.000254],0.0266 [0.0231-0.0281],3.03 [2.94-3.23],477 [472-670],5.64e+03 [5.3e+03-5.94e+03]
q=4,physics,forward,3.71e-05 [3.04e-05-3.78e-05],0.00407 [0.00352-0.00409],0.415 [0.368-0.417],23.5 [19.3-27.3],240 [223-241],4.84e+03 [4.71e+03-5.1e+03]
q=4,physics,backward,3.71e-05 [3.16e-05-3.82e-05],0.00376 [0.00311-0.00389],0.347 [0.278-0.365],22.5 [12.6-26.9],261 [240-282],2.72e+03 [2.59e+03-2.74e+03]
q=4,twin,forward,3.89e-06 [1.09e-06-4.8e-06],0.000314 [4.88e-05-0.000342],0.0324 [0.00701-0.0338],3.83 [0.973-4.19],725 [151-873],4.76e+03 [938-7.58e+03]
q=4,twin,backward,3.94e-06 [8.25e-07-4.82e-06],0.00031 [5.68e-05-0.00035],0.0296 [0.00682-0.0334],3.2 [0.919-4.51],684 [129-764],7.06e+03 [1.18e+03-7.24e+03]
q=6,physics,forward,2.71e-05 [1.06e-05-4.43e-05],0.00297 [0.00118-0.00472],0.28 [0.1-0.447],14.9 [5.65-23.7],254 [231-270],699 [677-743]
q=6,physics,backward,2.75e-05 [1.12e-05-4.49e-05],0.00273 [0.00121-0.00443],0.25 [0.129-0.436],10.5 [9.97-17.9],272 [254-272],796 [720-862]
q=6,twin,forward,2.81e-06 [2.55e-06-3.07e-06] (2/3 seeds),0.000225 [0.000215-0.000235] (2/3 seeds),0.025 [0.0232-0.0268] (2/3 seeds),2.68 [2.67-2.69] (2/3 seeds),477 [448-507] (2/3 seeds),4.19e+03 [4.08e+03-4.31e+03] (2/3 seeds)
q=6,twin,backward,2.72e-06 [2.62e-06-2.81e-06] (2/3 seeds),0.00024 [0.000233-0.000247] (2/3 seeds),0.0259 [0.0255-0.0263] (2/3 seeds),2.66 [2.55-2.77] (2/3 seeds),389 [385-393] (2/3 seeds),5.09e+03 [4.82e+03-5.36e+03] (2/3 seeds)
q=8,physics,forward,3.07e-05 [2.58e-05-3.97e-05],0.00299 [0.00291-0.00449],0.301 [0.271-0.485],18.5 [7.75-35.1],227 [199-262],602 [486-676]
q=8,physics,backward,3.03e-05 [2.71e-05-4.28e-05],0.0031 [0.00272-0.00433],0.327 [0.238-0.385],17.6 [13.8-19.5],233 [230-282],658 [655-837]
q=8,twin,forward,3.99e-06 [3.91e-06-4.07e-06] (2/3 seeds),0.000357 [0.000305-0.000409] (2/3 seeds),0.032 [0.0308-0.0331] (2/3 seeds),4.72 [4.29-5.15] (2/3 seeds),998 [974-1.02e+03] (2/3 seeds),6.51e+03 [6.38e+03-6.65e+03] (2/3 seeds)
q=8,twin,backward,4.49e-06 [4.37e-06-4.62e-06] (2/3 seeds),0.000316 [0.000264-0.000369] (2/3 seeds),0.0303 [0.0294-0.0312] (2/3 seeds),3.48 [3.02-3.94] (2/3 seeds),756 [681-831] (2/3 seeds),6.4e+03 [6.39e+03-6.4e+03] (2/3 seeds)
q=10,physics,forward,2.03e-05 [1.52e-05-3.81e-05],0.00228 [0.0017-0.00414],0.203 [0.169-0.407],14.2 [11-18.6],215 [204-231],706 [627-715]
q=10,physics,backward,2.15e-05 [1.59e-05-3.9e-05],0.00205 [0.00158-0.00386],0.234 [0.154-0.365],13.5 [9.95-16.9],240 [237-281],774 [691-885]
q=10,twin,forward,2.97e-06 [2.49e-06-3.45e-06],0.000262 [0.000217-0.000323],0.0264 [0.0211-0.0272],3.1 [2.42-3.16],630 [539-711],5.75e+03 [4.21e+03-5.91e+03]
q=10,twin,backward,2.89e-06 [2.4e-06-3.7e-06],0.000255 [0.000186-0.000292],0.0248 [0.0214-0.0305],2.91 [2.77-3.16],491 [426-497],4.63e+03 [4.36e+03-4.85e+03]
q=12,physics,forward,2.5e-05 [1.69e-05-2.8e-05],0.00281 [0.00201-0.00317],0.297 [0.212-0.348],19.1 [16.9-26.6],239 [210-247],582 [579-708]
q=12,physics,backward,2.48e-05 [1.7e-05-2.78e-05],0.00255 [0.00183-0.00284],0.228 [0.181-0.241],13.6 [11.7-17.3],248 [225-253],707 [632-775]
q=12,twin,forward,4.7e-06 [4.46e-06-4.93e-06] (2/3 seeds),0.000273 [0.000271-0.000276] (2/3 seeds),0.0328 [0.0296-0.036] (2/3 seeds),4.54 [3.66-5.41] (2/3 seeds),1e+03 [921-1.08e+03] (2/3 seeds),5.6e+03 [5.24e+03-5.97e+03] (2/3 seeds)
q=12,twin,backward,4.15e-06 [3.92e-06-4.39e-06] (2/3 seeds),0.000287 [0.00027-0.000304] (2/3 seeds),0.0256 [0.0227-0.0285] (2/3 seeds),2.83 [2.59-3.08] (2/3 seeds),737 [671-802] (2/3 seeds),6.66e+03 [5.36e+03-7.95e+03] (2/3 seeds)
q=14,physics,forward,2.07e-05 [1.17e-05-4.28e-05],0.00232 [0.00116-0.00442],0.231 [0.119-0.493],21 [8.96-37.8],232 [227-272],559 [548-638]
q=14,physics,backward,1.96e-05 [1.09e-05-4.33e-05],0.00215 [0.00117-0.0043],0.195 [0.129-0.378],11.2 [10.1-18.8],265 [258-273],762 [642-762]
q=14,twin,forward,2.71e-06 [2.6e-06-3.05e-06],0.000251 [0.000245-0.000265],0.0233 [0.02-0.0245],2.49 [2.26-2.71],467 [434-542],4.74e+03 [4.11e+03-5.2e+03]
q=14,twin,backward,2.64e-06 [2.59e-06-2.86e-06],0.000222 [0.000209-0.000297],0.0207 [0.0204-0.0217],2.29 [2.19-2.47],424 [413-451],4.92e+03 [4.28e+03-6.39e+03]
q=16,physics,forward,3.66e-05 [1.18e-05-5.24e-05],0.00403 [0.00124-0.0055],0.428 [0.131-0.572],27.6 [8.8-48.7],207 [205-310],598 [557-717]
q=16,physics,backward,3.49e-05 [1.23e-05-5.24e-05],0.0035 [0.00128-0.00542],0.311 [0.123-0.486],12.6 [9.34-31.6],242 [236-288],750 [653-797]
q=16,twin,forward,3.44e-06 [2.52e-06-4.63e-06],0.000276 [0.00022-0.00031],0.0302 [0.0156-0.035],2.9 [2.05-4.14],617 [452-1.18e+03],6.28e+03 [4.28e+03-8.23e+03]
q=16,twin,backward,3.75e-06 [2.63e-06-5.66e-06],0.00028 [0.000225-0.0005],0.0257 [0.0229-0.0422],2.77 [2.41-3.89],546 [360-832],5.8e+03 [3.76e+03-7.96e+03]
q=18,physics,forward,2.8e-05 [2.18e-05-4.48e-05],0.00282 [0.00245-0.00478],0.271 [0.263-0.493],21.7 [15.2-35.7],232 [191-276],582 [492-637]
q=18,physics,backward,2.83e-05 [2.28e-05-4.44e-05],0.003 [0.00238-0.00461],0.36 [0.206-0.414],21.6 [14.3-31],250 [228-267],678 [598-683]
q=18,twin,forward,3.27e-06 [2.56e-06-3.99e-06] (2/3 seeds),0.000274 [0.000172-0.000376] (2/3 seeds),0.0259 [0.0185-0.0333] (2/3 seeds),2.79 [2.28-3.3] (2/3 seeds),545 [445-645] (2/3 seeds),4.61e+03 [4.13e+03-5.1e+03] (2/3 seeds)
q=18,twin,backward,3.56e-06 [3e-06-4.12e-06] (2/3 seeds),0.000251 [0.00017-0.000331] (2/3 seeds),0.0228 [0.0185-0.0271] (2/3 seeds),2.48 [2.42-2.54] (2/3 seeds),470 [327-612] (2/3 seeds),5.06e+03 [4.09e+03-6.04e+03] (2/3 seeds)
q=20,physics,forward,3.04e-05 [7.98e-06-3.04e-05],0.00337 [0.00083-0.00341],0.34 [0.099-0.4],28.3 [8.28-42.5],249 [195-260],665 [611-692]
q=20,physics,backward,2.98e-05 [7.6e-06-3.07e-05],0.00298 [0.000792-0.00311],0.249 [0.0806-0.289],10.5 [6.2-11.6],265 [261-270],666 [631-691]
q=20,twin,forward,3.98e-06 [3.8e-06-4.15e-06] (2/3 seeds),0.000254 [0.000254-0.000255] (2/3 seeds),0.0259 [0.0256-0.0261] (2/3 seeds),3.55 [3.35-3.76] (2/3 seeds),1.17e+03 [1.12e+03-1.21e+03] (2/3 seeds),5.96e+03 [5.76e+03-6.16e+03] (2/3 seeds)
q=20,twin,backward,3.54e-06 [3.46e-06-3.61e-06] (2/3 seeds),0.000262 [0.000259-0.000266] (2/3 seeds),0.0335 [0.0317-0.0352] (2/3 seeds),3.45 [3.32-3.58] (2/3 seeds),809 [764-855] (2/3 seeds),7.85e+03 [7.54e+03-8.16e+03] (2/3 seeds)
