arch,mode,q,stratum,forward_um,backward_um,backward_over_forward
4x64,data,20,5-20 mm,0.022403231497492015,0.020331127231543178,0.907508688370211
4x64,data,20,50-200 mm,2.64826368610116,2.398047580271623,0.9055169214671702
4x64,data,20,500-2000 mm,430.14247897630753,527.1779726979844,1.225589190708648
4x64,data,20,full crossing,5410.182170616849,5762.871984220454,1.0651900070055111
8x128,physics,2,0.05-0.2 mm,2.096760454151081e-05,2.2040921976440586e-05,1.051189320783157
8x128,physics,2,0.5-2 mm,0.002306994407064167,0.002224257571015187,0.9641365250840512
8x128,physics,2,5-20 mm,0.2364723932828383,0.21188712722164382,0.8960332505630426
8x128,physics,2,50-200 mm,8.776512422066673,16.451187286975255,1.8744561046381298
8x128,physics,2,500-2000 mm,221.25556359440424,294.0175224930499,1.3288593412820553
8x128,physics,2,full crossing,5156.559733952918,25030.998365946558,4.854205062559856
8x128,physics,4,0.05-0.2 mm,4.160517619311577e-05,4.1375017190148355e-05,0.994468019991092
8x128,physics,4,0.5-2 mm,0.0042940871338714715,0.004141702760307453,0.9645129759100554
8x128,physics,4,5-20 mm,0.4405657892760928,0.4233866841332201,0.9610067200835085
8x128,physics,4,50-200 mm,19.83215122471904,27.127525401944297,1.3678559171196825
8x128,physics,4,500-2000 mm,227.17867347828502,255.53585467794449,1.124823253721349
8x128,physics,4,full crossing,4707.907322346316,2671.91940788382,0.5675386588859602
8x128,physics,6,0.05-0.2 mm,1.6565337546126102e-05,1.7239017324754968e-05,1.040668038109879
8x128,physics,6,0.5-2 mm,0.0017378539496348822,0.0016634688577710222,0.9571971557912056
8x128,physics,6,5-20 mm,0.15519564264998564,0.19362679772250146,1.2476303742572852
8x128,physics,6,50-200 mm,9.265410235229865,19.738680943650166,2.130362330703695
8x128,physics,6,500-2000 mm,240.8178880386913,249.0360441934314,1.0341260203786011
8x128,physics,6,full crossing,689.900727531068,780.2193699563418,1.1309154184378019
8x128,physics,8,0.05-0.2 mm,3.134722703634907e-05,3.130287495878292e-05,0.9985851355363996
8x128,physics,8,0.5-2 mm,0.003327654413354253,0.003111346131845494,0.9349967711067924
8x128,physics,8,5-20 mm,0.34993088362966773,0.3098215199983656,0.8853791834111163
8x128,physics,8,50-200 mm,21.764455968398266,18.297562206100793,0.8407084575267416
8x128,physics,8,500-2000 mm,260.47040715877756,250.97112124609566,0.9635302681164416
8x128,physics,8,full crossing,726.3603331787181,731.7522270643764,1.0074231667663653
8x128,physics,10,0.05-0.2 mm,3.494676548143616e-05,3.4000144921719766e-05,0.9729124985767498
8x128,physics,10,0.5-2 mm,0.0037555657357302152,0.003267938666340342,0.8701588246078027
8x128,physics,10,5-20 mm,0.4417351464240937,0.2678216134768263,0.6062945537498631
8x128,physics,10,50-200 mm,28.435968780449628,9.1511190526532,0.32181492121150457
8x128,physics,10,500-2000 mm,232.0136533378978,211.22922582559056,0.910417222377696
8x128,physics,10,full crossing,651.3872081332579,667.5199617727685,1.024766764588061
8x128,physics,12,0.05-0.2 mm,1.243637370862416e-05,1.2794316717190668e-05,1.0287819437524854
8x128,physics,12,0.5-2 mm,0.0013965848779662338,0.0012567551266329247,0.8998773697614891
8x128,physics,12,5-20 mm,0.15294206541227595,0.1408677677545711,0.9210531280249358
8x128,physics,12,50-200 mm,11.747589170816752,10.4560493465371,0.8900591597561069
8x128,physics,12,500-2000 mm,212.2627246767408,224.087538533297,1.0557083862678407
8x128,physics,12,full crossing,627.6769100760475,725.2751052550366,1.1554911350286317
8x128,physics,14,0.05-0.2 mm,1.5231961469908128e-05,1.5813938603059796e-05,1.0382076290241022
8x128,physics,14,0.5-2 mm,0.0017510260406083944,0.001581331815714293,0.9030886914536457
8x128,physics,14,5-20 mm,0.19595060264698816,0.12525124231643758,0.6391980459589709
8x128,physics,14,50-200 mm,12.002094636457628,9.845355587401627,0.8203031125496479
8x128,physics,14,500-2000 mm,226.31824762031982,207.21840787255985,0.9156062759031142
8x128,physics,14,full crossing,580.3429403208611,710.7708611989096,1.2247428405107113
8x128,physics,16,0.05-0.2 mm,3.6295773497840855e-05,3.843331342068268e-05,1.0588922542997736
8x128,physics,16,0.5-2 mm,0.004227330904882365,0.004008736716798467,0.9482902585573719
8x128,physics,16,5-20 mm,0.4593084745962983,0.3226379439666971,0.7024428283198442
8x128,physics,16,50-200 mm,23.744312062419226,16.283514527984266,0.6857859046485761
8x128,physics,16,500-2000 mm,224.75149431917885,208.5088727726898,0.9277307517100544
8x128,physics,16,full crossing,584.8332107314036,675.2638780713909,1.1546264228512142
8x128,physics,18,0.05-0.2 mm,3.843979357043281e-05,3.8661298162878666e-05,1.0057623772625104
8x128,physics,18,0.5-2 mm,0.004184767433912384,0.003972520360662202,0.9492810349434998
8x128,physics,18,5-20 mm,0.4497955418116817,0.34461888022008225,0.7661678433539604
8x128,physics,18,50-200 mm,20.178461117581037,19.195851390293228,0.9513040304926086
8x128,physics,18,500-2000 mm,224.96220757120966,227.47365317784585,1.011163855626022
8x128,physics,18,full crossing,657.4398596987976,699.5552228114406,1.0640596436181067
8x128,physics,20,0.05-0.2 mm,3.949291738081229e-05,4.058239255755325e-05,1.0275865965088282
8x128,physics,20,0.5-2 mm,0.004487416561005375,0.004061227919294197,0.905025834816705
8x128,physics,20,5-20 mm,0.49500741016572647,0.31052150533561473,0.6273067815927309
8x128,physics,20,50-200 mm,26.22298980342208,11.99103422114911,0.45727181801307376
8x128,physics,20,500-2000 mm,230.5352078227756,231.09350593201006,1.0024217476996558
8x128,physics,20,full crossing,606.2283288392862,692.227225306418,1.1418589207663545
8x128,data,2,0.05-0.2 mm,3.2919871273406898e-06,2.9751845431746915e-06,0.9037655458811239
8x128,data,2,0.5-2 mm,0.00021973016828269465,0.00022339451177799674,1.0166765607287376
8x128,data,2,5-20 mm,0.026147470528314898,0.026002976930561417,0.9944738976721664
8x128,data,2,50-200 mm,3.473412145758914,2.7743629190695174,0.7987427931514128
8x128,data,2,500-2000 mm,565.5894827638051,507.71621669659476,0.8976761983189516
8x128,data,2,full crossing,5831.520162495622,4790.827493029554,0.8215400718051021
8x128,data,4,0.05-0.2 mm,2.9397142498055473e-06,3.1919284992909525e-06,1.0857954984917626
8x128,data,4,0.5-2 mm,0.00020742566597675705,0.0001993492020346821,0.9610633336812815
8x128,data,4,5-20 mm,0.025952339200330243,0.029037824162969628,1.1188904375371342
8x128,data,4,50-200 mm,3.012500870067214,2.521091238421036,0.8368765179360051
8x128,data,4,500-2000 mm,783.9371805408142,409.3485574309143,0.5221701018805069
8x128,data,4,full crossing,4257.631259140453,4731.230896733166,1.1112354754949647
8x128,data,6,0.05-0.2 mm,3.884963462041924e-06,4.076838422406581e-06,1.0493891286853465
8x128,data,6,0.5-2 mm,0.00030221101354754865,0.00029287777891795486,0.9691168282716297
8x128,data,6,5-20 mm,0.028419840447213573,0.02870374348518112,1.0099896070315688
8x128,data,6,50-200 mm,3.2739556582939144,3.2745734098988954,1.0001886866132155
8x128,data,6,500-2000 mm,629.3861892495869,522.3802225083602,0.8299836117014115
8x128,data,6,full crossing,4884.835709261665,5294.587657277418,1.0838824419906
8x128,data,8,0.05-0.2 mm,3.369006407183406e-06,3.2910350000747712e-06,0.9768562603673345
8x128,data,8,0.5-2 mm,0.00023312784946938336,0.00028001375085295876,1.2011166897918515
8x128,data,8,5-20 mm,0.024997285521521917,0.02570200842910708,1.028191977364039
8x128,data,8,50-200 mm,3.1614313400609717,2.9435569096918357,0.9310836115248563
8x128,data,8,500-2000 mm,627.1098785854506,593.6586534864023,0.9466581116940733
8x128,data,8,full crossing,4625.9468352819795,5195.931835982762,1.1232147754819666
8x128,data,10,0.05-0.2 mm,4.447940682439366e-06,4.4288128719927045e-06,0.9956996255543202
8x128,data,10,0.5-2 mm,0.00029433461179451115,0.0003097588887612801,1.0524038843842713
8x128,data,10,5-20 mm,0.0326406016739611,0.027345081808460847,0.8377627986641946
8x128,data,10,50-200 mm,4.50415314767838,2.7733242050231866,0.61572600089157
8x128,data,10,500-2000 mm,1008.630415259745,692.5659116633227,0.686639923985409
8x128,data,10,full crossing,6067.028469242018,7719.527307415426,1.2723736746170011
8x128,data,12,0.05-0.2 mm,4.195896963210544e-06,2.9158115921745775e-06,0.6949197317618371
8x128,data,12,0.5-2 mm,0.00029988382976853245,0.00034875080245910794,1.1629530099315253
8x128,data,12,5-20 mm,0.024517199946672008,0.03127800017921345,1.2757574375233318
8x128,data,12,50-200 mm,4.2794718042244995,2.759769933533107,0.6448856447211051
8x128,data,12,500-2000 mm,1002.3528773798347,795.5358455616448,0.793668441039634
8x128,data,12,full crossing,6899.732175690417,7401.739694615088,1.0727575369799682
8x128,data,14,0.05-0.2 mm,4.803837327926885e-06,3.6627056942961644e-06,0.762454147438173
8x128,data,14,0.5-2 mm,0.00031852186488379175,0.0003884554189426126,1.2195565258426926
8x128,data,14,5-20 mm,0.029300295324219405,0.02599604403030753,0.8872280549615961
8x128,data,14,50-200 mm,4.142896590472844,2.96851480385385,0.7165312334081315
8x128,data,14,500-2000 mm,796.9999107476333,770.1223529690253,0.9662765862126694
8x128,data,14,full crossing,5747.420860203874,6827.562025424428,1.187934934902651
8x128,data,16,0.05-0.2 mm,3.203993514944159e-06,2.20757101487834e-06,0.6890060808742976
8x128,data,16,0.5-2 mm,0.00019787436755791532,0.0001984603130722462,1.0029611996822145
8x128,data,16,5-20 mm,0.01774126579334734,0.022082823356583958,1.2447152088136026
8x128,data,16,50-200 mm,2.532503151527976,2.474997514479327,0.9772929652569421
8x128,data,16,500-2000 mm,529.7998073445882,382.3906320413357,0.7217643848492837
8x128,data,16,full crossing,4611.190036125777,4487.271783091402,0.9731266219644922
8x128,data,18,0.05-0.2 mm,3.738875875569647e-06,4.727041869045934e-06,1.2642949448878753
8x128,data,18,0.5-2 mm,0.0002844814690483588,0.00030496786962430633,1.0720131284630883
8x128,data,18,5-20 mm,0.025621179290169493,0.02839514239383334,1.108268361586626
8x128,data,18,50-200 mm,3.8994363787878683,3.309575905163342,0.8487318637038814
8x128,data,18,500-2000 mm,1169.416796409564,815.7276993595701,0.697550866264348
8x128,data,18,full crossing,5931.838188825964,6439.7688545390965,1.0856278693963604
8x128,data,20,0.05-0.2 mm,3.4408174087730004e-06,3.1060949368111324e-06,0.9027200713678002
8x128,data,20,0.5-2 mm,0.0002614328451500114,0.00026700714528260505,1.021322110958916
8x128,data,20,5-20 mm,0.028834587581627602,0.031554408764122854,1.0943249552224643
8x128,data,20,50-200 mm,3.901154003874474,2.5762841073415643,0.6603902601083934
8x128,data,20,500-2000 mm,753.2922085119704,689.8382683378799,0.9157645075084004
8x128,data,20,full crossing,7472.534068319646,7131.303149475854,0.9543353144028522
8x256,physics,2,0.05-0.2 mm,1.6659214452374727e-05,1.7897687776269322e-05,1.0743416400236119
8x256,physics,2,0.5-2 mm,0.0016788728345318304,0.001577236588445885,0.9394616173450161
8x256,physics,2,5-20 mm,0.17018504551913338,0.20945666759786263,1.230758360459551
8x256,physics,2,50-200 mm,9.715802811570029,13.303298338323444,1.369243344716842
8x256,physics,2,500-2000 mm,279.655378481042,301.1800612557156,1.0769685993224434
8x256,physics,2,full crossing,5164.100095187337,24959.936529791394,4.8333564550874435
8x256,physics,4,0.05-0.2 mm,3.712221996465814e-05,3.707498308358481e-05,0.9987275308125887
8x256,physics,4,0.5-2 mm,0.00406646542217004,0.0037591350121601863,0.9244232083385454
8x256,physics,4,5-20 mm,0.4146239341835667,0.34720835988366616,0.8374054926842366
8x256,physics,4,50-200 mm,23.515623769357674,22.459133209427495,0.9550728243361823
8x256,physics,4,500-2000 mm,240.06945012911544,260.78138664054507,1.0862747696564066
8x256,physics,4,full crossing,4843.202049784822,2719.8422681838965,0.5615793518886407
8x256,physics,6,0.05-0.2 mm,2.7051102691189044e-05,2.752483396761818e-05,1.0175124571385195
8x256,physics,6,0.5-2 mm,0.0029717875627000012,0.0027305901539875777,0.9188376007290087
8x256,physics,6,5-20 mm,0.2799550799466033,0.25025935200062577,0.8939268115740515
8x256,physics,6,50-200 mm,14.861528592660989,10.526641414401183,0.7083148512461575
8x256,physics,6,500-2000 mm,253.58666784729067,271.93002998328313,1.072335672422017
8x256,physics,6,full crossing,699.356891313414,795.981554074686,1.1381621657860663
8x256,physics,8,0.05-0.2 mm,3.072292997785553e-05,3.034958240277774e-05,0.9878479176515101
8x256,physics,8,0.5-2 mm,0.002994530433397813,0.0031027539204586674,1.0361403864371672
8x256,physics,8,5-20 mm,0.30095002234986623,0.327391940079913,1.0878614911658222
8x256,physics,8,50-200 mm,18.460989383406456,17.575564477084527,0.9520380577696562
8x256,physics,8,500-2000 mm,226.6599381188712,233.03285875637414,1.0281166609785302
8x256,physics,8,full crossing,601.9845785665972,657.934672994898,1.0929427371071951
8x256,physics,10,0.05-0.2 mm,2.0284858237573644e-05,2.1505032421487158e-05,1.0601519699878101
8x256,physics,10,0.5-2 mm,0.0022784139588338803,0.002051894256283049,0.9005800935898554
8x256,physics,10,5-20 mm,0.2030429287138702,0.23376359751381415,1.1513013479195613
8x256,physics,10,50-200 mm,14.242667328772995,13.529136649466977,0.9499018924731504
8x256,physics,10,500-2000 mm,214.5003307978257,239.90969143736507,1.1184583750758343
8x256,physics,10,full crossing,706.1609876411694,773.8823173142748,1.0959006952498451
8x256,physics,12,0.05-0.2 mm,2.4987798497022595e-05,2.4832189637891133e-05,0.9937726062922269
8x256,physics,12,0.5-2 mm,0.0028077489560018876,0.002551982046128387,0.9089067741164076
8x256,physics,12,5-20 mm,0.297134706627844,0.22768250011040436,0.7662602012883425
8x256,physics,12,50-200 mm,19.06854071808084,13.638039815674574,0.7152115107970979
8x256,physics,12,500-2000 mm,238.92055618264862,247.95193139831895,1.037800745820992
8x256,physics,12,full crossing,582.3034965894749,707.3795339310607,1.2147952709783651
8x256,physics,14,0.05-0.2 mm,2.0702941583294887e-05,1.9613530355400144e-05,0.9473789160099942
8x256,physics,14,0.5-2 mm,0.002320940990507836,0.00215464967823209,0.9283517707016927
8x256,physics,14,5-20 mm,0.23077610041610797,0.19535849227736435,0.8465282666841029
8x256,physics,14,50-200 mm,20.965063154221752,11.16071484260317,0.5323482576944075
8x256,physics,14,500-2000 mm,231.9111416159103,264.60980163909653,1.140996503209585
8x256,physics,14,full crossing,559.3352873138429,761.9302988860142,1.3622067410499266
8x256,physics,16,0.05-0.2 mm,3.6576381035047234e-05,3.486044874989602e-05,0.9530863295768103
8x256,physics,16,0.5-2 mm,0.004025395368145723,0.0035016963693124126,0.8699012268515254
8x256,physics,16,5-20 mm,0.4283021138320464,0.3110556070735626,0.7262527945298429
8x256,physics,16,50-200 mm,27.55292821223665,12.576142705936988,0.45643579546480806
8x256,physics,16,500-2000 mm,207.06462356942268,242.00954280002662,1.168763348505487
8x256,physics,16,full crossing,598.1218054905639,749.9827135962676,1.2538962912096998
8x256,physics,18,0.05-0.2 mm,2.8038982691214187e-05,2.8343492886051536e-05,1.010860244046328
8x256,physics,18,0.5-2 mm,0.002822190367623989,0.0029953131839288716,1.0613434225738057
8x256,physics,18,5-20 mm,0.2714731521393787,0.35979724543722114,1.325351117050777
8x256,physics,18,50-200 mm,21.747530123722214,21.623650343912004,0.9943037310855323
8x256,physics,18,500-2000 mm,231.5950246410381,250.42989447519614,1.0813267463899592
8x256,physics,18,full crossing,581.9826095341796,677.5363789291333,1.1641866403386782
8x256,physics,20,0.05-0.2 mm,3.0392910410625973e-05,2.9788907340844162e-05,0.9801268433453271
8x256,physics,20,0.5-2 mm,0.003365454569248527,0.0029846912150688354,0.8868612407789203
8x256,physics,20,5-20 mm,0.3396818375733801,0.24949055652001562,0.7344830630401873
8x256,physics,20,50-200 mm,28.309809166046307,10.51100773707958,0.3712850085081491
8x256,physics,20,500-2000 mm,248.56519281227918,264.85629602174043,1.065540565133609
8x256,physics,20,full crossing,664.6695934043692,666.1192988875655,1.0021810919253447
8x256,data,2,0.05-0.2 mm,3.0809133022557944e-06,3.1224800522977603e-06,1.013491697416974
8x256,data,2,0.5-2 mm,0.0002927423281562369,0.00022455222392636642,0.767064419213482
8x256,data,2,5-20 mm,0.027789028024471918,0.02663750435871748,0.9585619308188695
8x256,data,2,50-200 mm,3.4632724219427757,3.029642958189527,0.8747919854626978
8x256,data,2,500-2000 mm,512.0542565898916,477.02011554634896,0.9315811936085482
8x256,data,2,full crossing,4918.58276506116,5637.4914817863555,1.1461617606258285
8x256,data,4,0.05-0.2 mm,3.892012045980664e-06,3.936946768590133e-06,1.0115453708977786
8x256,data,4,0.5-2 mm,0.0003140167841308994,0.0003095008764830709,0.9856188972180989
8x256,data,4,5-20 mm,0.03235176044213972,0.029638458769909448,0.9161312511236308
8x256,data,4,50-200 mm,3.833696281203558,3.201966405029566,0.8352165039073817
8x256,data,4,500-2000 mm,724.745366329671,684.4678109390969,0.9444252322790944
8x256,data,4,full crossing,4758.538706358948,7059.883938493868,1.4836243591041045
8x256,data,6,0.05-0.2 mm,2.8090312298445497e-06,2.7157582849213213e-06,0.9667953335896554
8x256,data,6,0.5-2 mm,0.00022546803357670342,0.00023998649822942753,1.0643925634264468
8x256,data,6,5-20 mm,0.02501307875846237,0.025903608872113182,1.0356025790447538
8x256,data,6,50-200 mm,2.6805210274485347,2.6586244798707526,0.9918312345422545
8x256,data,6,500-2000 mm,477.4927082691818,389.376672053114,0.8154609804713642
8x256,data,6,full crossing,4193.975539512156,5088.848000062782,1.2133709298301532
8x256,data,8,0.05-0.2 mm,3.988866126292123e-06,4.49200143748385e-06,1.1261349203663096
8x256,data,8,0.5-2 mm,0.0003566434836344001,0.0003163300048569795,0.8869642075985705
8x256,data,8,5-20 mm,0.03197392037623814,0.03032129125202232,0.9483132157467936
8x256,data,8,50-200 mm,4.720543498226704,3.480035371077772,0.737210741175262
8x256,data,8,500-2000 mm,997.9510394561385,755.6011439981844,0.7571525196366051
8x256,data,8,full crossing,6514.452952864474,6397.603105849413,0.9820629839741676
8x256,data,10,0.05-0.2 mm,2.9699833703489276e-06,2.8888322844977665e-06,0.9726762490789209
8x256,data,10,0.5-2 mm,0.00026215697879194977,0.0002551983442344863,0.9734562299675191
8x256,data,10,5-20 mm,0.02642249413931097,0.024819915653395697,0.9393479480980949
8x256,data,10,50-200 mm,3.0992732208261486,2.9094854266276116,0.9387637743832256
8x256,data,10,500-2000 mm,629.7130494251064,490.9950470065283,0.7797123585969513
8x256,data,10,full crossing,5746.109227387592,4630.680635748121,0.8058810670839633
8x256,data,12,0.05-0.2 mm,4.695223765338596e-06,4.154024679792201e-06,0.884734122888525
8x256,data,12,0.5-2 mm,0.0002733274762078963,0.00028710910981999405,1.0504216912375661
8x256,data,12,5-20 mm,0.03280065872246496,0.025582814508595675,0.7799481932682703
8x256,data,12,50-200 mm,4.53796225545311,2.8339134301518243,0.6244903043753637
8x256,data,12,500-2000 mm,1000.8172942075948,736.5085195566188,0.7359070669734533
8x256,data,12,full crossing,5601.705399804928,6657.221797302594,1.1884276880277251
8x256,data,14,0.05-0.2 mm,2.7102373678644653e-06,2.639296781126177e-06,0.9738249543824326
8x256,data,14,0.5-2 mm,0.00025055074992508253,0.0002222742487845153,0.887142620211585
8x256,data,14,5-20 mm,0.023280827921468017,0.020713386987836202,0.8897186585334325
8x256,data,14,50-200 mm,2.4879592990885158,2.290821693406997,0.920763331717789
8x256,data,14,500-2000 mm,467.30779468443194,424.44800422745567,0.9082835960698686
8x256,data,14,full crossing,4736.051183565635,4923.679035890274,1.0396169393134342
8x256,data,16,0.05-0.2 mm,3.4364546763754333e-06,3.7504293004531064e-06,1.0913658562809374
8x256,data,16,0.5-2 mm,0.0002761339388257511,0.0002796303419927426,1.0126619827387384
8x256,data,16,5-20 mm,0.030243669360885406,0.025698450116351523,0.8497133667777667
8x256,data,16,50-200 mm,2.9022210780027535,2.772263416716214,0.9552213088549499
8x256,data,16,500-2000 mm,617.0465265254137,546.4676692025563,0.885618256826942
8x256,data,16,full crossing,6279.156330459841,5800.317422389067,0.9237415214926322
8x256,data,18,0.05-0.2 mm,3.272305093560135e-06,3.5639011741750437e-06,1.089110297566314
8x256,data,18,0.5-2 mm,0.00027368802690830307,0.0002506340259778028,0.915765401976374
8x256,data,18,5-20 mm,0.025905968159101178,0.02279911692681935,0.8800719890798469
8x256,data,18,50-200 mm,2.7916543475114963,2.480472936804645,0.8885315400940519
8x256,data,18,500-2000 mm,544.7170165480646,469.588657791542,0.8620781865185343
8x256,data,18,full crossing,4614.431011256556,5064.65603018173,1.0975689132261126
8x256,data,20,0.05-0.2 mm,3.975046070081589e-06,3.537071968651162e-06,0.8898191131099424
8x256,data,20,0.5-2 mm,0.0002542765562552063,0.0002624340229573363,1.0320810806244471
8x256,data,20,5-20 mm,0.02585306384528252,0.03348341687203771,1.295143085261344
8x256,data,20,50-200 mm,3.553253226268538,3.449134345981264,0.9706975907268465
8x256,data,20,500-2000 mm,1167.1915542178795,809.3969572582225,0.693456831771362
8x256,data,20,full crossing,5960.843839006486,7851.93128287464,1.3172516333162902
8x32,physics,2,0.05-0.2 mm,2.139819343938143e-05,2.3684378902544267e-05,1.1068401157153445
8x32,physics,2,0.5-2 mm,0.002462064557562371,0.0023743031078993226,0.9643545294563929
8x32,physics,2,5-20 mm,0.23177202683655196,0.29416989292485596,1.2692208673323102
8x32,physics,2,50-200 mm,7.076112901614806,10.9433441820741,1.5465191601983586
8x32,physics,2,500-2000 mm,225.12534770697812,255.07695647689133,1.133044142185615
8x32,physics,2,full crossing,5215.987063288486,25617.823572003374,4.911404737237268
8x32,physics,4,0.05-0.2 mm,3.0299986519821687e-05,3.184830887903445e-05,1.0510997705626
8x32,physics,4,0.5-2 mm,0.0033931271872233992,0.0031947166405643657,0.9415257561207444
8x32,physics,4,5-20 mm,0.3091634881400296,0.282529304300283,0.913850810779819
8x32,physics,4,50-200 mm,19.641603226709492,12.487204973837152,0.6357528369607078
8x32,physics,4,500-2000 mm,243.01135534429983,223.12943334246427,0.9181852141285054
8x32,physics,4,full crossing,4986.256044818219,2638.547227711193,0.5291640068209503
8x32,physics,6,0.05-0.2 mm,2.531811560402275e-05,2.5252177238144213e-05,0.9973956053084748
8x32,physics,6,0.5-2 mm,0.0028656386614756,0.002142657482551158,0.7477067891901771
8x32,physics,6,5-20 mm,0.2957307990172353,0.2752951218347732,0.9308977040931368
8x32,physics,6,50-200 mm,8.601719953766462,10.486103800271707,1.2190705878165824
8x32,physics,6,500-2000 mm,215.04258042265258,221.20532176653995,1.0286582375070783
8x32,physics,6,full crossing,839.9206802047274,868.9155820518741,1.0345210000545282
8x32,physics,8,0.05-0.2 mm,1.9049707589147147e-05,1.903595148178283e-05,0.9992778835423095
8x32,physics,8,0.5-2 mm,0.0019124112498047907,0.002036618468537199,1.0649479649029918
8x32,physics,8,5-20 mm,0.16922145138664746,0.25943408375894705,1.533103998536074
8x32,physics,8,50-200 mm,7.892641625034003,11.418533337639758,1.4467315101983445
8x32,physics,8,500-2000 mm,215.83565104099733,225.96182948609567,1.0469161530834166
8x32,physics,8,full crossing,768.046783924575,766.9278666097625,0.9985431651583839
8x32,physics,10,0.05-0.2 mm,2.5296117200923618e-05,2.5904569156409707e-05,1.0240531758551417
8x32,physics,10,0.5-2 mm,0.002763899507929324,0.0025541645616300457,0.9241162908790382
8x32,physics,10,5-20 mm,0.2619482127563799,0.22724002548102362,0.8674998126151141
8x32,physics,10,50-200 mm,9.55632769136372,11.66601382432475,1.2207632681817309
8x32,physics,10,500-2000 mm,250.59041567664764,243.21834535308363,0.970581195998028
8x32,physics,10,full crossing,680.6732673479132,809.3345537192107,1.1890206249359498
8x32,physics,12,0.05-0.2 mm,3.0833177788736066e-05,3.128161552012898e-05,1.014543999793519
8x32,physics,12,0.5-2 mm,0.0031125279331689626,0.0032609634956770606,1.0476897125729474
8x32,physics,12,5-20 mm,0.30194165000096973,0.32978558974150474,1.092216293248863
8x32,physics,12,50-200 mm,8.342716501374525,23.016252310341656,2.758843873760969
8x32,physics,12,500-2000 mm,233.85012982073226,219.20364884715582,0.9373680870530013
8x32,physics,12,full crossing,866.2745397878098,804.2309639952023,0.9283788534200661
8x32,physics,14,0.05-0.2 mm,1.8654134237294784e-05,1.7518445361019985e-05,0.9391186499556629
8x32,physics,14,0.5-2 mm,0.0019442099699062965,0.0018453560137743352,0.9491546912822767
8x32,physics,14,5-20 mm,0.15569343885601938,0.17084495670616207,1.09731635425019
8x32,physics,14,50-200 mm,6.107467735340322,10.511754465113654,1.7211313953061622
8x32,physics,14,500-2000 mm,218.59593901852037,222.24916230641156,1.0167122193774225
8x32,physics,14,full crossing,822.9912391941241,788.2525299333594,0.957789697379062
8x32,physics,16,0.05-0.2 mm,3.2322333254342084e-05,3.213062882423401e-05,0.9940689792225219
8x32,physics,16,0.5-2 mm,0.0037098302669846817,0.003194278377804949,0.8610308687791345
8x32,physics,16,5-20 mm,0.3543353415125239,0.23946274377451005,0.6758082407256751
8x32,physics,16,50-200 mm,15.551553409938634,6.985129598632511,0.4491596057644298
8x32,physics,16,500-2000 mm,242.49982123939162,248.32418159357505,1.0240179985470328
8x32,physics,16,full crossing,746.0034280355785,702.1180743684994,0.9411727184918698
8x32,physics,18,0.05-0.2 mm,1.5410250853165053e-05,1.561974727337656e-05,1.0135946145333825
8x32,physics,18,0.5-2 mm,0.001546877342661901,0.0016006707710403134,1.0347754969930865
8x32,physics,18,5-20 mm,0.17412769642533021,0.14020891295274396,0.8052074186421494
8x32,physics,18,50-200 mm,9.526762697248614,6.50223794627891,0.6825233453287123
8x32,physics,18,500-2000 mm,227.63052765751368,223.96806784868772,0.9839105068792162
8x32,physics,18,full crossing,666.2081234110389,817.8717123210362,1.227651965775301
8x32,physics,20,0.05-0.2 mm,1.9109400284378353e-05,1.852119169143407e-05,0.9692188878671857
8x32,physics,20,0.5-2 mm,0.0023486646085757457,0.002019171917999607,0.8597106247639392
8x32,physics,20,5-20 mm,0.29734341328335745,0.17953641875578796,0.6038015665902654
8x32,physics,20,50-200 mm,18.359331684195013,11.806651744535657,0.6430872292971123
8x32,physics,20,500-2000 mm,224.79513886723535,255.60394912056861,1.1370528313404902
8x32,physics,20,full crossing,687.9136525033118,816.2542351137176,1.1865649593424634
8x32,data,2,0.05-0.2 mm,3.5571190437622136e-06,3.06899039514974e-06,0.8627741600415485
8x32,data,2,0.5-2 mm,0.0002668340073341824,0.00031881712558856634,1.1948144420335463
8x32,data,2,5-20 mm,0.028761232861995722,0.03108044758759476,1.0806368328064122
8x32,data,2,50-200 mm,3.9818987154331964,3.178127770070205,0.7981437995276712
8x32,data,2,500-2000 mm,1086.5163723845797,837.4754274999958,0.770789514806838
8x32,data,2,full crossing,5405.7475712213545,6920.923967341698,1.2802898907427174
8x32,data,4,0.05-0.2 mm,4.005414666607976e-06,3.573973117454443e-06,0.8922854223433242
8x32,data,4,0.5-2 mm,0.0003187353883049582,0.00026054571478084654,0.8174357926380074
8x32,data,4,5-20 mm,0.03561787225603297,0.040518822455481995,1.1375980621250867
8x32,data,4,50-200 mm,4.1185121868947405,3.6871769478388217,0.8952691604438021
8x32,data,4,500-2000 mm,1242.8967648768391,854.2058549794262,0.6872701571993157
8x32,data,4,full crossing,6334.786328242728,8759.170581175127,1.3827097122634797
8x32,data,6,0.05-0.2 mm,3.3292621992586646e-06,3.994344410784834e-06,1.1997686489439805
8x32,data,6,0.5-2 mm,0.0003069458642812606,0.00031858834859122,1.0379300901715072
8x32,data,6,5-20 mm,0.03325270658116608,0.0350716186687805,1.0546996703313356
8x32,data,6,50-200 mm,4.225604079126644,3.2270234416245103,0.7636833411736667
8x32,data,6,500-2000 mm,1251.182086990518,894.7027624834334,0.7150859749242988
8x32,data,6,full crossing,7040.147369894044,10883.580749877467,1.545930813383139
