mode,seed,outer,loss,wall_s
data,1,0,0.004358025479632673,17.4
data,1,1,0.001142268934503992,6.2
data,1,2,0.0005897477379545704,7.9
data,1,3,0.00036824555603542567,9.3
data,1,4,0.0002674540690505061,9.1
data,1,5,0.000210874200616385,8.7
data,1,6,0.00017396535953358492,11.8
data,1,7,0.00014534774359868595,9.2
data,1,8,0.00012421476134344002,10.8
data,1,9,0.00010992338027247305,10.7
data,1,10,9.932951204659855e-05,8.9
data,1,11,9.097133966660897e-05,6.8
data,1,12,8.400010534286149e-05,9.7
data,1,13,7.739767972231431e-05,8.4
data,1,14,7.1618812367139e-05,10.8
data,1,15,6.629509050908405e-05,9.1
data,1,16,6.188952330024692e-05,9.3
data,1,17,5.815044869305737e-05,9.5
data,1,18,5.477015619524819e-05,10.4
data,1,19,5.1662625964423065e-05,10.3
data,1,20,4.8804431091027705e-05,13.3
data,1,21,4.5975253058121075e-05,12.9
data,1,22,4.355526827092064e-05,9.2
data,1,23,4.090358667164904e-05,7.3
data,1,24,3.847059584111391e-05,10.3
data,1,25,3.6211931409400564e-05,10.0
data,1,26,3.410901953312373e-05,8.4
data,1,27,3.232885287654278e-05,9.0
data,1,28,3.083651928137673e-05,9.2
data,1,29,2.9490145772565758e-05,6.2
data,1,30,2.8195911348142687e-05,8.1
data,1,31,2.7113307387215043e-05,7.7
data,1,32,2.595315693234488e-05,12.7
data,1,33,2.4901925812413238e-05,10.7
data,1,34,2.391471733336387e-05,9.8
data,1,35,2.3044691129760008e-05,9.0
data,1,36,2.227948181358917e-05,6.5
data,1,37,2.151028379526093e-05,8.2
data,1,38,2.080310405914588e-05,7.0
data,1,39,2.0086814058872128e-05,6.0
data,1,40,1.9443911764207418e-05,8.7
data,1,41,1.880387821617035e-05,8.2
data,1,42,1.811361468840209e-05,9.1
data,1,43,1.7468704478732375e-05,9.2
data,1,44,1.6922821902676616e-05,8.7
data,1,45,1.6424987464582224e-05,9.0
data,1,46,1.5858456015607473e-05,6.6
data,1,47,1.5380824742427505e-05,9.2
data,1,48,1.4965243535930485e-05,7.7
data,1,49,1.4548352918390489e-05,8.3
data,1,50,1.4146446089015892e-05,5.9
data,1,51,1.3788703407682486e-05,8.4
data,1,52,1.341749430931745e-05,10.5
data,1,53,1.307911521512577e-05,10.2
data,1,54,1.2771458445337203e-05,7.5
data,1,55,1.2443286720216404e-05,8.7
data,1,56,1.2156079653592633e-05,8.2
data,1,57,1.189140767045846e-05,10.3
data,1,58,1.1632994799767344e-05,15.0
data,1,59,1.1364855085602566e-05,6.9
data,1,60,1.1105313109725032e-05,8.3
data,1,61,1.0870914620536823e-05,12.1
data,1,62,1.0622729115674562e-05,8.7
data,1,63,1.0400358968116391e-05,9.2
data,1,64,1.0203534528653633e-05,12.0
data,1,65,9.994204205354267e-06,11.6
data,1,66,9.784373724447243e-06,12.3
data,1,67,9.574415157528818e-06,10.0
data,1,68,9.397269969000732e-06,15.5
data,1,69,9.22387995882594e-06,12.0
data,1,70,9.049857847152283e-06,9.2
data,1,71,8.872971690491838e-06,10.4
data,1,72,8.705356528801792e-06,10.5
data,1,73,8.527139338694915e-06,10.0
data,1,74,8.37489388717451e-06,8.0
data,1,75,8.231981161069296e-06,10.0
data,1,76,8.099227034869176e-06,8.6
data,1,77,7.956387990625391e-06,8.6
data,1,78,7.821113781448781e-06,8.7
data,1,79,7.6889595501521e-06,9.2
data,1,80,7.560369946874771e-06,11.6
data,1,81,7.440391771925321e-06,10.3
data,1,82,7.323980082024386e-06,9.4
data,1,83,7.206064080802818e-06,10.5
data,1,84,7.097330623073503e-06,9.7
data,1,85,6.979491207725833e-06,7.9
data,1,86,6.870736668990739e-06,9.2
data,1,87,6.7634971561099686e-06,11.3
data,1,88,6.656490024828043e-06,9.5
data,1,89,6.552748483084364e-06,8.7
data,1,90,6.441648834877773e-06,9.2
data,1,91,6.333701852806998e-06,10.5
data,1,92,6.230664087243364e-06,11.7
data,1,93,6.133859086717582e-06,9.0
data,1,94,6.044771683319667e-06,9.5
data,1,95,5.941633690065877e-06,11.6
data,1,96,5.85468615679224e-06,8.4
data,1,97,5.77242259741881e-06,8.7
data,1,98,5.683181896870899e-06,8.2
data,1,99,5.5926468970687255e-06,9.0
data,1,100,5.518560900887719e-06,7.2
data,1,101,5.444475244360221e-06,6.5
data,1,102,5.352942485244425e-06,7.9
data,1,103,5.262326362365755e-06,11.7
data,1,104,5.1828897831452635e-06,13.5
data,1,105,5.1338280122300485e-06,7.4
data,1,106,5.1328151810557976e-06,9.8
data,1,107,5.132604454248522e-06,9.2
data,1,108,5.132440366364333e-06,9.3
