round,source,n_states,per_plane,restarts,loss_first,loss_last,train_end_moved_med_um,val_z1_pos_med_um,val_z1_x_med_um,val_z1_y_med_um,wall_s
1,rk6,32000,125,25,4.60312305014646e-06,2.2084715002814238e-10,nan,395.6800289259945,312.98281358530744,185.48914862162746,2910.7
2,own,32000,125,25,3.2272752011475205e-09,1.0479062997940312e-10,nan,234.07244305309405,169.28803948451332,126.57780967703047,2925.9
3,own,32000,125,25,1.2654038526009528e-09,7.774485979806053e-11,374.71888148013477,225.66541784806304,183.0166252473191,107.33479882014763,2955.3
4,own,32000,125,25,3.5292885784005878e-09,5.8999497629902e-11,265.0737460505752,211.42344595284612,163.28967932000182,114.48110516752763,2897.5
5,own,32000,125,25,1.147043894970069e-09,5.177606129818969e-11,270.5158573212145,203.5700904455382,152.127914906373,109.98737784936452,2968.8
6,own,32000,125,25,2.0641837939682633e-09,5.051884714128003e-11,215.24132131168017,168.05348337629766,134.97838536373052,88.35406557776082,3054.0
7,own,32000,125,25,1.1053632964080702e-09,5.645137812406413e-11,191.440376099564,184.83936025134716,149.34275403629726,86.57333414373625,2898.7
8,own,32000,125,25,2.0436639868807554e-09,4.0742185124481817e-11,202.0082882179679,160.51466157406935,124.84765724116187,82.26752231490764,2971.9
9,own,32000,125,25,8.275443162512342e-10,4.580663962279703e-11,181.97381856811035,176.81549581152467,137.47875587273484,82.26905169659204,2825.9
10,own,32000,125,25,1.0759757906279845e-09,5.456716011117954e-11,183.92717229647815,182.7138210729231,146.54390964278718,82.92230524509137,2653.8
11,own,32000,125,25,2.0989357438226326e-09,4.857816960845947e-11,188.39636453049025,173.34288668183717,125.47890302738551,87.63093246818698,2131.3
12,own,32000,125,25,9.815097958592842e-10,5.846310070147667e-11,194.14953427337878,177.9912777201389,137.2726860935245,85.803829932388,2069.9
13,own,32000,125,25,1.225110934909472e-09,4.302752562537166e-11,172.03610390782842,153.1773995720016,113.99574058600592,84.72223304485738,2065.6
14,own,32000,125,25,3.042201189424436e-09,4.529234629395872e-11,177.99227122810635,180.12137610617174,139.97241350568856,81.8305713848062,1920.1
15,own,32000,125,25,2.284668068184135e-09,3.735574371466815e-11,178.290066888934,148.58410001252764,108.58755859044322,83.2055947137178,1828.3
16,own,32000,125,25,9.839429336408128e-10,3.818220232107231e-11,181.8243999518927,161.0227126020618,112.35353526910785,82.07648402344603,1738.7
17,own,32000,125,25,7.048750081577257e-10,3.220037271957545e-11,166.81186152777627,144.88259816403115,111.72733020708847,75.24086932843943,2060.3
18,own,32000,125,25,6.325720158562443e-10,3.3355080999004326e-11,167.6934353552042,152.4277193823309,124.69428952713457,72.7652867843851,2077.6
19,own,32000,125,25,1.2865730190254941e-08,3.88745558219291e-11,183.55405285063853,159.6215064636226,118.50401228976182,82.09268288112526,2068.1
20,own,32000,125,25,1.6400788877145126e-09,4.398420784189417e-11,169.39214132293046,162.5626429361091,134.03320383395112,72.19313336696587,2050.4
21,own,32000,125,25,2.9085964850900564e-09,4.087059302796997e-11,169.2341198578049,173.47559568862005,142.7090948602654,80.69200717756075,2063.6
22,own,32000,125,25,1.1887166264315522e-09,3.390224736282837e-11,177.4254096310699,138.64524554537638,102.7671939897914,67.75484078804084,1899.2
23,own,32000,125,25,2.0491311994966113e-09,3.46939254069708e-11,177.75892122227788,140.54782764696938,112.01963226824319,74.76002062472276,2097.1
24,own,32000,125,25,1.4331707578661855e-08,3.7013759963033075e-11,155.24991450934067,154.17894567380586,116.76017780445136,82.27999316594037,2192.8
25,own,32000,125,25,8.562959284347751e-10,2.888617311221199e-11,160.93549033320187,149.21341252926368,117.30746622447441,80.40278159857905,2166.2
26,own,32000,125,25,4.343587338636726e-09,4.4247325385165675e-11,149.46704719227455,169.7516834876467,125.35105326605844,73.60084142396772,2212.2
27,own,32000,125,25,8.959645139115003e-10,3.367184042601397e-11,182.43509956164417,149.41814840142342,123.56400093855058,74.30250498335056,2266.6
28,own,32000,125,25,9.575767987212944e-09,3.28239212530914e-11,184.9245382737763,146.54311919935026,115.2379511174857,69.75288929572798,2256.0
