mode,seed,phase,outer,loss,wall_s
data,0,stall,0,2.7960721112849162e-05,5.9
data,0,stall,1,6.438661198456078e-06,6.4
data,0,stall,2,3.4696053882902725e-06,6.5
data,0,stall,3,2.3791836239753775e-06,6.6
data,0,stall,4,1.8030611529685136e-06,6.9
data,0,stall,5,1.431957852846628e-06,7.3
data,0,stall,6,1.1694999981966978e-06,7.2
data,0,stall,7,9.980124058941987e-07,7.5
data,0,stall,8,8.545802022969027e-07,7.1
data,0,stall,9,7.382148930785346e-07,6.6
data,0,stall,10,6.488366817324917e-07,6.6
data,0,stall,11,5.734441333560221e-07,6.7
data,0,stall,12,5.47847844855254e-07,7.0
data,0,stall,13,5.46637886891651e-07,6.7
data,0,stall,14,5.457697598696285e-07,6.7
data,0,confirm,15,5.456598146557367e-07,5.6
data,0,confirm,16,5.455654955410228e-07,5.6
