round,source,n_states,per_plane,restarts,loss_first,loss_last,train_end_moved_med_um,val_z1_pos_med_um,val_z1_x_med_um,val_z1_y_med_um,wall_s
1,rk6,32000,125,25,4.952256284571697e-06,2.3193090971753645e-10,nan,388.28551863471716,290.86439924063257,192.1827795565605,8973.7
2,own,32000,125,25,1.1264972194148473e-09,1.0805694236625048e-10,nan,263.05035941743427,197.6263802511653,138.77182199495763,9069.2
3,own,32000,125,25,1.153832071743493e-09,8.220653995094921e-11,392.89682379796886,240.38942624434867,181.84625724086345,114.67322837071947,6893.9
4,own,32000,125,25,2.1939097519140797e-09,6.025408941030624e-11,285.44777161289403,229.4907163093285,183.8720820222477,96.16311612177242,4387.0
5,own,32000,125,25,9.131412293670464e-10,5.666929377867088e-11,254.7162644280263,191.59667080441523,154.619402517568,86.6533045004303,4333.3
6,own,32000,125,25,4.156321648779484e-09,5.166543608613094e-11,217.94604736556877,185.87387182822113,149.0029407517568,87.69572861982056,3717.2
7,own,32000,125,25,2.552104302413152e-09,5.449395824242662e-11,198.89346131481034,200.66208532708174,157.2641845980911,83.14271435881437,3720.3
8,own,32000,125,25,1.4945730816205002e-09,4.1774092845882674e-11,235.1442360041176,193.21669139117148,155.63633040721925,81.47381390040209,3666.6
9,own,32000,125,25,6.694367146131018e-10,4.3753105693787257e-11,215.9988458324733,163.1565684308498,130.76808784484228,66.66315879854778,3715.0
10,own,32000,125,25,1.3754190967465735e-09,4.4926064947528874e-11,175.65745943761613,195.73797325210762,158.0511901259456,76.01403018077235,3646.7
11,own,32000,125,25,2.9316253912100222e-09,4.7454499350167074e-11,192.51880600202753,188.04030042815612,148.31049273567487,84.24231000174132,3647.1
12,own,32000,125,25,1.2087728944637464e-09,4.945619194930195e-11,223.80652001749013,205.61489019371493,173.74502582453033,77.86170742093645,3587.9
13,own,32000,125,25,1.2447163320684609e-09,3.604790443253421e-11,253.87158602859472,158.64404054582337,111.46089058775033,79.72515509118239,3580.2
14,own,32000,125,25,2.6014631632917287e-09,4.077422636526024e-11,197.19377315497866,159.9471494428144,124.43751966725358,83.44575306534807,3591.9
15,own,32000,125,25,1.17578734756667e-08,3.1345318148245686e-11,161.16907688007132,156.85525811377943,129.91034527635748,80.7130642205518,3643.9
16,own,32000,125,25,2.3015135149848153e-09,3.272136243081893e-11,165.54948544768422,147.10688190098153,106.97077601338378,79.90796262174626,3693.8
17,own,32000,125,25,1.0645140493533837e-09,3.597050487486659e-11,171.81461908660367,160.21950619074232,129.34386935181408,67.7710027575813,3691.7
18,own,32000,125,25,5.584498198541913e-10,3.544727743819882e-11,158.51946888682278,145.87941455323516,117.4730127633552,61.07589404155078,3668.1
19,own,32000,125,25,1.5611127319259794e-09,4.0342939478855525e-11,169.56288571259392,144.37356899424003,119.14857361330178,64.51070978074824,3647.2
20,own,32000,125,25,1.964229512596582e-09,3.849778621420602e-11,143.83324804998665,167.20819665380304,125.90757630931648,71.11713294455058,3633.2
21,own,32000,125,25,1.2357291567668587e-09,3.663480361456287e-11,172.04589879543164,158.72505533911863,126.19244210191027,71.94347889428343,3642.6
22,own,32000,125,25,9.963211045086392e-10,2.8334897975016203e-11,180.66335706589598,142.60829415320586,112.13213090400131,67.68874806743952,3621.3
23,own,32000,125,25,1.0186847549990443e-08,3.832495349186717e-11,136.86501771897497,149.0894004847405,121.10200535489923,69.03838661503414,3629.8
24,own,32000,125,25,1.4999741959188582e-09,4.185628067782891e-11,156.16560951357883,167.73747438330133,132.4016780022248,75.82029336793994,3659.3
26,own,32000,125,25,2.6844911891533015e-09,3.6492416163277136e-11,169.53390662655465,146.17557133567516,122.41970250011036,67.86094077480698,3033.5
27,own,32000,125,25,1.0998101378254188e-09,3.352114070453344e-11,189.64260450457004,162.57925585659905,130.56920500281421,63.391521442270005,3036.5
28,own,32000,125,25,2.886197226407902e-09,3.6129444969058816e-11,178.43459540330286,142.59305629843766,112.89767961579855,58.874846314353135,3064.9
29,own,32000,125,25,1.0704014557244253e-09,3.154473518607605e-11,185.23475920164856,129.21867684121935,103.69068471715082,62.03956787999232,3035.6
30,own,32000,125,25,1.4372522659609093e-09,3.6295674851556433e-11,147.06818705030855,141.13054118786295,118.60457945726921,62.88509210338589,3061.0
31,own,32000,125,25,1.5907582737158396e-09,3.6345806329117574e-11,164.5652482345099,132.58021606310422,107.05061385806403,61.26857066254843,3033.6
32,own,32000,125,25,8.041735671576463e-08,3.6778027906516765e-11,154.47259222651155,126.98071926160992,100.80751186185921,65.84508419274471,3054.4
33,own,32000,125,25,2.875267263231468e-09,3.182305690538492e-11,141.11806629932744,138.30831798945553,109.0498085450804,67.33403577379704,2974.0
34,own,32000,125,25,2.470074636481411e-09,3.2590677848369345e-11,140.58604434863042,134.44648591723762,111.1127240649239,66.88306628166174,2930.7
35,own,32000,125,25,2.94796848632161e-08,3.933641851248569e-11,154.23480402080259,161.84754408027402,137.30052501063028,75.17437052976561,2957.8
36,own,32000,125,25,1.4674462142681525e-09,2.890290945062107e-11,186.41318648451488,135.06561018209595,108.67431086503387,60.30130492678154,2940.8
37,own,32000,125,25,1.2828046317750062e-09,4.2780961269096884e-11,153.74086387905095,136.35488978638932,114.62594040108343,55.69199944123682,2989.9
38,own,32000,125,25,1.8077546425946735e-09,3.635035240652346e-11,127.1501943340354,131.7275988583333,112.19677239353132,46.45180555451134,2981.0
