N,q,plane,z_mm,step_med_um,step_p95_um,straight_line_med_um
128,8,92,6369.74375,0.18187210839797108,1.5376415882334866,28.272197334643124
128,8,93,6410.1953125,0.18763040564651817,1.603286920537909,27.81129870365531
128,8,94,6450.646875,0.19575513461460708,1.6825128862341798,27.351065000692806
128,8,95,6491.0984375,0.19768514098949433,1.7459653839892042,26.887607331746167
128,8,96,6531.55,0.2022543647357352,1.8711458581773046,26.41150757435829
128,8,97,6572.0015625,0.2055434546946534,1.9914477099841335,25.93365530600692
128,8,98,6612.453125,0.20557459589396332,2.039254644204245,25.445907761924673
128,8,99,6652.9046875,0.21350166411932828,2.0947107138689907,24.95155947829447
128,8,100,6693.35625,0.21092625524983027,2.201557380233999,24.459139173160317
128,8,101,6733.8078125,0.21871905844780698,2.232469015300343,23.96247441242441
128,8,102,6774.259375,0.2246677006967332,2.4003446838618867,23.464657585651654
128,8,103,6814.7109375,0.22382479722508375,2.4598450945676724,22.96489116446916
128,8,104,6855.1625,0.22320607255498434,2.5260591035260584,22.459334597445103
128,8,105,6895.6140625,0.2210954242773636,2.6416598338888,21.955205527246996
128,8,106,6936.065625,0.2208709117998749,2.6786468998783786,21.456123781108552
128,8,107,6976.5171875,0.22317178056989645,2.7012933013497746,20.90732215076451
128,8,108,7016.96875,0.22258593262370718,2.655909707940716,20.31071414143711
128,8,109,7057.4203125,0.22216570481140996,2.679350735295876,19.725894727482537
128,8,110,7097.871875,0.21926284130540286,2.7396617388390494,19.168973636738894
128,8,111,7138.3234375,0.22157978210166587,2.7521475073459327,18.609006201308233
128,8,112,7178.775,0.2251282029059956,2.7822974105232956,17.9720762507665
128,8,113,7219.2265625,0.2266394775725759,2.8507070965482666,17.494815397910948
128,8,114,7259.678125,0.22621897914561878,2.898616832241195,16.88622597481696
128,8,115,7300.1296875,0.2258785452450871,2.9761902083899683,16.405411014738572
128,8,116,7340.58125,0.22588000948807516,2.943876060703445,15.852186355151705
128,8,117,7381.0328125,0.22673445631279554,2.9851406675266032,15.390727572458253
128,8,118,7421.484375,0.22799759062715644,2.9671094750633533,14.919365126709259
128,8,119,7461.9359375,0.23154874010014564,2.9680825736743413,14.469445253799037
128,8,120,7502.3875,0.23023200679587927,3.0148947756333278,14.00524353988898
128,8,121,7542.8390625,0.23004502401981122,2.9782232232432793,13.490465115239896
128,8,122,7583.290625,0.22756563731832435,2.995778090939222,13.051193379891902
128,8,123,7623.7421875,0.22706242792480652,3.0021364432775797,12.622409509018535
128,8,124,7664.19375,0.2216483825153682,2.969594713564236,12.196318313418654
128,8,125,7704.6453125,0.21597765128088603,2.9269661660530466,11.80296149732964
128,8,126,7745.096875,0.21533797166184077,2.857042800866836,11.40478458225888
128,8,127,7785.5484375,0.21665110132658563,2.8138865620833613,11.050857500730414
256,16,0,2648.2,0.03611887855423607,0.6490071150321651,1.775405969027508
256,16,1,2668.42578125,0.037279314702112674,0.6669411457837969,1.83857326070229
256,16,2,2688.6515624999997,0.03856070666698057,0.6860676845389546,1.9028482210326265
256,16,3,2708.87734375,0.039583984005845604,0.7047653216043764,1.972112349590365
256,16,4,2729.1031249999996,0.040936106099062626,0.7231178156976772,2.041738627272254
256,16,5,2749.32890625,0.042341445347975876,0.7415088358082527,2.111317988907542
256,16,6,2769.5546875,0.04328855655252855,0.7589130374757294,2.1808210925752625
256,16,7,2789.7804687499997,0.0445396866976902,0.7776366197203822,2.2506391763121973
256,16,8,2810.00625,0.045792223376390134,0.7934349001664707,2.3261978289563734
256,16,9,2830.2320312499996,0.04692904016815193,0.8082626530934196,2.4033935991995903
256,16,10,2850.4578125,0.04799971878235254,0.8263877351359971,2.4805979081073355
256,16,11,2870.68359375,0.04917293455922381,0.8472137590060228,2.5578110659666775
256,16,12,2890.9093749999997,0.05040338672472446,0.8674430704400963,2.637567824064398
256,16,13,2911.13515625,0.05133893480396301,0.8875187800335058,2.7270678387636957
256,16,14,2931.3609374999996,0.0524667994041571,0.9080001430946468,2.8116203473728456
256,16,15,2951.58671875,0.053541506003237566,0.9284931850748142,2.903217843481231
256,16,16,2971.8125,0.054963629992473784,0.9489850664110091,2.987881576120567
