N,q,restarts,rounds,loss_first,loss_final,loss_end_first,loss_end_last,loss_end_last8_ratio,val_first,val_final,val_last8_mean,val_last8_std,val_best,val_best_round,test_final
64,2,1000,40,5.4113796501607666e-09,2.0647493424824884e-11,1.4619752244789858e-10,2.0647493424824884e-11,0.9766065599742705,353.72926686466144,85.0987744190661,88.08115145357398,6.039419302657288,74.58580981207774,39,80.60804977050395
128,8,1000,40,1.174355771609578e-09,4.424375630994111e-12,3.246597224735568e-11,4.424375630994111e-12,1.0475394182190394,379.865034015495,101.90615765409206,104.07620451159794,7.335104891103916,91.15798305219869,19,95.54362855938336
256,16,1807,74,3.120692771081614e-10,8.945093367545119e-13,7.575017324976218e-12,8.945093367545119e-13,1.0549802205815781,353.9186849619682,87.55076662436068,88.38782259090294,9.410372005464748,73.12601958130927,67,84.35302863300365
