N,q,dz_mm,med_um,p95_um,p99_um,mean_um,max_um,frac_above_1mm,worst5pct_share,n,exact_med_um,block_d_med_um,restarts,rounds,final_loss,stopped_by_hand,us_per_track,val_rounds_mean_um,val_rounds_std_um,val_rounds_min_um,val_rounds_max_um,val_rounds_rel_spread,val_rounds_used
64,2,80.9,88.82612667434611,1399.0982892324078,4033.4006346858623,327.6743485807131,8532.751201572188,0.07162534435261708,0.45921313713412887,1452,0.14654447091345263,2304.3390874358956,1000,40,2.0647493424824884e-11,,657.2,88.08115145357398,6.039419302657288,74.58580981207774,95.54034960939362,0.06856653441730447,8
128,8,40.45,104.6246983049756,1611.3822263420113,4135.492733169787,387.60398618826457,11799.86114897864,0.09573002754820936,0.43046689233498797,1452,0.011479544699298082,3212.304211152011,1000,40,4.424375630994111e-12,,1321.5,104.07620451159794,7.335104891103916,92.35749729887743,115.44435873939562,0.07047821282036197,8
256,16,20.23,92.15880370314537,1229.5451839052853,3404.2991113067983,305.5979786181678,10000.034825116792,0.06542699724517906,0.44372087866916543,1452,0.0010500755572652948,nan,1807,60,8.945093367545119e-13,,3654.8,88.38782259090294,9.410372005464748,73.12601958130927,99.76776767859974,0.10646683818674907,8
