N,q,med_um,p95_um,p99_um,max_um,frac_above_1mm,worst5pct_share
64,2,88.82612667434611,1399.0982892324078,4033.4006346858623,8532.751201572188,0.07162534435261708,0.45921313713412887
128,8,104.6246983049756,1611.3822263420113,4135.492733169787,11799.86114897864,0.09573002754820936,0.43046689233498797
256,16,92.15880370314537,1229.5451839052853,3404.2991113067983,10000.034825116792,0.06542699724517906,0.44372087866916543
