component,unit,p_lo,p_hi,x0_lo,x0_hi,n,med,signed_median
ty,mrad,30.0,50.0,-400.0,-250.0,0,nan,nan
ty,mrad,30.0,50.0,-250.0,-150.0,2,0.014753320574815987,0.014753320574815987
ty,mrad,30.0,50.0,-150.0,-75.0,4,0.010120995678043667,-0.006151522783478212
ty,mrad,30.0,50.0,-75.0,0.0,20,0.010964856666633924,0.009045731804342878
ty,mrad,30.0,50.0,0.0,75.0,25,0.008549873894887067,-0.005350178199726996
ty,mrad,30.0,50.0,75.0,150.0,3,0.0036259004391036437,-0.0017035900573341908
ty,mrad,30.0,50.0,150.0,250.0,1,0.0010904280135653772,0.0010904280135653772
ty,mrad,30.0,50.0,250.0,400.0,0,nan,nan
ty,mrad,30.0,50.0,400.0,700.0,0,nan,nan
ty,mrad,50.0,100.0,-700.0,-400.0,0,nan,nan
ty,mrad,50.0,100.0,-400.0,-250.0,0,nan,nan
ty,mrad,50.0,100.0,-250.0,-150.0,1,0.0063002787863766785,0.0063002787863766785
ty,mrad,50.0,100.0,-150.0,-75.0,0,nan,nan
ty,mrad,50.0,100.0,-75.0,0.0,9,0.005000211202130234,0.004859576801531304
ty,mrad,50.0,100.0,0.0,75.0,13,0.004574456734392739,-0.0013617831673687548
ty,mrad,50.0,100.0,75.0,150.0,1,0.0025460886732726895,0.0025460886732726895
ty,mrad,50.0,100.0,150.0,250.0,0,nan,nan
ty,mrad,50.0,100.0,250.0,400.0,0,nan,nan
ty,mrad,50.0,100.0,400.0,700.0,0,nan,nan
ty,mrad,100.0,200.0,-700.0,-400.0,0,nan,nan
ty,mrad,100.0,200.0,-400.0,-250.0,0,nan,nan
ty,mrad,100.0,200.0,-250.0,-150.0,0,nan,nan
ty,mrad,100.0,200.0,-150.0,-75.0,0,nan,nan
ty,mrad,100.0,200.0,-75.0,0.0,1,0.005977281775534221,0.005977281775534221
ty,mrad,100.0,200.0,0.0,75.0,5,0.003969865799913902,0.003969865799913902
ty,mrad,100.0,200.0,75.0,150.0,0,nan,nan
ty,mrad,100.0,200.0,150.0,250.0,0,nan,nan
ty,mrad,100.0,200.0,250.0,400.0,0,nan,nan
ty,mrad,100.0,200.0,400.0,700.0,0,nan,nan
