N,q,plane,z_mm,med_um,p95_um,tx_med_mrad
128,8,39,4225.8109375,14.805409258994935,197.57182262739556,0.006615168875477584
128,8,40,4266.2625,15.322783701360752,208.95778952973666,0.006701770126692902
128,8,41,4306.7140625,15.708698613147671,220.10874752829736,0.0068757640838863765
128,8,42,4347.165625,16.320366772843443,228.16614315576246,0.007169092959460888
128,8,43,4387.6171875,16.925963101740315,235.41876038789502,0.00712017102749013
128,8,44,4428.06875,17.69551782482261,242.34780366342036,0.007274480558656926
128,8,45,4468.5203125,18.34711586280894,245.62807160252456,0.00748189886730713
128,8,46,4508.971875,18.912986867800765,254.07983168166282,0.0075774000942371855
128,8,47,4549.4234375,19.523255130006497,262.9305207409992,0.0077733973268996615
128,8,48,4589.875,20.097954349358943,272.43176089655657,0.007721014178792285
128,8,49,4630.3265625,20.604915579607628,279.6895488771931,0.007928233895478434
128,8,50,4670.778125,21.04976780770993,288.95082266265507,0.007919385738110185
128,8,51,4711.229687499999,21.829137037638283,296.9907462677866,0.00806765284219746
128,8,52,4751.68125,22.37520378749224,304.7817465719821,0.008253303441743687
128,8,53,4792.1328125,23.001448171072596,322.35548509293045,0.008324760460937802
128,8,54,4832.584375,23.875002720108682,333.92290458177376,0.008403718224858636
128,8,55,4873.0359375,24.799000330991475,343.16820443638113,0.008531732332941674
128,8,56,4913.487499999999,25.614706828286025,355.9317761244511,0.008560330088717982
128,8,57,4953.9390625,26.46534346797199,363.76436060976755,0.008725002502053478
128,8,58,4994.390625,27.083095569743186,374.89944943868744,0.008650582222526071
128,8,59,5034.8421875,27.375332553380098,386.59628741955754,0.008651540204950361
128,8,60,5075.29375,28.3232121019144,393.0335659303719,0.008734272335603546
128,8,61,5115.745312499999,28.812068384685567,403.30162379167837,0.008796479372853196
128,8,62,5156.196875,29.628274913016966,412.96286922449235,0.008958109962937943
128,8,63,5196.6484375,30.180738321919527,424.11123391983443,0.009072886775214617
128,8,64,5237.1,30.82054561015952,431.5335257405716,0.009204567550793324
128,8,65,5277.5515625,31.522186633030024,439.78663404484,0.009422824668640917
128,8,66,5318.003124999999,32.1492366867584,448.851898323993,0.009617741365451626
128,8,67,5358.4546875,32.990469144662924,458.8687210371924,0.00974659377806636
128,8,68,5398.90625,33.65478970975978,471.0893051194981,0.009821956736870419
128,8,69,5439.3578125,34.56087665882119,481.9705788548177,0.009974900688020094
128,8,70,5479.809375,35.37156309640545,492.4640285949583,0.01013565672740302
128,8,71,5520.260937499999,36.05976237843715,502.33431712216145,0.010010318511437244
128,8,72,5560.7125,36.76359647116465,512.1972045293923,0.010162259756807401
128,8,73,5601.1640625,37.560809686691044,524.9493149108393,0.0102162592961752
128,8,74,5641.615625,38.530656488913074,537.757919235671,0.010112999755239153
128,8,75,5682.0671875,39.379890239815765,553.404191762685,0.010267119024159888
128,8,76,5722.518749999999,39.81901005631487,568.2167895055497,0.010316350366953997
128,8,77,5762.9703125,40.74343700949183,584.0249961123577,0.010449567714961028
128,8,78,5803.421875,41.40333700223704,590.0892894839839,0.010609997983315744
128,8,79,5843.8734375,42.503922268830976,607.3957887528975,0.010575404836066227
128,8,80,5884.325,43.44316667166311,619.1620319672624,0.01076925941743967
128,8,81,5924.776562499999,44.13247764671158,633.5117472703956,0.011223101855820095
128,8,82,5965.228125,44.99187656974327,647.9824334070692,0.011510992752927773
128,8,83,6005.6796875,45.602082400172236,658.9267852147084,0.011752052790872658
128,8,84,6046.13125,46.684640182426094,677.281741148198,0.011958506980659991
128,8,85,6086.5828125,48.021034509821426,696.726943988092,0.012128635051385965
128,8,86,6127.034374999999,49.18088110562352,716.3684391777344,0.012203692606016503
128,8,87,6167.4859375,50.729634278081505,731.153692187531,0.012500865581403786
128,8,88,6207.9375,51.6991333754368,740.3679841333415,0.012963925617046068
128,8,89,6248.3890625,53.034625686140075,761.9641244945216,0.01345206687190098
128,8,90,6288.840625,54.26806009175672,777.6928872630967,0.014099213291540355
128,8,91,6329.292187499999,55.334267889322604,794.9959311883828,0.014357103488501404
128,8,92,6369.74375,56.364853773074884,809.5642946491512,0.014612044809025199
128,8,93,6410.1953125,57.270703381866085,824.1051299703523,0.015041295665714494
128,8,94,6450.646875,58.828522552071576,837.633563877298,0.015405886322109041
128,8,95,6491.0984375,60.09021892603312,854.768066234113,0.01573302494261436
128,8,96,6531.55,60.79974656340883,876.7730792265212,0.015787361358113317
128,8,97,6572.0015625,61.639427877728735,898.1998253445693,0.015940821381843495
128,8,98,6612.453125,62.71706549478753,916.6848131589772,0.016211516592568552
128,8,99,6652.9046875,64.14899993420664,941.0904236098746,0.016486221123129807
128,8,100,6693.35625,65.43406491081268,965.011631186609,0.016178200320390856
128,8,101,6733.8078125,66.63896867431376,987.7355724244234,0.016494281511750253
128,8,102,6774.259375,68.0105397372084,1004.9259895585938,0.016584666227672032
128,8,103,6814.7109375,69.44155163963842,1026.104616489159,0.01665514228086501
128,8,104,6855.1625,70.56613122022625,1050.5087214038474,0.016440262972733377
128,8,105,6895.6140625,71.67106621601121,1073.1606014348197,0.01676840314819572
128,8,106,6936.065625,73.57445619110236,1101.648707248994,0.017150280836958354
128,8,107,6976.5171875,74.85215472152512,1117.6494431865312,0.017652946500487307
128,8,108,7016.96875,76.44119918191038,1142.3875628198978,0.018189703341858765
128,8,109,7057.4203125,77.5011841622377,1169.064817774158,0.018657347786641548
128,8,110,7097.871875,78.82405387183118,1191.021262362302,0.019322714441563638
128,8,111,7138.3234375,80.14703265837264,1218.339235982924,0.019537380952949768
128,8,112,7178.775,81.51903369466012,1237.0064698887074,0.019839158528281442
128,8,113,7219.2265625,83.05872898199365,1258.4043282988232,0.020422881590431707
128,8,114,7259.678125,85.30719848801704,1278.7320020128225,0.02107730255340029
128,8,115,7300.1296875,85.93998899784953,1300.0865773094497,0.02148985482974819
128,8,116,7340.58125,87.85060687453972,1330.361024053298,0.022807007502193
128,8,117,7381.0328125,88.71370315968908,1360.2557901884531,0.023190366773274268
128,8,118,7421.484375,91.41946687789073,1387.2353574256656,0.02403472962225761
128,8,119,7461.9359375,93.59295234072022,1425.8256665442555,0.024991139854692312
128,8,120,7502.3875,94.63388044948223,1444.6454691279937,0.02587773965727347
128,8,121,7542.8390625,95.18832809706271,1458.9014396401594,0.026545349178688782
128,8,122,7583.290625,95.30601203241457,1482.0722552741613,0.027770623387421423
128,8,123,7623.7421875,95.36767007979007,1497.8104156961992,0.02951206117834948
128,8,124,7664.19375,96.46887357886948,1511.3749562001233,0.030238396369064446
128,8,125,7704.6453125,98.31405242969531,1521.098789418852,0.031596615799579786
128,8,126,7745.096875,99.56394989106482,1548.556449413042,0.03370984459327708
128,8,127,7785.5484375,101.12793623651572,1581.1678313878695,0.035799051114546176
128,8,128,7826.0,104.6246983049756,1611.3822263420113,0.03816547492976885
256,16,0,2648.2,0.0,0.0,0.0
256,16,1,2668.42578125,0.03611887855423607,0.6490071150321651,0.00010351197144483487
256,16,2,2688.6515624999997,0.07532024041419955,1.3406909806200826,0.00020016052313526211
256,16,3,2708.87734375,0.11470467529774345,2.0914736490036705,0.0002966702745848572
256,16,4,2729.1031249999996,0.16154507550317768,2.970758515264107,0.00038906598863550773
256,16,5,2749.32890625,0.20868164020886215,3.8794560226982284,0.0004968697519397436
256,16,6,2769.5546875,0.2603787170862356,4.8639145077712485,0.0005961457261035533
256,16,7,2789.7804687499997,0.3207091878725562,5.748990854556851,0.0006906889331945859
256,16,8,2810.00625,0.37847151894023867,6.73840341951851,0.0007661091394664792
256,16,9,2830.2320312499996,0.44065207564349307,7.725207740213932,0.0008454961971152662
256,16,10,2850.4578125,0.5099916940102123,8.712674797788633,0.0009415076116668555
256,16,11,2870.68359375,0.5930633885657652,9.734255531557336,0.0010510566785942865
256,16,12,2890.9093749999997,0.6702377660458745,10.67542902366375,0.0011297733950102473
256,16,13,2911.13515625,0.7471100137409301,11.732898253258508,0.001225108391114324
256,16,14,2931.3609374999996,0.8275817331666585,12.842292980087612,0.0013500785096924595
256,16,15,2951.58671875,0.9118775422837188,14.013873126789402,0.0014160688927011833
256,16,16,2971.8125,0.9991683821252841,14.919590936412392,0.001523940387466484
256,16,17,2992.0382812499997,1.0917769608803858,16.073432202302115,0.0015983785157231128
256,16,18,3012.2640625,1.186459987631983,17.330138293797415,0.001679620457146363
256,16,19,3032.4898437499996,1.2930599993472176,18.623627903518496,0.001770193312825713
256,16,20,3052.715625,1.3973023249353247,19.898558227637224,0.0018976000510668306
256,16,21,3072.94140625,1.520445684464859,21.354311337985543,0.0019861244420979474
256,16,22,3093.1671874999997,1.635415509761307,22.818824302824186,0.002095159317420936
256,16,23,3113.39296875,1.7531947886661068,24.33623260789924,0.0021691540848089302
256,16,24,3133.6187499999996,1.8798118714280017,25.721899783759596,0.0022235193928498917
256,16,25,3153.84453125,2.008420637301425,27.014907659987,0.002343238340647702
256,16,26,3174.0703125,2.1215487057283537,28.350571830705515,0.002442540297818707
256,16,27,3194.2960937499997,2.244917259404504,29.44055037541224,0.0025520460123964334
256,16,28,3214.521875,2.375214988535055,30.480049574330014,0.0026470090876331426
256,16,29,3234.7476562499996,2.5158009663130088,31.402309497459143,0.0027767981919868054
256,16,30,3254.9734375,2.648191073071123,32.80155473488137,0.0028514569865596
256,16,31,3275.19921875,2.783494929030289,34.384244722220494,0.0029403247169103655
256,16,32,3295.4249999999997,2.9227368036572337,36.31945334302134,0.002962044159476006
256,16,33,3315.65078125,3.08428888735744,38.31182467894753,0.0029911690888964615
256,16,34,3335.8765624999996,3.2403178056503545,40.199579678689716,0.0030723935958432147
256,16,35,3356.10234375,3.41094342681741,41.73505143102268,0.0031323358945000226
256,16,36,3376.328125,3.6207274883208016,43.23688540192101,0.003155077632830197
256,16,37,3396.5539062499997,3.8047055393897855,45.470635730790406,0.0032392674941886246
256,16,38,3416.7796875,3.9758526948362887,47.703365885450566,0.0033320547665419836
256,16,39,3437.0054687499996,4.129786438809598,49.63569223184144,0.0034215355082037324
256,16,40,3457.23125,4.2962051054414605,51.43972926545669,0.003518311822037906
256,16,41,3477.45703125,4.470061488086062,53.285032527602205,0.0035852254628362945
256,16,42,3497.6828124999997,4.678388990431348,55.128344307730636,0.0035766535985163814
256,16,43,3517.90859375,4.889814144304896,56.91592943004602,0.003541059658687196
256,16,44,3538.1343749999996,5.10342979865867,58.389967484955264,0.0036075912927813203
256,16,45,3558.36015625,5.295870261042106,59.85324132032237,0.003657362473995923
256,16,46,3578.5859375,5.530171995267696,61.298040118346464,0.003790073346668409
256,16,47,3598.8117187499997,5.73580586920723,63.141558336346506,0.0038748963243889073
256,16,48,3619.0375,5.9622901881451345,65.41566624006427,0.003930508788268974
256,16,49,3639.2632812499996,6.205832894838398,67.39431848561371,0.003952021728389696
256,16,50,3659.4890625,6.472570629807649,69.50372593626932,0.004030684636842363
256,16,51,3679.71484375,6.718902377017429,72.03923027031178,0.004021629750529387
256,16,52,3699.940625,6.98568062506161,74.29694617137115,0.004106409945029994
256,16,53,3720.16640625,7.240492316781654,75.99950239992963,0.0042168834820163065
256,16,54,3740.3921874999996,7.439503695161941,77.81706530179675,0.004248074028918511
256,16,55,3760.61796875,7.6774110146481185,80.61716655070258,0.004262921025997325
256,16,56,3780.84375,7.89555045581041,82.76061597034997,0.004350084659995347
256,16,57,3801.06953125,8.141756405503246,84.37676313715424,0.004490759972109338
256,16,58,3821.2953125,8.389228681281274,86.33077983412129,0.004428013401455624
256,16,59,3841.5210937499996,8.613560273780674,89.19273980268842,0.00450998746704713
256,16,60,3861.746875,8.967939158475764,92.86993858921727,0.004561018224677124
256,16,61,3881.97265625,9.245856666816533,94.48526149723311,0.0046585311306683586
256,16,62,3902.1984375,9.483278723552463,97.14898308633894,0.004740021490722002
256,16,63,3922.42421875,9.818995840076465,100.03587839548116,0.004827913310859883
256,16,64,3942.6499999999996,10.154988121673433,101.56255382366908,0.004908607408220592
256,16,65,3962.87578125,10.495965325935405,102.6446488085001,0.004976589276329407
256,16,66,3983.1015625,10.76932866699675,104.45811645031928,0.004991327829877157
256,16,67,4003.32734375,11.075856892691668,106.25919477563268,0.005043633984567683
256,16,68,4023.553125,11.354894334093412,108.65651961124345,0.005097064334017628
256,16,69,4043.7789062499996,11.765152035158941,110.26962871275462,0.005181801355121085
256,16,70,4064.0046875,12.043605240774216,111.98348434309264,0.005287627509821535
256,16,71,4084.23046875,12.358715586907401,113.96407958102976,0.005355921913508498
256,16,72,4104.45625,12.71525766324827,116.74248794567535,0.0053831615637999625
256,16,73,4124.68203125,12.947322091643919,119.89842454527393,0.0054319313862272265
256,16,74,4144.9078125,13.286700324137158,122.35307515297943,0.005425092775230081
256,16,75,4165.13359375,13.504697544469035,124.2992815501795,0.005395948401654138
256,16,76,4185.359375,13.83382141825185,127.09955128743806,0.005543428600344666
256,16,77,4205.58515625,13.997795980457397,129.15322418585714,0.005634756245858491
256,16,78,4225.8109375,14.315360617915978,131.91722655175917,0.005610512128538872
256,16,79,4246.03671875,14.514329765388396,134.40725303855345,0.005701864571065231
256,16,80,4266.2625,14.705574752098645,143.50749255857622,0.005783518803070473
256,16,81,4286.48828125,14.939901634332793,147.03219732399882,0.005877603781680521
256,16,82,4306.7140625,15.226226890886359,150.07266661737012,0.005987726666078705
256,16,83,4326.93984375,15.671289890255332,151.80341091960062,0.006118767604854081
256,16,84,4347.165625,16.046361031809887,154.8175013901332,0.00616841162804499
256,16,85,4367.39140625,16.40852042338703,157.28723998146444,0.006261477971686996
256,16,86,4387.6171875,16.847148927062477,160.38435099765488,0.0064284829909729
256,16,87,4407.84296875,17.30173029160803,163.7887002598796,0.006492532173926757
256,16,88,4428.06875,17.701933603118547,166.83550468452796,0.006418544729831777
256,16,89,4448.29453125,18.09758761352111,169.64340105469552,0.006396004271803598
256,16,90,4468.5203125,18.405278772837356,172.45546757440857,0.006335735180842961
256,16,91,4488.74609375,18.754888822304242,175.4784227388517,0.006405423311858782
256,16,92,4508.971875,19.04429587823785,182.04840989893145,0.006456643328531242
256,16,93,4529.19765625,19.483083580310087,186.41330458442027,0.006464167033443796
256,16,94,4549.4234375,19.805739225154568,190.83180500018895,0.006436102487752948
256,16,95,4569.64921875,20.188968511743063,194.491249437952,0.006533352654171029
256,16,96,4589.875,20.670349833969514,197.71826666260483,0.006644851737847013
256,16,97,4610.10078125,21.247138768520955,201.9749964355492,0.006684312478556775
256,16,98,4630.3265625,21.574702653066947,208.1826790448791,0.006833982724128995
256,16,99,4650.55234375,21.849378984129743,211.81739230642773,0.006875005120549754
256,16,100,4670.778125,22.169789249954235,215.34710965521583,0.0068700913580244105
256,16,101,4691.00390625,22.567668144117633,219.10840571614364,0.006924005635504382
256,16,102,4711.229687499999,22.956704102798888,222.0521140697789,0.006992540070555053
256,16,103,4731.45546875,23.50673749563994,224.4645256894062,0.007043488231973927
256,16,104,4751.68125,23.783215247855807,227.14846933611724,0.006994457695745637
256,16,105,4771.90703125,24.155333720454177,230.01044504953745,0.007022008455969189
256,16,106,4792.1328125,24.563177903066133,232.93829683112057,0.007110338043445075
256,16,107,4812.358593749999,25.080529663374747,235.99029046817233,0.007262069764375333
256,16,108,4832.584375,25.51515284274688,239.19421669543846,0.0072791269881827825
256,16,109,4852.81015625,25.886482122308475,242.78737631068333,0.00738273895379421
256,16,110,4873.0359375,26.244525124133773,246.00161278888385,0.00734806180860241
256,16,111,4893.26171875,26.691372344738053,249.59507494685653,0.007454995959298161
256,16,112,4913.487499999999,26.99837133488589,252.3907952716874,0.007561508713969933
256,16,113,4933.71328125,27.37400070621071,257.0827728208353,0.0075696787778661845
256,16,114,4953.9390625,27.689866699005897,260.3486078829229,0.007520959137391481
256,16,115,4974.16484375,27.811951107417297,262.32292536968316,0.007459315501642198
256,16,116,4994.390625,28.314903061786577,265.47969879584736,0.007475098991641116
256,16,117,5014.616406249999,28.62682741755016,269.423039525918,0.007545006670980903
256,16,118,5034.8421875,28.909537264633848,271.9894935345237,0.00748407145514593
256,16,119,5055.06796875,29.19798576119356,277.5235745312305,0.007525263966356999
256,16,120,5075.29375,29.453525698027633,280.045263868938,0.007425574797674658
256,16,121,5095.51953125,29.828726865300354,282.0001653812688,0.007484133833696172
256,16,122,5115.745312499999,30.290296805338137,285.8735488449046,0.007682300137600712
256,16,123,5135.97109375,30.562407983434827,289.65508211516794,0.007751894525051539
256,16,124,5156.196875,30.78533305177348,289.20412666976904,0.007817118732910897
256,16,125,5176.42265625,31.007077228167958,292.2581652087607,0.00791718312117412
256,16,126,5196.6484375,31.465900836321335,296.93696632193195,0.007889257891270478
256,16,127,5216.874218749999,32.022902545862834,302.79902305691945,0.00784394871001029
256,16,128,5237.1,32.34465384021072,308.5998677415491,0.007925965762108078
256,16,129,5257.32578125,32.85179506779086,314.21216589908823,0.007799711515286967
256,16,130,5277.5515625,33.10971721455279,320.93827006665873,0.007914587678459206
256,16,131,5297.77734375,33.456617816240346,327.17693080505563,0.008014283438557979
256,16,132,5318.003124999999,33.8482624955694,332.30611104790233,0.00795322136457055
256,16,133,5338.22890625,34.09627585571312,333.6632648074012,0.008137462410705287
256,16,134,5358.4546875,34.58119417012023,336.1581458798766,0.008148654505248099
256,16,135,5378.68046875,34.85650018144533,336.8322450191162,0.008061728244072863
256,16,136,5398.90625,35.22299230682417,337.93068949273044,0.008038837022588535
256,16,137,5419.132031249999,35.42896233192266,340.75057956515843,0.008202384910824256
256,16,138,5439.3578125,35.66590758739022,343.4227449437986,0.008412577303927929
256,16,139,5459.58359375,35.89358431006718,346.0233676511525,0.008498743318277602
256,16,140,5479.809375,36.26878419397387,348.5516412720123,0.008425445460541123
256,16,141,5500.03515625,36.62631708584673,351.00681521761646,0.008417271654861946
256,16,142,5520.260937499999,37.023312583779685,353.0615185420592,0.008494207965670242
256,16,143,5540.48671875,37.5617047165953,354.7080139073373,0.008500163752568624
256,16,144,5560.7125,37.87792015478465,359.43455240788626,0.008462162243936047
256,16,145,5580.93828125,38.26757343012854,364.21073404451914,0.008413140725270496
256,16,146,5601.1640625,38.693700907545164,369.03719482942114,0.008323907793584412
256,16,147,5621.389843749999,39.062854437613964,373.9138731520219,0.008422805994445781
256,16,148,5641.615625,39.40639282659281,378.8417646145807,0.008406909073735425
256,16,149,5661.84140625,39.87235194670442,383.3757203793456,0.008413219968847474
256,16,150,5682.0671875,39.969527904176076,388.4669385994355,0.008438049276082715
256,16,151,5702.29296875,40.434199924009604,396.1648286760289,0.008520903472083313
256,16,152,5722.518749999999,40.75392847394063,403.9731593416133,0.008630252112520886
256,16,153,5742.74453125,41.22380857702761,411.89303485013016,0.008718610739075205
256,16,154,5762.9703125,41.61996528853895,418.18770850147297,0.008750892554091477
256,16,155,5783.19609375,42.01719301712049,423.91765460735274,0.008701394650978411
256,16,156,5803.421875,42.529155090860385,424.8395689384896,0.008844278649043982
256,16,157,5823.647656249999,42.74701547549512,430.20110268216143,0.008865565911175821
256,16,158,5843.8734375,43.04493504159196,435.29319211560244,0.008925238198440044
256,16,159,5864.09921875,43.565457338158126,440.36890272908107,0.00890351609494791
256,16,160,5884.325,43.87169808398899,447.82239053126955,0.008914706095757008
256,16,161,5904.55078125,44.24864600857546,457.70145790079556,0.008961878133394163
256,16,162,5924.776562499999,44.55648218831445,464.83319118618726,0.008910322609571864
256,16,163,5945.00234375,45.116090076015446,469.50513206351087,0.008986211726499937
256,16,164,5965.228125,45.67812678330425,474.63980498885235,0.009021026385280795
256,16,165,5985.45390625,46.37898259069717,477.346840998113,0.009192276882674655
256,16,166,6005.6796875,46.88762279599091,481.27549205143544,0.009294953037392029
256,16,167,6025.905468749999,47.01013389321335,484.2072133999539,0.00929091318133124
256,16,168,6046.13125,46.96894827901133,487.0051825798482,0.00933503605254904
256,16,169,6066.35703125,47.30434605304593,495.364003285751,0.009406786940530099
256,16,170,6086.5828125,47.76703267354246,504.4512655214464,0.009475338477601958
