N,q,plane,z_mm,med_um,p95_um,tx_med_mrad
256,16,171,6106.80859375,47.974349705663336,511.42275790864795,0.009615375303806406
256,16,172,6127.034374999999,48.28093552711837,517.6090568167346,0.009677263183550944
256,16,173,6147.26015625,48.50475820852331,523.7424922151148,0.00963304165807477
256,16,174,6167.4859375,48.743548976161875,529.7992653970917,0.009704055429243796
256,16,175,6187.71171875,49.39706808450771,535.8490386147159,0.009916819427085652
256,16,176,6207.9375,50.19276567062803,541.8934793881294,0.01009472450361551
256,16,177,6228.163281249999,50.65711087330179,547.9344193935198,0.010077129741257497
256,16,178,6248.3890625,50.95449204082853,553.2070029300372,0.010143047774824679
256,16,179,6268.61484375,51.4567805215798,557.9395837536377,0.01030335487245057
256,16,180,6288.840625,52.05617980821082,564.4826659479376,0.010405686244672856
256,16,181,6309.06640625,52.47316973638024,568.6164902951723,0.010398269081769024
256,16,182,6329.292187499999,52.583514218459555,572.5903152392904,0.010490400740800938
256,16,183,6349.51796875,52.957047651605684,574.334936140165,0.010589895405234417
256,16,184,6369.74375,53.415504370930165,577.5397007818751,0.010999383208419242
256,16,185,6389.96953125,54.006387289490206,583.230063033848,0.010910003477715771
256,16,186,6410.1953125,54.11174303734287,588.1362913642092,0.010979521424148153
256,16,187,6430.421093749999,54.63737788514325,591.2199262360035,0.01143844110940151
256,16,188,6450.646875,55.33681333008529,596.3372380421331,0.011466300619000086
256,16,189,6470.87265625,55.49058706769564,602.6108470270563,0.011572137887830118
256,16,190,6491.0984375,55.45227182073738,608.9269550857132,0.011627460752550861
256,16,191,6511.32421875,55.78202707217237,615.7601767349767,0.011535742956179235
256,16,192,6531.55,55.78519402760695,625.2030534627247,0.01141471857005194
256,16,193,6551.77578125,55.861672441146204,634.5999633097858,0.01162885123288937
256,16,194,6572.0015625,55.79547672598355,643.9433063000008,0.011471646774743882
256,16,195,6592.22734375,55.84996239398991,653.2245061895884,0.011654736730731807
256,16,196,6612.453125,56.17404950332249,661.4945626861758,0.011651777376955885
256,16,197,6632.67890625,56.722967309957234,668.8121612903279,0.011958244200038076
256,16,198,6652.9046875,57.14755990446616,675.5723188441292,0.012009906837202877
256,16,199,6673.13046875,57.549170241292316,682.5072950904033,0.012192961542346892
256,16,200,6693.35625,58.19251914447581,686.5649694006945,0.0123128077250418
256,16,201,6713.58203125,58.655286937827626,690.9127891894354,0.01250426410051575
256,16,202,6733.8078125,58.88300061374889,696.4978080691992,0.012407849870416099
256,16,203,6754.03359375,59.38602135772409,701.6709719641184,0.012713525806274523
256,16,204,6774.259375,60.043779303885195,703.9183881656393,0.012915047825447223
256,16,205,6794.48515625,60.600078613594285,709.4841495621761,0.012974543481782813
256,16,206,6814.7109375,61.19888430345564,717.3152356593151,0.012884021112633676
256,16,207,6834.93671875,61.633440119526625,727.6440017522748,0.012956101900538086
256,16,208,6855.1625,61.78903550827851,734.2744717533147,0.01315977054709705
256,16,209,6875.38828125,61.83054265936035,742.2260389800964,0.013351031231255417
256,16,210,6895.6140625,62.00426116648012,749.1108927100063,0.013301883973177494
256,16,211,6915.83984375,62.43887686918266,754.5890876215652,0.013281888143951148
256,16,212,6936.065625,62.81297776112498,759.940463286461,0.013612754013316714
256,16,213,6956.29140625,62.88435050457063,765.3939060368427,0.013816459181595353
256,16,214,6976.5171875,63.614481168245234,770.3667148618883,0.01403952251694679
256,16,215,6996.74296875,64.1038651556287,776.4003000857533,0.014171656573171154
256,16,216,7016.96875,65.25323348221272,783.2305224186899,0.014301371088563941
256,16,217,7037.19453125,65.76728704947223,793.7266505250119,0.014428276265757156
256,16,218,7057.4203125,66.17740660617392,802.0235172327235,0.014875960331769966
256,16,219,7077.64609375,67.11172078374355,815.1163953755268,0.01542502743452634
256,16,220,7097.871875,67.20262094433946,829.9407903976689,0.015878837549249125
256,16,221,7118.09765625,67.59276438729881,843.7485023137332,0.01589575790647557
256,16,222,7138.3234375,68.23755733535509,855.7160494031099,0.016251389389890236
256,16,223,7158.54921875,68.58039268422624,869.0001354335304,0.016522575479613333
256,16,224,7178.775,68.84391927166917,874.5916808391003,0.01661880760224499
256,16,225,7199.00078125,69.3729972484399,886.4909622154714,0.016455878007040625
256,16,226,7219.2265625,70.29057969054281,898.4211889086829,0.016829130923530153
256,16,227,7239.45234375,70.69684464657904,910.7207624028259,0.01720692516338218
256,16,228,7259.678125,71.17488855235868,924.8948252471203,0.017359998197914728
256,16,229,7279.90390625,71.59307296521786,937.3532076828814,0.01780986830156317
256,16,230,7300.1296875,72.4407584504473,941.6948432724387,0.017877842500381436
256,16,231,7320.35546875,73.11255841726367,947.8964959114345,0.01787169720568471
256,16,232,7340.58125,74.1951696494639,953.5401787595121,0.0179934785525665
256,16,233,7360.80703125,75.19612422431257,959.0931804898771,0.0182171702846623
256,16,234,7381.0328125,74.89498649753244,964.6825958546107,0.01817021671467016
256,16,235,7401.25859375,75.21129505337754,972.8596946500325,0.01827582598439015
256,16,236,7421.484375,76.16548923068777,982.1414486495589,0.01835932510713123
256,16,237,7441.71015625,77.00611584391865,990.490356817136,0.0185943808104945
256,16,238,7461.9359375,77.32039459197138,998.881584836311,0.01852637533479584
256,16,239,7482.16171875,78.18997686940497,1007.3164296762722,0.01880466042246398
256,16,240,7502.3875,79.00555303277565,1022.2861813670165,0.01898909131609061
256,16,241,7522.61328125,79.83985283168165,1038.8800654810036,0.019284710359737667
256,16,242,7542.8390625,80.5658715498156,1041.321966793729,0.019860566486881726
256,16,243,7563.06484375,81.08393154141825,1047.5621524354347,0.020322477916057125
256,16,244,7583.290625,81.37482925013546,1059.1552369927492,0.02049604532561311
256,16,245,7603.51640625,82.33567351685886,1062.3111275880474,0.02121273484959746
256,16,246,7623.7421875,83.0656350061037,1077.3717425572909,0.022022428035270436
256,16,247,7643.96796875,84.02549174710447,1093.9794290470968,0.0231322880376722
256,16,248,7664.19375,84.74386127231863,1105.581408196982,0.024230257012362866
256,16,249,7684.41953125,85.51086776252244,1122.6209801934745,0.025201124006682396
256,16,250,7704.6453125,86.35877690837299,1129.8584335455,0.025855384975362328
256,16,251,7724.87109375,87.10254859098427,1146.3816840750633,0.027106565725160126
256,16,252,7745.096875,88.32062624624025,1161.156170766659,0.028606528473123366
256,16,253,7765.32265625,89.50531932955661,1179.2047297895886,0.030634510982431584
256,16,254,7785.5484375,90.69837487337442,1198.2828482389066,0.03234048436856658
256,16,255,7805.77421875,91.63091426074865,1214.2076365454673,0.03342755588452151
256,16,256,7826.0,92.15880370314537,1229.5451839052853,0.034883127171515815
