N,q,converged,confirmed,restarts,train_pos_med_um,val_pos_med_um,test_pos_med_um,test_over_train_pos,val_over_train_pos,train_loss,test_loss,test_over_train_loss
64,2,False,,1000,83.21853007345226,85.0987744190661,80.60804977050395,0.9686310212323603,1.0225940586063496,1.9898658004746913e-08,1.6934627958105376e-08,0.8510437213436979
128,8,False,,1000,97.49350513129684,101.90615765409206,95.54362855938336,0.9799999336439127,1.0452609896100524,6.155684637763958e-09,3.4110032475391295e-09,0.5541224816185792
256,16,False,,1807,83.98453614148593,87.55076662436068,84.35302863300365,1.0043876231083413,1.0424629419500138,1.2450169642807225e-09,6.438478714346442e-10,0.5171398381761096
