round,source,n_states,per_plane,restarts,loss_first,loss_last,train_end_moved_med_um,val_z1_pos_med_um,val_z1_x_med_um,val_z1_y_med_um,wall_s
1,rk6,23134,11567,25,0.1498113734833933,3.8097223381708597e-06,nan,346.77593901494674,195.15434363023587,177.3705888315078,2752.3
2,own,23134,11567,25,3.868382494715446e-06,2.0882025959813406e-06,nan,240.29140965126317,166.10631787494867,140.67072475961595,2659.2
3,own,23134,11567,25,2.107709758144618e-06,1.4560242762430892e-06,355.82204778131654,203.92624856276598,142.7710330007983,110.3779667910203,2718.9
4,own,23134,11567,3,1.4531606365768416e-06,1.4104905968052125e-06,236.17908394930964,184.35691625393247,125.79157996424328,109.7170626803674,301.2
5,own,23134,11567,2,1.4118887998375181e-06,1.3987697674855487e-06,68.31619470642636,185.3242669087649,124.96395705670693,112.36817607597516,226.0
6,own,23134,11567,2,1.3897381410043823e-06,1.3822040861179496e-06,26.067756976488,181.47581437915505,121.8231672965544,109.17924693183068,142.4
7,own,23134,11567,2,1.3751815965477268e-06,1.3690115529554414e-06,12.590280396267417,177.15376153807583,118.42246207220342,108.25708520194866,125.1
8,own,23134,11567,2,1.3629528626689807e-06,1.3572664460914863e-06,10.640822489932589,176.67170717351155,114.51103851459266,107.11500285890452,207.5
9,own,23134,11567,2,1.3511754124611862e-06,1.345614367801211e-06,15.566788178489332,174.31654134458086,113.95358851211768,107.91437935279191,211.2
10,own,23134,11567,2,1.3406657943391214e-06,1.335648853205057e-06,7.474357775549834,175.4491402229803,112.1399508828631,109.06575693562104,136.5
11,own,23134,11567,2,1.3308065855267445e-06,1.3260806424469646e-06,7.554557938632911,173.9125336982852,111.34867030796158,109.18152580518381,208.3
12,own,23134,11567,2,1.3214798109026944e-06,1.3171517768425613e-06,5.022303010946416,174.7898834291277,112.2360307474537,108.85982544544959,206.2
13,own,23134,11567,2,1.31281326798533e-06,1.3085443880790652e-06,5.581153630600966,174.05297216100735,110.51969492370972,109.03816839532965,206.4
14,own,23134,11567,2,1.3043851975357777e-06,1.3003670064259452e-06,5.316718276503707,172.53895145040588,109.37748131334502,109.39486633947126,206.0
15,own,23134,11567,2,1.29625866747003e-06,1.2921375332919631e-06,5.024771359785518,171.97621031107246,107.5979902026063,110.23467033044199,158.5
16,own,23134,11567,2,1.2880593244330346e-06,1.2836559078013234e-06,4.178550054916741,171.45963024972843,107.82381218973569,110.48761096969884,161.7
17,own,23134,11567,2,1.279271502406798e-06,1.2755050070263325e-06,4.627315696779988,170.29802801545202,107.18655550371636,109.69675939594481,205.4
18,own,23134,11567,2,1.27135111664583e-06,1.2676101809738215e-06,5.546101221398203,170.66585659040356,106.47574105882995,109.22294312052827,172.9
19,own,23134,11567,2,1.2640943556017695e-06,1.260477944957006e-06,5.432190763940525,169.9491186992077,105.41198646149041,108.92778486953603,166.7
20,own,23134,11567,2,1.2567519561084522e-06,1.2530909840047767e-06,5.153665500444049,170.3850175892967,104.26824777027832,109.05972642990491,180.7
21,own,23134,11567,2,1.2492982860367049e-06,1.2456713331673975e-06,4.97789005339655,169.478332044946,104.63759065260092,107.6361553659666,168.4
22,own,23134,11567,2,1.2420632077002804e-06,1.2384435189713272e-06,3.6010919520208517,168.3640740525334,102.96446292727524,107.47338239036708,146.3
23,own,23134,11567,2,1.2348047525868199e-06,1.231425067000194e-06,3.1329758854781176,169.66575291218078,100.45946930688388,108.10126332950176,190.0
