N,q,split,n_tracks,pos_med_um,pos_p95_um,x_med_um,y_med_um,tx_med_mrad,ty_med_mrad,loss_on_rk6_states,n_states
2,2,train,11567,9632.061975040046,39849.88059289237,9632.061975040046,184.16511210432418,2.268106595813779,0.053398553623781875,1.904404008607149e-05,23134
2,2,val,1463,9563.498676331847,44034.030042276274,9563.498676331847,199.2556662932259,2.2502275676614394,0.05387161939976459,2.121846062251518e-05,2926
2,2,test,1452,9249.493663721893,39288.40482361379,9249.493663721893,176.84379733520927,2.1776872517471833,0.05353919892469097,3.5786778710883794e-06,2904
2,4,train,11567,263.5377023494101,1817.9555380793067,222.5949633937123,118.14209508622753,0.08006853146916987,0.041047585078266,1.2202080983907777e-06,23134
2,4,val,1463,268.6700567942353,2484.3476103007997,237.24414309447184,116.3038064310058,0.08265032537890793,0.04170860432716958,7.3704604853928205e-06,2926
2,4,test,1452,260.9192851975308,1925.988524496529,228.24451422846437,108.98636168526821,0.08040983754148412,0.03918838241645517,1.243160616583462e-06,2904
2,8,train,11567,171.58038522089214,1269.2910942928163,101.28737397769783,112.25175775015828,0.04365000879760772,0.043579403810938,1.2840252834617505e-06,23134
2,8,val,1463,171.25507967068643,1649.3776341056764,107.49225062431833,107.71035813246499,0.04562787639464383,0.040317040836637674,4.677481471534578e-06,2926
2,8,test,1452,168.44927670857146,1318.4855211142142,96.11884746027144,112.37508954059194,0.042997884042259016,0.04227681104547985,1.76355050216562e-06,2904
2,16,train,11567,196.95760947493568,1422.5064033125275,88.75275547507044,154.6884875054957,0.034043406819839195,0.049786537676250325,1.3603176821161124e-06,23134
2,16,val,1463,209.2109164291287,1926.577510483388,100.13316663753358,162.4695021464504,0.03475431224700398,0.051052076990576456,2.936746387387675e-06,2926
2,16,test,1452,201.9275516458805,1595.1183912673516,88.03102302687016,162.0613957782524,0.03318204456845275,0.05012090580563261,1.070789981088513e-06,2904
64,2,train,11567,160.91580317011278,1074.2312375065803,135.3856052612059,69.63737925350699,0.04530581456149707,0.02527533319778008,2.7704950745695378e-08,32000
64,2,val,1463,164.37277948875817,1198.530905117802,139.77298133920613,76.18970653845736,0.04449704888936923,0.02552262740064537,1.5942719963442123e-08,32000
64,2,test,1452,152.04463516869282,1078.8072060855268,127.03347579429192,70.34451669391473,0.04328133128464473,0.024819389318867652,2.282319161079154e-08,32000
64,4,train,11567,159.02370653913067,1011.8965531095678,132.50968602596913,52.987103368991484,0.044655259183734586,0.020081234068339282,6.648241150022176e-08,32000
64,4,val,1463,165.87526997216173,1287.8540488395965,134.255579904476,58.13525415123877,0.046508234297581996,0.022633899873343577,3.673629475408199e-08,32000
64,4,test,1452,161.7945022009053,955.8663112715108,133.9935657512683,52.65752129690782,0.04740095145320394,0.018872826223536275,1.251984112217047e-08,32000
64,8,train,11567,193.44878920139763,1189.2928012471289,166.73643233070834,66.85935418879296,0.054211207030141484,0.021857808360163655,1.3123637812559233e-08,32000
64,8,val,1463,200.02996164004117,1365.451542814821,175.80002565750874,68.40332353431222,0.05790816936612764,0.020984115297287276,1.678619541615609e-08,32000
64,8,test,1452,192.0382595809258,1101.6172269159667,166.04866173852884,63.348103306950065,0.051890719136540864,0.01978196346581751,7.3871886093658095e-09,32000
64,16,train,11567,173.30806171258928,1211.1794810380914,134.62206015060474,79.58706951910699,0.04374600535370088,0.02874341470487582,2.7669596988084794e-08,32000
64,16,val,1463,172.0278302052769,1472.4736536214175,128.45859660470182,81.34293565579753,0.04260438589565041,0.029558913926423097,1.5893397891963604e-08,32000
64,16,test,1452,172.73432129414346,1130.3644325871176,136.00050913248296,82.68838934388612,0.04288757605516724,0.02914285612370211,5.730786596586476e-09,32000
128,2,train,11567,188.7313763799625,1175.4601455784837,145.4945271676138,76.32507343694783,0.0527708229477444,0.02647894810635376,1.0348069278129993e-08,32000
128,2,val,1463,190.8824941405669,1425.027198268002,150.14593479591554,76.2016274476025,0.052873512798909394,0.02667936910438068,4.214595807891198e-09,32000
128,2,test,1452,189.89272195726414,1093.9882006798487,154.09503492708154,76.08849217291436,0.05439367861651695,0.02581616776819312,1.99850137996177e-09,32000
128,4,train,11567,181.5761368177391,1254.206526955803,140.366048254009,79.82260058582114,0.04665424874319979,0.02735856460206942,1.009576358418675e-08,32000
128,4,val,1463,178.81655234123173,1381.56086829521,137.73052748501868,77.91170133349823,0.049209983089104625,0.027798304411387476,3.654219305847973e-09,32000
128,4,test,1452,174.46088886532607,1145.9035902995206,130.47991268319947,75.79895367573286,0.04432579255557456,0.026677433489230747,1.2968670240477108e-09,32000
128,8,train,11567,147.4923530322485,1003.9025193655204,111.11104918461479,69.2930672992702,0.035321600233617634,0.022256211612878274,6.376697382567837e-09,32000
128,8,val,1463,143.9087718734413,1173.0725891118248,112.85769215703567,68.8103343138664,0.03683480649012416,0.022298962174607806,5.013329385329259e-09,32000
128,8,test,1452,144.188647769397,1006.1292176830764,110.07036392354053,66.71405376576445,0.03636868043024877,0.020152512492748603,1.0164691437153063e-09,32000
128,16,train,11567,232.96519114910552,1421.0941363792463,199.89097798895727,83.39951820693159,0.06433458338769849,0.03141790392026042,4.746768691544415e-09,32000
128,16,val,1463,230.4794036366502,1674.814875383178,193.06178320073286,81.34790007703074,0.06336195622995422,0.03056318449357054,4.508123478280992e-09,32000
128,16,test,1452,226.8459172121311,1348.1171597116827,193.24006294991491,81.68542277105217,0.06538118273725392,0.032743253992032276,1.115878569157041e-09,32000
256,2,train,11567,167.9582372290156,1108.1789051039345,140.69534007083462,64.15827811719055,0.04412718286445072,0.02368800852321079,1.4959343785968706e-09,32000
256,2,val,1463,167.24262746751606,1368.5092439862035,131.7377233330319,64.83265951919748,0.04350625021522225,0.023511713551731955,1.5966994812311273e-09,32000
256,2,test,1452,169.50203761777516,1280.7865314998207,138.87687678179006,61.825717390618706,0.0429717965814147,0.02324699525019236,5.160853384171283e-10,32000
256,4,train,11567,181.7237649298704,1184.9288568396044,154.92996687683558,74.11698085550711,0.052803018379496414,0.027294189720049322,1.4176864356153358e-09,32000
256,4,val,1463,182.49383578796596,1436.7582203421066,157.70246030470503,78.08461597539917,0.05287952453508771,0.027129992312382306,9.360857520288508e-10,32000
256,4,test,1452,177.6933944312269,1154.5592987436187,152.653435804865,68.01658802531563,0.052444980634960836,0.025112647684987985,5.211529941246759e-10,32000
256,8,train,11567,180.5411623873283,1167.0043504322164,153.77132891114798,79.40792150225207,0.04856759423014362,0.02565125094822901,1.4589693133042058e-09,32000
256,8,val,1463,183.8484032367944,1399.8131884477061,153.3722974843954,81.62176202597493,0.049679529670415556,0.02725841942174609,7.139115046364424e-10,32000
256,8,test,1452,176.36462435400801,1039.136152091243,150.37918256278715,79.50736487272536,0.04610921462406409,0.026930834315087165,4.010534123137542e-10,32000
256,16,train,11567,128.7523920384288,1019.6667548997189,96.48232754824093,67.67009516880762,0.032987863689742936,0.022975482898290746,1.0853132510082608e-09,32000
256,16,val,1463,127.45110083073996,1215.107758937419,96.86841758650644,68.5599480981125,0.03261812695792843,0.022951407116181266,9.834685719024132e-10,32000
256,16,test,1452,122.53454280694598,1033.292147908858,90.80827995079233,64.73095705078435,0.031041576209010074,0.02026440235247673,3.0021541087063246e-10,32000
