step,z_mm,lever_mm,local_pos_med_um,local_tx_med_mrad,local_tx_bias_mrad,local_ty_med_mrad,carried_to_end_um
49,6612.453125,1132.6437500000002,0.5155282349172645,0.0012643839224849018,0.00020627349499313663,0.0007369099756962365,1.4320965474030087
50,6693.35625,1051.7406250000004,0.49419886905403854,0.0012423144405693254,6.324012232785357e-05,0.0007553426930283214,1.3065925661709081
51,6774.259375,970.8374999999996,0.4855364842145208,0.0013949154266529318,-4.170696197777768e-05,0.0007995557292916899,1.3542362055231651
52,6855.1625,889.9343749999998,0.4560917413626281,0.0015496359361266698,-0.00020976988256149465,0.000790695721201648,1.3790742882944278
53,6936.065625,809.03125,0.43317900579449936,0.0016795558816819212,-0.0003252595154809579,0.0008264981766308022,1.3588131944019768
54,7016.96875,728.1281250000002,0.41040930513860496,0.0018274158436401566,-0.0003670638943908955,0.0008879801528874354,1.3305928718250009
55,7097.871875,647.2250000000004,0.3980640795433549,0.0018735484336243613,-0.00042993167060495496,0.0008962673325313419,1.2126073849525278
56,7178.775,566.3218749999996,0.3802805531097039,0.0018780576805377258,-0.0005141228676050491,0.000925826432947828,1.0635851470002753
57,7259.678125,485.4187499999998,0.3680365240984884,0.0018890896114828748,-0.0005551588008398389,0.0010107619193150397,0.9169995178440026
58,7340.58125,404.515625,0.3681935109810167,0.0019777870002013476,-0.0006866800518132155,0.001043809349562247,0.8000457445033232
59,7421.484375,323.6125000000002,0.36629276075166417,0.0019789285146329383,-0.0007106255649202975,0.0010777037763205766,0.6404060039416521
60,7502.3875,242.70937500000036,0.3763304781183583,0.002075547305031844,-0.0007577078348849908,0.001145430758955554,0.5037547891872141
61,7583.290625,161.80624999999964,0.36870011909081823,0.0021740162069530666,-0.0008376481142359504,0.0012341527696156651,0.3517694098862989
62,7664.19375,80.90312499999982,0.36699244011169035,0.0023483310453847883,-0.0008687270283032344,0.0013350869029257056,0.18998732010614577
63,7745.096875,0.0,0.37861220646044025,0.002595270543234718,-0.0009618031903413371,0.001458010643167959,0.0
