restart,round,in_round,phase,loss_before,loss_after,gain,factor,factor_renewed,n_iter,func_evals,early_stop,wall_s
0,1,0,train,4.952256284571697e-06,8.033332590550945e-09,0.9983778439303357,201928.1601227725,1,200,205,0,467.89
1,1,1,train,8.033332590550945e-09,4.035868235887637e-09,0.49760971671523346,124481339.31069043,1,200,206,0,320.16
2,1,2,train,4.035868235887637e-09,2.7754509112355134e-09,0.3123038838196637,124481339.31069043,0,200,206,0,222.05
3,1,3,train,2.7754509112355134e-09,2.1754809212672663e-09,0.21617027616646473,124481339.31069043,0,200,209,0,217.72
4,1,4,train,2.1754809212672663e-09,1.7234080996798567e-09,0.20780362501366692,124481339.31069043,0,200,207,0,211.72
5,1,5,train,1.7234080996798567e-09,1.333450713906034e-09,0.22627106478509756,124481339.31069043,0,200,212,0,240.94
6,1,6,train,1.333450713906034e-09,1.0890758113403005e-09,0.18326504310751315,124481339.31069043,0,200,212,0,297.92
7,1,7,train,1.0890758113403005e-09,9.213676159722756e-10,0.1539912957589521,124481339.31069043,0,200,211,0,360.44
8,1,8,train,9.213676159722756e-10,7.955148111308988e-10,0.1365934754593803,124481339.31069043,0,200,217,0,365.15
9,1,9,train,7.955148111308988e-10,7.314606886213531e-10,0.0805190822512616,1257047619.9913945,1,200,214,0,407.62
10,1,10,train,7.314606886213531e-10,6.592662144482463e-10,0.09869904876115487,1257047619.9913945,0,200,208,0,400.83
11,1,11,train,6.592662144482463e-10,5.88756881843656e-10,0.10695123010907055,1257047619.9913945,0,200,213,0,316.59
12,1,12,train,5.88756881843656e-10,5.29637614397744e-10,0.10041371790132396,1257047619.9913945,0,200,218,0,383.19
13,1,13,train,5.29637614397744e-10,4.840061082657068e-10,0.0861560902994499,1257047619.9913945,0,200,211,0,348.96
14,1,14,train,4.840061082657068e-10,4.478298727690248e-10,0.07474334492659364,1257047619.9913945,0,200,215,0,474.61
15,1,15,train,4.478298727690248e-10,4.1519938760722953e-10,0.07286357419623271,1257047619.9913945,0,200,217,0,309.82
16,1,16,train,4.1519938760722953e-10,3.867831862092809e-10,0.06843989236523107,1257047619.9913945,0,200,215,0,356.4
17,1,17,train,3.867831862092809e-10,3.617530029425897e-10,0.06471373151455406,1257047619.9913945,0,200,216,0,399.9
18,1,18,train,3.617530029425897e-10,3.373384190756661e-10,0.06748965086213321,1257047619.9913945,0,200,213,0,499.22
19,1,19,train,3.373384190756661e-10,3.149415188503651e-10,0.06639297203879196,1257047619.9913945,0,200,215,0,471.08
20,1,20,train,3.149415188503651e-10,2.9670461910439875e-10,0.057905670273442275,1257047619.9913945,0,200,216,0,446.8
21,1,21,train,2.9670461910439875e-10,2.785925620987835e-10,0.061044068205902566,1257047619.9913945,0,200,216,0,509.86
22,1,22,train,2.785925620987835e-10,2.6109385081808334e-10,0.06281112154923738,1257047619.9913945,0,200,222,0,358.34
23,1,23,train,2.6109385081808334e-10,2.459366884631918e-10,0.058052544352920274,1257047619.9913945,0,200,212,0,286.59
24,1,24,train,2.459366884631918e-10,2.3193090971753645e-10,0.05694871648949417,1257047619.9913945,0,200,215,0,299.88
25,2,0,train,1.1264972194148473e-09,5.222358007328132e-10,0.5364073770159098,887707473.0104034,1,200,218,0,244.48
26,2,1,train,5.222358007328132e-10,4.19136231392357e-10,0.19741957406172564,887707473.0104034,0,200,212,0,278.04
27,2,2,train,4.19136231392357e-10,3.6877532431531986e-10,0.12015402941840614,887707473.0104034,0,200,212,0,385.0
28,2,3,train,3.6877532431531986e-10,3.3020309295027373e-10,0.10459547811844672,887707473.0104034,0,200,219,0,458.14
29,2,4,train,3.3020309295027373e-10,2.966946365480624e-10,0.10147832384858202,887707473.0104034,0,200,218,0,377.6
30,2,5,train,2.966946365480624e-10,2.711404347141435e-10,0.0861296386454202,887707473.0104034,0,200,217,0,308.64
31,2,6,train,2.711404347141435e-10,2.491592192883068e-10,0.08106948507702641,887707473.0104034,0,200,220,0,337.21
32,2,7,train,2.491592192883068e-10,2.3028789163397272e-10,0.07574003365493663,887707473.0104034,0,200,222,0,313.75
33,2,8,train,2.3028789163397272e-10,2.1454912954335238e-10,0.06834385420331196,887707473.0104034,0,200,220,0,183.3
34,2,9,train,2.1454912954335238e-10,2.006133307460645e-10,0.06495388178432099,887707473.0104034,0,200,225,0,226.24
35,2,10,train,2.006133307460645e-10,1.891918497813745e-10,0.056932811604365745,887707473.0104034,0,200,213,0,226.99
36,2,11,train,1.891918497813745e-10,1.796937042495266e-10,0.05020377750322609,887707473.0104034,0,200,217,0,270.45
37,2,12,train,1.796937042495266e-10,1.7094159120285074e-10,0.04870573002670412,887707473.0104034,0,200,220,0,231.61
38,2,13,train,1.7094159120285074e-10,1.6315883398449806e-10,0.04552875145006192,887707473.0104034,0,200,215,0,431.73
39,2,14,train,1.6315883398449806e-10,1.5581246454494507e-10,0.04502587607515621,887707473.0104034,0,200,217,0,518.19
40,2,15,train,1.5581246454494507e-10,1.493914822128356e-10,0.04120968338997875,887707473.0104034,0,200,217,0,426.9
41,2,16,train,1.493914822128356e-10,1.4233965418725722e-10,0.0472036820381215,887707473.0104034,0,200,216,0,422.79
42,2,17,train,1.4233965418725722e-10,1.36704930654531e-10,0.039586463553672555,887707473.0104034,0,200,216,0,459.28
43,2,18,train,1.36704930654531e-10,1.3134718698751684e-10,0.03919202944152611,887707473.0104034,0,200,220,0,519.84
44,2,19,train,1.3134718698751684e-10,1.262994514461642e-10,0.03843048075199636,887707473.0104034,0,200,225,0,503.39
45,2,20,train,1.262994514461642e-10,1.2129724565421326e-10,0.03960591859009905,887707473.0104034,0,200,224,0,453.51
46,2,21,train,1.2129724565421326e-10,1.1733874279069392e-10,0.03263473001525519,887707473.0104034,0,200,221,0,415.8
47,2,22,train,1.1733874279069392e-10,1.1344327062911436e-10,0.033198516269500315,887707473.0104034,0,200,214,0,388.23
48,2,23,train,1.1344327062911436e-10,1.0995525509964611e-10,0.03074678215926783,887707473.0104034,0,200,221,0,243.72
49,2,24,train,1.0995525509964611e-10,1.0805694236625048e-10,0.017264411161388347,9094608521.382244,1,200,218,0,444.44
50,3,0,train,1.153832071743493e-09,5.104140098421079e-10,0.5576357926410825,866677244.0195341,1,200,221,0,599.2
51,3,1,train,5.104140098421079e-10,4.017007187001286e-10,0.2129904137537464,866677244.0195341,0,200,210,0,496.39
52,3,2,train,4.017007187001286e-10,3.361521851824179e-10,0.1631775360766605,866677244.0195341,0,200,209,0,374.52
53,3,3,train,3.361521851824179e-10,2.895528810029352e-10,0.13862561730543244,866677244.0195341,0,200,220,0,254.14
54,3,4,train,2.895528810029352e-10,2.5324643159890817e-10,0.12538797499880164,866677244.0195341,0,200,212,0,255.39
55,3,5,train,2.5324643159890817e-10,2.31401275569055e-10,0.08626046926675576,866677244.0195341,0,200,215,0,290.68
56,3,6,train,2.31401275569055e-10,2.119711359709727e-10,0.08396729685391868,866677244.0195341,0,200,216,0,329.96
57,3,7,train,2.119711359709727e-10,1.950499969463586e-10,0.07982756212115256,866677244.0195341,0,200,220,0,341.84
58,3,8,train,1.950499969463586e-10,1.8060145270922793e-10,0.07407610593864417,866677244.0195341,0,200,216,0,191.39
59,3,9,train,1.8060145270922793e-10,1.6788585819589718e-10,0.07040693373493023,866677244.0195341,0,200,216,0,281.23
60,3,10,train,1.6788585819589718e-10,1.5532704357005126e-10,0.07480567309720451,866677244.0195341,0,200,212,0,452.05
61,3,11,train,1.5532704357005126e-10,1.456199849834658e-10,0.062494323998432785,866677244.0195341,0,200,219,0,359.21
62,3,12,train,1.456199849834658e-10,1.3651569006096343e-10,0.06252091650425655,866677244.0195341,0,200,222,0,297.23
63,3,13,train,1.3651569006096343e-10,1.2856091266597234e-10,0.05827005959123636,866677244.0195341,0,200,216,0,365.16
64,3,14,train,1.2856091266597234e-10,1.212878847609407e-10,0.0565726219129173,866677244.0195341,0,200,220,0,196.77
65,3,15,train,1.212878847609407e-10,1.1461675434733702e-10,0.055002446672662623,866677244.0195341,0,200,216,0,173.45
66,3,16,train,1.1461675434733702e-10,1.1061294248167758e-10,0.034932169284136234,8724727948.320532,1,200,218,0,244.46
67,3,17,train,1.1061294248167758e-10,1.0696365388215571e-10,0.03299151543795476,8724727948.320532,0,200,211,0,231.64
68,3,18,train,1.0696365388215571e-10,1.0368551459424375e-10,0.030647226127143774,8724727948.320532,0,200,209,0,174.46
69,3,19,train,1.0368551459424375e-10,1.0018801624441172e-10,0.033731793332163286,8724727948.320532,0,200,214,0,163.37
70,3,20,train,1.0018801624441172e-10,9.648022196932853e-11,0.037008361020323156,8724727948.320532,0,200,218,0,167.36
71,3,21,train,9.648022196932853e-11,9.258155580403281e-11,0.04040896761758201,8724727948.320532,0,200,222,0,167.21
72,3,22,train,9.258155580403281e-11,8.912108807052027e-11,0.037377506820443857,8724727948.320532,0,200,221,0,167.92
73,3,23,train,8.912108807052027e-11,8.541272110204663e-11,0.04161043192761808,8724727948.320532,0,200,213,0,160.89
74,3,24,train,8.541272110204663e-11,8.220653995094921e-11,0.03753751326183417,8724727948.320532,0,200,212,0,157.98
75,4,0,train,2.1939097519140797e-09,3.1044707664642985e-10,0.8584959675868253,455807263.3240946,1,200,215,0,180.32
76,4,1,train,3.1044707664642985e-10,2.4047104461568486e-10,0.22540406173784377,455807263.3240946,0,200,211,0,178.99
77,4,2,train,2.4047104461568486e-10,2.0383612087662766e-10,0.1523465072379349,455807263.3240946,0,200,211,0,176.86
78,4,3,train,2.0383612087662766e-10,1.855753703881242e-10,0.08958544937948375,4905901837.708404,1,200,224,0,189.5
79,4,4,train,1.855753703881242e-10,1.640109272101433e-10,0.11620315310636127,4905901837.708404,0,200,213,0,169.95
80,4,5,train,1.640109272101433e-10,1.4405834617584061e-10,0.12165397375467504,4905901837.708404,0,200,214,0,157.68
81,4,6,train,1.4405834617584061e-10,1.328653110490418e-10,0.07769792881792746,4905901837.708404,0,200,217,0,155.7
82,4,7,train,1.328653110490418e-10,1.2647851619485266e-10,0.04806969406658529,7526418988.556696,1,200,217,0,165.75
83,4,8,train,1.2647851619485266e-10,1.206853332873491e-10,0.045803691265468384,7526418988.556696,0,200,209,0,172.29
84,4,9,train,1.206853332873491e-10,1.1460107217322657e-10,0.05041425456095837,7526418988.556696,0,200,211,0,174.46
85,4,10,train,1.1460107217322657e-10,1.0895180659421015e-10,0.04929504996669848,7526418988.556696,0,200,220,0,183.08
86,4,11,train,1.0895180659421015e-10,1.0086627694273197e-10,0.07421198330003509,7526418988.556696,0,200,218,0,181.42
87,4,12,train,1.0086627694273197e-10,9.536744487570511e-11,0.05451606060714317,7526418988.556696,0,200,214,0,176.11
88,4,13,train,9.536744487570511e-11,9.082500474588156e-11,0.047630930405484044,7526418988.556696,0,200,215,0,155.58
89,4,14,train,9.082500474588156e-11,8.661978978885725e-11,0.04630018978573183,7526418988.556696,0,200,214,0,154.27
90,4,15,train,8.661978978885725e-11,8.3222217951714e-11,0.039223967703282424,7526418988.556696,0,200,220,0,164.38
91,4,16,train,8.3222217951714e-11,7.990574152242763e-11,0.03985085366519082,7526418988.556696,0,200,213,0,167.58
92,4,17,train,7.990574152242763e-11,7.674681027645162e-11,0.03953321983864421,7526418988.556696,0,200,214,0,166.96
93,4,18,train,7.674681027645162e-11,7.400638796634839e-11,0.03570731213755839,7526418988.556696,0,200,221,0,185.18
94,4,19,train,7.400638796634839e-11,7.130131897163494e-11,0.03655183111954441,7526418988.556696,0,200,216,0,185.79
95,4,20,train,7.130131897163494e-11,6.887030187036996e-11,0.03409498079877147,7526418988.556696,0,200,214,0,184.63
96,4,21,train,6.887030187036996e-11,6.650409798490631e-11,0.034357390939238286,7526418988.556696,0,200,220,0,190.11
97,4,22,train,6.650409798490631e-11,6.434257732798135e-11,0.032502067126984134,7526418988.556696,0,200,219,0,189.28
