tag,mode,seed,width,depth,leg,node,node_c,is_endpoint,med_um,p95_um,n
w100_physics_s6,physics,6,100,4,A,6,0.8983332387068134,False,356.04592178166513,24758.584824058795,604
w100_physics_s6,physics,6,100,4,A,7,0.9801449282487681,False,386.7823094817629,27798.900011298952,604
w100_physics_s6,physics,6,100,4,A,8,1.0,True,441.85055582205035,28168.63748046385,604
w100_physics_s6,physics,6,100,4,B,0,0.019855071751231912,False,1045.4332867749727,7456.885219515053,564
w100_physics_s6,physics,6,100,4,B,1,0.10166676129318664,False,992.9001957340375,6871.980318034422,564
w100_physics_s6,physics,6,100,4,B,2,0.2372337950418355,False,923.5702559363403,8827.165101501216,564
w100_physics_s6,physics,6,100,4,B,3,0.4082826787521751,False,1422.1980596654835,16043.63586745364,564
w100_physics_s6,physics,6,100,4,B,4,0.5917173212478248,False,2017.181900500857,28166.52422251743,564
w100_physics_s6,physics,6,100,4,B,5,0.7627662049581645,False,2244.610353614661,32537.145761282514,564
w100_physics_s6,physics,6,100,4,B,6,0.8983332387068134,False,2490.091696511172,42301.61567137244,564
w100_physics_s6,physics,6,100,4,B,7,0.9801449282487681,False,2381.6992361053817,39213.426878946244,564
w100_physics_s6,physics,6,100,4,B,8,1.0,True,2502.456041106626,39714.38165757727,564
w100_physics_s6,physics,6,100,4,C,0,0.019855071751231912,False,311.6066623597362,2634.6983765102723,2793
w100_physics_s6,physics,6,100,4,C,1,0.10166676129318664,False,257.15458552531345,2461.9966115053558,2793
w100_physics_s6,physics,6,100,4,C,2,0.2372337950418355,False,257.4453012516642,2220.7929244810844,2793
w100_physics_s6,physics,6,100,4,C,3,0.4082826787521751,False,285.38448958812876,2015.9066626722633,2793
w100_physics_s6,physics,6,100,4,C,4,0.5917173212478248,False,289.2019703982456,2340.631416087246,2793
w100_physics_s6,physics,6,100,4,C,5,0.7627662049581645,False,269.3115189488253,2652.037154038189,2793
w100_physics_s6,physics,6,100,4,C,6,0.8983332387068134,False,242.91813178771804,2508.3657592831637,2793
w100_physics_s6,physics,6,100,4,C,7,0.9801449282487681,False,269.5793220441942,2744.69751353477,2793
w100_physics_s6,physics,6,100,4,C,8,1.0,True,295.8482779796752,2783.496262001951,2793
w100_physics_s7,physics,7,100,4,A,0,0.019855071751231912,False,544.909828732664,7963.554953125261,604
w100_physics_s7,physics,7,100,4,A,1,0.10166676129318664,False,597.3064134961072,6859.320510772348,604
