mode,seed,phase,outer,loss,wall_s
physics,5,stall,0,0.00032917337084943264,30.6
physics,5,stall,1,0.0001550274633853266,30.2
physics,5,stall,2,9.981310347935876e-05,30.5
physics,5,stall,3,7.268908426769084e-05,30.1
physics,5,stall,4,5.649006244600107e-05,30.7
physics,5,stall,5,4.499320423133414e-05,31.6
physics,5,stall,6,3.7675614671765514e-05,32.9
physics,5,stall,7,3.249589393251723e-05,31.7
physics,5,stall,8,2.727162351346667e-05,31.4
physics,5,stall,9,2.3186775337280813e-05,30.2
physics,5,stall,10,1.9846067682752326e-05,29.6
physics,5,stall,11,1.716500393453264e-05,29.5
physics,5,stall,12,1.4971777994970096e-05,29.2
physics,5,stall,13,1.3224477070299546e-05,29.5
physics,5,stall,14,1.1819758075542303e-05,30.7
physics,5,stall,15,1.0463531331903693e-05,29.8
physics,5,stall,16,9.44095484720117e-06,29.9
physics,5,stall,17,8.493815612600283e-06,29.7
physics,5,stall,18,7.672691340607944e-06,29.7
physics,5,stall,19,6.97556132642584e-06,31.6
physics,5,stall,20,6.3954507149020805e-06,31.5
physics,5,stall,21,5.912891644356564e-06,28.0
physics,5,stall,22,5.466897755906859e-06,28.6
physics,5,stall,23,5.068512505336333e-06,31.1
physics,5,stall,24,4.706888523474393e-06,30.0
physics,5,stall,25,4.353521257881364e-06,30.4
physics,5,stall,26,4.0466704475497945e-06,30.0
physics,5,stall,27,3.7659023567923907e-06,31.4
physics,5,stall,28,3.496395027906076e-06,31.6
physics,5,stall,29,3.263360810873025e-06,31.8
physics,5,stall,30,3.04847620738295e-06,30.8
physics,5,stall,31,2.860903898162107e-06,29.5
physics,5,stall,32,2.70046898958575e-06,31.4
physics,5,stall,33,2.548456252512712e-06,31.7
physics,5,stall,34,2.407032972846224e-06,31.6
physics,5,stall,35,2.2776512100601136e-06,32.6
physics,5,stall,36,2.1639864691443377e-06,30.7
physics,5,stall,37,2.0456001293564678e-06,32.6
physics,5,stall,38,1.936780295653197e-06,31.2
physics,5,stall,39,1.8429987137564854e-06,31.9
physics,5,stall,40,1.7535617389558514e-06,32.4
physics,5,stall,41,1.6749679423521146e-06,30.8
physics,5,stall,42,1.6014582126512532e-06,30.9
physics,5,stall,43,1.5292337344597111e-06,30.5
physics,5,stall,44,1.464338918939055e-06,32.2
physics,5,stall,45,1.4017331667937394e-06,31.3
physics,5,stall,46,1.3422258037737681e-06,31.7
physics,5,stall,47,1.2868234392272442e-06,33.3
physics,5,stall,48,1.2349361088834197e-06,33.3
physics,5,stall,49,1.184695258490129e-06,34.0
physics,5,stall,50,1.1393986013860486e-06,33.6
physics,5,stall,51,1.0916630009879512e-06,35.1
physics,5,stall,52,1.0463246644580322e-06,34.4
physics,5,stall,53,1.0064620914077998e-06,34.3
physics,5,stall,54,9.866566593249312e-07,32.6
physics,5,stall,55,9.854095166105633e-07,30.4
physics,5,stall,56,9.84563192056728e-07,30.6
physics,5,confirm,57,9.84387783720721e-07,37.1
physics,5,confirm,58,9.842495816775326e-07,36.4
