arm,tag,mode,seed,width,depth,converged,split,leg,band,endpoint_med_um,endpoint_p95_um,stage_med_um,slope_med_mrad,rho_mean,rho_median,straight_med_um,n,ceiling_leg_um,ceiling_band_um,ceiling_band_n,ceiling_own_um,ceiling_own_p95_um
residual,residual_w100_data_s0,data,0,100,4,True,test,A,1-5GeV,0.17667027522444423,87663.38551040743,0.15584743576468885,0.0015007642972710705,0.0012688483030192281,8.62156519293829e-09,31.11023947234115,324,0.0007444257531519227,0.002909424121233517,19,0.0028088209010346255,7173.877347743397
residual,residual_w100_data_s0,data,0,100,4,True,test,A,5-20GeV,0.03433308494238396,4095.676786638002,0.03941047777755724,0.0002065157649333571,1.9471623181945192e-05,8.694800103745299e-10,9.80516663159503,191,0.0007444257531519227,0.020400536357767507,9,0.0005096686157557428,2306.1250752016567
residual,residual_w100_data_s0,data,0,100,4,True,test,A,20-200GeV,0.033719818249178246,530.7909183395158,0.03325268824871941,7.892469971321203e-05,4.9369254696417554e-06,7.454844021871965e-10,5.945399012586616,89,0.0007444257531519227,0.0004550318470283865,4,0.0009147414785637409,436.5695393626081
residual,residual_w100_data_s0,data,0,100,4,True,test,A,all,0.058252119107732314,17278.325189641422,0.06041633729458873,0.0004098964787122711,0.0006875253585642045,1.6651874688306766e-09,10.945522383782214,604,0.0007444257531519227,0.0007444257531519227,32,0.0012975941081627695,10095.745280850735
residual,residual_w100_data_s0,data,0,100,4,True,test,B,1-5GeV,2674.2835851162,65644.58318969037,2864.62633545716,1.101230649896312,0.00011569419378862586,3.7718410072336746e-06,1197127.786821343,191,29.06626263219181,194.32988753253255,14,239.1203764747729,31863.319386796837
residual,residual_w100_data_s0,data,0,100,4,True,test,B,5-20GeV,294.0738144464703,4641.502293223225,367.31354343952296,0.180011946334116,1.9496337041762085e-05,4.406376766414355e-07,355193.23732396663,278,29.06626263219181,18.868742882830247,13,23.771840872143457,312.6197581884921
residual,residual_w100_data_s0,data,0,100,4,True,test,B,20-200GeV,109.61832136786143,773.5364538411275,128.9829019734441,0.051625588406746525,9.39112808124288e-05,4.682767432495462e-07,104910.80409850382,95,29.06626263219181,8.451150669401386,5,6.659794481365111,77.86268877226932
residual,residual_w100_data_s0,data,0,100,4,True,test,B,all,486.12240508089855,20276.19082156433,648.0427513857876,0.26300937484259945,6.460841203620237e-05,8.703095076027271e-07,444074.60985912883,564,29.06626263219181,29.06626263219181,32,46.362551442712174,10372.636338919856
residual,residual_w100_data_s0,data,0,100,4,True,test,C,1-5GeV,0.04367557528439647,68.64021514661113,0.04237536623463711,0.0011596728675122847,1.0550865682965075e-06,9.35627432596554e-14,20.65045648123487,1625,1.9820198815523327e-06,2.8307738375588087e-06,18,6.750537906441423e-06,0.20163025035344614
residual,residual_w100_data_s0,data,0,100,4,True,test,C,5-20GeV,0.005430974281850354,3.8112710059522183,0.005440314509996824,0.00011088630157141122,2.5970348038783357e-07,1.0641584959953029e-14,4.010366603324655,857,1.9820198815523327e-06,6.594778056978612e-07,10,1.7530226159578888e-06,0.14228742605375028
residual,residual_w100_data_s0,data,0,100,4,True,test,C,20-200GeV,0.003397693262741086,1.2064291563280705,0.003456188409245442,4.6553209211153135e-05,4.158957548370062e-07,4.254576928631878e-14,0.7430259263347949,311,1.9820198815523327e-06,1.1178560299640594e-06,4,4.790932095488643e-07,0.009702852425164103
residual,residual_w100_data_s0,data,0,100,4,True,test,C,all,0.011885999441574313,31.859087308510006,0.011783940635723411,0.0002934268423047254,7.398586236765152e-07,4.286754653921046e-14,6.63368461363234,2793,1.9820198815523327e-06,1.9820198815523327e-06,32,5.807194725093723e-07,3.303541561407996
residual,residual_w100_data_s1,data,1,100,4,True,val,A,1-5GeV,0.15952863563040154,52881.21323703537,0.1772477486516877,0.0016052686190987618,0.004435972111662963,5.365042617372931e-09,25.804742523524773,350,0.0007444257531519227,0.002909424121233517,19,0.0028088209010346255,7173.877347743397
residual,residual_w100_data_s1,data,1,100,4,True,val,A,5-20GeV,0.033322904630012085,2992.862834200474,0.036268026760710725,0.00015395733644202325,6.209063632068598e-06,7.209785626400078e-10,11.007220319043443,184,0.0007444257531519227,0.020400536357767507,9,0.0005096686157557428,2306.1250752016567
residual,residual_w100_data_s1,data,1,100,4,True,val,A,20-200GeV,0.042708722698903134,477.274241863572,0.04388564631296887,0.00013368708773157933,2.9492323986671338e-05,1.3080337821249535e-09,15.481654977695825,98,0.0007444257531519227,0.0004550318470283865,4,0.0009147414785637409,436.5695393626081
residual,residual_w100_data_s1,data,1,100,4,True,val,A,all,0.0720663528612775,16957.893890879477,0.07369624393238627,0.00044217818389853756,0.00246301100402062,2.123998774160891e-09,15.482794052115722,632,0.0007444257531519227,0.0007444257531519227,32,0.0012975941081627695,10095.745280850735
residual,residual_w100_data_s1,data,1,100,4,True,val,B,1-5GeV,2591.9214612767973,45011.95629854452,2967.6177595325867,1.7557431728082822,0.0002690132891487677,3.9094575459330585e-06,1181464.7237645744,219,29.06626263219181,194.32988753253255,14,239.1203764747729,31863.319386796837
