q,stratum,direction,n,n_converged,converged_frac,median_abs_dz_mm,endpoint_med_um,endpoint_p95_um,endpoint_mean_um,slope_err_med_mrad,median_n_eval,wall_s
18,50-200 mm,+1,968,968,1.0,103.91280090297384,4.417438503878657e-05,0.0019647540938194635,0.0005245007936836361,8.9266502783375e-07,78.0,35.691059585660696
18,50-200 mm,-1,1032,1032,1.0,99.8375629761332,4.12837763974494e-05,0.0015935665658162153,0.00034503123227807057,9.314455821224366e-07,78.0,39.38258158043027
18,500-2000 mm,both,2000,2000,1.0,997.8958374614399,0.16712826850096008,5.188256401438448,1.5088841917697127,0.00033266281383032004,80.0,65.82565796538256
18,500-2000 mm,+1,988,988,1.0,994.6021274047333,0.19874353540672018,6.017098111975371,1.7837159100635671,0.00038475386692632396,80.0,32.42808803077787
18,500-2000 mm,-1,1012,1012,1.0,999.4919989535956,0.14381025445819873,4.508156447654693,1.2405702217357917,0.0002955784067365519,80.0,33.39756993460469
18,full crossing,both,2000,2000,1.0,5174.685791015625,38.62411554113976,201.1926956636827,149.98580785430067,0.015429386354119667,82.0,65.65747121255845
18,full crossing,+1,1001,1001,1.0,5174.714111328125,43.66088758411024,237.49093873945526,177.92907147255016,0.015900026793413957,82.0,32.75879172421992
18,full crossing,-1,999,999,1.0,5174.636474609375,34.54253952000607,151.71499157692656,121.986601766345,0.014911379938815916,82.0,32.89867948833853
20,0.05-0.2 mm,both,2000,2000,1.0,0.09822287894675868,1.4210854715202004e-11,2.2737367544323206e-10,4.1848399745525455e-11,3.469446951953614e-15,85.0,67.88753599347547
20,0.05-0.2 mm,+1,1017,1017,1.0,0.09751292959136826,1.4210854715202004e-11,2.2737367544323206e-10,4.061222024032206e-11,3.469446951953614e-15,85.0,34.46177217364311
20,0.05-0.2 mm,-1,983,983,1.0,0.0992307299534736,1.4210854715202004e-11,2.2737367544323206e-10,4.312733622242459e-11,3.469446951953614e-15,85.0,33.425763819832355
20,0.5-2 mm,both,2000,2000,1.0,0.9965707658995944,2.3447910280083306e-10,1.4793499758525273e-09,4.3461523095700283e-10,6.938893903907228e-14,85.0,69.64667706913315
20,0.5-2 mm,+1,1000,1000,1.0,1.002988498170338,2.2737367544323206e-10,1.4807710613240463e-09,4.241132965654426e-10,6.938893903907228e-14,85.0,34.702889853389934
20,0.5-2 mm,-1,1000,1000,1.0,0.9883814176955703,2.842170943040401e-10,1.4793499758525273e-09,4.4511716534856305e-10,6.938893903907228e-14,85.0,34.943787215743214
20,5-20 mm,both,2000,2000,1.0,10.00463580137827,2.9842794901924208e-09,7.049720807117409e-08,3.821218762245504e-08,9.43689570931383e-13,170.0,114.4637042323593
20,5-20 mm,+1,994,994,1.0,10.361438283999162,3.069544618483633e-09,7.856089112578936e-08,3.584869219605999e-08,9.992007221626409e-13,170.0,56.36978790350258
20,5-20 mm,-1,1006,1006,1.0,9.801871192095646,2.8705926524708048e-09,5.016431714466307e-08,4.054749026046367e-08,8.777700788442644e-13,170.0,58.09391632885672
20,50-200 mm,both,2000,2000,1.0,101.91578686308067,3.4109497448753245e-05,0.0013569687126846475,0.0003094323224379636,7.494418089587507e-07,86.0,82.44944510585628
20,50-200 mm,+1,968,968,1.0,103.91280090297384,3.413885707459485e-05,0.0016620771873476765,0.0003653373955492761,7.17237158553985e-07,86.0,39.1667418347206
20,50-200 mm,-1,1032,1032,1.0,99.8375629761332,3.40274723953371e-05,0.00114091459764154,0.00025699423060487203,7.961217579274815e-07,86.0,43.28270327113569
20,500-2000 mm,both,2000,2000,1.0,997.8958374614399,0.14568162826841813,4.421201547597774,1.4068951759503834,0.00027901280688635843,88.0,72.68395232362673
20,500-2000 mm,+1,988,988,1.0,994.6021274047333,0.1714333611708696,5.322583556966264,1.8774666438401233,0.0002963496744229875,88.0,35.86551897064783
20,500-2000 mm,-1,1012,1012,1.0,999.4919989535956,0.1275130582314432,3.7276936677542944,0.9474835057181076,0.0002531383468118431,88.0,36.8184333529789
20,full crossing,both,2000,2000,1.0,5174.685791015625,23.559801899295962,139.61894069876163,110.00953228477412,0.009563533965171317,90.0,71.90479353070259
20,full crossing,+1,1001,1001,1.0,5174.714111328125,16.68561000995794,98.42703549384169,111.00260584043217,0.009633341636117176,90.0,35.929250600980595
20,full crossing,-1,999,999,1.0,5174.636474609375,34.94052566659178,160.19756805826543,109.01447059386949,0.009478859618909305,90.0,35.975542929721996
