round,source,n_states,per_plane,restarts,loss_first,loss_last,train_end_moved_med_um,val_z1_pos_med_um,val_z1_x_med_um,val_z1_y_med_um,wall_s
1,rk6,32000,125,25,3.610290958103318e-07,7.575017324976218e-12,nan,353.9186849619682,174.02421455508943,235.45385742966118,4700.7
2,own,32000,125,25,1.3372266161199076e-11,3.671978194907328e-12,nan,265.72933391139486,113.51306060180377,209.86697000080312,4799.9
3,own,32000,125,25,1.70051837879759e-11,4.154247505587252e-12,298.7049465069731,227.39142797655632,86.97321460880403,165.28249653629246,4772.8
4,own,32000,125,25,1.1496791855648594e-11,2.6969610939845036e-12,204.6667670966542,218.4037780913286,72.00668410587241,177.44885082416317,4780.9
5,own,32000,125,25,9.879788946429522e-12,2.3703773196674028e-12,161.93561627790132,199.07260242581515,85.09544789296797,146.18564007992063,4687.1
6,own,32000,125,25,1.5935880703032524e-11,3.02962065714634e-12,142.23347119173013,179.12101773850964,72.92596498302828,143.88707082400742,4565.3
7,own,32000,125,25,1.2088811942902507e-11,2.2220435037292724e-12,163.26362630712765,172.26554032386332,73.42812289948597,122.59336441502455,4597.2
8,own,32000,125,25,3.9227041525452203e-11,1.9611405864397477e-12,174.82445241091682,175.6982661633515,77.3283976024004,126.6966131902052,4594.4
9,own,32000,125,25,1.1255892778807588e-11,1.8919603857880812e-12,142.26110069216702,140.15726558066888,61.12274437657206,96.94922663760508,4584.7
10,own,32000,125,25,9.76833864954284e-12,2.1322710163503488e-12,143.71615762422607,164.02260540809266,72.18196812573296,112.70259525929305,4579.1
11,own,32000,125,25,1.3128059707537517e-11,2.3059156187526896e-12,129.72858373211693,153.47407405033664,67.48806771497584,120.38897309004426,4597.4
12,own,32000,125,25,7.306938166201586e-12,1.4135129462972984e-12,136.37524236787613,135.83794987903275,65.92018406814049,100.19891536433079,4555.7
13,own,32000,125,25,6.14537940941071e-12,2.011490510791843e-12,126.74827076136808,142.25555327709571,61.17490131100567,105.18442827896024,4609.8
14,own,32000,125,25,6.663886157705196e-12,1.7719187226619577e-12,125.55827856544965,132.80432210933668,56.00717450249704,98.24231457264432,4597.2
15,own,32000,125,25,6.388510203811384e-12,1.3607568602592e-12,124.04259370475756,149.7350801906805,54.751610460979094,105.97134406540931,4590.5
16,own,32000,125,25,6.078605865457348e-12,1.3595388820267402e-12,114.40259015557785,137.36206908532722,54.45883051970668,104.12089434976224,4557.2
17,own,32000,125,25,8.359038378092826e-12,1.5142605790934761e-12,99.96508442495156,131.95403721415744,67.23637148297712,91.00996420537655,4527.2
18,own,32000,125,25,9.759842731850606e-12,1.2825391170786874e-12,122.27612346339356,120.27133999970374,57.35059889804006,91.09243221629981,4508.7
19,own,32000,125,25,1.1633330354643084e-11,1.8708376722322193e-12,120.43965359771391,132.52962654172507,58.293484824957886,95.37460682676624,4499.8
20,own,32000,125,25,9.809000439266633e-12,1.5660832705593817e-12,109.04355605634919,122.18954794985848,49.4256552965453,88.06425438169185,4517.0
21,own,32000,125,25,6.9476456110989104e-12,1.3489606827323149e-12,115.69256324321486,117.51885322422595,49.168759333895196,86.8331509437894,4543.8
22,own,32000,125,25,7.1539714781169e-12,1.0657249342726792e-12,101.97454378442217,114.16658377120825,59.397608665552326,76.26631224042058,4542.8
23,own,32000,125,25,1.2843971103438589e-11,1.244826613935399e-12,87.91890738559971,107.29909826932271,47.33142094437426,80.73717509347489,4480.5
24,own,32000,125,25,6.961373656537729e-12,1.2872189662472221e-12,86.63456717130202,117.02676407048784,57.01961961631241,78.32272478509594,4349.2
25,own,32000,125,25,1.0954409799994073e-11,1.4499692951587527e-12,87.15416637841145,124.95919264551958,63.39837130116166,89.86689514313184,4196.7
26,own,32000,125,25,1.3441455439414369e-11,1.3598179884304332e-12,111.33261632835456,110.13362688879624,59.89524372597543,75.59922471152447,4104.9
27,own,32000,125,25,8.293094123002346e-12,1.2226652150095332e-12,110.83004675754182,112.73210136835132,50.18966586339957,76.88214241379399,3840.2
