restart,round,in_round,phase,loss_before,loss_after,gain,factor,factor_renewed,n_iter,func_evals,early_stop,wall_s
0,1,0,train,3.610290958103318e-07,3.120692771081614e-10,0.9991356118364706,2769859.8578474526,1,200,212,0,184.64
1,1,1,train,3.120692771081614e-10,2.0177449431229676e-10,0.3534304428104184,3204416689.9947853,1,200,216,0,187.3
2,1,2,train,2.0177449431229676e-10,1.0515453248854066e-10,0.47885121532859554,3204416689.9947853,0,200,209,0,181.89
3,1,3,train,1.0515453248854066e-10,6.853572976185657e-11,0.34823798708509945,3204416689.9947853,0,200,209,0,182.42
4,1,4,train,6.853572976185657e-11,5.085960718469713e-11,0.2579110580507315,3204416689.9947853,0,200,208,0,183.45
5,1,5,train,5.085960718469713e-11,4.1068349445942e-11,0.19251540231520245,3204416689.9947853,0,200,210,0,186.73
6,1,6,train,4.1068349445942e-11,3.514050667945581e-11,0.14434090598866095,3204416689.9947853,0,200,208,0,182.3
7,1,7,train,3.514050667945581e-11,2.9829248479169774e-11,0.15114347236749315,3204416689.9947853,0,200,207,0,181.31
8,1,8,train,2.9829248479169774e-11,2.752584208925218e-11,0.07721972585149438,33524143281.662476,1,200,217,0,189.73
9,1,9,train,2.752584208925218e-11,2.4755221286753608e-11,0.10065526037368336,33524143281.662476,0,200,217,0,190.74
10,1,10,train,2.4755221286753608e-11,2.1751459509415227e-11,0.12133851451150951,33524143281.662476,0,200,215,0,188.07
11,1,11,train,2.1751459509415227e-11,1.9216420506481346e-11,0.11654569670768883,33524143281.662476,0,200,211,0,188.49
12,1,12,train,1.9216420506481346e-11,1.7281419819851908e-11,0.10069516775909423,33524143281.662476,0,200,211,0,186.11
13,1,13,train,1.7281419819851908e-11,1.5874846798517895e-11,0.0813922140655493,33524143281.662476,0,200,215,0,189.33
14,1,14,train,1.5874846798517895e-11,1.463591108235713e-11,0.07804394788089751,33524143281.662476,0,200,211,0,185.93
15,1,15,train,1.463591108235713e-11,1.3610714509437162e-11,0.07004665217977397,33524143281.662476,0,200,219,0,193.21
16,1,16,train,1.3610714509437162e-11,1.2557235667319522e-11,0.07740070085131805,33524143281.662476,0,200,216,0,188.02
17,1,17,train,1.2557235667319522e-11,1.1551735287498664e-11,0.08007338609067398,33524143281.662476,0,200,220,0,192.12
18,1,18,train,1.1551735287498664e-11,1.0779595491064968e-11,0.06684188801221143,33524143281.662476,0,200,212,0,187.6
19,1,19,train,1.0779595491064968e-11,1.0054404870922551e-11,0.06727438156130394,33524143281.662476,0,200,215,0,191.13
20,1,20,train,1.0054404870922551e-11,9.370588951525793e-12,0.06801157583919878,33524143281.662476,0,200,218,0,190.97
21,1,21,train,9.370588951525793e-12,8.84588422324554e-12,0.05599485058992109,33524143281.662476,0,200,219,0,192.42
22,1,22,train,8.84588422324554e-12,8.400564177333097e-12,0.05034206131052624,33524143281.662476,0,200,222,0,195.53
23,1,23,train,8.400564177333097e-12,7.938342425497102e-12,0.05502270348498599,33524143281.662476,0,200,215,0,188.83
24,1,24,train,7.938342425497102e-12,7.575017324976218e-12,0.04576838350458692,33524143281.662476,0,200,218,0,192.46
25,2,0,train,1.3372266161199076e-11,1.0909240704341616e-11,0.18418908412129628,74781640444.87813,1,200,218,0,191.73
26,2,1,train,1.0909240704341616e-11,9.827757296806441e-12,0.09913461778368965,74781640444.87813,0,200,218,0,193.09
27,2,2,train,9.827757296806441e-12,9.096249668020746e-12,0.07443281378381211,74781640444.87813,0,200,219,0,195.09
