outer,phase,loss,train_endpoint_med_um,val_endpoint_med_um,test_endpoint_med_um,val_endpoint_p95_um,test_endpoint_p95_um,val_slope_med_mrad,wall_s
18,stall,8.704248467551282e-06,460.04578944193497,466.4421856896297,477.5428775862025,3167.4675838044254,2956.2439162618234,0.16160784613965598,13.7
19,stall,8.321693078656894e-06,427.47313625295646,452.89231293600096,467.5961146204486,3208.6211258631643,2952.9390052323893,0.15199606175734376,13.9
20,stall,7.989494804839894e-06,431.4316828761662,438.6628025099526,449.7306449698897,3092.3314824995496,2926.0118135093767,0.1413374485715324,13.8
21,stall,7.681507229186999e-06,419.17251754051676,418.14873789269313,433.44633930820464,3064.6062443914175,3005.1887613282706,0.13894427751555416,13.8
22,stall,7.408802313182704e-06,403.5378880804785,393.94871499166584,406.7991335553103,3105.426347095239,2885.2849235249328,0.1391272206550942,13.8
23,stall,7.172885685893089e-06,391.2697092921951,382.3350657773972,400.51468557095404,3064.7663736734207,2859.777668329733,0.14003331537316283,13.9
24,stall,6.956896030013957e-06,387.17720963666125,381.7222221347265,398.6029442014285,3001.2331904280063,2816.123709807121,0.13546175184654152,14.0
25,stall,6.768618818903472e-06,384.7583582384999,388.67928108894034,390.3261932118198,2932.1879685156214,2788.26691293782,0.13400884966444093,13.7
26,stall,6.583368201483661e-06,381.0885706901388,384.1997878730581,382.3282619792394,2871.184449666252,2792.606240236451,0.12911603915494174,13.7
27,stall,6.403507666997318e-06,360.7455415075833,357.3435240429035,361.36989386417895,2787.4495522727816,2800.4386097604033,0.12745442426775888,13.7
28,stall,6.225730466954455e-06,352.0741452447851,352.5710039978094,361.804517991402,2825.642542918182,2735.0076958205996,0.12449847892422733,13.7
29,stall,6.067584044885553e-06,349.1824989061598,344.42266515497977,354.8365673000262,2756.7195396296393,2676.8117556270513,0.12010254884939342,13.9
30,stall,5.9241548215104994e-06,334.80077839514877,337.04156616113323,343.8739973537537,2717.461158752288,2582.3040946978067,0.11857825625490037,13.9
31,stall,5.778627760293395e-06,320.45960900151726,319.5741933708405,317.2258973769999,2810.3535147124107,2567.7627474622595,0.11183549643359325,14.1
32,stall,5.644288942285763e-06,325.83490090563316,322.17522636898366,316.4093344929597,2795.4374215614803,2417.8445982467438,0.11462940085260609,13.8
33,stall,5.510790219168894e-06,324.15793168814844,318.06598513736617,318.25553581072086,2749.8297555067493,2351.7494935904892,0.11432573392317069,13.8
34,stall,5.3871280593072645e-06,322.22912419991445,323.6224543187518,320.7014415559115,2744.555832716832,2357.117349311602,0.1142875755655668,14.0
35,stall,5.2651057386273084e-06,314.85177547119036,316.78308491939333,316.1920871427526,2699.75965547743,2326.941043129972,0.11898620152586692,13.8
36,stall,5.14744593074218e-06,305.1949668341649,308.39672748243174,307.87120553134883,2618.774192593719,2264.5594397402724,0.11446516810386873,13.9
37,stall,5.048606656601906e-06,297.7579090944431,301.62022846491254,299.7601296639516,2557.6608349379094,2313.9447883334374,0.1179170765044939,14.1
38,stall,4.946574897361756e-06,287.1306028885954,291.683266698783,293.24882911018335,2390.7107570438484,2249.837108636667,0.11950550729879217,14.0
39,stall,4.847749009645569e-06,286.8656893575974,286.2661045930963,299.03034989281707,2274.3603838927556,2243.367368963109,0.11987648650743643,13.9
40,stall,4.754766772535038e-06,283.3066320212225,289.0192290022924,290.46424272320337,2289.9563561452046,2232.3669271630843,0.1240328939673685,14.1
41,stall,4.669280613700767e-06,276.85092896547303,280.04084814088515,279.6953590058422,2198.8577634137,2245.2830156957248,0.12032019537061567,14.0
42,stall,4.588366473503657e-06,270.3756167665574,277.8467483157101,275.137827545322,2196.521107582746,2209.2105696730323,0.12108807599608626,13.9
43,stall,4.510143162238117e-06,266.67448392417725,270.9706936554097,271.44469675876337,2164.0358423813686,2222.196882933304,0.11952375813339966,14.2
44,stall,4.435234639248279e-06,269.03844835689483,276.1689013150601,269.99275612310214,2220.3513318841174,2145.9051302790667,0.11733736397520622,14.4
45,stall,4.366473083024938e-06,261.1279635114272,264.17991258526996,261.69670330855865,2180.956850897291,2137.3569891098123,0.11684879341311571,14.5
46,stall,4.296104707426328e-06,252.3891093953523,261.7193695207334,256.4983512561696,2139.62646633636,2127.1720895318626,0.11823363647101015,14.3
47,stall,4.2294679515969425e-06,256.84640674057846,258.20757661426796,259.78522697538153,2123.9665376897506,2152.8901152989024,0.11717297296015561,14.6
48,stall,4.167212124208621e-06,244.5927467564033,258.17773449978176,257.95067769638536,2187.8864311106086,2087.107404519573,0.11327916585817527,14.6
49,stall,4.108312449517182e-06,245.98937415514044,250.84304859359463,248.06154386112667,2201.613487695592,2095.6064247504573,0.11104227705560632,14.3
50,stall,4.046611222389609e-06,237.193117095714,245.23140556107137,249.52960337373042,2173.744250981673,2011.3381698089372,0.11113696119038202,14.4
51,stall,3.991760604947521e-06,236.58804519355846,243.47336463597458,250.85308922646732,2188.841783873408,1933.0144228499664,0.11531835082141673,14.1
52,stall,3.929242829449778e-06,242.28089057136515,245.50343415029374,251.9821011651402,2145.26923899595,1919.814067017928,0.11495260650806055,14.3
53,stall,3.878519542404855e-06,240.7231089766526,249.57199152204623,255.0105046447868,2179.740255429516,1924.339109035944,0.11606200373598038,14.0
54,stall,3.8254018973561115e-06,243.4378302233995,249.17361500286006,253.22513621514986,2187.892665782092,1954.4585564773001,0.1164343157902504,14.9
55,stall,3.777991263842141e-06,242.1982029284777,249.3498113891377,252.54979898953422,2125.692373766297,1969.0096634056094,0.11686038438823987,15.6
56,stall,3.735218851753883e-06,237.73654557442114,242.88435971453737,245.4636371582808,2072.5953387780023,1934.0325976204897,0.11421273422056177,14.8
57,stall,3.6985681546168097e-06,231.28585166000448,241.80574806709387,237.3658674726613,2137.0193607980473,2000.5473552784688,0.11306258285948001,15.2
58,stall,3.656013694263871e-06,227.00867789276913,239.16130109853384,229.75946540557857,2141.5856397449584,1932.3746869154504,0.1134926688224347,15.1
59,stall,3.6136494389487108e-06,229.37995790218935,234.58341615673817,229.912997308368,2079.2111378037816,1878.9056461416017,0.11251524544120262,15.3
60,stall,3.5706373463064814e-06,216.74822306084707,224.05599552240574,212.7310170033354,2123.2308348476313,1819.95746309894,0.11164294769189231,15.2
61,stall,3.5351101191082714e-06,212.98769223078295,223.48893296128836,208.81676661650062,2105.395006302823,1843.8896801042863,0.10952135813622338,15.6
62,stall,3.5055429851773303e-06,209.09394077243348,216.82569808990593,203.98161121227076,2179.9875960686786,1823.7256601919187,0.10710321270278322,15.0
63,stall,3.4692240497898574e-06,212.21193880560918,222.51534059955702,205.67515229289768,2158.8786882058666,1823.8179977687405,0.10533611657107672,15.4
64,stall,3.4305839914757736e-06,206.0369968866098,215.71186802145803,203.10035382993874,2213.0488896331667,1780.5143444164294,0.10484451234264724,15.7
65,stall,3.3941202811899556e-06,208.96576611893636,216.26142103571055,199.7838254331228,2184.9823468265226,1786.3003320085154,0.10529484893667673,15.0
66,stall,3.3594447210328474e-06,212.17029371634055,214.6513702502375,201.33928350892916,2197.3979131507795,1749.125887836333,0.10798680423051987,15.4
67,stall,3.342563724052108e-06,214.9733926477495,217.61442523325059,209.6546061287512,2192.0494622323417,1775.9217806154168,0.10687944844400832,16.0
68,stall,3.3414120143430027e-06,214.6404654554317,217.58436106756562,211.00230165986034,2193.861711951001,1776.2295912041473,0.10640031213149381,15.4
69,stall,3.3405940105248486e-06,214.25009793549066,216.69250776727722,211.80387646940346,2195.7141302419354,1775.7342091320666,0.10634441688384816,15.5
70,confirm,3.3403871957220236e-06,214.6151935278411,216.37990497626447,211.80132353003955,2196.3967422257374,1776.5967943734531,0.10624555041843092,14.1
71,confirm,3.3402196123342957e-06,214.60136180384382,216.1576315341165,211.7791424812765,2196.737299873529,1776.7449000447762,0.10622299438541039,14.2
