width,depth,q,mode,seed,split,stratum,direction,converged,median,p95,slope,rho,straight_line,n,tag
256,2,14,data,2,test,0.05-0.2 mm,forward,True,6.003233465889934e-07,1.4174884199746857e-05,0.0022388912033922265,7.053625246259132e-17,0.0001273499492526753,1017,w256_d2_q14_data_s2
256,2,14,data,2,test,0.05-0.2 mm,backward,True,6.126867901912192e-07,1.4423626026882627e-05,0.0030506835665689014,1.3376656031509102e-16,0.00013178674862501794,983,w256_d2_q14_data_s2
256,2,14,data,2,test,0.5-2 mm,all,True,6.261751650527003e-05,0.0012838452647656593,0.016437971383264846,3.2283007402736045e-15,0.013896570703053612,2000,w256_d2_q14_data_s2
256,2,14,data,2,test,0.5-2 mm,forward,True,5.8739853869838043e-05,0.0011887965172263644,0.010038263842467145,1.3459691055553137e-15,0.014008352798633439,1000,w256_d2_q14_data_s2
256,2,14,data,2,test,0.5-2 mm,backward,True,6.555221432336111e-05,0.0013546540969855407,0.026000548993777503,7.34481608222885e-15,0.013845175832472023,1000,w256_d2_q14_data_s2
256,2,14,data,2,test,5-20 mm,all,True,0.007126209567331898,0.14922661150649216,0.02968267254283702,1.6460248793717984e-14,1.4150646893398289,2000,w256_d2_q14_data_s2
256,2,14,data,2,test,5-20 mm,forward,True,0.007080601648112861,0.15244728264178758,0.019465311657279605,8.467477333820009e-15,1.4635983336042102,994,w256_d2_q14_data_s2
256,2,14,data,2,test,5-20 mm,backward,True,0.007143242328311317,0.1421854893806085,0.04580502910803055,3.2972287408253235e-14,1.3915581564276636,1006,w256_d2_q14_data_s2
256,2,14,data,2,test,50-200 mm,all,True,1.865819487242959,27.41238969583719,0.2609748120305944,4.943899597135847e-11,141.05070694597543,2000,w256_d2_q14_data_s2
256,2,14,data,2,test,50-200 mm,forward,True,1.911311718423292,29.427355877749044,0.22293221012786685,4.936708253558638e-11,143.455285236044,968,w256_d2_q14_data_s2
256,2,14,data,2,test,50-200 mm,backward,True,1.7821965440312226,26.962954765566124,0.2900653844075188,4.9623421995010515e-11,140.25341367157296,1032,w256_d2_q14_data_s2
256,2,14,data,2,test,500-2000 mm,all,True,309.473167829811,4807.057655318783,0.950658789333038,1.2484634484465972e-06,15985.931709538963,2000,w256_d2_q14_data_s2
256,2,14,data,2,test,500-2000 mm,forward,True,309.0369270894584,5608.712804322008,0.8720718339595979,1.0109503713788374e-06,16359.267616175515,988,w256_d2_q14_data_s2
256,2,14,data,2,test,500-2000 mm,backward,True,309.96770492117423,4170.78079347364,1.050005062861104,1.6086892242230263e-06,15658.961022059259,1012,w256_d2_q14_data_s2
256,2,14,data,2,test,full crossing,all,True,2030.4997253149395,29305.087858727682,0.8906707183608306,5.690345946683407e-05,456075.1746171858,2000,w256_d2_q14_data_s2
256,2,14,data,2,test,full crossing,forward,True,1719.1831111286292,24389.39100734831,0.8210634111299187,9.316307185720209e-06,461912.954381598,1001,w256_d2_q14_data_s2
256,2,14,data,2,test,full crossing,backward,True,2356.2816843373894,37335.6887758715,0.9512128527955771,0.0002990237121863312,449115.8207340198,999,w256_d2_q14_data_s2
256,2,14,physics,0,val,all,all,True,0.6825334482272183,2617.0826105588753,0.15729033326733477,1.201897551527988e-11,11.660928643891566,12000,w256_d2_q14_physics_s0
256,2,14,physics,0,val,all,forward,True,0.511153320246649,2585.8450995039275,0.14983538365169122,9.085081632402195e-12,9.735130103429412,5984,w256_d2_q14_physics_s0
256,2,14,physics,0,val,all,backward,True,0.9832455097154025,2641.083322391421,0.16610305653787846,1.8613221971658136e-11,16.376053191527795,6016,w256_d2_q14_physics_s0
256,2,14,physics,0,val,0.05-0.2 mm,all,True,6.758341442036908e-06,5.805334453157226e-05,0.002799809674186582,7.221836151959237e-17,0.00013977896173855697,2000,w256_d2_q14_physics_s0
256,2,14,physics,0,val,0.05-0.2 mm,forward,True,6.571298172275419e-06,5.957931534794623e-05,0.002939185414690959,7.087067754515899e-17,0.00013516631724996842,983,w256_d2_q14_physics_s0
256,2,14,physics,0,val,0.05-0.2 mm,backward,True,6.881467840003097e-06,5.654915185004933e-05,0.0027372626410226975,7.472368192485655e-17,0.0001464744912027527,1017,w256_d2_q14_physics_s0
256,2,14,physics,0,val,0.5-2 mm,all,True,0.0006931821658895387,0.005948249149057003,0.027216231257315426,7.381730047271535e-15,0.013709354546698194,2000,w256_d2_q14_physics_s0
256,2,14,physics,0,val,0.5-2 mm,forward,True,0.0006815130717541251,0.006211959946966763,0.02794474863670321,6.997350579039979e-15,0.013378662334417868,1014,w256_d2_q14_physics_s0
256,2,14,physics,0,val,0.5-2 mm,backward,True,0.0007041155640763463,0.005774941655545263,0.026944161771930153,8.085914297880675e-15,0.01395275811333363,986,w256_d2_q14_physics_s0
256,2,14,physics,0,val,5-20 mm,all,True,0.06636687759709048,0.6393096629210502,0.24225954218601645,7.794686281241134e-13,1.3815279362461297,2000,w256_d2_q14_physics_s0
256,2,14,physics,0,val,5-20 mm,forward,True,0.06997357948534955,0.6646364467343343,0.24225954218601645,7.857050848108961e-13,1.3562850019077644,1030,w256_d2_q14_physics_s0
256,2,14,physics,0,val,5-20 mm,backward,True,0.06344228803811802,0.6360799164951914,0.2421785233006936,7.572704278072823e-13,1.4107756143744155,970,w256_d2_q14_physics_s0
256,2,14,physics,0,val,50-200 mm,all,True,6.896833471358832,60.45388387516081,0.4666911010438521,7.012500679286464e-10,129.96536147640825,2000,w256_d2_q14_physics_s0
256,2,14,physics,0,val,50-200 mm,forward,True,6.85815353858743,64.59773105732434,0.4937748019541166,6.902079686296687e-10,124.33531501326911,989,w256_d2_q14_physics_s0
256,2,14,physics,0,val,50-200 mm,backward,True,6.999859722228052,57.265256371863416,0.4455536239847471,7.275800165022309e-10,134.8384062812329,1011,w256_d2_q14_physics_s0
256,2,14,physics,0,val,500-2000 mm,all,True,410.0083087548043,3628.8188212351424,0.5543432919736966,2.543458472178122e-06,15408.515420144415,2000,w256_d2_q14_physics_s0
256,2,14,physics,0,val,500-2000 mm,forward,True,391.10279584043894,3442.7021484051807,0.474434639263617,2.302561971991695e-06,16137.757478396765,975,w256_d2_q14_physics_s0
256,2,14,physics,0,val,500-2000 mm,backward,True,430.5252033155398,3692.5768655302445,0.5999403336270394,2.827154560814325e-06,14492.363104850454,1025,w256_d2_q14_physics_s0
256,2,14,physics,0,val,full crossing,all,True,1041.7336171479476,10987.744624177234,0.22525619715407785,2.04884899131675e-05,418003.17999508075,2000,w256_d2_q14_physics_s0
256,2,14,physics,0,val,full crossing,forward,True,1034.43877881341,10643.996417008559,0.23333311576061166,3.429543551826988e-06,422725.11157961754,993,w256_d2_q14_physics_s0
256,2,14,physics,0,val,full crossing,backward,True,1062.4138537772012,11588.903000700406,0.21563454397256224,6.62936273924803e-05,412962.7382011377,1007,w256_d2_q14_physics_s0
256,2,14,physics,0,test,all,all,True,0.6346352283994605,2585.5408566936617,0.1601902841548899,1.2828979288985754e-11,12.07131072872647,12000,w256_d2_q14_physics_s0
256,2,14,physics,0,test,all,forward,True,0.5271237996282707,2571.1110004510633,0.15149463319390905,1.0430470238198777e-11,10.075976668844078,5968,w256_d2_q14_physics_s0
256,2,14,physics,0,test,all,backward,True,0.7989959997587448,2592.7030652335857,0.17241066543395966,1.6413358890797585e-11,13.706558166376226,6032,w256_d2_q14_physics_s0
256,2,14,physics,0,test,0.05-0.2 mm,all,True,6.521233331113763e-06,5.419183253252412e-05,0.002900431547721294,7.349581255910713e-17,0.0001305794636863311,2000,w256_d2_q14_physics_s0
256,2,14,physics,0,test,0.05-0.2 mm,forward,True,6.382308015417948e-06,5.283634720854022e-05,0.0030687472066005805,7.315867245691643e-17,0.0001273499492526753,1017,w256_d2_q14_physics_s0
256,2,14,physics,0,test,0.05-0.2 mm,backward,True,6.657472795268404e-06,5.772151894234411e-05,0.0027412532264958767,7.48105409049269e-17,0.00013178674862501794,983,w256_d2_q14_physics_s0
256,2,14,physics,0,test,0.5-2 mm,all,True,0.0006624026305246389,0.005344015997366114,0.02901593409182328,8.032741055743315e-15,0.013896570703053612,2000,w256_d2_q14_physics_s0
256,2,14,physics,0,test,0.5-2 mm,forward,True,0.0006790100499642904,0.005108702589495805,0.029652960169045638,8.161442963758363e-15,0.014008352798633439,1000,w256_d2_q14_physics_s0
256,2,14,physics,0,test,0.5-2 mm,backward,True,0.0006529997307325175,0.005621353324158914,0.028532234907174825,7.818419848234429e-15,0.013845175832472023,1000,w256_d2_q14_physics_s0
256,2,14,physics,0,test,5-20 mm,all,True,0.06603342683320079,0.5823276922228612,0.2542286389750903,8.497386983545938e-13,1.4150646893398289,2000,w256_d2_q14_physics_s0
256,2,14,physics,0,test,5-20 mm,forward,True,0.06721421183364384,0.6210682856789161,0.2572926042390261,8.513828716841543e-13,1.4635983336042102,994,w256_d2_q14_physics_s0
256,2,14,physics,0,test,5-20 mm,backward,True,0.06385908591255429,0.5473186498079485,0.24885015737068084,8.487870834915634e-13,1.3915581564276636,1006,w256_d2_q14_physics_s0
256,2,14,physics,0,test,50-200 mm,all,True,7.199265632138463,56.49980360926622,0.45822070044669594,6.667148669370704e-10,141.05070694597543,2000,w256_d2_q14_physics_s0
256,2,14,physics,0,test,50-200 mm,forward,True,7.476326272080058,66.28139735116034,0.44382459097982996,7.050126584672708e-10,143.455285236044,968,w256_d2_q14_physics_s0
256,2,14,physics,0,test,50-200 mm,backward,True,7.127402200630684,50.44919720874638,0.46199035302621827,5.899686139157626e-10,140.25341367157296,1032,w256_d2_q14_physics_s0
256,2,14,physics,0,test,500-2000 mm,all,True,436.0609704146796,3764.5852632105534,0.5093194280339497,2.5247415936991005e-06,15985.931709538963,2000,w256_d2_q14_physics_s0
256,2,14,physics,0,test,500-2000 mm,forward,True,450.51008355368793,3867.732032365838,0.44829926765665995,2.4852890663362235e-06,16359.267616175515,988,w256_d2_q14_physics_s0
256,2,14,physics,0,test,500-2000 mm,backward,True,422.7622544333087,3553.681222556172,0.5493249708762213,2.579987390539591e-06,15658.961022059259,1012,w256_d2_q14_physics_s0
256,2,14,physics,0,test,full crossing,all,True,1047.2734272533053,11062.08643174985,0.22298151091582757,1.6030513569831065e-05,456075.1746171858,2000,w256_d2_q14_physics_s0
256,2,14,physics,0,test,full crossing,forward,True,1087.145791856301,9817.730534254451,0.23938585578170413,2.9661838581920505e-06,461912.954381598,1001,w256_d2_q14_physics_s0
256,2,14,physics,0,test,full crossing,backward,True,1019.2948119287948,12041.483047262192,0.20702771158051525,5.874882101422535e-05,449115.8207340198,999,w256_d2_q14_physics_s0
256,2,14,physics,1,val,all,all,True,1.129027036796515,2647.5674940054137,0.1554609617084799,2.360764586683812e-11,11.660928643891566,12000,w256_d2_q14_physics_s1
256,2,14,physics,1,val,all,forward,True,0.9300395344098433,2388.6041145209083,0.14828865218327908,1.6857149312799954e-11,9.735130103429412,5984,w256_d2_q14_physics_s1
256,2,14,physics,1,val,all,backward,True,1.2868604328133415,2827.703561359332,0.16452134468818852,3.676868516205155e-11,16.376053191527795,6016,w256_d2_q14_physics_s1
256,2,14,physics,1,val,0.05-0.2 mm,all,True,1.1296760416001916e-05,0.0001264619186258642,0.00279171456642191,7.307984566045432e-17,0.00013977896173855697,2000,w256_d2_q14_physics_s1
256,2,14,physics,1,val,0.05-0.2 mm,forward,True,1.1316582337883574e-05,0.00014456923906891456,0.0027356500477832,5.91672528974995e-17,0.00013516631724996842,983,w256_d2_q14_physics_s1
256,2,14,physics,1,val,0.05-0.2 mm,backward,True,1.1276938494120259e-05,0.00011098436516476787,0.0028444041735712407,8.33748067302476e-17,0.0001464744912027527,1017,w256_d2_q14_physics_s1
256,2,14,physics,1,val,0.5-2 mm,all,True,0.0011616268551506437,0.013628848006419501,0.02727035148435142,7.836315563045721e-15,0.013709354546698194,2000,w256_d2_q14_physics_s1
256,2,14,physics,1,val,0.5-2 mm,forward,True,0.00111029576643773,0.013132947278648999,0.02624327507571439,6.757276018761158e-15,0.013378662334417868,1014,w256_d2_q14_physics_s1
256,2,14,physics,1,val,0.5-2 mm,backward,True,0.0012075600910321782,0.014585675863543202,0.02817010457254604,8.981280411538387e-15,0.01395275811333363,986,w256_d2_q14_physics_s1
256,2,14,physics,1,val,5-20 mm,all,True,0.1131981267583626,1.307961368098631,0.24531344914731357,8.792182757526657e-13,1.3815279362461297,2000,w256_d2_q14_physics_s1
256,2,14,physics,1,val,5-20 mm,forward,True,0.110349829000711,1.4187314489710443,0.23378576113909644,7.543577075537264e-13,1.3562850019077644,1030,w256_d2_q14_physics_s1
256,2,14,physics,1,val,5-20 mm,backward,True,0.11733774129396579,1.2380291765566644,0.26610720520633957,1.0572123700097305e-12,1.4107756143744155,970,w256_d2_q14_physics_s1
256,2,14,physics,1,val,50-200 mm,all,True,9.658782446024361,106.62426051138566,0.479853343368003,1.227354508789041e-09,129.96536147640825,2000,w256_d2_q14_physics_s1
256,2,14,physics,1,val,50-200 mm,forward,True,8.327064171282927,73.02487292279234,0.4653568090239521,8.604374546964773e-10,124.33531501326911,989,w256_d2_q14_physics_s1
256,2,14,physics,1,val,50-200 mm,backward,True,11.36396941080875,145.3705639452778,0.4927700165111015,1.6763127336049966e-09,134.8384062812329,1011,w256_d2_q14_physics_s1
256,2,14,physics,1,val,500-2000 mm,all,True,448.2357226746103,3666.286322281591,0.5141547040025742,2.5948479071294245e-06,15408.515420144415,2000,w256_d2_q14_physics_s1
256,2,14,physics,1,val,500-2000 mm,forward,True,422.448722798606,3203.2015675024118,0.44073719526246946,2.122979500831761e-06,16137.757478396765,975,w256_d2_q14_physics_s1
256,2,14,physics,1,val,500-2000 mm,backward,True,464.024351490643,3889.6928023666287,0.6033830395844944,3.3901333387361724e-06,14492.363104850454,1025,w256_d2_q14_physics_s1
256,2,14,physics,1,val,full crossing,all,True,960.3206994160018,10237.11945651921,0.21946678508441564,1.364099780347844e-05,418003.17999508075,2000,w256_d2_q14_physics_s1
256,2,14,physics,1,val,full crossing,forward,True,786.5088050160125,9024.536494782122,0.23551281502404153,1.9107595315295246e-06,422725.11157961754,993,w256_d2_q14_physics_s1
256,2,14,physics,1,val,full crossing,backward,True,1131.457460448452,11130.10515478137,0.20752430157613272,6.547463894769022e-05,412962.7382011377,1007,w256_d2_q14_physics_s1
256,2,14,physics,1,test,all,all,True,1.065419575809301,2369.2242910349196,0.16513044835834123,2.238789707282365e-11,12.07131072872647,12000,w256_d2_q14_physics_s1
256,2,14,physics,1,test,all,forward,True,0.9671589471951236,2137.6155161815395,0.1557695438724337,2.0592174247033775e-11,10.075976668844078,5968,w256_d2_q14_physics_s1
256,2,14,physics,1,test,all,backward,True,1.1379512563181038,2606.4023874903837,0.17368197154805226,2.3601879242024375e-11,13.706558166376226,6032,w256_d2_q14_physics_s1
256,2,14,physics,1,test,0.05-0.2 mm,all,True,1.0135664751942386e-05,0.00011817689085091834,0.002905491824550799,7.535786430125462e-17,0.0001305794636863311,2000,w256_d2_q14_physics_s1
256,2,14,physics,1,test,0.05-0.2 mm,forward,True,1.0225312152556398e-05,0.00011518980613800509,0.0028760942846666263,6.80564613733277e-17,0.0001273499492526753,1017,w256_d2_q14_physics_s1
256,2,14,physics,1,test,0.05-0.2 mm,backward,True,9.681670576355828e-06,0.00011978569887105546,0.002940787542204948,8.781554213108873e-17,0.00013178674862501794,983,w256_d2_q14_physics_s1
256,2,14,physics,1,test,0.5-2 mm,all,True,0.0011018064434153985,0.013139712714860247,0.027886702068588565,7.907643369229287e-15,0.013896570703053612,2000,w256_d2_q14_physics_s1
256,2,14,physics,1,test,0.5-2 mm,forward,True,0.0010661044764770367,0.01192040803630334,0.02747537720853427,7.626859843991521e-15,0.014008352798633439,1000,w256_d2_q14_physics_s1
256,2,14,physics,1,test,0.5-2 mm,backward,True,0.0011539353153011689,0.014881688198897791,0.028173817378476795,8.043289797313986e-15,0.013845175832472023,1000,w256_d2_q14_physics_s1
256,2,14,physics,1,test,5-20 mm,all,True,0.10954911447669247,1.1570032361472469,0.2553717834886098,9.131986869779285e-13,1.4150646893398289,2000,w256_d2_q14_physics_s1
256,2,14,physics,1,test,5-20 mm,forward,True,0.11702115949674408,1.1449850606652485,0.24822344021065146,8.411123816824622e-13,1.4635983336042102,994,w256_d2_q14_physics_s1
256,2,14,physics,1,test,5-20 mm,backward,True,0.101321309344371,1.161138693243302,0.26309119073708587,1.0388608331177077e-12,1.3915581564276636,1006,w256_d2_q14_physics_s1
256,2,14,physics,1,test,50-200 mm,all,True,9.59785864954199,113.01668825647369,0.5037196568467781,1.0068875581178034e-09,141.05070694597543,2000,w256_d2_q14_physics_s1
256,2,14,physics,1,test,50-200 mm,forward,True,9.118620029795466,79.39696692998842,0.5165630057752044,9.620100077353444e-10,143.455285236044,968,w256_d2_q14_physics_s1
256,2,14,physics,1,test,50-200 mm,backward,True,10.2192461570354,136.6085310663241,0.4935084987417,1.0836199117256826e-09,140.25341367157296,1032,w256_d2_q14_physics_s1
256,2,14,physics,1,test,500-2000 mm,all,True,456.4992485257875,3728.708013524902,0.5209930581419886,2.5571167246381226e-06,15985.931709538963,2000,w256_d2_q14_physics_s1
256,2,14,physics,1,test,500-2000 mm,forward,True,420.35942250109315,3734.9315118841387,0.4921269450260538,2.0638946687511933e-06,16359.267616175515,988,w256_d2_q14_physics_s1
256,2,14,physics,1,test,500-2000 mm,backward,True,482.33668438849975,3677.734344894517,0.5599884364533969,3.33231797860791e-06,15658.961022059259,1012,w256_d2_q14_physics_s1
256,2,14,physics,1,test,full crossing,all,True,983.0460036591297,9077.172498146687,0.22457277691692243,1.2932468480112828e-05,456075.1746171858,2000,w256_d2_q14_physics_s1
256,2,14,physics,1,test,full crossing,forward,True,898.3604872551041,8502.59282720367,0.2356533889734914,1.9618654217919703e-06,461912.954381598,1001,w256_d2_q14_physics_s1
256,2,14,physics,1,test,full crossing,backward,True,1056.5117236184847,9714.60063752362,0.21554503566285388,5.2679298387605106e-05,449115.8207340198,999,w256_d2_q14_physics_s1
256,2,14,physics,2,val,all,all,True,0.7682010999907618,2767.37124350285,0.16057228992478328,1.539293626002805e-11,11.660928643891566,12000,w256_d2_q14_physics_s2
256,2,14,physics,2,val,all,forward,True,0.5751156937634505,2918.7090225167995,0.15100919212467956,9.257053294448685e-12,9.735130103429412,5984,w256_d2_q14_physics_s2
256,2,14,physics,2,val,all,backward,True,1.118884353523697,2640.42725160985,0.16970221323693058,2.7806491501355122e-11,16.376053191527795,6016,w256_d2_q14_physics_s2
256,2,14,physics,2,val,0.05-0.2 mm,all,True,7.862665185598416e-06,6.981111368986602e-05,0.0028532671601522175,7.02456351607276e-17,0.00013977896173855697,2000,w256_d2_q14_physics_s2
256,2,14,physics,2,val,0.05-0.2 mm,forward,True,7.882363206590526e-06,7.080640500589651e-05,0.002643040002608954,5.564233737143443e-17,0.00013516631724996842,983,w256_d2_q14_physics_s2
256,2,14,physics,2,val,0.05-0.2 mm,backward,True,7.862468009989243e-06,6.867501269880448e-05,0.003060535749006832,8.612094290936886e-17,0.0001464744912027527,1017,w256_d2_q14_physics_s2
256,2,14,physics,2,val,0.5-2 mm,all,True,0.0007561288413171496,0.007134266444097646,0.02737639908996503,7.461210259344148e-15,0.013709354546698194,2000,w256_d2_q14_physics_s2
256,2,14,physics,2,val,0.5-2 mm,forward,True,0.000712276104763987,0.007131849600305877,0.02606363835208625,6.12644238186965e-15,0.013378662334417868,1014,w256_d2_q14_physics_s2
256,2,14,physics,2,val,0.5-2 mm,backward,True,0.0007913841812978717,0.007127833026032704,0.028271192631571136,1.0046186226265188e-14,0.01395275811333363,986,w256_d2_q14_physics_s2
256,2,14,physics,2,val,5-20 mm,all,True,0.0783677947850947,0.7348774949122114,0.2459784111018097,7.246966563387309e-13,1.3815279362461297,2000,w256_d2_q14_physics_s2
256,2,14,physics,2,val,5-20 mm,forward,True,0.07899834879054879,0.6190088540634516,0.212580154720538,6.416110067726201e-13,1.3562850019077644,1030,w256_d2_q14_physics_s2
256,2,14,physics,2,val,5-20 mm,backward,True,0.07759238079074748,0.7986717526208053,0.26576640608271795,8.817923950505981e-13,1.4107756143744155,970,w256_d2_q14_physics_s2
256,2,14,physics,2,val,50-200 mm,all,True,7.518916557572197,64.72511589161618,0.4645658931687925,8.038282038958252e-10,129.96536147640825,2000,w256_d2_q14_physics_s2
256,2,14,physics,2,val,50-200 mm,forward,True,5.84788727024943,50.99890612932538,0.4392568253444862,4.68620869307305e-10,124.33531501326911,989,w256_d2_q14_physics_s2
256,2,14,physics,2,val,50-200 mm,backward,True,9.352509909263063,74.4674993263798,0.48620464242873335,1.3617272522982814e-09,134.8384062812329,1011,w256_d2_q14_physics_s2
256,2,14,physics,2,val,500-2000 mm,all,True,464.82586120819747,3768.659074752873,0.658817387460535,2.5242302500358068e-06,15408.515420144415,2000,w256_d2_q14_physics_s2
256,2,14,physics,2,val,500-2000 mm,forward,True,448.94099063043313,3771.2245125914887,0.5898825876995972,2.1451950742281097e-06,16137.757478396765,975,w256_d2_q14_physics_s2
256,2,14,physics,2,val,500-2000 mm,backward,True,479.54974951804274,3698.4907901957886,0.7392437291688301,2.9864333645565746e-06,14492.363104850454,1025,w256_d2_q14_physics_s2
256,2,14,physics,2,val,full crossing,all,True,906.0497994801722,10995.54727335588,0.252964417928582,1.6461160468266534e-05,418003.17999508075,2000,w256_d2_q14_physics_s2
256,2,14,physics,2,val,full crossing,forward,True,1034.3042914967668,10336.6768527288,0.2941430637729142,3.5904777404555274e-06,422725.11157961754,993,w256_d2_q14_physics_s2
256,2,14,physics,2,val,full crossing,backward,True,851.3503744169668,11140.10068535473,0.21447861216025016,4.639414784666588e-05,412962.7382011377,1007,w256_d2_q14_physics_s2
256,2,14,physics,2,test,all,all,True,0.8102350974183992,2579.8712455716372,0.17097546538243427,1.7434378192706634e-11,12.07131072872647,12000,w256_d2_q14_physics_s2
256,2,14,physics,2,test,all,forward,True,0.6563948521929319,2625.0003673976544,0.16222923816672924,1.3106159104179966e-11,10.075976668844078,5968,w256_d2_q14_physics_s2
256,2,14,physics,2,test,all,backward,True,0.946658077658924,2470.8006531137485,0.17847673714647613,2.4321485667278378e-11,13.706558166376226,6032,w256_d2_q14_physics_s2
256,2,14,physics,2,test,0.05-0.2 mm,all,True,8.035499377001543e-06,6.81442571703883e-05,0.002819590605870892,7.02481661027057e-17,0.0001305794636863311,2000,w256_d2_q14_physics_s2
256,2,14,physics,2,test,0.05-0.2 mm,forward,True,8.06014810450506e-06,6.465580781878087e-05,0.0027216286175857363,5.902547369213509e-17,0.0001273499492526753,1017,w256_d2_q14_physics_s2
256,2,14,physics,2,test,0.05-0.2 mm,backward,True,8.031292964005843e-06,6.932145311111525e-05,0.002887657414657463,8.58705155763193e-17,0.00013178674862501794,983,w256_d2_q14_physics_s2
256,2,14,physics,2,test,0.5-2 mm,all,True,0.0008208090847006133,0.007000512292165695,0.02792948023246566,7.395029264601742e-15,0.013896570703053612,2000,w256_d2_q14_physics_s2
256,2,14,physics,2,test,0.5-2 mm,forward,True,0.000800935694655891,0.00662216800151327,0.026555578621731413,6.714219013895236e-15,0.014008352798633439,1000,w256_d2_q14_physics_s2
256,2,14,physics,2,test,0.5-2 mm,backward,True,0.0008354620320005779,0.007436516793291039,0.029281115529036783,8.147406502825197e-15,0.013845175832472023,1000,w256_d2_q14_physics_s2
256,2,14,physics,2,test,5-20 mm,all,True,0.0850823299174408,0.6765925586229571,0.2534110819103208,8.432133150292233e-13,1.4150646893398289,2000,w256_d2_q14_physics_s2
256,2,14,physics,2,test,5-20 mm,forward,True,0.08258617730660944,0.6634757908784639,0.23893982147951687,6.962907083483412e-13,1.4635983336042102,994,w256_d2_q14_physics_s2
256,2,14,physics,2,test,5-20 mm,backward,True,0.08862270684306672,0.682058292014176,0.2632528934957343,1.0401674707455655e-12,1.3915581564276636,1006,w256_d2_q14_physics_s2
256,2,14,physics,2,test,50-200 mm,all,True,8.157916715759939,73.34617990065904,0.5014960253520371,9.190658112814469e-10,141.05070694597543,2000,w256_d2_q14_physics_s2
256,2,14,physics,2,test,50-200 mm,forward,True,6.5716833681435105,56.89456442328264,0.46974632537066796,6.072952611479556e-10,143.455285236044,968,w256_d2_q14_physics_s2
256,2,14,physics,2,test,50-200 mm,backward,True,10.382426520063603,91.2880620425283,0.5283448034126663,1.25722638491122e-09,140.25341367157296,1032,w256_d2_q14_physics_s2
256,2,14,physics,2,test,500-2000 mm,all,True,459.86958169299896,3896.99627353581,0.6303253687888408,2.572775567390009e-06,15985.931709538963,2000,w256_d2_q14_physics_s2
256,2,14,physics,2,test,500-2000 mm,forward,True,452.97874864405685,3949.0605338950363,0.552744165245235,2.3472151217083155e-06,16359.267616175515,988,w256_d2_q14_physics_s2
256,2,14,physics,2,test,500-2000 mm,backward,True,468.88015006430805,3843.971996479168,0.7139626653539406,2.8994449632575034e-06,15658.961022059259,1012,w256_d2_q14_physics_s2
256,2,14,physics,2,test,full crossing,all,True,935.4182745800567,9367.891233520955,0.2616610621337008,1.5302109053188192e-05,456075.1746171858,2000,w256_d2_q14_physics_s2
256,2,14,physics,2,test,full crossing,forward,True,990.0833640545841,8811.172593678635,0.3040852623528295,2.8844633051940818e-06,461912.954381598,1001,w256_d2_q14_physics_s2
256,2,14,physics,2,test,full crossing,backward,True,887.5565647631447,9996.480188059206,0.2150636052581853,4.6505231877173525e-05,449115.8207340198,999,w256_d2_q14_physics_s2
256,2,16,data,0,val,all,all,True,0.11097647434255009,6031.142950388477,0.11143007303459143,1.5677180838175602e-12,11.660928643891566,12000,w256_d2_q16_data_s0
256,2,16,data,0,val,all,forward,True,0.08707430019683216,4910.498688021022,0.14073036915840734,1.966563872822987e-12,9.735130103429412,5984,w256_d2_q16_data_s0
256,2,16,data,0,val,all,backward,True,0.1395877273608903,7005.165857383188,0.07904285144543377,1.1296515576175743e-12,16.376053191527795,6016,w256_d2_q16_data_s0
256,2,16,data,0,val,0.05-0.2 mm,all,True,5.578435491315759e-07,1.4611682530585311e-05,0.0028433772005301283,1.0282178366417288e-16,0.00013977896173855697,2000,w256_d2_q16_data_s0
256,2,16,data,0,val,0.05-0.2 mm,forward,True,5.526601398742059e-07,1.3785736607818657e-05,0.0038036082352504996,1.432686515085209e-16,0.00013516631724996842,983,w256_d2_q16_data_s0
256,2,16,data,0,val,0.05-0.2 mm,backward,True,5.632045940728858e-07,1.5292595634264206e-05,0.002138116709744786,6.759942866755136e-17,0.0001464744912027527,1017,w256_d2_q16_data_s0
256,2,16,data,0,val,0.5-2 mm,all,True,5.5840068569068535e-05,0.001298604803423586,0.019433752813369926,5.749642736343376e-15,0.013709354546698194,2000,w256_d2_q16_data_s0
256,2,16,data,0,val,0.5-2 mm,forward,True,5.537299330171663e-05,0.0013930504557890793,0.032261881365798495,1.036141283578147e-14,0.013378662334417868,1014,w256_d2_q16_data_s0
256,2,16,data,0,val,0.5-2 mm,backward,True,5.6031318251825724e-05,0.0011873664504946646,0.011948529241292624,2.1352060378194103e-15,0.01395275811333363,986,w256_d2_q16_data_s0
256,2,16,data,0,val,5-20 mm,all,True,0.005729333338422293,0.15487370835671754,0.021585046220300337,1.1019771226541443e-14,1.3815279362461297,2000,w256_d2_q16_data_s0
256,2,16,data,0,val,5-20 mm,forward,True,0.006073382948557082,0.11748801030648787,0.03370781029650785,2.571097798772395e-14,1.3562850019077644,1030,w256_d2_q16_data_s0
256,2,16,data,0,val,5-20 mm,backward,True,0.0054600571068874615,0.16475924005874254,0.015820419035595876,5.722717647425399e-15,1.4107756143744155,970,w256_d2_q16_data_s0
256,2,16,data,0,val,50-200 mm,all,True,1.3508797181818188,26.898202287566164,0.2836138199454122,3.7000716071050925e-11,129.96536147640825,2000,w256_d2_q16_data_s0
