mode,seed,outer,loss,wall_s
data,1,0,0.011752956534826239,47.4
data,1,1,0.004536406121671476,78.1
data,1,2,0.002053911242189891,84.9
data,1,3,0.0010722839672478864,80.1
data,1,4,0.000672313495172699,49.7
data,1,5,0.0004709046552829109,20.3
data,1,6,0.0003539256461384768,20.9
data,1,7,0.0002751352542362483,20.9
data,1,8,0.00022346848298291,21.5
data,1,9,0.0001855612507187206,14.2
data,1,10,0.00016158954406133617,18.8
data,1,11,0.00014107351811149462,11.4
data,1,12,0.00012563327215866322,11.9
data,1,13,0.00011378531053298269,11.2
data,1,14,0.00010285414157132452,17.5
data,1,15,9.249513570725491e-05,12.5
data,1,16,8.440251384106423e-05,24.9
data,1,17,7.767413440333616e-05,14.1
data,1,18,7.173308647043982e-05,20.8
data,1,19,6.676566907099625e-05,20.8
data,1,20,6.279151861093587e-05,16.2
data,1,21,5.910959838669528e-05,10.7
data,1,22,5.583382462408236e-05,13.7
data,1,23,5.274877942321356e-05,16.3
data,1,24,5.005404826165027e-05,14.8
data,1,25,4.74689372788958e-05,14.8
data,1,26,4.496839413579369e-05,16.3
data,1,27,4.2917593775290474e-05,21.3
data,1,28,4.105357328074214e-05,14.9
data,1,29,3.914835580265742e-05,15.6
data,1,30,3.74406409839771e-05,12.3
data,1,31,3.5700170374968704e-05,14.9
data,1,32,3.430941793071497e-05,12.0
data,1,33,3.296141541208332e-05,14.9
data,1,34,3.172513265842902e-05,15.4
data,1,35,3.042286070937799e-05,10.6
data,1,36,2.919278024604174e-05,15.9
data,1,37,2.8141910944971592e-05,18.9
data,1,38,2.7148515039900507e-05,14.9
data,1,39,2.6198555359919475e-05,14.4
data,1,40,2.535926706693452e-05,16.8
data,1,41,2.447830581088558e-05,8.0
data,1,42,2.3686993171627177e-05,13.8
data,1,43,2.2895410531641048e-05,11.3
data,1,44,2.2200516225423764e-05,16.4
data,1,45,2.1500800105603747e-05,13.2
data,1,46,2.086754186354607e-05,13.1
data,1,47,2.024795686728869e-05,14.4
data,1,48,1.9748770408421324e-05,13.6
data,1,49,1.9190166023522147e-05,13.3
data,1,50,1.8648265999429536e-05,16.3
data,1,51,1.809391552465957e-05,10.9
data,1,52,1.7598470951184754e-05,13.2
data,1,53,1.7115516793053048e-05,11.9
data,1,54,1.6592752959891207e-05,14.4
data,1,55,1.6148788989676383e-05,17.2
data,1,56,1.5680227639741217e-05,18.3
data,1,57,1.5264317934397168e-05,9.3
data,1,58,1.4880634541455966e-05,21.4
data,1,59,1.4523283984836506e-05,25.5
data,1,60,1.4202900456327714e-05,12.7
data,1,61,1.3906421101522916e-05,17.8
data,1,62,1.361755095479846e-05,26.3
data,1,63,1.3298860937307055e-05,17.2
data,1,64,1.3045757092774614e-05,16.2
data,1,65,1.27768631105112e-05,17.4
data,1,66,1.2472065700645496e-05,20.2
data,1,67,1.2204908309624287e-05,24.4
data,1,68,1.1941725265439968e-05,29.9
data,1,69,1.1707644555266136e-05,92.7
data,1,70,1.1475138257974501e-05,56.7
data,1,71,1.1236353780365382e-05,22.0
data,1,72,1.1032740128552621e-05,16.9
data,1,73,1.0832376643094042e-05,16.9
data,1,74,1.063575965666119e-05,20.4
data,1,75,1.0438866724546633e-05,62.6
data,1,76,1.0258511754403828e-05,27.9
data,1,77,1.0069083228803467e-05,16.4
data,1,78,9.879877972386074e-06,12.1
data,1,79,9.703166948732025e-06,14.1
data,1,80,9.53527533245624e-06,15.2
data,1,81,9.354049388415984e-06,17.7
data,1,82,9.199028150063057e-06,18.9
data,1,83,9.03595162646542e-06,14.3
data,1,84,8.882375963314308e-06,23.3
data,1,85,8.729028942626677e-06,25.0
data,1,86,8.59935356469997e-06,19.0
data,1,87,8.463576309216708e-06,12.0
data,1,88,8.326846298174504e-06,22.8
data,1,89,8.191453033429029e-06,11.3
data,1,90,8.064020218928619e-06,13.4
data,1,91,7.948150293453912e-06,22.8
data,1,92,7.80847077337775e-06,94.3
data,1,93,7.678400857178827e-06,143.0
data,1,94,7.561152828425e-06,42.5
data,1,95,7.444147635496418e-06,24.7
data,1,96,7.342257980374159e-06,19.3
data,1,97,7.2318360727325585e-06,11.4
data,1,98,7.131958139778409e-06,24.1
data,1,99,7.0271131391586556e-06,21.9
data,1,100,6.928785289294832e-06,42.0
data,1,101,6.827354902968354e-06,24.0
data,1,102,6.732095169294698e-06,12.9
data,1,103,6.629324828473525e-06,12.6
data,1,104,6.534172600801614e-06,91.9
data,1,105,6.4423251523305325e-06,43.6
data,1,106,6.351984885875196e-06,13.9
data,1,107,6.264006797110545e-06,26.7
data,1,108,6.1847167749765954e-06,25.0
data,1,109,6.0985970526531186e-06,31.6
data,1,110,6.018119452646279e-06,47.6
data,1,111,5.936238983481629e-06,36.4
data,1,112,5.852664651262674e-06,34.5
data,1,113,5.7668499596882465e-06,46.5
data,1,114,5.682984811710961e-06,82.2
data,1,115,5.6126985495727436e-06,34.1
data,1,116,5.547529310411046e-06,63.5
data,1,117,5.524064134960066e-06,45.9
data,1,118,5.5228721898483136e-06,46.9
data,1,119,5.522750124687066e-06,8.0
data,1,120,5.522645529539363e-06,7.2
