row,arm,0.05-0.2 mm,0.5-2 mm,5-20 mm,50-200 mm,500-2000 mm,full crossing
q=2,physics,2.42e-05 [7.15e-06-3.14e-05],0.00239 [0.000713-0.00313],0.25 [0.0722-0.326],8.81 [7.67-21.2],318 [290-337],8.23e+03 [8.14e+03-8.4e+03]
q=2,twin,7.26e-07 [5.35e-07-7.42e-07],5.48e-05 [4.69e-05-5.63e-05],0.00622 [0.00458-0.00687],0.904 [0.737-1.07],125 [124-145],937 [636-1.12e+03]
q=4,physics,1.17e-05 [5.36e-06-4.36e-05],0.00126 [0.000538-0.00463],0.131 [0.0545-0.465],12.3 [5.65-28.5],279 [279-290],3.48e+03 [3.46e+03-3.61e+03]
q=4,twin,5.55e-07 [4.62e-07-6.7e-07],4.19e-05 [2.96e-05-4.29e-05],0.00479 [0.00374-0.00501],0.691 [0.52-0.761],102 [92.9-117],660 [589-950]
q=6,physics,2.11e-05 [9.49e-06-4.14e-05],0.00231 [0.00111-0.00445],0.227 [0.104-0.428],17.7 [10.1-34.9],274 [271-346],686 [650-690]
q=6,twin,6.35e-07 [5.04e-07-1.31e-06],6.22e-05 [4.86e-05-0.000141],0.00619 [0.00543-0.0147],0.755 [0.713-1.98],121 [120-372],1.11e+03 [859-4.07e+03]
q=8,physics,2.61e-05 [1.56e-05-2.64e-05],0.00273 [0.00157-0.00281],0.268 [0.163-0.284],14.4 [14.4-18.1],263 [245-267],705 [632-824]
q=8,twin,8.22e-07 [8.08e-07-1.04e-06],8.72e-05 [6.15e-05-9.94e-05],0.00831 [0.00538-0.012],1.12 [0.756-1.39],207 [126-300],1.82e+03 [1.1e+03-3.82e+03]
q=10,physics,1.38e-05 [1.36e-05-1.88e-05],0.00151 [0.00141-0.00199],0.15 [0.149-0.194],12.2 [9.42-12.4],292 [227-308],630 [620-704]
q=10,twin,7.72e-07 [5.79e-07-1e-06],6.43e-05 [5.24e-05-6.87e-05],0.00825 [0.00541-0.00986],1.08 [0.876-1.12],204 [118-221],1.64e+03 [887-1.65e+03]
q=12,physics,1.13e-05 [1.07e-05-1.48e-05],0.00111 [0.00109-0.00158],0.117 [0.115-0.151],12.1 [10.5-12.1],257 [229-288],672 [595-693]
q=12,twin,1.58e-06 [8.34e-07-1.65e-06],0.000142 [7.03e-05-0.000149],0.0141 [0.00667-0.0143],1.92 [1.08-2.18],302 [154-449],2.98e+03 [1.19e+03-4.38e+03]
q=14,physics,2.15e-05 [1.22e-05-2.47e-05],0.00224 [0.0013-0.00264],0.232 [0.128-0.267],16.2 [12-19.8],247 [233-286],675 [569-770]
q=14,twin,9.15e-07 [7.74e-07-2.33e-06],5.66e-05 [4.72e-05-0.000165],0.00575 [0.0046-0.0173],0.871 [0.728-1.96],138 [137-375],1.06e+03 [850-3.75e+03]
q=16,physics,2.15e-05 [1.38e-05-2.71e-05],0.00228 [0.00149-0.00288],0.231 [0.152-0.288],22.5 [11.8-24.2],286 [260-296],653 [585-709]
q=16,twin,7.57e-07 [7.32e-07-1.13e-06],6.35e-05 [5.95e-05-9.74e-05],0.00682 [0.00528-0.00859],0.927 [0.887-1.2],170 [136-201],1.05e+03 [1e+03-1.61e+03]
q=18,physics,1.56e-05 [1.46e-05-1.61e-05],0.00162 [0.00149-0.00165],0.157 [0.151-0.169],13.3 [10.2-14.7],256 [251-293],653 [625-683]
q=18,twin,1.6e-06 [7.85e-07-1.7e-06],0.000126 [6.82e-05-0.000136],0.015 [0.00688-0.0161],1.45 [0.949-1.58],302 [158-320],2.85e+03 [1.28e+03-3.26e+03]
q=20,physics,1.65e-05 [1.47e-05-1.65e-05],0.00174 [0.00157-0.00174],0.178 [0.153-0.18],13.9 [8.04-15.2],227 [202-256],702 [622-719]
q=20,twin,1.79e-06 [9.37e-07-1.82e-06],0.000142 [6.55e-05-0.000149],0.0155 [0.00661-0.0181],1.83 [0.92-2.09],347 [159-444],4.01e+03 [1.21e+03-4.86e+03]
