row,arm,0.05-0.2 mm,0.5-2 mm,5-20 mm,50-200 mm,500-2000 mm,full crossing
q=2,physics,2.74e-06 [2.7e-06-3.21e-06],0.000287 [0.00028-0.000323],0.0318 [0.0289-0.0321],2.47 [1.71-3.34],80.3 [70.7-89.4],637 [635-688]
q=2,twin,9.77e-07 [7.45e-07-1.14e-06],8.14e-05 [6.16e-05-0.000101],0.00861 [0.00731-0.0107],0.838 [0.652-1.03],102 [58.3-111],1.66e+03 [1.48e+03-2.46e+03]
q=4,physics,5.33e-06 [3.98e-06-7.47e-06],0.000541 [0.000426-0.000794],0.0505 [0.041-0.0789],4.39 [2.97-9.25],88 [63.5-91.7],316 [266-319]
q=4,twin,9.55e-07 [6.5e-07-1.15e-06],7.27e-05 [6.56e-05-8.29e-05],0.00733 [0.00695-0.00744],0.794 [0.625-0.991],78.5 [69.7-86.4],1.6e+03 [1.45e+03-2.05e+03]
q=6,physics,3.61e-06 [3.6e-06-7.4e-06],0.000388 [0.000358-0.000748],0.0426 [0.0383-0.0751],4.29 [3.91-4.97],90.6 [84.3-115],288 [284-351]
q=6,twin,7e-07 [6.91e-07-7e-07],6.73e-05 [6.32e-05-8.31e-05],0.00687 [0.00634-0.00725],0.708 [0.697-0.727],77.6 [57.9-86.7],2e+03 [1.46e+03-2.05e+03]
q=8,physics,2.78e-06 [2.07e-06-3.66e-06],0.000281 [0.000216-0.000376],0.0293 [0.0214-0.0455],2.87 [1.79-3.39],85.4 [83.7-127],301 [270-318]
q=8,twin,5.16e-07 [5.15e-07-6.32e-07],5.85e-05 [5.81e-05-6.6e-05],0.00629 [0.00596-0.00741],0.635 [0.577-0.693],55.8 [47.2-78.1],1.52e+03 [1.37e+03-1.63e+03]
q=10,physics,3.1e-06 [3.01e-06-4.53e-06],0.000334 [0.000312-0.000476],0.0335 [0.0303-0.0491],3.78 [1.97-4.15],111 [86.6-137],303 [228-355]
q=10,twin,9.26e-07 [5.53e-07-1.02e-06],7.58e-05 [6e-05-8.16e-05],0.00697 [0.00578-0.00698],0.706 [0.604-0.729],81.9 [57.5-89.8],1.61e+03 [1.5e+03-1.79e+03]
q=12,physics,6.74e-06 [2.23e-06-1e-05],0.000741 [0.000224-0.00101],0.0696 [0.0231-0.109],6.36 [2.26-6.68],127 [120-132],338 [307-367]
q=12,twin,6.57e-07 [5.64e-07-7.34e-07],6.79e-05 [6.78e-05-7.11e-05],0.00731 [0.00632-0.0074],0.724 [0.681-0.754],64.8 [63-82.1],1.91e+03 [1.82e+03-1.95e+03]
q=14,physics,2.3e-06 [1.67e-06-3.7e-06],0.000254 [0.000159-0.000389],0.0279 [0.0173-0.0403],2.3 [2.05-4.11],92 [88.8-171],300 [239-351]
q=14,twin,5.68e-07 [5.28e-07-7.61e-07],6.61e-05 [6.02e-05-6.99e-05],0.00671 [0.00573-0.00729],0.646 [0.632-0.763],62.3 [50.1-71.8],1.71e+03 [1.44e+03-1.87e+03]
q=16,physics,3.21e-06 [2.28e-06-5.98e-06],0.000327 [0.00023-0.000606],0.0323 [0.0239-0.056],3.87 [2.31-5.71],130 [109-140],322 [276-326]
q=16,twin,6.31e-07 [5.85e-07-6.81e-07],8.21e-05 [6.47e-05-8.51e-05],0.00655 [0.00649-0.00694],0.721 [0.664-0.735],62.6 [58.7-66.4],1.67e+03 [1.54e+03-1.7e+03]
q=18,physics,7.81e-06 [4.88e-06-7.83e-06],0.000837 [0.000533-0.000839],0.0805 [0.0548-0.0809],5.07 [4.06-6.64],108 [94.5-155],332 [291-343]
q=18,twin,8.8e-07 [8.13e-07-1.22e-06],8.39e-05 [6.95e-05-8.9e-05],0.00739 [0.00733-0.0108],0.765 [0.698-0.93],78 [56.8-85.1],2.2e+03 [1.56e+03-3.3e+03]
q=20,physics,3.88e-06 [2.9e-06-8.42e-06],0.000396 [0.000296-0.000919],0.0382 [0.0319-0.0922],4.42 [3.61-6.88],125 [103-141],343 [273-376]
q=20,twin,7.43e-07 [5.85e-07-7.77e-07],6.62e-05 [6.01e-05-8.22e-05],0.00644 [0.00583-0.0086],0.65 [0.616-0.708],58.5 [55.5-64.8],1.58e+03 [1.56e+03-1.75e+03]
