row,arm,0.05-0.2 mm,0.5-2 mm,5-20 mm,50-200 mm,500-2000 mm,full crossing
q=2,physics,4.6e-05 [4.47e-05-7.11e-05],0.000473 [0.000463-0.00076],0.00471 [0.00465-0.00684],0.0335 [0.0331-0.0371],0.123 [0.116-0.138],0.138 [0.121-0.146]
q=2,twin,2.41e-05 [1.82e-05-2.92e-05],0.000171 [0.000163-0.000258],0.00205 [0.00171-0.00208],0.0144 [0.0144-0.0178],0.177 [0.176-0.229],0.545 [0.472-0.565]
q=4,physics,4.35e-05 [2.65e-05-8.34e-05],0.000404 [0.000293-0.000774],0.00412 [0.00295-0.0073],0.0283 [0.0246-0.0315],0.0998 [0.0919-0.111],0.0785 [0.0734-0.0839]
q=4,twin,2.38e-05 [1.18e-05-2.69e-05],0.000162 [5.93e-05-0.00019],0.00154 [0.000594-0.00174],0.0151 [0.00821-0.0164],0.14 [0.0976-0.159],0.485 [0.312-0.808]
q=6,physics,6.48e-05 [3.08e-05-6.5e-05],0.000659 [0.00033-0.00067],0.00652 [0.00333-0.00676],0.0319 [0.0253-0.032],0.105 [0.0993-0.112],0.0587 [0.0572-0.061]
q=6,twin,1.95e-05 [1.31e-05-2.19e-05],0.00014 [9.08e-05-0.000151],0.00158 [0.000877-0.0017],0.0137 [0.0115-0.0153],0.151 [0.147-0.205],0.542 [0.427-0.556]
q=8,physics,5.45e-05 [4e-05-0.000101],0.000569 [0.000406-0.00106],0.00499 [0.00402-0.00992],0.0289 [0.027-0.03],0.0919 [0.0899-0.095],0.0547 [0.0486-0.0555]
q=8,twin,2.12e-05 [1.65e-05-2.36e-05],0.000142 [0.000101-0.000199],0.00154 [0.00109-0.00187],0.0144 [0.0135-0.0171],0.177 [0.115-0.184],0.531 [0.386-0.643]
q=10,physics,4.66e-05 [3.6e-05-8.65e-05],0.000477 [0.000384-0.000868],0.00505 [0.00386-0.00818],0.0267 [0.0246-0.0325],0.0996 [0.0981-0.118],0.054 [0.0529-0.0726]
q=10,twin,2.06e-05 [1.75e-05-2.61e-05],0.000176 [0.000161-0.000185],0.0016 [0.00135-0.00227],0.0167 [0.0138-0.0177],0.131 [0.113-0.159],0.548 [0.5-0.787]
q=12,physics,3.11e-05 [3.06e-05-7.2e-05],0.000328 [0.000318-0.000712],0.00338 [0.00337-0.00685],0.0252 [0.0231-0.0284],0.101 [0.0928-0.107],0.0562 [0.054-0.0603]
q=12,twin,1.93e-05 [1.3e-05-2.27e-05],0.000161 [9.81e-05-0.000175],0.00123 [0.000718-0.00162],0.0142 [0.0116-0.015],0.105 [0.101-0.141],0.375 [0.339-0.644]
q=14,physics,4.81e-05 [2.7e-05-7.39e-05],0.000496 [0.000287-0.000766],0.00497 [0.00285-0.00737],0.0271 [0.0255-0.0314],0.104 [0.0999-0.108],0.0557 [0.0517-0.0604]
q=14,twin,2.3e-05 [1.67e-05-2.51e-05],0.000157 [0.000151-0.000176],0.00144 [0.00139-0.0017],0.0138 [0.0136-0.0146],0.118 [0.117-0.127],0.53 [0.381-0.61]
q=16,physics,5.57e-05 [5.03e-05-5.64e-05],0.000524 [0.000486-0.000584],0.00528 [0.0049-0.00528],0.026 [0.0239-0.0283],0.103 [0.101-0.108],0.0581 [0.0578-0.0636]
q=16,twin,2.39e-05 [1.74e-05-2.86e-05],0.000152 [0.000151-0.000286],0.00151 [0.00145-0.00178],0.0161 [0.0141-0.0217],0.124 [0.12-0.145],0.468 [0.432-0.81]
q=18,physics,4.53e-05 [4.17e-05-4.84e-05],0.000472 [0.000452-0.000481],0.00439 [0.00415-0.0045],0.0272 [0.0237-0.0281],0.0969 [0.0959-0.0986],0.0536 [0.0534-0.0602]
q=18,twin,2.2e-05 [1.99e-05-2.87e-05],0.000172 [0.000165-0.00018],0.00123 [0.00103-0.00179],0.0136 [0.0127-0.0141],0.13 [0.122-0.173],0.439 [0.379-0.968]
q=20,physics,3.63e-05 [3.04e-05-4.68e-05],0.000368 [0.000315-0.000467],0.00341 [0.00315-0.00493],0.0239 [0.0235-0.0262],0.0982 [0.0979-0.101],0.0573 [0.0507-0.0659]
q=20,twin,2.04e-05 [2.02e-05-2.44e-05],0.000184 [0.000159-0.000194],0.00177 [0.0013-0.00188],0.0159 [0.013-0.0172],0.126 [0.126-0.146],0.596 [0.479-0.965]
