row,arm,0.05-0.2 mm,0.5-2 mm,5-20 mm,50-200 mm,500-2000 mm,full crossing
q=2,physics,2.42e-06 [1.73e-06-2.9e-06],0.000246 [0.000184-0.000289],0.0268 [0.018-0.0304],2.5 [2.45-2.68],144 [132-161],594 [561-630]
q=2,twin,2.79e-07 [2.65e-07-2.8e-07],2.81e-05 [2.77e-05-3.22e-05],0.00334 [0.00302-0.00351],0.609 [0.494-0.638],90.6 [87.7-95.4],757 [698-833]
q=4,physics,3.83e-06 [2.44e-06-4.4e-06],0.000387 [0.000232-0.000444],0.0417 [0.0256-0.0496],4.51 [2.47-4.62],138 [130-145],284 [267-300]
q=4,twin,2.63e-07 [2.16e-07-3.37e-07],2.91e-05 [2.48e-05-3.24e-05],0.00274 [0.00271-0.00368],0.496 [0.482-0.678],83.9 [79.1-89.5],589 [512-752]
q=6,physics,3.61e-06 [2.16e-06-4.63e-06],0.000413 [0.000217-0.000485],0.04 [0.0233-0.0515],3.62 [2.56-4.83],129 [122-143],262 [239-275]
q=6,twin,2.78e-07 [2.61e-07-2.95e-07],2.81e-05 [2.77e-05-2.9e-05],0.00324 [0.0029-0.00332],0.596 [0.576-0.629],98 [94.2-110],690 [624-745]
q=8,physics,3.26e-06 [3.2e-06-4.92e-06],0.000336 [0.00032-0.000522],0.0363 [0.0346-0.0527],3.37 [2.68-5.07],138 [136-144],246 [243-269]
q=8,twin,1.96e-07 [1.79e-07-2.22e-07],2.16e-05 [2.06e-05-2.54e-05],0.00245 [0.00217-0.00277],0.511 [0.455-0.516],90.9 [80.8-94.4],600 [545-607]
q=10,physics,4.02e-06 [2.29e-06-5.41e-06],0.000459 [0.000253-0.000559],0.043 [0.0259-0.0549],4.02 [3.2-4.84],141 [118-146],261 [260-288]
q=10,twin,2.58e-07 [1.78e-07-2.87e-07],2.62e-05 [2e-05-2.72e-05],0.00279 [0.00223-0.00319],0.63 [0.442-0.667],101 [83.5-107],711 [640-772]
q=12,physics,5.67e-06 [3.37e-06-6.48e-06],0.000611 [0.00037-0.000689],0.0625 [0.0389-0.0699],4.84 [3.59-6.04],135 [124-141],251 [215-306]
q=12,twin,2.48e-07 [2.3e-07-2.73e-07],2.55e-05 [2.25e-05-2.81e-05],0.00321 [0.00272-0.00323],0.635 [0.605-0.659],85.4 [82.5-89],633 [631-645]
q=14,physics,2.82e-06 [2.43e-06-3.91e-06],0.000302 [0.00025-0.00042],0.0293 [0.0264-0.044],2.71 [2.6-4.17],128 [123-138],245 [223-269]
q=14,twin,3.1e-07 [2.13e-07-3.25e-07],3.08e-05 [2.32e-05-3.22e-05],0.00346 [0.00254-0.00366],0.682 [0.556-0.762],101 [92.2-103],704 [611-794]
q=16,physics,3.65e-06 [1.44e-06-4.49e-06],0.000377 [0.00015-0.000442],0.0387 [0.0154-0.048],3.43 [1.66-4.46],159 [114-163],264 [247-299]
q=16,twin,2.65e-07 [2.33e-07-2.86e-07],2.92e-05 [2.45e-05-3.14e-05],0.00322 [0.00312-0.00323],0.654 [0.632-0.717],98.1 [91.6-102],725 [681-838]
q=18,physics,2.84e-06 [2.81e-06-6.95e-06],0.000309 [0.000289-0.000744],0.0334 [0.0292-0.0736],2.99 [2.7-6.82],126 [124-135],260 [250-264]
q=18,twin,2.92e-07 [2.75e-07-3.42e-07],3.06e-05 [3e-05-3.51e-05],0.00364 [0.00362-0.00394],0.627 [0.577-0.815],79.1 [79-97.8],760 [652-849]
q=20,physics,4.89e-06 [3.34e-06-8.19e-06],0.000487 [0.00033-0.000857],0.0544 [0.0349-0.0876],5.2 [3.31-7.67],168 [138-169],306 [266-308]
q=20,twin,3.12e-07 [2.51e-07-3.32e-07],3.23e-05 [2.71e-05-3.34e-05],0.00373 [0.00281-0.00388],0.599 [0.521-0.658],95.2 [85.1-113],835 [674-899]
