row,arm,0.05-0.2 mm,0.5-2 mm,5-20 mm,50-200 mm,500-2000 mm,full crossing
q=2,physics,5.24e-05 [3.49e-05-5.93e-05],0.000527 [0.000377-0.000593],0.00513 [0.00353-0.00538],0.0206 [0.0204-0.0291],0.102 [0.088-0.117],0.139 [0.137-0.147]
q=2,twin,1.66e-05 [1.59e-05-1.85e-05],0.000148 [0.000119-0.000165],0.00142 [0.00108-0.00178],0.0138 [0.0123-0.0173],0.13 [0.125-0.211],0.553 [0.489-0.655]
q=4,physics,6e-05 [5.82e-05-0.000128],0.000638 [0.000559-0.00128],0.00631 [0.0051-0.0114],0.0301 [0.023-0.0364],0.0976 [0.0896-0.11],0.0774 [0.0768-0.0788]
q=4,twin,1.79e-05 [1.55e-05-2.07e-05],0.000183 [0.000133-0.000224],0.00179 [0.00151-0.00214],0.0176 [0.013-0.0228],0.148 [0.0966-0.159],0.637 [0.348-0.726]
q=6,physics,6.76e-05 [3.3e-05-0.000149],0.000676 [0.000352-0.00143],0.0063 [0.00321-0.013],0.0298 [0.0249-0.0326],0.0906 [0.087-0.099],0.0706 [0.0551-0.0755]
q=6,twin,1.86e-05 [1.78e-05-1.86e-05],0.000147 [0.000137-0.00016],0.00153 [0.00143-0.00153],0.0146 [0.0132-0.0158],0.142 [0.104-0.158],0.575 [0.443-0.702]
q=8,physics,3.55e-05 [2.59e-05-5.87e-05],0.000332 [0.000257-0.000595],0.00312 [0.00286-0.00536],0.026 [0.025-0.0301],0.0906 [0.0845-0.1],0.0632 [0.0574-0.0701]
q=8,twin,1.97e-05 [1.5e-05-2.82e-05],0.000155 [0.000142-0.000178],0.00138 [0.00125-0.00138],0.0136 [0.0133-0.0138],0.123 [0.112-0.171],0.643 [0.436-0.667]
q=10,physics,7.56e-05 [6.54e-05-9.02e-05],0.000756 [0.000643-0.000913],0.00637 [0.00617-0.00932],0.027 [0.0217-0.0287],0.103 [0.0988-0.106],0.0626 [0.0551-0.0686]
q=10,twin,1.7e-05 [1.58e-05-1.89e-05],0.000143 [0.000124-0.000148],0.00127 [0.00121-0.00127],0.0129 [0.0127-0.013],0.105 [0.104-0.128],0.413 [0.398-0.466]
q=12,physics,5.53e-05 [3.33e-05-8.22e-05],0.000565 [0.00034-0.000847],0.00501 [0.00339-0.00746],0.0244 [0.0237-0.0288],0.0921 [0.0921-0.0938],0.0666 [0.0653-0.0705]
q=12,twin,1.83e-05 [1.7e-05-3.23e-05],0.000203 [0.000152-0.000272],0.00147 [0.00145-0.00171],0.0146 [0.0142-0.015],0.134 [0.128-0.136],0.555 [0.549-0.557]
q=14,physics,3.16e-05 [3.08e-05-9.55e-05],0.000329 [0.000327-0.001],0.00329 [0.00322-0.00964],0.0284 [0.0254-0.0304],0.1 [0.0943-0.103],0.0722 [0.0658-0.0756]
q=14,twin,1.97e-05 [1.72e-05-2.08e-05],0.000147 [0.000138-0.000185],0.00132 [0.00131-0.00148],0.0136 [0.0132-0.0141],0.109 [0.107-0.132],0.634 [0.42-0.646]
q=16,physics,6.73e-05 [4.7e-05-8.46e-05],0.000647 [0.000486-0.000873],0.00561 [0.0045-0.00766],0.0223 [0.0186-0.0318],0.0951 [0.0933-0.106],0.0701 [0.0656-0.0719]
q=16,twin,1.6e-05 [1.55e-05-2.2e-05],0.000145 [0.000139-0.000179],0.0014 [0.00135-0.00155],0.0155 [0.0151-0.0157],0.114 [0.105-0.118],0.465 [0.376-0.572]
q=18,physics,5.39e-05 [2.78e-05-6.46e-05],0.000573 [0.000297-0.000655],0.00518 [0.00307-0.00593],0.0223 [0.0182-0.0268],0.0876 [0.0847-0.0947],0.0585 [0.0583-0.0627]
q=18,twin,2.24e-05 [1.58e-05-3.24e-05],0.000162 [0.000121-0.000227],0.00147 [0.0013-0.00185],0.017 [0.0133-0.0189],0.11 [0.107-0.19],0.392 [0.371-0.814]
q=20,physics,5.32e-05 [2.37e-05-6.6e-05],0.000551 [0.000244-0.000627],0.00475 [0.0026-0.00603],0.0233 [0.0225-0.0326],0.0967 [0.0837-0.112],0.0644 [0.0563-0.0767]
q=20,twin,2.06e-05 [1.38e-05-2.74e-05],0.000163 [0.000144-0.000194],0.00161 [0.00138-0.00173],0.0155 [0.0141-0.0164],0.147 [0.117-0.147],0.518 [0.446-0.657]
