row,arm,0.05-0.2 mm,0.5-2 mm,5-20 mm,50-200 mm,500-2000 mm,full crossing
q=2,physics,3.26e-05 [2.89e-05-3.77e-05],0.000325 [0.000298-0.000405],0.00335 [0.00324-0.00397],0.0324 [0.0305-0.0345],0.12 [0.115-0.122],0.138 [0.134-0.138]
q=2,twin,1.87e-05 [1.59e-05-2.02e-05],0.000195 [0.000171-0.000216],0.00194 [0.00176-0.00213],0.0261 [0.0256-0.0272],0.215 [0.204-0.277],0.599 [0.519-0.613]
q=4,physics,3.73e-05 [2.85e-05-4.26e-05],0.000398 [0.000287-0.000466],0.0037 [0.00278-0.00469],0.0329 [0.029-0.0413],0.115 [0.107-0.123],0.0828 [0.0762-0.084]
q=4,twin,1.8e-05 [1.63e-05-2.01e-05],0.000179 [0.000175-0.000181],0.00212 [0.00177-0.00216],0.0203 [0.0202-0.0301],0.253 [0.224-0.309],0.422 [0.418-0.467]
q=6,physics,3.34e-05 [2.56e-05-3.61e-05],0.000358 [0.000276-0.00037],0.00334 [0.00273-0.0037],0.0316 [0.0257-0.0323],0.131 [0.119-0.133],0.0666 [0.0643-0.0785]
q=6,twin,1.71e-05 [1.64e-05-2.03e-05],0.000177 [0.000165-0.000198],0.00193 [0.00189-0.00221],0.0208 [0.0174-0.0275],0.209 [0.183-0.289],0.586 [0.525-0.592]
q=8,physics,3.53e-05 [2.67e-05-4.03e-05],0.000346 [0.000284-0.000398],0.00369 [0.00281-0.0041],0.0316 [0.0284-0.0323],0.116 [0.111-0.123],0.0698 [0.063-0.0859]
q=8,twin,1.64e-05 [1.59e-05-1.64e-05],0.000179 [0.000158-0.00018],0.0017 [0.00164-0.00201],0.0221 [0.0207-0.0283],0.209 [0.203-0.253],0.508 [0.47-0.573]
q=10,physics,4.09e-05 [3.58e-05-4.8e-05],0.000413 [0.000377-0.000463],0.00434 [0.0038-0.00503],0.0359 [0.0345-0.036],0.127 [0.126-0.129],0.0718 [0.0716-0.0753]
q=10,twin,2.31e-05 [1.88e-05-2.33e-05],0.000235 [0.000198-0.000244],0.00209 [0.00199-0.00249],0.0304 [0.0189-0.033],0.213 [0.201-0.267],0.574 [0.492-0.651]
q=12,physics,3.5e-05 [3.28e-05-3.99e-05],0.000374 [0.000355-0.00041],0.00361 [0.00343-0.00398],0.0328 [0.0312-0.0389],0.121 [0.105-0.129],0.0825 [0.0739-0.0851]
q=12,twin,1.59e-05 [1.46e-05-1.63e-05],0.000173 [0.00017-0.000174],0.00159 [0.00157-0.00176],0.0216 [0.0162-0.0254],0.184 [0.165-0.188],0.425 [0.42-0.452]
q=14,physics,3.51e-05 [3.18e-05-4.21e-05],0.000356 [0.00033-0.000448],0.00367 [0.00352-0.00432],0.032 [0.0297-0.0323],0.129 [0.121-0.136],0.0762 [0.0755-0.0884]
q=14,twin,1.79e-05 [1.46e-05-2.35e-05],0.00018 [0.000158-0.000234],0.00174 [0.00152-0.00263],0.0189 [0.0163-0.0238],0.267 [0.157-0.372],0.467 [0.455-0.672]
q=16,physics,3.69e-05 [3.46e-05-4.64e-05],0.000382 [0.000361-0.000496],0.00372 [0.0035-0.00466],0.0369 [0.033-0.0427],0.136 [0.13-0.143],0.0751 [0.0705-0.0833]
q=16,twin,1.63e-05 [1.21e-05-1.8e-05],0.000175 [0.000138-0.000204],0.00181 [0.00156-0.00183],0.0209 [0.0182-0.022],0.213 [0.166-0.227],0.552 [0.467-0.793]
q=18,physics,3.8e-05 [3.47e-05-3.97e-05],0.000421 [0.000396-0.000423],0.00405 [0.00356-0.00423],0.0381 [0.0311-0.0406],0.138 [0.113-0.147],0.0768 [0.0761-0.0864]
q=18,twin,1.44e-05 [1.26e-05-1.98e-05],0.000161 [0.000145-0.000217],0.00161 [0.0015-0.00219],0.0177 [0.0167-0.019],0.2 [0.163-0.215],0.482 [0.463-0.548]
q=20,physics,3.69e-05 [3.24e-05-4.25e-05],0.000355 [0.00034-0.000431],0.00381 [0.00334-0.00448],0.0347 [0.0301-0.0425],0.132 [0.127-0.144],0.077 [0.0751-0.0779]
q=20,twin,1.86e-05 [1.59e-05-2.58e-05],0.00021 [0.000168-0.000252],0.00187 [0.00178-0.0028],0.0186 [0.0183-0.0276],0.172 [0.156-0.173],0.568 [0.528-0.739]
