row,arm,0.05-0.2 mm,0.5-2 mm,5-20 mm,50-200 mm,500-2000 mm,full crossing
q=2,physics,2.73e-05 [2e-05-3.09e-05],0.000307 [0.000217-0.000334],0.00288 [0.00235-0.00339],0.0266 [0.0236-0.0345],0.12 [0.119-0.133],0.13 [0.124-0.137]
q=2,twin,1.95e-05 [1.9e-05-2.04e-05],0.000206 [0.000193-0.000208],0.00213 [0.00209-0.00221],0.0388 [0.0365-0.0396],0.299 [0.258-0.343],0.321 [0.299-0.349]
q=4,physics,2.35e-05 [2.31e-05-2.57e-05],0.00024 [0.000234-0.000285],0.00248 [0.00243-0.00292],0.0243 [0.0237-0.0277],0.113 [0.108-0.118],0.0769 [0.0703-0.0829]
q=4,twin,1.95e-05 [1.81e-05-2.02e-05],0.000211 [0.000187-0.000211],0.00219 [0.00202-0.00219],0.0427 [0.0342-0.0431],0.277 [0.235-0.301],0.256 [0.252-0.259]
q=6,physics,2.86e-05 [2.59e-05-3e-05],0.000283 [0.000265-0.000306],0.00319 [0.00278-0.00322],0.0278 [0.025-0.0329],0.102 [0.0979-0.117],0.0597 [0.0541-0.0648]
q=6,twin,1.79e-05 [1.68e-05-1.91e-05],0.000182 [0.000181-0.000187],0.00215 [0.00201-0.00226],0.04 [0.0369-0.0422],0.284 [0.246-0.35],0.293 [0.248-0.314]
q=8,physics,2.86e-05 [2.53e-05-3.52e-05],0.000295 [0.000268-0.000333],0.00304 [0.00261-0.00376],0.0287 [0.0273-0.0349],0.111 [0.106-0.12],0.0614 [0.0579-0.0699]
q=8,twin,1.75e-05 [1.68e-05-1.96e-05],0.000195 [0.000182-0.000198],0.00196 [0.00178-0.00219],0.0378 [0.0277-0.0495],0.25 [0.203-0.306],0.278 [0.275-0.286]
q=10,physics,3e-05 [2.71e-05-3.5e-05],0.000311 [0.000293-0.000354],0.0031 [0.00271-0.00361],0.0328 [0.0269-0.0404],0.112 [0.108-0.122],0.0596 [0.0565-0.0687]
q=10,twin,1.6e-05 [1.57e-05-1.81e-05],0.00017 [0.000154-0.000182],0.00163 [0.00152-0.00173],0.0311 [0.0288-0.0322],0.282 [0.266-0.318],0.314 [0.234-0.326]
q=12,physics,3.1e-05 [2.88e-05-3.93e-05],0.000339 [0.000311-0.000417],0.00333 [0.00309-0.0042],0.0355 [0.0297-0.0392],0.11 [0.104-0.13],0.0698 [0.0633-0.0739]
q=12,twin,1.56e-05 [1.52e-05-1.56e-05],0.000162 [0.000155-0.000171],0.00171 [0.00152-0.00172],0.0381 [0.0284-0.0461],0.212 [0.184-0.237],0.292 [0.272-0.318]
q=14,physics,2.76e-05 [2.61e-05-3.76e-05],0.000296 [0.000258-0.000398],0.00279 [0.00261-0.00414],0.0273 [0.023-0.0343],0.112 [0.111-0.113],0.068 [0.0657-0.076]
q=14,twin,1.73e-05 [1.52e-05-1.89e-05],0.000187 [0.000152-0.000195],0.00186 [0.0018-0.00196],0.036 [0.0288-0.0398],0.295 [0.243-0.307],0.363 [0.222-0.379]
q=16,physics,2.84e-05 [2.54e-05-2.93e-05],0.000298 [0.000262-0.000301],0.00299 [0.00266-0.00324],0.0289 [0.0286-0.0311],0.12 [0.107-0.127],0.0548 [0.0536-0.0615]
q=16,twin,1.66e-05 [1.52e-05-1.68e-05],0.000173 [0.000171-0.000179],0.00169 [0.00168-0.00173],0.0309 [0.0282-0.0355],0.293 [0.209-0.298],0.321 [0.315-0.338]
q=18,physics,3.4e-05 [2.47e-05-5.2e-05],0.000356 [0.000262-0.000516],0.00367 [0.00285-0.00514],0.0332 [0.0331-0.0372],0.124 [0.102-0.127],0.0638 [0.062-0.0714]
q=18,twin,1.49e-05 [1.41e-05-1.61e-05],0.000154 [0.000152-0.000155],0.00162 [0.00155-0.0017],0.025 [0.0231-0.0282],0.252 [0.173-0.264],0.351 [0.305-0.36]
q=20,physics,3.51e-05 [3.28e-05-3.56e-05],0.000363 [0.000328-0.000368],0.00335 [0.00334-0.00368],0.0321 [0.0256-0.0329],0.123 [0.118-0.124],0.0652 [0.0597-0.0766]
q=20,twin,1.52e-05 [1.48e-05-1.58e-05],0.00016 [0.000154-0.000162],0.00165 [0.00164-0.00166],0.0281 [0.0245-0.0295],0.295 [0.229-0.324],0.373 [0.314-0.388]
