row,arm,0.05-0.2 mm,0.5-2 mm,5-20 mm,50-200 mm,500-2000 mm,full crossing
q=2,physics,2.81e-05 [1.28e-05-3.21e-05],0.0029 [0.0013-0.0033],0.269 [0.145-0.314],8.78 [7.08-11.1],215 [205-244],8.56e+03 [8.46e+03-8.7e+03]
q=2,twin,1.39e-06 [8.3e-07-2.08e-06],0.000137 [7.32e-05-0.000166],0.0154 [0.00679-0.0244],1.81 [0.845-2.88],408 [166-685],2.81e+03 [2.13e+03-5.21e+03]
q=4,physics,3.22e-05 [2.43e-05-3.7e-05],0.00341 [0.0026-0.00394],0.333 [0.222-0.376],9.01 [8.86-15.8],188 [168-209],3.41e+03 [3.39e+03-3.5e+03]
q=4,twin,2.45e-06 [1.69e-06-3.32e-06],0.00019 [0.00015-0.00026],0.0216 [0.0193-0.0239],2.66 [2.01-3.46],834 [588-904],5.55e+03 [4.5e+03-6.38e+03]
q=6,physics,2.16e-05 [1.66e-05-2.59e-05],0.00235 [0.00178-0.00283],0.215 [0.183-0.273],13.4 [8.17-15.1],195 [178-202],704 [637-715]
q=6,twin,2.88e-06 [1.27e-06-3.29e-06],0.000266 [0.000148-0.000307],0.0281 [0.0158-0.0407],2.82 [2.1-3.11],953 [500-983],5.19e+03 [4.13e+03-9.59e+03]
q=8,physics,1.37e-05 [8.93e-06-3.95e-05],0.00148 [0.000871-0.00436],0.136 [0.102-0.39],6.45 [6-10.7],194 [180-213],623 [579-671]
q=8,twin,2.38e-06 [1.4e-06-4.44e-06],0.000182 [0.000139-0.000346],0.0185 [0.017-0.037],2.83 [1.94-3.37],550 [365-965],4.75e+03 [4.27e+03-6.88e+03]
q=10,physics,3.58e-05 [1.99e-05-4.65e-05],0.00391 [0.002-0.005],0.35 [0.202-0.471],11 [10.7-11.1],207 [186-208],673 [598-703]
q=10,twin,2.54e-06 [1.64e-06-2.61e-06],0.000244 [0.000128-0.000292],0.0233 [0.0137-0.0235],3.32 [2.06-3.47],817 [372-977],6.45e+03 [3.28e+03-6.94e+03]
q=12,physics,3.68e-05 [1.98e-05-3.72e-05],0.00389 [0.00204-0.0039],0.371 [0.19-0.377],15.2 [6.71-20.2],189 [187-211],645 [620-718]
q=12,twin,2.88e-06 [2.78e-06-3.69e-06],0.000249 [0.000249-0.000275],0.0196 [0.0188-0.0262],3.38 [2.66-3.68],926 [691-944],5.18e+03 [5.07e+03-6.82e+03]
q=14,physics,1.66e-05 [1.38e-05-5.78e-05],0.00169 [0.00144-0.00607],0.164 [0.164-0.584],12.8 [10.4-21],192 [181-228],669 [661-722]
q=14,twin,2.19e-06 [1.97e-06-2.48e-06],0.000185 [0.00015-0.000205],0.0224 [0.0156-0.0228],2.39 [1.97-2.4],588 [366-609],4.18e+03 [3.58e+03-4.43e+03]
q=16,physics,2.07e-05 [6.73e-06-4.85e-05],0.00218 [0.000699-0.00504],0.209 [0.0786-0.497],8.65 [8.33-23.7],184 [181-201],671 [655-715]
q=16,twin,2.91e-06 [2.52e-06-3.23e-06],0.000281 [0.000169-0.000311],0.029 [0.0225-0.0303],3.29 [2.24-3.31],946 [433-980],8.27e+03 [5.03e+03-8.49e+03]
q=18,physics,2.2e-05 [1.31e-05-2.33e-05],0.00234 [0.00138-0.00256],0.217 [0.138-0.237],9.12 [6.75-9.81],170 [166-172],581 [522-681]
q=18,twin,3.49e-06 [2.46e-06-3.52e-06],0.000275 [0.000186-0.000282],0.0291 [0.0224-0.0296],3.39 [3.24-3.52],962 [714-975],7.15e+03 [6.09e+03-8.58e+03]
q=20,physics,1.39e-05 [1.12e-05-3.33e-05],0.00148 [0.00119-0.00364],0.137 [0.115-0.356],11.9 [8.22-19.2],192 [164-228],580 [568-758]
q=20,twin,4e-06 [2.08e-06-4.65e-06],0.00024 [0.000222-0.000302],0.0272 [0.0201-0.0325],3.35 [2.22-3.56],949 [548-953],6.63e+03 [4.27e+03-7.43e+03]
